"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","Relevant Excerpt"
"Toward genuine transformations: the internationalization of higher education in saudi arabia","https://scispace.com/paper/toward-genuine-transformations-the-internationalization-of-v8lbz1q0js","2017","Dissertation","","Rami Abdulrahman Khayat","","https://scispace.com/pdf/toward-genuine-transformations-the-internationalization-of-v8lbz1q0js.pdf","This qualitative study researches the effects of internationalization in higher education on individuals and home nations. Data collection included interviewing 20 students sponsored by the King Abdullah Scholarship Program (KASP), an internationalization program, investigating two of the program’s objectives: developmental and cultural. This study also included a review of governmental materials, prior research on the scholarship program, and scholarship on the process of internationalization. This study reveals three angles regarding the kinds of experiences graduates had with the KASP scholarship program. First, the national and international purposes of this internationalization program unfold from the experiences of the graduates. Second, residing in another fully-developed nation helps KASP students experience what the state-sponsoring nations want their own citizens to experience for both personal and national aims. Third, the effects of internationalization on KASP graduates’ job journeys articulate the future path for credential-holders on their way home. This research concludes to say that sponsored students coming from developing nations in such program manage to partially inherit, indirectly, from the developed settings, in this case Canada, what this research calls global citizenship. Furthermore, graduates’ experience with internationalization processes prepares them for the markets for their profession, but there should also be additional efforts from the sponsoring states which ease the return and future employment of the graduates to their sponsored nation – their home. In conclusion, the findings from the study suggest that internationalization grants nations and individuals many tools that can play vital role in shaping today’s developing world.","of 'human capital' . Capital, to economists in the 21 st century, would include financial capital, organizational capital, intellectual capital, human capital, structural capital, relational capital, customer capital, social capital, innovation capital, and process capital . Conceptual Framework:
 HCT suggests that society, composed of its citizens, generates economic benefits through investing in human beings . Education thus emerges as the prime type of human capital investment, along with health and nutrition. Education contributes to both health and nutrition, and it can be quantitatively measured.  According to , economist Gary S. Becker revisited HCT at different times and analyzed variance in dependent variables. Chronologically, the theory's development has evolved in the manner depicted in Table . Conceptual Framework:
 Table  Chronology of Human Capital Theory Conceptual Framework:
 Theory of human capital as a form of investment by individuals in education up to the point where the returns in extra income are equal to the costs of participating in education. Returns are both private to the individual in the form of additional income, and to the general society in the form of greater productivity provided by the educated. Private and social returns to investment in education 1 9 9 0:
 Defines human capital in the form of the fertility model and argues that there is a correlation between family size and the decision to invest in human capital; therefore, societies with small families have invested in human capital and benefited from more economic growth. Faster economic growth 1 9 9 3:
 Theory of human as investment in an individual's education and training, which is similar to business investments in equipment. Looks at the economic effects of investment in education on employment and earnings, and shows how the theory measures the incentive for such investment. Employment and earnings:
 From such views of HCT, this research study emphasizes how education increases the productivity and efficiency of human beings by raising the level of intellectual stock of economically productive human capability, ""which is a product of innate abilities and investment in human beings"" . Some critics claim that HCT is not an effective means of developing a nation's potential. For instance, signaling theorists are ""concerned with understanding why certain signals are reliable and others are not … how the signal is related to the quality it represents and what are the elements of the signal or the surrounding community that keep it reliable"" . , for example, suggests that, ""education levels of individuals indicate their certain innate characters such as their propensity to be intelligent, their dedication, time management skills, and ability to follow instructions.""  believes that schooling ""classifies students according to their intelligence and commitment through the processes of admission requirements and grading"" (as cited in ."
"Comprehensive methodology for assessing human capital and problems of its assessment","https://scispace.com/paper/comprehensive-methodology-for-assessing-human-capital-and-2bdagbqceq","2019","Journal Article","","К. Черевач-Филипович
О. Когут","10.26577/BE.2019.V127.I1.25","https://scispace.com/pdf/comprehensive-methodology-for-assessing-human-capital-and-2bdagbqceq.pdf","The article discusses ways to assess human capital. In recent decades, the urgency of the problems associated with the assessment of human capital and its components has not only faded away, but also increased as the number of companies grew. The interest of economics in human creative abilities, in the ways of their formation and development has sharply increased. Issues of human capital valuation are of interest due to the complexity and versatility of this category, as well as its importance for the effective functioning of the economy. Given the intangible nature of human capital, manifested in the form of knowledge, skills, work and management skills, as well as its continuous accumulation and communication with specific employees, it should be noted that a specific set of criteria is less important than the process of measuring and using the information collected. The systems for evaluating human capital based on certain quantitative criteria are based on value and natural approaches to its definition. Methodological approaches to the economic definition of human capital, based on different models, develop ideas that provide new, more realistic options for evaluating human capital. The formation and development of human capital takes place with the direct participation of the family, the state, enterprises and various public funds. At present, when an employee of an organization must be constantly active in improving his abilities, it is necessary to take into account the fact that learning takes place throughout his life.","accordance with the adopted provisions, the assessment of human capital is made in relation to qualification requirements and necessary knowledge, as well as professional skills. Che = ∑ Cep: In this case, the following are the objectives of human capital assessment: Che = ∑ Cep:
 -improving the selection, training and placement of personnel; Che = ∑ Cep:
 -stimulating the growth of employees' qualifications and increasing responsibility for the results of decisions made; Che = ∑ Cep:
 -development of initiative and creative activity of managers, specialists and employees; Che = ∑ Cep:
 -creation of a reserve. Accordingly, the objectives of assessing human capital are: Che = ∑ Cep:
 -determination of official correspondence of managers, specialists and employees of the position held; Che = ∑ Cep:
 -identifying prospects for the use of potential abilities and capabilities of the employee; Che = ∑ Cep:
 -stimulation of the growth of professional competence of the employee; Che = ∑ Cep:
 -determination of areas of professional development, professional training or retraining of the employee; Che = ∑ Cep:
 -the submission of proposals on the movement of personnel, the dismissal of an employee, and the transfer to more or less qualified work. Literature review:
 One of the first formulations of human capital is found in «Political Arithmetic» by W. Petty, who substantiated the category as «living acting human forces» and proposed to consider them as an integral part of national wealth. At the scientific level, the first study of the problems of human capital belongs to A. Smith. In his well-known work, A Study on the Nature and Causes of the Wealth of Nations, he proved that the differences between the possibilities of people with different levels of education and training reflect the differences in their income necessary to pay to acquire these skills. Therefore, income from investments in professional knowledge can be compared with income from investments in tangible assets. This comparison, however, has its limitations. Firms own material resources, but not their employees, unless, of course, talking about slaveholding system . Literature review:
 The theory of human capital was created by Nobel Prize winners in economics T. . By calculation, they showed for the first time the advantages of people with special education over people with general secondary education in terms of income and raised the cost of education to the level of productive investment, and education to the level of the most important development factor . Literature review:
 In the economic literature one can find many definitions of the concept «human capital». The most common definitions are: G. Becker «Human capital is a combination of innate abilities and acquired knowledge, skills and motivations, the effective use of which contributes to an increase in income and other benefits» (Korchagin, 2012: 4); A. Dobrynin, S. Dyatlov, E. Tsyrenova «Human capital is a stock of health, knowledge and skills that contribute to productivity growth and affect income growth» ; V. Maksimovich «Human capital is a combination of the existing, accumulated and developed abilities and qualities of a person, which are used in the production and consumption of economic goods, bring profit to its owner, as well as effect at the place of use and contribute to the growth of the state» ."
"Institute of Social Studies Graduate School of Development Studies","https://scispace.com/paper/institute-of-social-studies-graduate-school-of-development-3q26go0ok2","2001","","","Nicholas Mangozho","","https://scispace.com/pdf/institute-of-social-studies-graduate-school-of-development-3q26go0ok2.pdf","","Ob jectives: • To SUl!l!cst stratcl!ies It)r intencntion in terms of policies. institutions. etc to set up The relationship between HE and the labour market is such a complex one. Brennan . Ob jectives:
 .1.1 et al  refers to this relationship as the ""HELM Relationship."" The terms used in themselYes. that is: relevance. responsiveness and quality are quite dynamic. Ob jectives:
 multifaceted. highly subjective. and difticult to measure. Ob jectives:
 The research time frame. coupled with space limitations obviously imposes severe constraints on the scope of data collection and analysis. However. notwithstanding these limitations. it is hoped that the study would particularly make a valuable 6 Rl'pllrl ofthl' P r l ' ĩ J l ' n t i a l ( ' o l l l m i s i l l n into r-.dw.:alion '.lI1t! 1 raining in lilllhah\\l' (1999:299) (hl'reinatkr rdem .. 'd to a"" Thl' z i r a m a s a n g a Rl'J""lort). Introduction:
 ""Human resources del'e/opment both raises productivity and lowers reproductil'ity'"" (Streeten, P 1983).7   This chapter briefly discusses some important concepts made use of or implied in the study. The chapter also discusses the Human Capital Theory and its relationship to economic development in general and in the context of Zimbabwe, as well as human resources planning models. This chapter is important in that it provides the theoretical foundation upon which the subsequent discussion is based. Human Capital Theory:
 The HCT is built on the intellectual foundations of neo-classical analysis of labour markets. education and economic growth. The premise of the HCT is that investment in human capital is associated with better skills. higher productivity. and enhanced human capacity to imprO\e the quality oflife . The HCT assumes that people are productive resources and that highly educated people are more productive than others . Human Capital Theory:
 More importantly. the HCT is a cost and benefit analysis of educational investment. Human Capital Theory:
 Educational investment decisions are made when the expected returns (future income) Human Capital Theory:
 and the non-monetary benefits (the utility of being educated) are perceived to be greater than the educational expenditure and the opportunity cost. Human Capital Theory:
 I n""1 hpugh nUlpu! indic<lIOrs an: rardy u s d h c a u : -. e the: arC"" l,,,tn:mcl: dt'manding and because ofthc rear that the; could bc subjtxti\'c. the: can :.lelUa]!: prodw.:c quilL' formidahle results for planning purposes if they an.' properl: used. Human Capital Theory:
 In the early days of its promulgation, the HCT was used to explain the economic rationale for individual inYestment in education, better health, nutrition, etc. . The HCT has been refined from its micro perspective to a macro perspective over the years, and now it is applied in providing justification for public expenditure in education. The main argument is that investment in human capital complements investment in physical and technological innovation."
"Higher Education and Labour Market Dynamics: The Case of Zimbabwe","https://scispace.com/paper/higher-education-and-labour-market-dynamics-the-case-of-53tbmdbeyz","2001","","","Nicholas Mangozho","","https://scispace.com/pdf/higher-education-and-labour-market-dynamics-the-case-of-53tbmdbeyz.pdf","","Ob jectives: • To SUl!l!cst stratcl!ies It)r intencntion in terms of policies. institutions. etc to set up The relationship between HE and the labour market is such a complex one. Brennan . Ob jectives:
 .1.1 et al  refers to this relationship as the ""HELM Relationship."" The terms used in themselYes. that is: relevance. responsiveness and quality are quite dynamic. Ob jectives:
 multifaceted. highly subjective. and difticult to measure. Ob jectives:
 The research time frame. coupled with space limitations obviously imposes severe constraints on the scope of data collection and analysis. However. notwithstanding these limitations. it is hoped that the study would particularly make a valuable 6 Rl'pllrl ofthl' P r l ' ĩ J l ' n t i a l ( ' o l l l m i s i l l n into r-.dw.:alion '.lI1t! 1 raining in lilllhah\\l' (1999:299) (hl'reinatkr rdem .. 'd to a"" Thl' z i r a m a s a n g a Rl'J""lort). Introduction:
 ""Human resources del'e/opment both raises productivity and lowers reproductil'ity'"" (Streeten, P 1983).7   This chapter briefly discusses some important concepts made use of or implied in the study. The chapter also discusses the Human Capital Theory and its relationship to economic development in general and in the context of Zimbabwe, as well as human resources planning models. This chapter is important in that it provides the theoretical foundation upon which the subsequent discussion is based. Human Capital Theory:
 The HCT is built on the intellectual foundations of neo-classical analysis of labour markets. education and economic growth. The premise of the HCT is that investment in human capital is associated with better skills. higher productivity. and enhanced human capacity to imprO\e the quality oflife . The HCT assumes that people are productive resources and that highly educated people are more productive than others . Human Capital Theory:
 More importantly. the HCT is a cost and benefit analysis of educational investment. Human Capital Theory:
 Educational investment decisions are made when the expected returns (future income) Human Capital Theory:
 and the non-monetary benefits (the utility of being educated) are perceived to be greater than the educational expenditure and the opportunity cost. Human Capital Theory:
 I n""1 hpugh nUlpu! indic<lIOrs an: rardy u s d h c a u : -. e the: arC"" l,,,tn:mcl: dt'manding and because ofthc rear that the; could bc subjtxti\'c. the: can :.lelUa]!: prodw.:c quilL' formidahle results for planning purposes if they an.' properl: used. Human Capital Theory:
 In the early days of its promulgation, the HCT was used to explain the economic rationale for individual inYestment in education, better health, nutrition, etc. . The HCT has been refined from its micro perspective to a macro perspective over the years, and now it is applied in providing justification for public expenditure in education. The main argument is that investment in human capital complements investment in physical and technological innovation."
"An Overview of the Theoretical Perspectives on Higher Education Financing (Implications for Educational Administration in Nigeria)","https://scispace.com/paper/an-overview-of-the-theoretical-perspectives-on-higher-4b2pseb2mm","2021","Journal Article","","Sani Ahmed Yauta","10.52132/AJRSP/EN.2234","https://scispace.com/pdf/an-overview-of-the-theoretical-perspectives-on-higher-4b2pseb2mm.pdf","The paper reviewed some theories that explain higher education financing. Some aspect of these theories is compared in terms of the theoretical perspective on financing higher education. The historical viewpoint and the tenant of the theories give an insight and possible solution to higher education financing. The purpose of the paper is to illuminate an important policy issues on financing higher education the world over and to contribute to the general debate on the contribution of theories in explaining the main issue of financing higher education.","as an agent of revolution in many developing countries, has led to substantial investments in it. ISSN: 2706-6495: In many developing countries pressure for higher education has absolutely been assisted by public awareness of financial reward from pursuing such education. ISSN: 2706-6495:
 According to ;  the economic success and functioning of any country depends to a larger extent on its physical and human capital stock. They further state that physical capital has then been the focus of economic research as a major factor in production. However, nowadays individual skills and abilities are progressively figured as another form of capital more especially in social and behavioral sciences researches. General as postulated above by many scholars, investment in human capital ensure and increase high economic productivity of and individual and the nation at large. ) stated that the theoretical framework which should be adopted for the healthy acceptance of education and development policies would be human capital theory. The overall debate from a global perspective on reasonable resources allocation to Higher Education and the desire for government increase subsidies to education has been debated from neo-liberal economic models and market terms.  has identified as to how the human capital theory was propounded in the early 1960s.  further developed the theory and brings out the tenants and principles of the theory clearly. The major tenants that underscore the significant of the theory in explaining resource allocation and investment in higher education is the private and public rate of returns that is due to individuals and the nation at large. The modern development of human capital theory has been observed from the 1970's, when public finance to education started to decline because of the increasing demand from other social service sectors, like security, health and administrative expenses. The work of ; ;  exposed the development and usefulness of human capital theory. Most of the empirical work on human capital theory by the above authors brings to light the benefit of investing in human capital. In simple terms their work explains the theory in explaining a significant relationship between investments in education and monitory and non-monitory returns. ISSN: 2706-6495:
 The motive develops from the assumptions that people, and nations make rational choices and decision to invest in education and training which develop and enhance skills used to improve labor productivity.  This in turn increases the level of income for the individual and promotes economic growth . Rapid increase in the use of Human Capital Theory was seen after 1960, i.e. 1960-1970, which was described by  and cited in  as the golden period for the concept of human capital. He further state that by 1970's a new interest in this field prophase which create a serious dialogue which emanate between one group call ""First generation"" economists of education who are believe in how education contribute to economic growth, the individual (private) demand for education, labor market expectation and requirements and rate of return to investment in education, and other group called the ""second generation"" economist who are only interested on different ways financing education and the labor market segmentation.  opined that the main reason for this change is the massive expansion of the education systems in the western world, which have a serious consequence of causes both micro and macro-economic problems in the developing countries like Nigeria. Overall both Individuals and nations belief that investment in higher education has social and economic benefit; hence they invest in it to gain the maximum benefit."
"Why do they go? Community college students and post-secondary pursuits in Central Appalachia","https://scispace.com/paper/why-do-they-go-community-college-students-and-post-secondary-3qfrz8v5lv","2010","","","Christina Jo Wright","","https://scispace.com/pdf/why-do-they-go-community-college-students-and-post-secondary-3qfrz8v5lv.pdf","OF DISSERTATION","evidence individual initiative and gain. According to human capital theory, nonmaterial assets such as educational attainment work toward increasing the capital worth of individuals and the societies they comprise. An early proponent, Adam Smith articulated the individual and societal benefits of human capital. Human capital theory:
 According to Smith, among other forms of fixed capital such as trade machines, instruments, buildings, and improvements, are, the acquired and useful abilities of all the inhabitants or members of the society. The acquisition of such talents, by the maintenance of the acquirer during his education, study, or apprenticeship, always costs a real expense, which is a capital fixed and realized, as it were, in his person. Those talents, as they make a part of his fortune, so do they likewise that of the society to which he belongs (1776, p. 166). Human capital theory:
 As Smith indicates, human capital is understood within a larger context of societal exchange and application. It is not enough for individuals to acquire capital; they must also invest their personal fortunes in the marketplace. Though considered fixed or noncirculating, the investment of human capital presumes market participation. How else then, as Smith argues, could the ""expense be repaid with a profit""? Human capital theory:
 A leading human capital theorist, Gary  discusses human capital in the specific terms of individual investments in education. The theory assumes that these investments improve individual productivity and earnings and, as Becker states, an individual's success reflects an ability to bring about that success, Human capital analysis assumes that schooling raises earning and productivity mainly by providing knowledge, skills, and a way of analyzing problems. An alternative view however denies schooling does much to improve productivity, and instead it stresses credentialism-that degrees and education convey information about underlying abilities, persistence and other valuable traits of people…earnings of college graduates exceed those of high school graduates not because college education raises productivity but because more productive students go on to college (p. 19)."
"Economics of education revisited – new insights from identity and behavioral economics","https://scispace.com/paper/economics-of-education-revisited-new-insights-from-identity-3cd0yv9bb8","2019","","","Marija Džunić
Nataša Golubović","","https://scispace.com/pdf/economics-of-education-revisited-new-insights-from-identity-3cd0yv9bb8.pdf","This paper reviews the economic literature on education along with the attempts to integrate sociological and psychological views of education into standard economic models. The analysis points to the key concepts from sociology and behavioral economics that are translated into inputs to economic models of education, in order to improve the understanding of the economists’ fundamental concern – resource allocation. By extending economic models that capture the relation between investing efforts and expected returns to education, insights from identity economics and behavioral economics shed light to the following question: when and under what circumstances are investments in education effective? Identity economics implies that educational efforts are not perfect determinants of the economic returns to education, taking into account that investments in education are determined by students’ social norms, ideals and identities. Behavioral economics focuses on behavioral biases that affect the individuals’ decisions on investing efforts in education and consequently, their long-term welfare. This novel framework contributes to education research by specifying policy interventions that could mitigate identified behavioral barriers that constrain decision making concerning educational pathways.","knowledge and skills embodied in the individuals affect their productivity levels and consequently, their earnings. Therefore, education is considered to be an investment, rather than the expenditure, affecting not only individuals' well-being, but also determining the economic growth of a country . THE THEORY OF HUMAN CAPITAL:
 Human capital has formally been introduced into economic literature by the neoclassical economists, within the analytical framework of methodological individualism. According to the rational choice theory, individuals invest in education in order to maximize their economic interests. The investments in acquiring knowledge and skills that increase their productivity are realized until the private benefits of such investments (higher income in the future) equal the private costs, implying that the stock of human capital is formed as the consequence of the rational individuals' decisions. The early studies of human capital, therefore, regard education as the key component of the human capital. Deliberate investments in human capital have been defined as the determinants of the personal income distribution .  argued that employees do not become capitalists due to the diffusion of ownership through share capital, but as a result of acquiring knowledge and skills that have economic value. Those employees that have more high-quality skills and knowledge can demand higher wages. In other words, their knowledge and skills allow one hour of their labour to be worth more on the market than the labour of those who do not possess such knowledge and skills. THE THEORY OF HUMAN CAPITAL:
 The explicit treatment of human resources as a form of capital, a factor that can be produced and a result of investment, in the theoretical work of , directly contradicts the classical understanding of labour as the ability to perform physical job requiring little knowledge and skills, which are relatively uniform among workers. Treating education as an investment into an individual, Schultz proposed the term human capital. This way, the human capital concept has been transformed from a mere metaphor to a viable research subject in economic science and the main framework for creating education policies. From this time on, human capital has been put in the forefront of economic debates aimed at determining the residualthe unknown or unmeasured determinants in the models of economic growth. THE THEORY OF HUMAN CAPITAL:
 After the publication of Robert Solow's article A Contribution to the Theory of Economic Growth , an increasing number of empirical studies based on the aggregate production function  tried to ascribe the differences in income per capita among countries to the accumulation of physical capital, human capital and productivity. These studies have confirmed that higher levels of human capital fuel economic growth . There are two approaches that link human capital and economic growth. The first one explores the connection between the rate of economic growth and the rate of human capital accumulation . The second connects the rate of economic growth with the available amount of human capital . Most of the empirical analyses that dealt with the link between human capital and economic growth were largely focused on education, while health, as another component of human capital, has been devoted less attention."
"Reconciling organisational performance and employee satisfaction through training","https://scispace.com/paper/reconciling-organisational-performance-and-employee-1uuwvbz8kc","2008","","","Simon Peter Okanya","","https://scispace.com/pdf/reconciling-organisational-performance-and-employee-1uuwvbz8kc.pdf","In this study I explored the link between human resource training and
organisational performance in a complex Public Service organisation.
Drawing from a wide range of theoretical literature and also basing on my
personal experience as an employee of the district, the study focuses on the
complexities involved in reconciling organisational performance and employee
satisfaction through training.
Using the theoretical insights of the Human Capital Theory, the
Human Resources Based View and the Capability Approach and the
Universalist, Configurational and Contingency models of training, the main
findings of this study indicate that there are overlaps in the theories and
models in relation to training and these can facilitate or inhibit the
development and utilisation of organisational or human potentials. Also,
contrary to the existing literature on training, the research findings suggest that
training episodes and returns can not simply be reduced to a dichotomy of
general or specific, rather a more subtle differentiation is paramount.","Capital Theory (HCT) is premised on neo-classical analysis of labour markets, education and economic growth. It assumes that people are productive resources and explores whether more highly educated people are more productive than others (Brennan 1993). Human Capital Theory:
 More importantly, the HCT is a cost and benefit analysis of educational investment. From this viewpoint, training represents an investment in human capital that can be justified if net returns are generated in terms of better skills and increased productivity . In this sense, the HCT distinguishes the modalities of more general and more specific training. The former at its most general generates competences and professional qualifications that are useful to many organisations, even those belonging to different activity sectors . It should be pointed out that the transferable nature of the qualifications provided by more general training has a number of consequences for organisational behaviour. Human Capital Theory:
 On the one hand, because the qualifications acquired are potentially useful to a number of organisations, this kind of training leads to an improved position of the employee in the labour market. Within a competitive framework, this increase in value means that the organisation supplying the training will have to offer the trained employee salary and wider incentives similar to those offered by rival organisations . Human Capital Theory:
 On the other hand, the existence of working positions that demand from people occupying them costly qualifications and knowledge, transferable between organisations, promotes free rider conduct oriented towards reducing the organisation's participation in the financing of training. There are options available to achieve this purpose and they need not be incompatible, ""First, the firm supplies general training, but its financing is assumed totally or in part by the worker through reduced salaries during the training period. Second, the firm develops training policies which give priority to external recruitment over internal promotion and make the possession of certain transferable as well as costly professional competences become a prerequisite necessary to obtain the job and turn general training into an exclusively individual responsibility of the worker that aims at professional promotion within the firm"" . Human Capital Theory:
 This view however, may not be applicable to the Public Service in which training whether specific or general is provided by the employer. This theory was useful in finding out how far the staff were involved in decision making to undertake the training, whether they thought the training had any immediate effects on their jobs and whether there were scenarios where they had not put in practice what they had acquired from the training."
"Reconciling Organisational Performance and Employee Satisfaction Through Training: the Case of Soroti District Local Government","https://scispace.com/paper/reconciling-organisational-performance-and-employee-2biy70o4d4","2008","","","Simon Peter Okanya","","https://scispace.com/pdf/reconciling-organisational-performance-and-employee-2biy70o4d4.pdf","In this study I explored the link between human resource training and organisational performance in a complex Public Service organisation. Drawing from a wide range of theoretical literature and also basing on my personal experience as an employee of the district, the study focuses on the
complexities involved in reconciling organisational performance and employee satisfaction through training.
Using the theoretical insights of the Human Capital Theory, the
Human Resources Based View and the Capability Approach and the
Universalist, Configurational and Contingency models of training, the main findings of this study indicate that there are overlaps in the theories and models in relation to training and these can facilitate or inhibit the development and utilisation of organisational or human potentials. Also, contrary to the existing literature on training, the research findings suggest that
training episodes and returns can not simply be reduced to a dichotomy of general or specific, rather a more subtle differentiation is paramount.","Capital Theory (HCT) is premised on neo-classical analysis of labour markets, education and economic growth. It assumes that people are productive resources and explores whether more highly educated people are more productive than others (Brennan 1993). Human Capital Theory:
 More importantly, the HCT is a cost and benefit analysis of educational investment. From this viewpoint, training represents an investment in human capital that can be justified if net returns are generated in terms of better skills and increased productivity . In this sense, the HCT distinguishes the modalities of more general and more specific training. The former at its most general generates competences and professional qualifications that are useful to many organisations, even those belonging to different activity sectors . It should be pointed out that the transferable nature of the qualifications provided by more general training has a number of consequences for organisational behaviour. Human Capital Theory:
 On the one hand, because the qualifications acquired are potentially useful to a number of organisations, this kind of training leads to an improved position of the employee in the labour market. Within a competitive framework, this increase in value means that the organisation supplying the training will have to offer the trained employee salary and wider incentives similar to those offered by rival organisations . Human Capital Theory:
 On the other hand, the existence of working positions that demand from people occupying them costly qualifications and knowledge, transferable between organisations, promotes free rider conduct oriented towards reducing the organisation's participation in the financing of training. There are options available to achieve this purpose and they need not be incompatible, ""First, the firm supplies general training, but its financing is assumed totally or in part by the worker through reduced salaries during the training period. Second, the firm develops training policies which give priority to external recruitment over internal promotion and make the possession of certain transferable as well as costly professional competences become a prerequisite necessary to obtain the job and turn general training into an exclusively individual responsibility of the worker that aims at professional promotion within the firm"" . Human Capital Theory:
 This view however, may not be applicable to the Public Service in which training whether specific or general is provided by the employer. This theory was useful in finding out how far the staff were involved in decision making to undertake the training, whether they thought the training had any immediate effects on their jobs and whether there were scenarios where they had not put in practice what they had acquired from the training."
"The performance of higher education students’ loan sheme in Tanzania : the stakeholders’ views","https://scispace.com/paper/the-performance-of-higher-education-students-loan-sheme-in-177m5j7ay2","2008","Dissertation","","Innocent Buberwa Rugambuka","","https://scispace.com/pdf/the-performance-of-higher-education-students-loan-sheme-in-177m5j7ay2.pdf","A students’ Loan scheme is one among many alternatives for financing higher education in various countries around the world. Tanzania is one of the countries that have been practicing loan scheme system for financing higher education sub-sector. The purpose of this study is to examine the performance of the students’ loan scheme in Tanzania basing on the views of the stakeholders, mostly higher education students who are the main beneficiaries of the scheme. Some university students at the University of Dar es Salaam, the policy makers and policy implementers in the Ministry of Higher Education, Science and Technology and the Higher Education Student Loan Board respectively, were identified for the study. The study was guided by two research questions. These are: what is the performance of higher education student loan scheme in terms of the procedures for loan application and money disbursement; and does the student loan scheme contain the structures for loan recovery to the extent of being able to recover the loan? A qualitative strategy has been used in this study. Multiple methods were used for data collection, namely semi-structured interview, group discussion and documentary analysis. Twelve students of different academic years of study and student leaders at the student organization level, two policy makers and two policy implementers were interviewed. Twenty students were involved in a focused group discussion. And various documents including policy documents, guidelines and website documents were analyzed. Data collected was analyzed by induction process. The findings show that the loan scheme in Tanzania is partly not performing well in terms of application procedures, disbursement of funds to students and loan recovery. Therefore to make the loan scheme perform at the convenience of the stakeholders, it is recommended that the government should decentralize the HESLB to district level (establish the district offices). By doing so some services such as distribution and collection of loan application forms and means-testing can be done at the district offices. In addition, it is recommended that the loan application forms can also be stationed at","presents the performance of the students' loan scheme in Tanzania and students' loan schemes in other countries as reflected in different literatures. The last part gives the summary and research gaps in the reviewed Literatures to mark the rationale for conducting this study. 1 Human Capital Theory (HCT):
 According to human capital theorists all expenditures can be classified as either investment or consumption . The consumption expenditure refers to the purchase and use of goods and services which yield immediate but short lived benefits while investment expenditure refers to the purchase and use of assets which yield benefits over a long period of time and lead to an increase in the productive capacity of a given unity of production (ibid.: 36). 1 Human Capital Theory (HCT):
 From that point of view, it is argued that expenditure on education is an investment that yields long-term future benefits in the form of higher income for both the educated individuals and for the society as a whole   . 1 Human Capital Theory (HCT):
 Arguably, the theory seem to bring the notion that the costs have to be incurred in making some one get knowledge and skills (education) and by doing so the bearer of education is becoming more productive and at last his/her earnings increases. The investment costs include direct costs such as pecuniary or out of pocket costs and also includes indirect costs such as forgone earnings (salary and any other benefits attached to an employment) . The investment costs which are the point of interest in this study are pecuniary costs which are incurred by students. 1 Human Capital Theory (HCT):
 Despite the assumptions of human capital theory, there have been a number of criticisms of the theory. According to , it is difficult to separate human capital investment from personal consumption. This may perhaps mean that not all investment in humans through education are investment, others are consumption. The point by Stigler may be the determination of the degree and level of consumption and investment in costs incurred for education. 1 Human Capital Theory (HCT):
 The theory has been criticized by  that its assumption that investing in education leads to ones higher earnings is partly misleading. He argues that the notion is intervened by the underemployment challenges such that the growing proportions of people who have invested many years of their lives in acquiring advanced formal educational qualifications are unable to obtain commensurate. 1 Human Capital Theory (HCT):
 Debatably, this may mean that it is not one to one function, as assumed by HCT, that whoever invests in education has to end up with higher earnings. Some of people who have invested much in educating themselves may end up with decreased earnings because earnings are the function of multiple factors than education alone. For instance, after achieving the knowledge and skills, one enters the labor market. The labor market in which the educated worker must compete is not perfect one to permit the educated to get appropriate jobs for which they have been relatively trained . 1 Human Capital Theory (HCT):
 Moreover, the productivity of the labor is contributed with other factors than education such as job satisfaction including the working environment and the rewarding structure in a particular institution or firm. Relevance of the theory to the study:
 From the above postulations of the theory higher education is one form of investments in which individuals have to incur costs in order to get it. The implication of human capital theory is that people have to invest in themselves through higher education. Students or/and their families and the government are compelled to incur the costs."
