"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Vocational education and training provision and recidivism in Queensland correctional institutions","https://scispace.com/paper/vocational-education-and-training-provision-and-recidivism-co0ahqw2ug","2005","Journal Article","National Centre for Vocational Education Research","Callan Victor
John Gardner","","https://scispace.com/pdf/vocational-education-and-training-provision-and-recidivism-co0ahqw2ug.pdf","Victor Callan and John Gardner examine links between prisoners' participation in the vocational education and training (VET) programs available within the Queensland prison system and their chances of returning to prison. The findings reveal that being involved in VET before initial release decreases the chances of returning to prison from 32 per cent to 23 per cent. Nevertheless, particular attention needs to be given to designing a comprehensive range of programs targeted at meeting the needs of individual prisoner groups, particularly for Indigenous prisoners. The research supports efforts to promote the value of VET and its role in prisoner rehabilitation, and to reduce barriers to accessing VET in correctional centres.","Callan and Gardner as mentioned in this paper examined the link between prisoners' participation in the vocational education and training (VET) programs available within the Queensland prison system and their chances of returning to prison."
"The Impact of Vocational Education and Training Programs on Recidivism: A Systematic Review of Current Experimental Evidence:","https://scispace.com/paper/the-impact-of-vocational-education-and-training-programs-on-5p4se2gdkx","2018","Journal Article","International Journal of Offender Therapy and Comparative Criminology","Danielle Newton
Andrew Day
Margaret Giles
Joanne Wodak
Joseph Graffam
Eileen Baldry
Eileen Baldry","10.1177/0306624X16645083","","Although the association between unemployment and offending is well established, relatively little is known about the impact of vocational education and training programs on re-offending, with much of the previous work in this area failing to control for, or correct, selection bias. This article reports the findings of a systematic review, which considers the findings of only those studies that have used experimental or quasi-experimental designs to evaluate vocational training and employment program outcomes for adult offenders. The analysis identifies key features, based on these studies, of those programs associated with the best outcomes and recommends selection criteria for those who are most likely to benefit from prison vocational education and training.","A systematic review of studies that have used experimental or quasi-experimental designs to evaluate vocational training and employment program outcomes for adult offenders identifies key features of those programs associated with the best outcomes and recommends selection criteria for those who are most likely to benefit from prison vocational education and training."
"Career Readiness Programs for Correctional Institutions.","https://scispace.com/paper/career-readiness-programs-for-correctional-institutions-27slbpsid2","1987","Journal Article","Journal of correctional education","David M. Downing","","https://www.jstor.org/stable/23291881","To reduce the current recidivism rate of 28.4% for the United States prison population of 450,000, the implementation of a relevant, comprehensive vocation al and career readiness program is necessary. Career readiness programs provide inmates with current job securing skills. Researchers have found that businesses recommend such programs, and inmates who partici pate in them obtain jobs more quickly and maintain jobs more securely than non-participants. Components of the career readiness package address areas related to social skills, job acquisition skills, work performance skills, and basic day-to-day ""survival"" skills. Redirect ed and revised curriculum for vocational training programs may be the answer to recidivism reduction and society's economic concerns regarding Correction al Institutions in the United States.","In this paper, a career readiness package addressed areas related to social skills, job acquisition skills, work performance skills, and basic day-to-day ""survival"" skills."
"Analysis of Recidivism Rates for Participants of the Academic/Vocational/ Transition Education Programs Offered by the Virginia Department of Correctional Education","https://scispace.com/paper/analysis-of-recidivism-rates-for-participants-of-the-2xokiw8fiv","2000","Journal Article","Journal of correctional education","Kim A. Hull
Stewart Forrester
James R. Brown
David Jobe
Charles McCullen","","https://scispace.com/pdf/analysis-of-recidivism-rates-for-participants-of-the-2xokiw8fiv.pdf","The following report is an analysis of statistical information on program completers of various academic, vocational, and transitional programs offered by the Virginia Department of Correctional Education (DCE) to the inmate population within the Virginia Department of Corrections (DOC). The study was initiated by the Superintendent of the Department of Correctional Education and was designed to assess the impact of DCE programs on recidivism. The sample of three thousand records (N = 3,000) of men and women released during the period 1979 – 1994 was examined with regards to involvement in educational programs while incarcerated and post-release reincarceration within the Virginia Department of Corrections and employment status while on parole/probation. Findings suggest that completion of an educational program while incarcerated may be positively and directly related to post-release community adjustment.","In this article, an analysis of statistical information on program completers of various academic, vocational, and transitional programs offered by the Virginia Department of Correctional Education (DCE) to the inmate population within the VA Department of Corrections (DOC)."
"Educated Prisoners Are Less Likely to Return to Prison.","https://scispace.com/paper/educated-prisoners-are-less-likely-to-return-to-prison-11wrsqzmx7","2004","Journal Article","Journal of correctional education","James S. Vacca","","","Since 1990, the literature has shown that prisoners who attend educational programs while they are incarcerated are less likely to return to prison following their release. Studies in several states have indicated that recidivism rates have declined where inmates have received an appropriate education. Furthermore, the right kind of educational program leads to less violence by inmates involved in the programs and a more positive prison environment. Effective Education Programs are those that help prisoners with their social skills, artistic development and techniques and strategies to help them deal with their emotions. In addition, these programs emphasize academic, vocational and social education. The inmates who participate in these programs do so because they see clear opportunities to improve their capabilities for employment after being released. Program success or failure is hampered, however, by the values and attitudes of those in the authority position, over crowded prison population conditions and inadequate funding for teaching personnel, supplies and materials. In addition, recent studies show that most inmates are males who have little or no employable skills. They are also frequently school dropouts who have difficulties with reading and writing skills and poor self-concepts and negative attitudes toward education. Literacy skills in learner-centered programs with meaningful contexts that recognize the different learning styles, cultural backgrounds and learning needs of inmates are important to program success and inmate participation. Inmates need education programs that not only teach them to read effectively but also provide them with the necessary reinforcement that promote a positive transition to society when they are released. Efforts in this direction would help stimulate better participation of inmates in all prison education programs and will go a long way to help the prisoner rehabilitation process. Prisoners who attend education programs while they are incarcerated are less likely to return to prison following their release. Since 1990, literature","The literature has shown that prisoners who attend educational programs while they are incarcerated are less likely to return to prison following their release as mentioned in this paper, and the right kind of educational program leads to less violence by inmates involved in the programs and a more positive prison environment."
"A Survey of Staff and Inmates at the New Lisbon Correctional Institution Detailing Relevant Factors Associated with Career and Technical Education and Post-Release Outcomes","https://scispace.com/paper/a-survey-of-staff-and-inmates-at-the-new-lisbon-correctional-3p5rcy36z5","2010","","","David John Hines","","https://scispace.com/pdf/a-survey-of-staff-and-inmates-at-the-new-lisbon-correctional-3p5rcy36z5.pdf","2 Inmates released to the community without a basic education and little job training face a higher risk of re-offending and being returned to prison. By providing effective career and technical educational programming, the Wisconsin Department of Corrections (WI DOC) can increase educational levels, provide meaningful job skills, as well as help offenders to think critically and more responsibly in order to enhance their reentry to the community and to reduce the possibility of recidivism. The purpose of this study was to evaluate career and technical educational programming at the New Lisbon Conectional Institution (NLCI) and its relationship to recidivism and the successful reentry of inmates to the community. The design of the study was Qualitative in nature and utilized a modified case study approach that consisted of a series of interviews with","The purpose of this study was to evaluate career and technical educational programming at the New Lisbon Conectional Institution (NLCI) and its relationship to recidivism and the successful reentry of inmates to the community."
"Four: Reducing Recidivism through Education","https://scispace.com/paper/four-reducing-recidivism-through-education-4g3pldm452","2017","Journal Article","Wagadu: a Journal of Transnational Women's and Gender Studies","Katy Brock","","","Over the last two and a half decades, the population of incarcerated women in the United States has dramatically increased (Carver & Harrison, 2016). In 1980, 26,300 women were incarcerated in the U.S., while 215,300 were incarcerated in 2014 (The Sentencing Project, 2015) and the rate at which women are being incarcerated does not appear to be declining. A positive impact on women's recidivism could be made by making more educational opportunities available to women in prison.A growing trend in corrections is the focus on reentry to communities, which has shown to be one of the most significant factors in women's recidivism reduction (Cobbina, 2010). Research indicates that the more educational opportunities inmates participate in, the less likely they are to reoffend (Choate & Normore, 2013; Esperian, 2010). Prisons that provide educational opportunities reduce crime related behavior, both within the prison and upon an inmate's release (Choate & Normore, 2013). This reduction in recidivism is due, in part, to the individual inmate's development of positive social skills and self-value. Research consistently demonstrates that quality education is one of the most effective forms of crime prevention (Choate & Normore, 2013).As a result of developing a positive social identity, incarcerated individuals who participate in education acquire an education that can be used to further develop their positive social identity. Cobbina (2010) found that inmates can develop positive social skills through educational collaborations. These skills can then be transferred to the community upon their release, as an offender is less likely to face rearrest if he/she has positive social skills which are used to establish supportive social bonds to the families, as well as to their communities (Carter, 2008). This allows formerly incarcerated people to create positive relationships that better establish themselves in the work force after release.An additional benefit of educational opportunities in prison is the support these offers to those reintegrating into communities. Positive post release reintegration is portrayed as a result of having access to post release services, which are often found through using relationship skills (Cobbina, 2010). Those who have been involved in education programs develop positive social skills which they are likely to use and rely on during their reintegration to society (Esperian, 2010). Without positive social skills, recidivism is likely.A third benefit of education in prison is the positive impact the experience has on an incarcerated person's self-worth. Inmates want to feel that their lives have value and participating in educational opportunities fosters this confidence. Receiving an education and sharing knowledge offers the inmate a sense of value and empowerment. Being involved in educational opportunities in prison is often reliant on the individual's behavior, thus encourages positive behavior and pro-social skills (Jovanic, 2011; Choate & Normore, 2013).The Wyoming Department of Corrections (WDOC) operates five adult prisons: the Wyoming Women's Center (WWC) is the only women's prison in the state (Wyoming Department of Corrections, 2014). The current nationwide recidivism rate is nearly 43.3% while Wyoming's recidivism rate is 26%; both rates include probation and parole violations (Wyoming Department of Corrections, 2012). The educational opportunities offered to inmates in WDOC could be an approach that is responsible for the state's comparably low rate of recidivism.When women enter the WWC facility, their educational background, capabilities and needs are assessed. In 2011, on average, inmates who entered WDOC tested on an 8th grade level in the content areas of reading, math and language (Wyoming Department of Corrections, 2011). The inmates are encouraged and supported by WDOC state certified instructional staff in their quest to obtain their high school equivalency (HSEC). …","Choate and Normore as discussed by the authors found that the more educational opportunities inmates participate in, the less likely they are to reoffend. But, they did not consider the impact of education on women's recidivism."
"La formation en prison : y apprend-on aussi à ne pas récidiver ? Quels liens entre formation en prison et récidive ?","https://scispace.com/paper/la-formation-en-prison-y-apprend-on-aussi-a-ne-pas-recidiver-2v88nrctko","2009","Dissertation","","Thomas Di Falco","","https://scispace.com/pdf/la-formation-en-prison-y-apprend-on-aussi-a-ne-pas-recidiver-2v88nrctko.pdf","Les detenus pris en charge par nos prisons helvetiques sont le plus souvent parmi les residents en Suisse les moins instruits. En effet, aux Etablissements de Bellechasse par exemple, pres de 70 % n'ont pas termine leur formation de base. On sait que la tres grande majorite des detenus en Suisse ressort un jour de prison. Que la sanction par une peine privative de liberte, quelle que soit la duree, est suivie d'une liberation. Et qu'une liberation sans preparation est vouee a un grand risque d'echec. Des lors de nombreux programmes sont proposes ou parfois imposes : suivi psychiatrique, coaching, therapies diverses, formation professionnelle, etc. Etant donne leur deficit de formation, de nombreux detenus sortant de prison sont souvent en manque de qualifications et ne parviennent pas a etre competitifs sur le marche du travail. Une longue periode de chomage equivalant helas souvent a une mise en marge de la societe, le detenu libere aura alors de fortes chances de vivre une reinsertion sociale et professionnelle difficile. Aussi, la formation de base et professionnelle proposee derriere les barreaux devrait etre un moyen de faire evoluer favorablement la tendance a la reussite de la reinsertion et d'eviter un retour dans les travers anterieurs de la delinquance. Cette formation en prison a lieu aujourd'hui dans une majorite d'etablissements penitentiaires suisses, mais nul ne sait a ce jour si la formation en prison influence effectivement le retour en liberte de l'ancien detenu, puisqu'aucune etude n'a jamais ete effectuee sur cette thematique a ce jour en Suisse. D'ou le questionnement sur la correlation suivante : y a-t-il un lien entre formation en prison et recidive ? Entre formation en prison et reincarceration, ou nouvelle sanction ? Le point de depart de cette etude est donc cette question. Pour repondre a cette interrogation, nous avons procede a une analyse quantitative de 352 detenus se trouvant aux Etablissements de Bellechasse du 01.01.1999 au 31.12.2006. En second lieu, nous nous sommes pose la question des motivations des detenus a participer, ou a ne pas prendre part aux formations et cours proposes. Aident-elles de facon decisive a leur reinsertion sociale ? Dans ce cadre, un travail de type qualitatif a ete effectue sur neuf detenus se trouvant dans le meme etablissement, mais durant l'annee 2008. Cette double analyse, quantitative d'une part, et qualitative d'autre part, permet de nuancer les chiffres, respectivement les discours des detenus. Elle a ete effectuee integralement sur le site des Etablissements de Bellechasse, situes dans le canton de Fribourg, en Suisse. Globalement, les resultats de cette etude revelent que les personnes qui ont suivi des cours durant leur peine recidivent moins que ceux qui n'en ont pas beneficie. On percoit aussi que les personnes qui se sont engagees dans une formation l'ont fait avec une perspective de sortie de prison et d'aide a la stabilisation durant et apres la peine.","In this article, a double analysis of 352 detenus from the Etablissements de Bellechasse de Fribourg, in Suisse, was performed, and the results showed that the formation en prison influence effectivement le retour en liberte de l'ancien detenu."
"Training and Employment for Correctional Populations","https://scispace.com/paper/training-and-employment-for-correctional-populations-ohx98owx6i","2021","Journal Article","Contexts","Grant Duwe
Makada Henry-Nickie","10.1177/15365042211058124","https://journals.sagepub.com/doi/pdf/10.1177/15365042211058124","Education and employment are both moderate risk factors for recidivism. There is a well-documented relationship between low educational achievement and antisocial behaviors. Education programming i...","This article found that low educational achievement and antisocial behaviors are both moderate risk factors for recidivism and that there is a well-documented relationship between low educational achiev- cation and criminal behavior."
"The Practice and Promise of Prison Programming","https://scispace.com/paper/the-practice-and-promise-of-prison-programming-1sh5err6rf","2002","Dataset","","Sarah Lawrence
Daniel P. Mears
Glenn Dubin
Jeremy Travis","10.1037/E720872011-001","https://scispace.com/pdf/the-practice-and-promise-of-prison-programming-1sh5err6rf.pdf","This report includes a literature review on the effectiveness of educational, vocational, and work programs in prison on employment outcomes and recidivism, and it includes an inventory of prison programs in seven states from the Great Lakes region The report also makes recommendations for strategic opportunities and identifies policy targets for increasing and enhancing prison-based programming","A literature review on the effectiveness of educational, vocational, and work programs in prison on employment outcomes and recidivism, and an inventory of prison programs in seven states from the Great Lakes region is presented in this article."
"Throughcare and VET for adult prisoners and offenders within the New South Wales Department of Corrective Services","https://scispace.com/paper/throughcare-and-vet-for-adult-prisoners-and-offenders-within-2s5vtr3r5u","2007","","","Karen Banfield","","","'Throughcare' is a coordinated and integrated approach to reducing re-offending by people who are the responsibility of the New South Wales (NSW) Department of Corrective Services. Central to the concept of throughcare is the assessment of offenders' risks and needs and the concomitant provision of appropriate programs that target needs and account for various levels of risk. Throughcare also involves the establishment of links between the NSW Department of Corrective Services and other government and non-government agencies that support the successful return of ex-offenders to the community. Education programs support throughcare by providing offenders with opportunities to develop the basic education and the employability and vocational skills needed to gain and maintain employment. The work experience and vocational training provided within Corrective Services Industries further enhance the likelihood that offenders will successfully reintegrate into the community post-release. The NSW Department of Corrective Services also implements a range of pre-release transitional support strategies. Education programs and education staff are integral components of many of these strategies. In addition, community-based programs, such as the NSW Corrective Services' Community Offenders Services and the TAFE NSW initiative the Pathways to Employment Education and Training Program, enhance throughcare by supporting offenders to re-engage with training and develop the skills to enter employment and/or vocational training.","Throughcare as mentioned in this paper is a coordinated and integrated approach to reducing reoffending by people who are the responsibility of the New South Wales (NSW) Department of Corrective Services, which involves the establishment of links between the NSW Department of Correction Services and other government and non-government agencies that support the successful return of ex-offenders to the community."
"The Effect of Prison Education Programs on Recidivism","https://scispace.com/paper/the-effect-of-prison-education-programs-on-recidivism-yz60tk7m1j","2016","","","Cindy Borden
Penny Richardson
Edward Clapp
Csn Professors
Robert Fuhrel
Thymios Carabas
David Reed
Alisse Waterston","","","With constraints on budgets everywhere across America, many programs in U S prisons are being closely monitored to determine if costs can be cut and money saved in daily operations. A dramatic example occurred most recently at the College of Southern Nevada where, at a June graduation ceremony for inmates who earned a GED, or a high school diploma, from the Clark County School District, or an AAfrom CS N. More than 40 students received either a CED or a high school diploma, and only one student received an AA. This study offers strong support for the argument that it is far more profitable for states to fund education classes for inmates, for two reasons: first, doing so reduces recidivism dramatically, and second because educating felons eliminates the costs associated with long term warehousing.","This study offers strong support for the argument that it is far more profitable for states to fund education classes for inmates, for two reasons: first, doing so reduces recidivism dramatically, and second because educating felons eliminates the costs associated with long term warehousing."
"PREP: Training Inmates through Industrial Work Participation, and Vocational and Apprenticeship Instruction","https://scispace.com/paper/prep-training-inmates-through-industrial-work-participation-4fyk0kqisa","1997","","","William G. Saylor
Gerald G. Gaes","","","Data on over 7,000 offenders were collected to evaluate the impact of industrial work experience and vocational and apprenticeship training on in-prison and post-release outcomes. Prior research on prison training outcomes failed to find any significant training effects. Related research on the economic conditions faced by ex-offenders has demonstrated the difficult conditions under which these offenders seek employment. Because the training effects may be subtle, we developed a large sample to evaluate the prison training programs. Furthermore, because we could not randomly assign inmates to the training conditions, we tried to control for selection bias by using a statistical matching procedure which modeled the training program selection process. The results of the evaluation demonstrated significant and substantively meaningful training effects both on in-prison and post-prison outcome measures.","In this article, the impact of industrial work experience and vocational and apprenticeship training on in-prison and post-release outcomes was evaluated using data collected from over 7,000 offenders."
"Using research to inform practice: Western Australian correctional education","https://scispace.com/paper/using-research-to-inform-practice-western-australian-1xqujwmqdn","2007","","","Christine Laird","","","The Education and Vocational Training Unit of the Department of Corrective Services in Western Australia adapts and integrates knowledge from international and national research reports to assist with rehabilitation of offenders and their successful reintegration into the community. Different approaches are used to increase opportunities for education staff to engage with offenders. This increased interaction can forge productive partnerships to address offenders' learning needs. The current political and economic situation offers correctional educators and the Department of Corrective Services the opportunity to advance the 'throughcare' philosophy of rehabilitation to a degree not previously experienced in the state. This transformation is aided by the use of vocational education and training (VET). VET helps prepare offenders for employment, which is a major factor contributing to successful reintegration into the community.","The Education and Vocational Training Unit of the Department of Corrective Services in Western Australia adapts and integrates knowledge from international and national research reports to assist with rehabilitation of offenders and their successful reintegration into the community as mentioned in this paper."
"The Effects of Prison-Based Educational Programming on Recidivism and Employment","https://scispace.com/paper/the-effects-of-prison-based-educational-programming-on-2j4psozeh2","2014","Journal Article","The Prison Journal","Grant Duwe
Valerie A. Clark","10.1177/0032885514548009","","This study evaluated the effectiveness of prison-based educational programming by examining the effects of obtaining secondary and post-secondary degrees on recidivism and post-release employment o...","The authors evaluated the effectiveness of prison-based educational programming by examining the effects of obtaining secondary and post-secondary degrees on recidivism and post release employment in the US Prison System."
"Returning to Work after Prison - Final Results from the Transitional Jobs Reentry Demonstration","https://scispace.com/paper/returning-to-work-after-prison-final-results-from-the-12cf1l8vn8","2012","Journal Article","Social Science Research Network","Erin Jacobs","10.2139/SSRN.2056045","https://papers.ssrn.com/sol3/Delivery.cfm/SSRN_ID2056045_code238096.pdf?abstractid=2056045&mirid=1&type=2","More than 1.6 million people are incarcerated in prisons in the United States, and around 700,000 are released from prison each year. Those released from prison often face daunting obstacles as they seek to reintegrate into their communities, and rates of recidivism are high. Many experts believe that stable employment is critical to a successful transition from prison to the community.The Joyce Foundation’s Transitional Jobs Reentry Demonstration (TJRD), also funded by the JEHT Foundation and the U.S. Department of Labor, tested employment programs for former prisoners in Chicago, Detroit, Milwaukee, and St. Paul, using a rigorous random assignment design. MDRC led the evaluation, along with the Urban Institute and the University of Michigan. The project focused on transitional jobs programs that provide temporary subsidized jobs, support services, and job placement help. Transitional jobs are seen as a promising model for former prisoners and for other disadvantaged groups.In 2007-2008, more than 1,800 men who had recently been released from prison were assigned, at random, to a transitional jobs program or to a program providing basic job search assistance but no subsidized jobs. The research team tracked both groups using state data on employment and recidivism. Because of the random assignment design, one can be confident that significant differences that emerged between the groups are attributable to the services each group received.This is the final report in the TJRD project. It assesses how the transitional jobs programs affected employment and recidivism during the two years after people entered the study.Key Findings: The transitional jobs programs substantially increased employment early in the study period by providing jobs to many who would not otherwise have worked. However, the gains faded as men left the transitional jobs, and the programs did not increase regular (unsubsidized) employment either during or after the program period. At the end of the second year, only about one-fifth of each group were employed in the formal labor market. Earnings impacts may have been somewhat larger when economic conditions were relatively poor and members of the job search group had more difficulty finding jobs. The transitional jobs programs did not significantly affect key measures of recidivism over the two-year follow-up period. About half each group were arrested, and a similar number returned to prison. Most of the prison admissions were for violations of parole rules, not new crimes.Overall, these results point to the need to develop and test enhancements to the transitional jobs model. For example, future tests could include enhancements such as extending the period of the transitional job, including vocational training as a core program component, or focusing more on the transition to regular employment by offering stronger financial incentives for participants. (Findings from the TJRD evaluation suggest that these financial incentives may improve earnings impacts.) Researchers and practitioners should also test other strategies to improve employment and recidivism outcomes for reentering prisoners.","Transitional jobs are seen as a promising model for former prisoners and for other disadvantaged groups as discussed by the authors, and many experts believe that stable employment is critical to a successful transition from prison to the community."
"The Effectiveness of Corrections-Based Work and Academic and Vocational Education Programs","https://scispace.com/paper/the-effectiveness-of-corrections-based-work-and-academic-and-4p7tl1xddg","2012","Book","","Doris Layton MacKenzie","10.1093/OXFORDHB/9780199730148.013.0020","","PRINTED FROM OXFORD HANDBOOKS ONLINE (www.oxfordhandbooks.com). (c) Oxford University Press, 2013. All Rights Reserved. Under the terms of the licence agreement, an individual user may print out a PDF of a single chapter of a title in Oxford Handbooks Online for personal use (for details see Privacy Policy). Abstract and Keywords This article studies the effectiveness of corrections-based work and academic and vocational education programs for offenders. It summarizes the present education, vocational, and work programs, as well as their goals and theoretical explanations for why they may affect recidivism, or a relapse into crime. It also reviews the research on the effectiveness of these programs. This article concludes with a theoretical proposal that states that effective programs are those that produce cognitive transformations.","In this article, the effectiveness of corrections-based work and academic and vocational education programs for offenders is studied and a theoretical proposal that effective programs are those that produce cognitive transformations is made."
"Teaching a Prisoner to Fish: Getting Tough on Crime by Preparing Prisoners to Reenter Society","https://scispace.com/paper/teaching-a-prisoner-to-fish-getting-tough-on-crime-by-2xlvn8j6cv","2006","Journal Article","Social Science Research Network","Beth A. Colgan","10.2139/SSRN.2304845","https://scispace.com/pdf/teaching-a-prisoner-to-fish-getting-tough-on-crime-by-2xlvn8j6cv.pdf","This article investigates how a return to meaningful prison programs related to education, training, and mental health and chemical dependency treatment are an effective means of reducing recidivism and improving the likelihood of prisoner success upon reentry, using Washington State as an example.","In this article, the authors investigated how a return to meaningful prison programs related to education, training, and mental health and chemical dependency treatment are an effective means of reducing recidivism and improving the likelihood of prisoner success upon reentry."
"The role of VET in recidivism in Australia","https://scispace.com/paper/the-role-of-vet-in-recidivism-in-australia-gljkeq1zp2","2007","","","Victor J. Callan","","","This chapter examines the links between prisoners' participation in the vocational education and training (VET) programs available within the Queensland prison system and their chances of returning to prison. It discusses a recent study which shows that prisoners involved in VET programs before their initial release are much less likely to return to custody. Overall, 32% of prisoners who did not participate in VET before their initial release returned to custody in Queensland within two years, while only 23% of VET participants returned. Interviews with prisoners and correctional services staff reveal that the adoption of a module-by-module approach to training and dedicated training workshops in correctional centres are assisting prisoners to access VET. On the other hand, the perceived barriers to the successful provision of VET programs include the demands of programs dealing with offending criminal behaviour and the perceived lower importance of VET. Operational and funding constraints also limit prisoners' access to training opportunities.","In this paper, the authors examined the links between prisoners' participation in the vocational education and training (VET) programs available within the Queensland prison system and their chances of returning to prison and found that prisoners involved in VET programs before their initial release are much less likely to return to custody."
"Transforming lives behind bars: education and work as keys to social reintegration in the brazilian prison system","https://scispace.com/paper/transforming-lives-behind-bars-education-and-work-as-keys-to-4rchm4g355","2024","Journal Article","Contribuciones a las ciencias sociales","Ailton Luiz Dos Santos
Dilson Castro Pereira","10.55905/revconv.17n.2-084","","This article discusses the relevance of education and work as foundations for social reintegration in the Brazilian prison system, focusing on how these elements can transform both the individual and the prison environment. The study discussed the following guiding question: to what extent do education and work within the prison system effectively contribute to the social reintegration of prisoners and what impact do these practices have on reducing criminal recidivism? The aim of this research was to understand the dynamics and results of education and work programs in prisons, analyzing how these initiatives influence the resocialization of inmates and their subsequent integration into society. The research method used was a qualitative literature review, based on academic studies and case studies. It was concluded that, despite implementation challenges such as limited resources and inadequate infrastructure, education and work programs are crucial for social reintegration, offering inmates essential skills and positive prospects for the future. In addition, the importance of integrated management strategies and the need for ongoing support after the release of inmates were noted. This research highlights the need for more efficient and humane public policies in the prison system, contributing to the reduction of criminal recidivism and promoting a prison environment more conducive to rehabilitation.","Education and work programs in the Brazilian prison system are effective tools for social reintegration, offering inmates essential skills and positive prospects for the future."
"A Future Beyond the Wall: Improving Post-release Employment Outcomes for People Leaving Prison Final Report","https://scispace.com/paper/a-future-beyond-the-wall-improving-post-release-employment-1dj1vtgorf","2018","","","Eileen Baldry
David Bright
Jesse Cale
Andrew Day
Leanne Dowse
Margaret Giles
Leslie Hardcastle
Joseph Graffam
Jane McGillivray
Danielle Newton
Simone Rowe","10.26190/5B4FD2DE5CFB4","","Australian incarceration rates are rising and over a quarter of released prisoners are reconvicted within three months of release and more than a third reimprisoned within two years A key aim of correctional programs is to break this cycle of offending Approximately two-thirds of re-incarcerated people are unemployed at the time they commit an offence and employment has been identified as a factor in an individual remaining crime free Despite this, ex-prisoners1 have the highest rates of unemployment of any group in Australia—an irony given the established links between employment and desistance The fact that prisoners are amongst the most socially disadvantaged Australians is a key factor in this phenomenon 
Reintegration (or integration, given many were not integrated into the broader community prior to incarceration) is the process of a prisoner returning to the ‘community’ (that is society outside prison), living a productive life and ceasing to offend As being employed has been linked to desistance and successful reintegration, helping ex-prisoners to find and keep a job is a major focus of correctional programs around the world The economic and social benefits of reducing offending and reoffending are obvious Despite the acknowledgement of the benefits to society of ex-prisoners gaining employment and staying crime free, these job seekers are profoundly disadvantaged in gaining employment The barriers to employment for ex-prisoners include: personal characteristics such as disability, attitudes, mental and physical health, level of education, skills and substance use; structural and subsistence conditions such as poverty, discrimination, finance and housing; and support conditions, which include the presence or absence of both formal services and informal supports Given that being employed is directly associated with each of these factors, the provision of employment support for ex-prisoners is a key element in addressing recidivism 
While there has been considerable international and Australian research into the factors that promote the employment of ex-prisoners, there have been few attempts to analyse evidence-based practice in employment support across Australian correctional systems As a consequence, in part at least, there have been relatively few attempts to provide theoretical frameworks for the role of employment in desistance This project, A Future Beyond the Wall: Improving Post-release Employment Outcomes for People Leaving Prison (hereafter, the ‘PEOP study’) described and analysed offender employment initiatives, pre- and post-release, across Australian correctional systems It explored the contribution of offender employment programs to successful desistance and reintegration into the community through an investigation of both employment and recidivism outcomes The project critically reviewed various theoretical perspectives and developed an overarching framework for effective prison and post-prison employment programs An important innovation was the investigation of the impact of offender diversity on the effectiveness of offender employment programs Indigenous Australian2 offenders and those with mental and/or cognitive disability have unique needs and are over-represented in the prisoner and ex-prisoner population 
The PEOP study recognised the importance of investigating initiatives that attempt to address these needs","A Future Beyond the Wall: Improving Post-release Employment Outcomes for People Leaving Prison (hereafter, the ""PEOP study"" as discussed by the authors investigated the contribution of offender employment initiatives to successful desistance and reintegration into the community through an investigation of both employment and recidivism outcomes."
"Teaching a Prisoner to Fish: Getting Tough on Crime by Preparing Prisoners to Reenter Society","https://scispace.com/paper/teaching-a-prisoner-to-fish-getting-tough-on-crime-by-2yqj0bg8bu","2006","Journal Article","Seattle Journal for Social Justice","Beth A. Colgan","","https://scispace.com/pdf/teaching-a-prisoner-to-fish-getting-tough-on-crime-by-2yqj0bg8bu.pdf","This article investigates how a return to meaningful prison programs related to education, training, and mental health and chemical dependency treatment are an effective means of reducing recidivism and improving the likelihood of prisoner success upon reentry, using Washington State as an example","In this article, the authors investigated how a return to meaningful prison programs related to education, training, and mental health and chemical dependency treatment are an effective means of reducing recidivism and improving the likelihood of prisoner success upon reentry."
"The Effect of Prison Education Programs on Recidivism.","https://scispace.com/paper/the-effect-of-prison-education-programs-on-recidivism-4j8uso8v63","2010","Journal Article","Journal of correctional education","John H. Esperian","","","With constraints on budgets everywhere across America, many programs in U S prisons are being closely monitored to determine if costs can be cut and money saved in daily operations A dramatic example occurred most recently at the College of Southern Nevada where, at a June graduation ceremony for inmates who earned a GED, or a high school diploma, from the Clark County School District, or an AAfrom CS N More than 40 students received either a CED or a high school diploma, and only one student received an AA This study offers strong support for the argument that it is far more profitable for states to fund education classes for inmates, for two reasons: first, doing so reduces recidivism dramatically, and second because educating felons eliminates the costs associated with long term warehousing","In this article, the authors argue that it is far more profitable for states to fund education classes for inmates, for two reasons: first, doing so reduces recidivism dramatically, and second, educating felons eliminates the costs associated with long term warehousing."
"Recidivism and Employment of Virginia Correctional Enterprises Participants Released from State Responsible Incarceration in FY2016 and FY2017","https://scispace.com/paper/recidivism-and-employment-of-virginia-correctional-1r43y16q","","","","","","","VADOC Research-Evaluation Unit, April 2022 Introduction A total of 1,043 state responsible (SR) inmates who participated in Virginia Correctional Enterprises (VCE) training were released from incarceration in FY2016 and FY2017 (534 and 509, respectively). VCE provides inmates with workplace training as well as industry and vendor-specific certifications and apprenticeships to support successful reentry. This report assesses the impact of VCE participation on job attainment and recidivism after release from SR incarceration. Results are broken down by demographics, criminal history, crime type, COMPAS risk and substance abuse needs assessment results.","In this article , the impact of VCE participation on job attainment and recidivism after release from state responsible (SR) incarceration was assessed by analyzing the data from 1,043 SR inmates who participated in VCE training."
