"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","Relevant Excerpt"
"Reforming the Public Administration: The Role of Crisis and the Power of Bureaucracy","https://scispace.com/paper/reforming-the-public-administration-the-role-of-crisis-and-1llhye7taj","2015","Journal Article","Social Science Research Network","Zareh Asatryan
Friedrich Heinemann
Hans Pitlik","10.2139/SSRN.2641084","https://scispace.com/pdf/reforming-the-public-administration-the-role-of-crisis-and-1llhye7taj.pdf","The need to balance austerity with growth policies has put government efficiency high on the economic policy agenda in Europe. Administrative reforms which boost the efficiency of the administration can alleviate the trade-off between consolidation and public service provision. Against such backdrop, this study explores the determinants of efficiency enhancing public administration reforms for a panel of EU countries using a novel reform indicator. The findings support the political-economic reasoning: An economic and fiscal crisis is a potent catalyst for reforms, but a powerful bureaucracy effectively constrains the opportunities of a crisis to promote this particular type of reform. Furthermore, there is evidence for horizontal learning from other EU countries, and for vertical learning associated with a particular type of EU transfers.","Heinemann,Hans Pitlik,Zew Mannheim,Benjamin Bittschi,Annika Havlik,Mustafa Yeter Keywords: H83, H11, D73 Euro-crisis, public sector efficiency, cohesion policy, theory of bureaucracy Introduction:
 The recent European crisis has put the issue of government efficiency high on the economic policy agenda. With strictly binding government budget constraints the pressure on more ""bang for bucks"" from public service provision has grown. Policy measures which cut back bureaucratic slack and red tape can alleviate the trade-off between consolidation and public service provision. Hence, reforms aiming at a higher productivity in public service provision, such as devolution and decentralization strategies, introducing competitive mechanisms within the public sector, revised budget practices and procedures, performance-oriented approaches to budgeting and management, and reliance on e-government, could be a substitute for cuts in spending or tax increases . Introduction:
 The empirical public finance literature points to the role of government efficiency in several crucial respects. Inefficiencies in public administration have been identified as a bottleneck for firm performance and competitiveness . Based on a large country sample,  show that the intensively debated relation between government size and economic growth is conditional on the efficiency of government spending. And  find evidence that attempts for budget consolidation are likely to be more successful when consolidation programs are adopted by a more efficient government apparatus. In their view, efficiency fosters consolidation through at least two channels: Introduction:
 First, efficient governments appear to adopt consolidation programs with a more promising structure. And second, programs implemented by an efficient administration benefit from a credibility bonus. Introduction:
 Hence, fostering public sector efficiency is a natural candidate for any long-run growth agenda in general, and for countries in fiscal trouble in particular. And it is not surprising that approaches to improve the efficiency of public administration are part of virtually all reform programs of European governments under fiscal stress. However, it cannot be taken for granted that reform rhetoric always stands for reform substance. Slack in public service provision is deeply rooted in bureaucratic incentives, principal-agent problems and political-economic equilibria. These equilibria are co-determined by lobby influence and the existence of information advantages of bureaucrats over voters or their elected representatives. And it is not obvious at all that economic or fiscal crises change these equilibria towards a more reform friendly outcome. Introduction:
 On the contrary, times of fiscal austerity may acerbate problems of supervising the bureaucracy or give bureaucrats a particular power, since politicians urgently need their support for a successful crisis management. Therefore, it is unclear to which extent times of economic and fiscal stress really push government efficiency. Moreover, there is hardly any empirical evidence on potential political or economic determinants of efficiency improving public sector reforms. Introduction:
 There are at least three closely related and well developed strands in the empirical literature (briefly surveyed in the next section) which, however, do not focus on efficiency inducing public sector reforms: First, there is a larger field interested in the timing and extent of reform decisions in general. Reform issues covered typically are product and labor market, welfare state and tax reforms whereas efficiency enhancing public sector reforms so far are almost totally neglected."
"Literature Review of Enterprise Systems Research Using Institutional Theory: Towards a Conceptual Model","https://scispace.com/paper/literature-review-of-enterprise-systems-research-using-1m4t1tfnr8","2009","Posted Content","Research Papers in Economics","Per Svejvig","","https://scispace.com/pdf/literature-review-of-enterprise-systems-research-using-1m4t1tfnr8.pdf","This paper sets out to examine the use of institutional theory as a conceptually rich lens to study social issues of enterprise systems (ES) research. More precisely, the purpose is to categorize current ES research using institutional theory to develop a conceptual model that advances ES research. Key institutional features are presented such as isomorphism, rationalized myths, bridging macro and micro structures, and institutional logics and their implications for ES research are discussed. Through a literature review of 180 articles, of which 18 papers are selected, we build a conceptual model which advocates for multi-level and multi-theory approaches, and applies newer institutional aspects such as institutional logics. The findings show that institutional theory in ES research is in its infancy and adopts mainly traditional institutional aspects like isomorphism, with the organization as the level of analysis, and in several cases complemented by structuration theory and other theories","(EBSCO)"" and ""Science Direct by Elsevier"". This approach did also ensure that the search was beyond the IS discipline, which is highly relevant as ES research is an interdisciplinary field used in other disciplines like organizational theory, operations research, management accounting etc. . Defining the scope of the review:
 Searching scholarly databases and selecting papers A focused search ) was performed using the search word string ""Institutional Theory AND Enterprise System"". The term Enterprise System (ES) is the super class with ERP systems as the most important sub class , so we decided also to include ""ERP"" as search word, in order to embrace papers using this term instead of ES and capture more papers. The result of the search with the two keyword strings is shown in table  below: Selected papers (doubles removed) 3 5 10 18 Defining the scope of the review:
 *) The result list from the key word searches has not been checked for doubles caused by more than one keyword match, but doubles are removed in the selected list of papers Full text search was performed in all three databases in November 2008. Abstracts were read for all 181 entries and full papers were in some instances skimmed to support the selection process by searching for the keywords in the papers. Both institutional theory and Enterprise System (ERP) should be used as main theoretical/empirical perspective possibly juxtaposed with other theoretical perspectives in order for the paper to be selected. Editorial notes, personal profiles, bibliographies, book reviews etc. were excluded. 18 papers were selected as specified in table . Classification of the selected papers:
 An author-centric matrix  is used to classify the selected papers, and the complete list of selected papers is presented in the appendix. Key Features of Institutional Theory:
 In discussing institutional theory in ES research it should be emphasized at the outset that it is a general theory spanning economics, political science and sociology ) rather than a theory specific to enterprise systems or information systems. Our focus in this paper will be on organizational institutionalism ) used in organization theory and sociology. Key Features of Institutional Theory:
 Institutional theory attempts to describe the deeper and more resilient aspects of how institutions are created, maintained, changed and dissolved ), and deals with the pervasive influence of institutions on human behavior including the processes by which structures as e.g. rules, routines and norms guide social behavior. Institutions are multifaceted, durable, resilient social structures, made up of symbolic elements, social activities, and material resources . Examples of institutions are human rights, societies, enterprise systems, families, handshakes and belief systems like Buddhism.  presents an important, although simplified, distinction between organizations and institutions using a game analogy: Institutions are the rules of the game, and organizations are the players. We talk about institutionalization when actions are repeated and given shared meanings by actors , whereby the institution becomes stable and durable ). Key Features of Institutional Theory:
 We will continue with an examination of four key features of institutional theory, which seems to be important in order to understand and interpret ES research using institutional the-ory. The four key features are isomorphism, rationalized myths, bridging macro and micro structures, and institutional logics."
"Interpretation and Translation in Policy Implementation","https://scispace.com/paper/interpretation-and-translation-in-policy-implementation-14f3fnn22s","2019","","","Anne Mette Møller","","https://scispace.com/pdf/interpretation-and-translation-in-policy-implementation-14f3fnn22s.pdf","Interpretation has long been recognized as an important aspect of implementation. Yet, interpretation remain understudied and undertheorized in the implementation literature. In this paper, I argue that implementation will always involve several processes of interpretation, as the abstract model or intention that constitutes a public service intervention is recreated as concrete actions in specific locations. Drawing on recent developments in implementation and organization theory, I theorize these processes as translation and suggest that socially skilled actors act as translators by interpreting public service interventions in ways that foster collective action. To do so successfully, they must exercise four distinct translation skills: knowledge, creativity, patience and strength. I further argue that processes of translation unfold along three dimensions in the implementation system–within the hierarchy (vertical), across fields (horizontal) and over time (longitudinal). To illustrate this argument, I present a multi-sited case study of the implementation and translation of evidence-based practice in Danish child protective services as it has unfolded over two decades. By calling attention to the crucial role of interpretation on all levels of the implementation system and theorizing this as translation, the paper contributes to our understanding of implementation as a complex social process, which is both highly context-specific and at the same time characterized by generalizable patterns of action. Implications for research and practice are discussed.","intervention. While there are ties and resource dependencies between them, different fields comprise different actors, resources and roles as well as different sources of authority and legitimacy; the most important are political authority, economic authority, professional norms and shared beliefs and values. An implementation systems perspective:
 Notably, these sources of authority and legitimacy are not objectively present but mobilized through the agency of socially skilled actors. Social skill is defined as 'the ability [of an actor] to induce cooperation by appealing to and helping to create shared meanings and collective identities' . Importantly, implementation actors are seen as having significant degrees of discretion and autonomy, but the extent to which they are aware of and utilize this autonomy to react to conflicting demands and diverging opinions differs. At the same time, humans are seen as searching for social connection and meaning, meaning that their identities and interests are constructed and shaped in relation to others . Hence, socially skilled actors play a crucial role on all levels of the implementation system, as they employ their skills to 'interpret and adjust a public service intervention in ways that build common understanding and reconcile competing sources of authority to enable collective action.' . In other words, they seek to influence and mobilize others by 'offering their interpretation of events, frame action options, and set an action agenda by engaging others and appealing to their interests'  with the purpose of driving stability or change. Interpretation is a key mechanism in these efforts. Translation theory:
 To gain a deeper understanding of this mechanism and its implications for implementation, I find it helpful to consider the concept of translation as it has developed in organization studies. Translation theory is an example of a potentially rich source of theoretical development that has not yet been leveraged fully in regard to policy implementation.  proposes that the concept of translation is a preferable alternative to the concepts of 'diffusion' and 'implementation' which convey a mechanistic process and, according to Latour, imply a disregard for the crucial role of actors and agency in building support for a claim or idea. In Latour's version, translation involves offering new interpretations to create alignment of actors' interests and goals: 'Translating interests means at once offering new interpretations of these interests and channeling people in different directions' . Translation theory:
 The work of  has served as an important inspiration for the development of socalled Scandinavian Institutionalism, where translation has become a key concept for scholars studying the spread, uptake and institutionalization of organizational ideas in both private and public organizational contexts ). This literature focuses on organizational ideas or 'model practices' which have been shown-or are at least believed-to improve organizational performance; examples include LEAN and Total Quality Management. In a public sector context, examples include evidence-based programs as well as more abstract ideas or principles; e.g. various forms of evaluation or accreditation or broader reform programs such as New Public Management . Here, I view these organizational ideas as equivalent to what Moulton and Sandfort refer to as public service interventions around which an implementation system forms, as they are 'introduced through formal public policy or through the programmatic initiatives of entities such as evaluation firms, nonprofit organizations, local governments, or private funders' ."
"Integrating organisational politics into organisational systems, functions and procedures. a human capital perfomance enhancement strategy","https://scispace.com/paper/integrating-organisational-politics-into-organisational-2ekz5v4ydr","2015","Journal Article","International Journal of Marketing, Financial Services and Management Research","Borniface Nyikayaramba
Given Mutimudye","","https://scispace.com/pdf/integrating-organisational-politics-into-organisational-2ekz5v4ydr.pdf","Organisational (office) politics is a reality which leaders and employees usually grapple with because it affects organisational systems, functions and procedures raising concern as to how it can be integrated and consolidated as a strategy to enhance employee and leadership competence. Literature on organisational politics was reviewed and the findings are that office politics is a blind spot which has got serious impact to organisational performance and yet its existence is known but often ignored. However, office politics can be manipulated to enhance the quality of the human capital of an organisation. This paper seeks to highlight the dimensions, dynamics and controversies surrounding the origins, manifestations, and effects of office politics to organizations and how it can be integrated and consolidated within organisational systems, functions and procedures as a strategy to enhance human capital performance.","Title: INTEGRATING ORGANISATIONAL POLITICS INTO ORGANISATIONAL SYSTEMS, FUNCTIONS AND PROCEDURES. A HUMAN CAPITAL PERFOMANCE ENHANCEMENT STRATEGY MR BORNIFACE NYIKAYARAMBA *; MR GIVEN MUTIMUDYE* Keywords: human capital, organisational (office) politics, organisational performance, organisational systems, functions and procedures"
"Budget model of Federal Universities: factors that motivates and inhibits its institutionalization","https://scispace.com/paper/budget-model-of-federal-universities-factors-that-motivates-1wghc1k1s8","2018","Journal Article","","Cisne Zélia Teixeira Reis
Adriel Rodrigues de Oliveira
Suely de Fátima Ramos Silveira
Nina Rosa da Silveira Cunha","10.5902/1983465915720","https://scispace.com/pdf/budget-model-of-federal-universities-factors-that-motivates-1wghc1k1s8.pdf","The budget allotment among federal universities is based on a mathematical model that considers the production and the academic performance of each institution in a set of variables, presenting as result the budget amount that each university is entitled. It is essential that university administrators know, follow and are structured in favor of the best results in the variables that follow this model. Investigating the university's commitment to improve its management skills in support of effective incorporation of the budget model in its habits and routines can lead to discoveries and important contributions to the improvement of management. It has been appealed to the Institutional Theory, from the perspective of stages of Habitualization, Objectification and Sedimentation to identify motivators and inhibitors of the complete institutionalization of the model, the perception of the six managers of budget planning area that, in the period 2001-2011, occupied Forplad’s coordinators function and its Model Committee. Characterized as a descriptive research with a qualitative approach, the applied interviews were submitted to Content Analysis Technique. It can be concluded that the budget model is an instrument of great importance in the process of transparency and university public administration, however, it presents inhibiting factors to its best level of institutionalization in the three stages.","Keywords: Institutional Theory, budget model, Federal Universities, academic performance, university public administration"
"Customer Relationship Management (CRM) implementation within the banking and mobile telephony sectors of Nigeria and South Africa","https://scispace.com/paper/customer-relationship-management-crm-implementation-within-2rnevvp661","2014","Dissertation","","Nathalie Beatrice Chinje","","https://scispace.com/pdf/customer-relationship-management-crm-implementation-within-2rnevvp661.pdf","Thesis (Ph.D.)--University of the Witwatersrand, Faculty of Commerce, Law and Management, Graduate School of Business Administration, 2013.","a process of creating reality. This version of institutional theory is based on the worked done by Peter Gerber in the sociology of knowledge. Gerber and Luckmann explicate that institutionalization involves three phases: externalization, objectivation and internalization. Overview and definition of the institutional theory:
 Institutional systems as a class of elements as viewed by . They argue that the prevalence of organizational forms cannot just be attributed to relational networks but also to shared belief systems. Overview and definition of the institutional theory:
 Institutions as distinct societal spheres. This concept embraces the idea of diversity as a belief system."" Overview and definition of the institutional theory:
 Later on,  pointed out that institutions comprise many elements operating at various levels and as such institutional scholars need to establish what elements matter in each context and also how each element relate to one another. In the same paper, he provides a summary of the trends he has observed in the institutional analysis of organisations before reaching the conclusion that perhaps the institutional theory has ""reached the stage of young adulthood"" .  believe that institutional theory is a useful concept that provides clarity on how to address cross-national issues resulting from cultural differences between nations. Application of the institutional theory to the broad management context:
 Over the past three decades, the growing literature on the importance of institutional forces and how they shape up organisations have re-affirmed the position of the institutional theory as a robust and solid theoretical lens . This is partly supported by the wide application of the institutional theory across various disciplines . Application of the institutional theory to the broad management context:
 For example,  studied Corporation Social Responsibility Institutionalisation in Kenya by examining the Kenyan institutional environments of culture, regulations and social norms. They concluded in their research that ""for the institutionalisation of CSR in Kenya, attention must be paid to conditions that stifle CSR uptake such as lack of government regulations, and the government's capacity and commitment to enforce regulation. The establishment of functional CSR institutions and a vibrant civil society that advance civil regulation ought to be encouraged."" . Another example where an institutional perspective is considered is the study conducted by (K.  on Foreign Direct Investment strategies in the Vietnamese market. Similarly, in a study focusing on market orientation in the subsidiaries of global companies using multiple informants,  provide empirical evidence on the significance of institutional factors in the context of market orientation for theory development and management practice. Furthermore, in an in depth study of corporate venture capital programs,  unravel how organizational sub-units resolve competing institutional forces either through isomorphisms or endoisomorphisms. Application of the institutional theory to the broad management context:
 The institutional theory has also been applied to other fields such as corporate governance , institutional economics  and the casino and gambling industry . Application of the institutional theory to the broad management context:
 Despite the progress of the institutional theory, several gaps still remain. These gaps will be discussed in the next section and they should be viewed as avenues for future research. Limitations of the institutional theory:
 The institutional theory suffers from a number of shortcomings.  identifies two main problems associated with the institutional theory; namely a lack of clarity and a lack of focus and coherence. He notes that elements of the contingency and change theories were repackaged as neo-institutionalism."
"Agility Within Higher Education It Organizations: a Loosely Coupled Systems Perspective","https://scispace.com/paper/agility-within-higher-education-it-organizations-a-loosely-1ytg5vxjpb","2017","","","Thomas E. Bunton","","https://scispace.com/pdf/agility-within-higher-education-it-organizations-a-loosely-1ytg5vxjpb.pdf","","through well thought out communication and relationship strategies that manage differences with the goal of creating maximum individuality within maximum conformity (Kant as cited in ). Strong leadership is needed to unify goals and clarify technology strategy while creating a shared vision of change and commitment . Literature Review:
 Systems theory provides an approach for the examination of these social components and their relationships to various business processes, such as internal business functions and organizational decision making strategies. From an organizational exploration perspective, systems theory offers researchers and practitioners a framework for exploring the relationships between various business components and processes. The exploration invariably involves identifying a complex set of subjective interactions and multifaceted conceptualizations of organizational interactions, which provide guidance and control of physical and social relationships  that may otherwise be difficult to explore. These relationships can range from power and control affiliations that politicize the environment, enabling and spawning decision maker alliances , to bargaining and negotiating with indirect employees to permit relationship building and influence . Simply put, no new strategy, no matter how much agreement the stakeholders have, stands a chance of being implemented fully without someone of power driving it , and understanding the relationships that exist between these organizational components is crucial. From a practical perspective, IT leaders must develop and maintain appropriate communication, along with data architectures, for both facilitating and integrating the entire organization's IT products and services while maintaining the IT related relationships among influential actors . Effective IT leaders must successfully build consensus among subunits regarding the role of IT within each organizational business unit and that of the entire organization . Literature Review:
 Second, agility has a substantial impact on organizational structure. IT management practices and organizations are contingent upon the role that IT serves within an organization and the manner by which IT resources are made available to users, in particularly any internal IT environment . Additionally, the adoption of new technologies such as mobile, cloud, and other rapidly deployable technologies have a dramatic impact on how IT organizations are structured, operate, and function. At the same time, the introduction of these technologies in general, sets the often unreasonable expectations that the organization can continuously react quickly and effectively to changing markets driven by customized products and services while simultaneously eliminating non-value added activities to keep up with competitors . The challenge is tremendously complex, in that organizations desiring to embrace agility in one part of the organization must adopt agility within all areas of their organization in order to completely address the demands of uncertainty and rapid change . Literature Review:
 Systems theory enables the exploration of various organizational components and the interconnections and boundaries that exists between them. As higher education organizations attempt to re-conceptualize operating structures in response to declining enrollment numbers and new budget appropriations in order to survive, systems theory framework not only permits the understanding of existing component interconnectedness, but also facilitates understanding how the components would interact in the future. Systems theory can also help researchers better understand how automation and integration of technologies within business units and operations impacts the organizations, such as increasing the demand for hybrid business IT staff . Additionally, systems theory enables the exploration of the interconnectedness of traditional higher education organizations and structures with ""new"" structures and enabling technologies, such as the online only or hybrid type campus offerings (e.g., the University of Wisconsin System eCampus or University of Arkansas eVersity), which have little prerequisite to sustain, transition, or maintain prevailing coursework, curriculum, labs, classrooms, or general public technology environments."
"Versorgungsforschung vor neuen Herausforderungen","https://scispace.com/paper/versorgungsforschung-vor-neuen-herausforderungen-4nbjwnoal1","2017","Journal Article","","med. Matthias Schrappe","10.24945/MVF.04.17.1866-0533.2025","https://scispace.com/pdf/versorgungsforschung-vor-neuen-herausforderungen-4nbjwnoal1.pdf","","Keywords: Versorgungsforschung, Definition, Throughput-Modell, Improvement Science, Implementation Science, Politik als Transferfaktor"
"Improvement of the institutional environment for the innovative development of agricultural enterprises","https://scispace.com/paper/improvement-of-the-institutional-environment-for-the-ghhiucro","2022","Journal Article","Вісник Хмельницького національного університету","Viktoria V. Surkova","10.31891/2307-5740-2022-312-6(2)-59","https://scispace.com/pdf/improvement-of-the-institutional-environment-for-the-ghhiucro.pdf","The role of the state management sector is essential for creating a favorable institutional environment for the innovative development of business entities. The state, thanks to the performance of its inherent functions, stimulates or discourages innovative activity, which is reflected in the pace of economic development and the speed of the transition of the national economy to a new technological system. Institutional provision and support of the GDR and innovative development of the national economy is the exclusive prerogative of the state, whose function includes creating conditions for a favorable investment climate, commercialization of innovations, and motivation of innovative product developers. Innovative development is a complex, multifaceted and dynamic category of economic science, which is the main prerequisite for ensuring the appropriate level of competitiveness of products and enterprises, integration of the domestic economy into the world, sustainable development of the national economy in conditions of worsening social contradictions and increasing man-made load on the ecological environment. The agrarian sphere is exclusively important for achieving the goals and objectives of sustainable development both in the national dimension of the economy of Ukraine and in the global world scale. According to the proposed author’s approach, the architecture of the institutional environment for increasing the innovative activity of agricultural enterprises is based on an organic combination of fundamental state institutions (legal, social, economic, ecological) with institutions whose action should be ensured by market mechanisms. Creation of stimulating prerequisites and financial support of the GDR is an indispensable factor in attracting investment flows to the national economy. The conducted research and practical experience of the functioning and development of the agar sphere made it possible to establish that the institutional support for innovative activity in this sphere is at the stage of development and improvement. The article examines the institutional foundations of the formation of a favorable environment for the introduction of innovations for enterprises in the agrarian sphere. Considerable weight is given to the issue of understanding the architecture of the institutional environment of agricultural enterprises","системи, інституційні сектори"
"Public Sector Economics","https://scispace.com/paper/public-sector-economics-2yijutnho3","1995","Book","","Stephen J. Bailey","10.1007/978-1-349-24004-3","https://scispace.com/pdf/public-sector-economics-2yijutnho3.pdf","","public sector management, accountancy, social policy and social science. It provides only as much economic theory as is required for the student to gain a reasonable understanding of policy and practice in the UK during the 1980s and 1990s. Preface:
 Most existing texts provide only very brief coverage of the practical aspects of policy. Where they do discuss policy implementation, they tend to retreat behind non-specific comments and points of principle. This book does neither. It provides a cogent appraisal of policy and practice in a readable and policy-relevant way. Hopefully it will enable the reader to appreciate the arguments both supporting and questioning such developments as the reform of taxation and social security, of trade union legislation , of local government and the civil service and of former state industries through privatisation and regulation. Preface:
 The very nature of 'public' is being so fundamentally changed that the conventional public sector economics textbook also has to be made less technical and mechanistic and more appreciative of political economy. An attempt is made to show how alternative economic theories become politicised and are used to provide intellectual justifications for ideological, moral and ethical beliefs. A serious effort is also made to make the practical detail relevant to the issues being discussed, in order that the student might appreciate the theoretical and conceptual underpinnings of policy and practice. Preface:
 Chapter titles and subheadings avoid use of economists' jargon in an attempt to make the book more immediately comprehensible to the browser of contents pages and more suitable to students of mult idisciplinary undergraduate programmes. With the exception of the last two chapters, in-text references are avoided in order to expedite reading. Further reading is suggested at the end of each chapter. Some of the traditional areas of public sector economics are excluded (e.g. cost-benefit analysis) because they do not directly underpin an understanding of the development of policy and practice. However the text xu Preface Xl1l does include general topics that are not treated extensively in other public sector economics texts (for example charges), and it also provides detailed case studies of nationalisation/privatisation, water and compulsory competitive tendering. Preface:
 Part I deals almost exclusively with microeconomic theory . Chapter 1 provides a critical appraisal of the methodological approach adopted by economics in order that the student may appreciate the strengths and limitations of economic theory relating to the public sector. Chapter 2 sets out the efficiency argument for allowing perfectly competitive markets to function and provides the broad efficiency rationale for government intervention based on 'market failure' . Whilst Chapter 2 provides the efficiency rationale for intervention, it does not specifically explain the growth of public expenditure. Hence Chapter 3 examines the alternative economic theories of public expenditure growth. Preface:
 Public expenditure has to be financed by taxation, borrowing or charges. Each of these sources of finance may lead to economic effects that counteract the economic efficiency benefits expected from government intervention. They are considered in the following three chapters. Chapter 4 examines the prima facie efficiency and welfare cases against taxation (unless used to correct market failure). Chapter 5 considers the possible adverse economic impacts of government borrowing to finance budget deficits. Chapter 6 reviews the economic case for charges and considers the subsidies often associated with them."
"A Comprehensive Study with Scenario, Barrier Description and Human Reliability Assessment to Evaluate Freight Train Derailments","https://scispace.com/paper/a-comprehensive-study-with-scenario-barrier-description-and-6voylqpqi5ns","2024","Proceedings Article","","Huabei Peng","10.4203/ccc.7.19.3","https://scispace.compdf/a-comprehensive-study-with-scenario-barrier-description-and-6voylqpqi5ns.pdf","4. To use a traditional probabilistic model (Markov Chain) to predict the railway geometry system deterioration and the impact on safety. Key literaturesRasmussen's model (1997) of the dynamic system, distinguished the advantage of systemic thinking rather than the structural procedure [1].Waterson and Underwood (2014) practically illustrated that the Grayrigg derailment happened due to the switch and crossing failure, their work attribute the risk analysis and accident investigation.Johnson (1980), Hollnagel (2004), and Sklet (2006) stated the definition of safety barriers, for example, the measurement of the safety performance and attitude verified in the barrier functions: the control, the mitigation and the prevention [2][3].The author developed the improvement of safety barrier performance through the audit work in the HEART model and SRK-framework definition as the evaluation.Duijm (2006; 2009) describes a safety management quality scheme to learn the system deficiencies, the likelihood and uncertainty, and the condition of the deficiency in regard to the measurement at the Audit, then establish the safety integrity level (SIL) and the PFD of the safety barrier.Hollnagel (1998) wrote about the Cognitive Reliability and Error Analysis method, the classification of the safety performance shaping factor (PSF) and the attitude toward the human factor as the main contribution of an incident Australian research (Baysari, et.al., 2008) discovered 300 human factor failures from 40 RAIB reports through the Human Factor Analysis and Classification System as an accident investigation method [6].Kim (2013) discovered the causal chain model from 80 RAIB reports through the computer-aid technique. ","Keywords: system theory, track geometry deterioration, barrier model, performance shaping factor, human error assessment and reduction techniques, Markov chain transition"
"Public Sector Reforms in Africa: A Collection of Essays","https://scispace.com/paper/public-sector-reforms-in-africa-a-collection-of-essays-zyqws7fc32","2016","Journal Article","Canadian Social Science","Kazeem Oyedele Lamidi
Theophilus Olumuyiwa Agboola
Bisiriyu Abiodun Taleat","10.3968/8821","https://scispace.com/pdf/public-sector-reforms-in-africa-a-collection-of-essays-zyqws7fc32.pdf","This paper provides a compendium of public sector reform in Africa in an analytical and prescriptive manner. It examines the idea of reform and public service reform in Africa up till its recent framework, and showcases institutional framework for making reform, as well as studies on reform experiences and relevant information on best practices, challenges and strategies for improving public sector management performance. This paper employed stratified sampling technique. Africa was stratified alongside its five (5) regions, thereby selecting one (1) country from each of the regions. It relied extensively on secondary sources of data by drawing from documentary sources, such as: books, journals, pub­lications and reports which give official views of reform initiatives and processes in the five (5) selected countries. The generated qualitative data were utilized with the aid of content analysis. This paper revealed the three (3) prominent phases of reform in Africa vis-a-vis its objectives, assumptions, features, strategies, achievements and challenges. It therefore concluded that organizational mechanisms such as decentralization, privatization and performance management should be adopted as reformative measures with a view to improving the responsiveness of governments to public concerns; improving the quality of public goods and services; increasing the efficiency of service delivery; as well as promoting accountability and ethical values.","environment; THEORETICAL FRAMEWORK: • They convert these inputs to outputs; and • They discharge their outputs into their environment. THEORETICAL FRAMEWORK: As quoted by , Katz and Kahn identified several subsystems of an organisation like: THEORETICAL FRAMEWORK:
 • Production or technical subsystem-concerned with the accomplishment of basic tasks of the organization; • Supportive subsystems-systems which procure the inputs and dispose the outputs of the production subsystem; • Maintenance subsystems-concerned with the stability and predictability of the organization; • Adaptive subsystems-concerned with what the organisation might become: they deal with issues of change in the environment; and • Managerial subsystems-these deal with managerial functions of planning, coordination and control of the total system. Katz and Kahn maintain that an organisation be looked at as an open system which continuously interact and depends on its environment ). The open system theory emphasizes on openness, interaction, exchange of inputs and outputs between organisations and their environments. Organisations are not closed systems, but are open to and depend on flow of personnel, other resources and information from outside it. The link between the study and the theory is about creating public institutions that are open to change, institutions that are ready to embrace change so that those obstacles that continuously deter reform efforts might be removed thereby improving delivery of services which is the core business of reform. . P U B L I C S E C TO R R E F O R M S I N AFRICA: AN EMPIRICAL ANALYSIS:
 This section explores public sector reforms in Africa, specifically in the five (5) selected countries. It provides an overview, trends and processes in their various reforms. The empirical studies on public sector reforms in Africa are numerous, but this paper will, again, summarise those that deal with the rationale for public sector reforms; discuss public sector reforms in the five selected countries; and look at the phases of the public sector reforms in Africa, as well as the strategies deployed. Broad Rationale for Public Sector Reforms in Africa:
 The literature identifies the drivers for public sector reforms (PSRs). They include (a) inability by many governments to balance the budgets; (b) incapacity of governments to adequately respond to public demands; (c) the internationalization of many issues that previously were solely domestic; and (d) the over expansion of the scale of government and its intervention in all spheres of society, even where it has no competence and track record, leading to overload problems . Attention to PSR has therefore emerged because the quality of the public sector-accountability, efficiency in service delivery, transparency, and so forth-correlates strongly with long-term growth and poverty reduction . Indeed, inadequate state capacity is seen as the failure of the public sector to perform its functions . Accordingly, public sector reform addresses four problems constraining developmental progress in Africa, namely, (a) over-centralized government; (b) recurrent personnel costs that consume large amounts of scarce budgetary resources; (c) large budget deficits; and (d) declining administrative capacity . Public Sector Reforms in the Five Selected Countries:
 This segment discusses reforms in the selected five countries in Africa:"
"Implementasi Kebijakan Bantuan Operasional Kesehatan","https://scispace.com/paper/implementasi-kebijakan-bantuan-operasional-kesehatan-2mzu72j6cj","2017","","","Ni Made Ary Dwijaynthi M
I Nyoman Subanda","","https://scispace.com/pdf/implementasi-kebijakan-bantuan-operasional-kesehatan-2mzu72j6cj.pdf","Health development is part of the national development in order to realize the president’s vision and mission and the implementation of the fifth goal nawa cita improwing the quality of human life in Indonesia. To realize the degree of extended public health organized the efforts of individual health and public health efforts with promotion approach, preventive, curative and rehabilitative integrated and comprehensive and continues.In fact many health development target healthcare role laid the basis in particular of clinics to display performance is optimal event., but it turns out that there are still many clinics that have not been able to play a role in satisfying in the implementation  of health development.The by 2016 the operational assistance funds health centers health every county / city in which to manifest degrees through the efforts and preventive and promotion. By 2015 in the physical realization of bangle budget 100 % and 98.9 % reaching financial. From The results of monitoring of the ministry of health of the Republic of Indonesia’s liability is in compliance and maximum absorption already but there is still issues such as community participation in problem solving and communication to achieve the goal in an government.This problem arises from a concept of how the implementation of the operational assistance health, what factors affect as well as local strategic used to solve these problems by using the theory and implementation of good governance. This research is descriptive  research with kwalitatif lokus in health services and public health in the Bangli.Based on these research results obtained from the conclusion that the implementation of the operational assistance of health policies on the health services and public health in bangle. Of the four principles of good governance that used a less fulfilling than the assumptions the researcher accountability as well as social factors i.e. affecting the creation of community participation in decision masking","Keywords: Implementation Theory, Public Policy, Good Governance"
