"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Returns to Skills Around the World","https://scispace.com/paper/returns-to-skills-around-the-world-mc6wbj9rbn","2013","Report Series","","Eric A. Hanushek
Guido Schwerdt
Simon Wiederhold
Ludger Woessmann","10.1787/5K3TSJQMVTQ2-EN","","Existing estimates of the labor-market returns to human capital give a distorted picture of the role of skills
across different economies. International comparisons of earnings analyses rely almost exclusively on
school attainment measures of human capital, and evidence incorporating direct measures of cognitive
skills is mostly restricted to early-career workers in the United States. Analysis of the new PIAAC survey
of adult skills over the full lifecycle in 22 countries shows that the focus on early-career earnings leads to
underestimating the lifetime returns to skills by about one quarter. On average, a one-standard-deviation
increase in numeracy skills is associated with an 18 percent wage increase among prime-age workers. But
this masks considerable heterogeneity across countries. Eight countries, including all Nordic countries,
have returns between 12 and 15 percent, while six are above 21 percent with the largest return being
28 percent in the United States. Estimates are remarkably robust to different earnings and skill measures,
additional controls, and various subgroups. Intriguingly, returns to skills are systematically lower in
countries with higher union density, stricter employment protection, and larger public-sector shares.","The PIAAC survey of adult skills over the full lifecycle in 22 countries showed that the focus on early-career earnings leads to underestimating the lifetime returns to skills by about one quarter as discussed by the authors."
"Assessing the Effectiveness of Human Capital Investments on the Regional Unemployment Rate in the United States: 1990 and 2000","https://scispace.com/paper/assessing-the-effectiveness-of-human-capital-investments-on-1jagwj4kct","2009","Journal Article","International Regional Science Review","Adela Nistor","10.1177/0160017608325594","","This article evaluates the effect of human capital investment—for example, expenditures on education, training, and employment—on regional unemployment rates in the United States. State-level unemployment rates are estimated using the spatial lag fixed effects model with spatial correlation of regional unemployment rates for 1990 and 2000. The results show that unemployment rates can be decreased by a policy of state-level human capital investment. A $100 per capita human capital investment in a state is expected to decrease the unemployment rate by 0.63 percent. Human capital investment has a negative impact on a state’s unemployment as long as the yearly average state net migration rate is greater than −1.6 percent. A maximum of 1.6 percent of a state’s population can out-migrate on average in a year for human capital expenditures to be associated with a decrease in the state’s unemployment rate. If a state’s net migration rate is less than −1.6 percent of its population, human capital expenditures have a positive effect on unemployment.","In this article, the authors evaluated the effect of human capital investment (for example, expenditures on education, training, and employment) on regional unemployment rates in the United States using the spatial lag fixed effects model."
"The Value of Investment in Education: Theory, Evidence, and Policy.","https://scispace.com/paper/the-value-of-investment-in-education-theory-evidence-and-4ql1jtoe6m","2006","Journal Article","Journal of Education Finance","George Psacharopoulos","","https://www.jstor.org/stable/40704288","This article presents a broad overview of human capital theory and presents highlights of the most recent evidence on the private and social returns to education. A distinction is made between the narrow social returns, as traditionally estimated in the economics of education literature, and the wide social returns that include externalities. The distributive implications of particular education finance policies are discussed. It is concluded that the education finance policies most conducive to social welfare are those that give priority to investment in the lower levels of education, including preschool, and the acquisition of general, rather than occupation-specific, skills.","In this paper, the authors present a broad overview of human capital theory and present highlights of the most recent evidence on the private and social returns to education, concluding that the education finance policies most conducive to social welfare are those that give priority to investment in the lower levels of education, including preschool, and the acquisition of general, rather than occupation specific, skills."
"Retornos a la educación de los economistas colombianos. Análisis desde las teorías del capital humano y la crítica de la teoría de la señalización (2009 -2013)","https://scispace.com/paper/retornos-a-la-educacion-de-los-economistas-colombianos-2cpfohzogg","2016","","","Dustin Tahisin Gómez Rodríguez","","https://scispace.com/pdf/retornos-a-la-educacion-de-los-economistas-colombianos-2cpfohzogg.pdf","La teoría del Capital Humano se construye a partir de los postulados de William Schultz (1960), (1961); Gary Becker (1964), (1983), (1990) y Jacob Mincer (1958), (1970), (1974) en la década de 1960 bajo los lineamientos de la teoría Neoclásica de la Economía. Su aporte más emblemático, es que existe una relación directa entre a mayor número de años de educación como de experiencia de un individuo, con mayores retornos en el salario de la persona en cuestión a corto plazo. De igual manera, estos economistas emularon a uno de los padres de esta escuela, el profesor Marshall, en su libro Principios de economía, cuando expone que “el capital más valioso de todos es el que se ha invertido en seres humanos” (Becker, 1983). En consecuencia, Becker interpreta la inversión en educación, como el costo de oportunidad que sacrifica el individuo en el presente por un futuro en el cual obtendrá mejores retornos. De ahí que exponga que esta posibilidad, está determinada por la inversión que realice la organización y/o por el esfuerzo como la motivación del individuo (Becker, 1964). Grosso modo para Becker, el capital humano es una variable que puede mejorar el desarrollo como el crecimiento económico de un país. En este sentido el presente trabajo investigativo pretende identificar la tasa de rentabilidad de los egresados de la ciencia económica en Colombia desde los postulados de la teoría del capital humano y las crít icas de la teoría de la señalización. La metodología es de corte cuantitativo donde se utilizaron ecuaciones Mincerianas del ingreso, como el método de Heckman (1979) para corregir el sesgo de selección por medio de los datos de la Gran Encuesta Integrada de Hogares en el periodo 2009 2013 para 11 profesiones. La principal conclusión, es que los egresados de la ciencia económica en el periodo estudiado evidencian retornos a la educación por encima de la gran mayoría de las profesiones.","In particular, the authors identify the tasa de rentabilidad de los egresados de la ciencia económica en Colombia desde los postulados de the teoría del capital humano and las crít icas de la teoria de la señalización."
"Educational Attainment and Employment Outcomes: A Mixed-Methods Investigation of the Synergy Between Higher Education and Labor Market Success","https://scispace.com/paper/educational-attainment-and-employment-outcomes-a-mixed-aaues20i9thx","2025","Journal Article","","Jonathan Westover","10.20944/preprints202506.1790.v1","","This research examines the evolving relationship between educational attainment and labor market outcomes, employing a mixed-methods approach combining quantitative analysis of employment data with qualitative interviews of key stakeholders. Drawing on a longitudinal dataset of 4,732 graduates across diverse institutions and fields (2015-2023), supplemented by 87 in-depth interviews with employers, educators, and recent graduates, the study identifies significant shifts in how educational credentials translate to employment success. Findings reveal that while higher education continues to yield wage premiums averaging 65-80% over high school diplomas, these returns vary substantially by field, institution type, and student demographics, with significant disparities along racial, gender, and socioeconomic lines. Regression analysis demonstrates that experiential learning opportunities explain 28% of the variance in early-career outcomes, controlling for institutional prestige and academic performance, though selection effects partially influence these relationships. Qualitative findings highlight tensions between traditional academic models and emerging skills-based approaches, with stakeholders expressing divergent perspectives on the purpose of higher education beyond employment preparation. The study concludes with an evidence-based framework for strengthening education-employment pathways that honors both workforce preparation and broader educational missions, while addressing structural inequities in how educational value is distributed. This research contributes to human capital, signaling, and institutional theories by documenting how the value and meaning of education are being reconfigured in response to technological and economic transformation. ","This mixed-methods study examines the evolving relationship between educational attainment and labor market outcomes, revealing significant shifts in how credentials translate to employment success, with varying returns by field, institution, and demographics, and highlighting tensions between traditional and skills-based approaches."
"The Return to Firm Investment in Human Capital","https://scispace.com/paper/the-return-to-firm-investment-in-human-capital-1xcrnmta5t","2006","Posted Content","Social Science Research Network","Rita Almeida
Rita Almeida","","","In this paper the authors estimate the rate of return to firm investments in human capital in the form of formal job training. They use a panel of large firms with unusually detailed information on the duration of training, the direct costs of training, and several firm characteristics such as their output, workforce characteristics, and capital stock. Their estimates of the return to training vary substantially across firms. On average it is -7 percent for firms not providing training and 24 percent for those providing training. Formal job training is a good investment for many firms and the economy, possibly yielding higher returns than either investments in physical capital or investments in schooling. In spite of this, observed amounts of formal training are small.","In this article, the authors estimate the rate of return to firm investments in human capital in the form of formal job training and find that on average it is -7 percent for firms not providing training and 24 percent for those providing training."
"Exploring education and labor market outcomes: insights from diverse global contexts","https://scispace.com/paper/exploring-education-and-labor-market-outcomes-insights-from-66q2bj12et7l","2024","Journal Article","","Genalie Albarico
Regina Galigao","10.69651/pijhss030419","","This study investigates the relationship between education and labor market outcomes across various countries, focusing on the ways educational systems shape employment opportunities, job quality, and income levels. Through the analysis of educational factors such as attainment levels, institutional types, training participation, and certifications, the research examines how disparities in access to quality education contribute to unequal labor market participation, particularly among marginalized populations. It also highlights successful strategies from different nations that align education with workforce demands to promote economic equity and growth. The findings reveal that higher educational attainment is strongly associated with better employment prospects, reduced unemployment, and higher income, as evidenced in Germany's robust vocational training programs and Kenya's efforts to improve opportunities for women. However, persistent gaps in educational access and quality, particularly in rural areas and underserved communities, continue to limit equitable labor market outcomes, as seen in countries like Nigeria and Mexico. Programs such as Germany’s dual education system and certifications provided by TESDA in the Philippines demonstrate the potential of aligning education with industry needs to enhance employability and address skill mismatches. This study underscores the importance of improving access to quality education, fostering vocational training and apprenticeship opportunities, and addressing systemic inequities to create inclusive and resilient labor markets. By implementing these strategies, countries can harness the potential of education to foster long-term economic growth and address global inequality. ","This study examines the relationship between education and labor market outcomes across diverse global contexts, highlighting the importance of improving access to quality education, vocational training, and addressing systemic inequities to foster inclusive and resilient labor markets."
"Human capital investment: an empirical analysis of incentives and returns","https://scispace.com/paper/human-capital-investment-an-empirical-analysis-of-incentives-1kjb7fdks2","2015","Dissertation","","N Lekfuangfu","","","This thesis focuses on three dimensions of human capital formation: investment during childhood, the role of incentives on household's investment decision and the returns to the investment. Chapter 2 examines the infuence of family and school environments during different childhood periods on skill formation in adulthood. It explores a large set of childhood characteristics using a British cohort, and identifies which factors during childhood may have a legacy on cognitive and non-cognitive human capital much later in life. The data in Chapters 3 and 4 are drawn from developing countries. Chapter 3 identifies family size as a potential driver of children human capital accumulation. It then investigates if there is a trade-off between the number of younger siblings and children's outcomes as well as intra-household behavioural responses, namely household expenditure and parental labour supply. Chapter 4 considers a specific factor, life expectancy, and examines the direction in which an exogenous change in mortality risk infuences parental investments and hence schooling outcomes. Finally, Chapter 5 offers a new perspective on returns to education. Using a longitudinal household surveys from Australia, the chapter estimates the direct and indirect effects of education on life satisfaction by exploring different pathways, including income, health and family life, in which more schooling can positively raise well-being.","In this article, the authors focus on three dimensions of human capital formation: investment during childhood, the role of incentives on household's investment decision and the returns to the investment, and examine the infuence of family and school environments during different childhood periods on skill formation in adulthood."
"The Return to Investment in Human Capital: The Case of the Value of Educational Attainment beyond the High School Diploma in Canada","https://scispace.com/paper/the-return-to-investment-in-human-capital-the-case-of-the-4yb3ffw4ky","2011","Posted Content","Research Papers in Economics","Xiaojing Si
Maggie Foley
Robert Boylan
Richard J. Cebula","","https://www.economics-finance.org/jefe/volume12-2/10AbstractCebula.pdf","Based on 2001 Canadian Census data, we investigate the return to investment in human capital in Canada. Internal rates of return (IRR) imply that the value of education varies by gender, level of education, and field of study. A bachelor's degree yields the highest IRR; the IRR from higher levels of education declines beyond the bachelor's degree. Women derive higher benefits from education than men. Finally, a bachelor's degree in engineering yields the highest IRR, followed by one in business/commerce and then by one in humanities.","This paper investigated the return to investment in human capital in Canada based on 2001 Canadian Census data and found that the value of education varies by gender, level of education, and field of study."
"Returns to human capital in a developing country: A pseudo-panel approach for Colombia","https://scispace.com/paper/returns-to-human-capital-in-a-developing-country-a-pseudo-2tdgs396","2023","Journal Article","Economics & Sociology","","10.14254/2071-789x.2023/16-1/4","https://scispace.com/pdf/returns-to-human-capital-in-a-developing-country-a-pseudo-2tdgs396.pdf","This article analyzes the recent returns to human capital in Colombia. Using a pseudo-panel approach, the results show a human capital return of 9.7% from 2016 to 2020. Comparisons with previous data show a reduction of approximately 5 p.p. in return on human capital. Our results show the importance of investing in Colombia’s human capital due to the positive externalities compared to other forms of investment in Colombia. Also, we find statistically significant differences between men and women; Around 2 percentage points (p.p.). A more effective public policy is needed to correct these disparities, despite Colombia's public policies such as equal pay for equal work or advances in equal parental leave. ","In this paper , the authors analyzed the recent returns to human capital in Colombia using a pseudo-panel approach and found that the human capital return was 9.7% from 2016 to 2020."
"Education's Effects on Individual Life Chances and Development: An Overview","https://scispace.com/paper/education-s-effects-on-individual-life-chances-and-3rvx2txv9t","2013","Posted Content","Social Science Research Network","Walter W. McMahon
Moses Oketch","","","This paper estimates the effects of human capital skills created through education on life’s chances over the life cycle. Educational qualifications as a measure of these skills increase earnings, and generate private and social non-market benefits beyond earnings. Private non-market benefits include own-health, child health, spousal health, infant mortality, longevity, fertility, household efficiency, asset management, and happiness. Social benefits include democratization, civil rights, political stability, reduced crime, lower prison, health and welfare costs, and new ideas. Individual benefits enhance community-wide development. ""Narrow"" social rates of return using UK Labour Force earnings correct for institutional costs, longitudinal trends, and ability. The focus is on augmenting these toward obtaining new estimates of total returns relative to costs including non-market outcomes without overlaps. Non-market outcomes are measured by averaging regression coefficients from published studies that meet scientific standards. New UK ""narrow"" social rates of return average 12.1% for short-cycle and 13.6% for bachelor’s programs. Augmented with non-market effects on life chances, they are over twice that. Short degrees are found effective for regional development and have potential for developing countries.","In this paper, the effects of human capital skills created through education on life's chances over the life cycle are estimated, with the focus on augmenting these toward obtaining new estimates of total returns relative to costs without overlaps."
"Social Returns to Human Capital","https://scispace.com/paper/social-returns-to-human-capital-2np38ir7ek","2005","","","Enrico Moretti","","","My research focuses on different areas in applied microeconomics. One of these areas is the economics of education. My work on this area centers on the issue of social returns to human capital. After 40 years of research on the relationship between education and earnings, economists now have a solid understanding of the private benefits of schooling. But much less is known about the social returns to education, even though economists have speculated about the possibility of human capital externalities for at least a century. Theory predicts that increases in the overall level of education can benefit society in ways that are not fully reflected in the wages of educated workers. Human capital spillovers may increase productivity over and above the direct effect of education on individual productivity. Furthermore, increases in education also may reduce criminal participation and improve voters' political behavior. The possibility that the social return to human capital differs from its private return has tremendous practical importance. For example, the magnitude of the social return to education is a crucial tool for assessing the efficiency of public investment in education, since state and local governments subsidize almost all direct operating costs of primary and secondary educational institutions. In fact, much of the argument for public education is based on the recognition that education not only rewards the educated individual, but also creates a variety of benefits that are shared by society at large. Despite the significant policy implications and a large theoretical literature that assumes the existence of spillovers from education, empirical evidence on the magnitude of these spillovers is limited. My papers in this area try to Fill this gap. Education, Productivity, and Wages In three related papers, I focus on the effect of changes in the overall level of human capital on productivity and wages. A large body of theoretical literature in macroeconomics and urban economics has argued that productivity spillovers are important determinants of economic growth. These spillovers arise if the presence of educated workers makes other workers more productive. In this case, an increase in aggregate human capital will have an effect on aggregate productivity that is quite different from the effect of an increase in individual education on individual productivity. Using a unique firm-worker matched dataset, obtained by combining the Census of Manufacturers with the Census of Population, I assess the magnitude of productivity spillovers from education in U.S. cities by estimating plant-level production functions. (1) While other studies have attempted to measure spillovers by looking at cross-city differences in wages, this is the first study to measure spillovers by directly focusing on firms' productivity. I find that the output of plants located in cities that experience large increases in the share of college graduates rises more than the output of similar plants located in cities that experience small increases in the share of college graduates. Furthermore, I find that spillovers between industries that are in the same city and economically (or technologically) close are larger than spillovers between industries in the same city but economically (or technologically) distant. For example, I find that aggregate human capital in the high-tech sector of the city matters more for high-tech plants than aggregate human capital in the low-tech sector of the city; and aggregate human capital in the low-tech sector matters more for low-tech plants than aggregate human capital in high-tech plants. Notably, this result generalizes when I use three alternative measures of economic and technological distance: input-output flows, technological specialization as measured by distribution of patents across technologies, and frequency of patent citation. Importantly, the estimated productivity differences between cities with high and low levels of human capital appear to match differences in labor costs between cities with high and low levels of human capital remarkably well. …","This paper studied the effect of changes in the overall level of human capital on productivity and wages in U.S. cities by estimating plant-level production functions and found that the output of plants located in cities that experienced large increases in the share of college graduates rises more than the outputs of similar plants in similar cities that experience small increases in their own populations, and that spillovers arise if the presence of educated workers makes other workers more productive."
"Good workers for good jobs: improving education and workforce systems in the US","https://scispace.com/paper/good-workers-for-good-jobs-improving-education-and-workforce-3mmzjk92ea","2012","Journal Article","IZA Journal of Labor Policy","Harry J. Holzer","10.1186/2193-9004-1-5","https://scispace.com/pdf/good-workers-for-good-jobs-improving-education-and-workforce-3mmzjk92ea.pdf","Stagnant earnings and growing inequality in the US labor market reflect both a slowdown in the growth of worker skills and the growing matching of good-paying jobs to skilled workers. Improving the ties between colleges, workforce institutions, and employers would help more workers gain the needed skills. Evaluation evidence shows that training programs linked to employers and good-paying jobs are often cost-effective. Helping more states develop such programs and systems would help raise worker earnings and reduce inequality.","This paper showed that training programs linked to employers and good-paying jobs are often cost-effective and helping more states develop such programs and systems would help raise worker earnings and reduce inequality."
"Human Capital: A Theoretical and Empirical Analysis, with Special Reference to Education","https://scispace.com/paper/human-capital-a-theoretical-and-empirical-analysis-with-4n497468b5","1964","Posted Content","Social Science Research Network","Gary S. Becker","","","A diverse array of factors may influence both earnings and consumption; however, this work primarily focuses on the impact of investments in human capital upon an individual's potential earnings and psychic income. For this study, investments in human capital include such factors as educational level, on-the-job skills training, health care, migration, and consideration of issues regarding regional prices and income. Taking into account varying cultures and political regimes, the research indicates that economic earnings tend to be positively correlated to education and skill level. Additionally, studies indicate an inverse correlation between education and unemployment. Presents a theoretical overview of the types of human capital and the impact of investment in human capital on earnings and rates of return. Then utilizes empirical data and research to analyze the theoretical issues related to investment in human capital, specifically formal education. Considered are such issues as costs and returns of investments, and social and private gains of individuals. The research compares and contrasts these factors based upon both education and skill level. Areas of future research are identified, including further analysis of issues regarding social gains and differing levels of success across different regions and countries. (AKP)","In this paper, the impact of investments in human capital on an individual's potential earnings and psychic income was analyzed, taking into account varying cultures and political regimes, the research indicates that economic earnings tend to be positively correlated to education and skill level."
"National HRD and Investment in Human Capital: Opportunity Costs of U.S. Postsecondary Education.","https://scispace.com/paper/national-hrd-and-investment-in-human-capital-opportunity-52e6cpqkmz","2008","","","Edgard Cornachione
Jenny Daugherty","","https://scispace.com/pdf/national-hrd-and-investment-in-human-capital-opportunity-52e6cpqkmz.pdf","This study explores opportunity costs of postsecondary education in the US in the past three decades Based on human capital theory, data from the US Census, along with parameters for high education achievement (involving bachelors and advanced degrees), were fed into a forecasting model developed for this purpose Beyond descriptive statistics on the opportunity costs for bachelors or advanced degrees, findings on gender differences are discussed in light of the National HRD framework","This paper explored the opportunity costs of post-secondary education in the US in the past three decades based on human capital theory, data from the US Census, along with parameters for high education achievement (involving bachelors and advanced degrees), were fed into a forecasting model developed for this purpose."
"Human Capital and Employment Risks Diversification","https://scispace.com/paper/human-capital-and-employment-risks-diversification-q99jn60k51","2015","Journal Article","Social Science Research Network","Pascal St-Amour
Pascal St-Amour","10.2139/SSRN.2616352","https://papers.ssrn.com/sol3/Delivery.cfm/SSRN_ID2616352_code623849.pdf?abstractid=2616352&mirid=2","Both educational expenditures and attainment have increased sharply over the last decades, despite rising prices of education, and stagnating income returns to human capital. This paper emphasizes conditional employment risks diversification as additional motivation for education demand. Job risk protection through education is strongly evidenced in the data, yet is absent from the Human Capital (HC) literature, whereas dynamic HC choices by agents are not considered in standard unemployment Search and Matching models. A benchmark HC model is thus modified to allow for lower job displacement risk, and higher re-employment probability, in addition to higher income for the better educated. Numerical solutions for optimal dynamic investment in human capital are consistent with observed patterns, such as unemployment duration dependence (stigma), post-re-employment income loss (scarring), and cyclical co-movements in education expenditures. The effects of permanent shifts affecting human capital returns in employment risks diversification, and income returns are investigated and shown to be consistent with rising educational expenditures and attainment.","In this article, conditional employment risks diversification is used as additional motivation for education demand. But the authors do not consider the effects of permanent shifts affecting human capital returns in employment risk diversification, and income returns are investigated."
"Calculating Returns to Degree Using Student Longitudinal Data Systems","https://scispace.com/paper/calculating-returns-to-degree-using-student-longitudinal-48ko6ft4g7","2010","Journal Article","Social Science Research Network","Tom Schenk
Kiyokazu Matsuyama","10.2139/SSRN.1666465","https://scispace.com/pdf/calculating-returns-to-degree-using-student-longitudinal-48ko6ft4g7.pdf","Human capital theory shows educated workers are more productive in the workforce and subsequently earn more. Hundreds of studies have shown this by estimating the rate of return to education. However, these studies use national surveys and are limited to nationwide estimates. The emergence of Student Longitudinal Data System (SLDS) has permitted states and institutions to track students throughout education and even into the workforce. While several studies use SLDS data to calculate average wages of college alumni, none have calculated the rate of return. This paper develops a framework to calculate the net present value and rate of return for higher education using SLDS data. We apply the framework to estimate the economic value of completing a degree at an Iowa community college. We estimate the returns for all community colleges, by award type, and individual programs. Our results show returns are six percent for those completing a community college degree.","The authors developed a framework to calculate the net present value and rate of return for higher education using Student Longitudinal Data System (SLDS) data and applied the framework to estimate the economic value of completing a degree at an Iowa community college."
"Good Workers for Good Jobs: Improving Education and Workforce Systems in the US. Discussion Paper No. 1404-13.","https://scispace.com/paper/good-workers-for-good-jobs-improving-education-and-workforce-1ak34sidbb","2013","","","Harry J. Holzer","","","Stagnant earnings and growing inequality in the US labor market reflect both a slowdown in the growth of worker skills and the growing matching of good-paying jobs to skilled workers. Improving the ties between colleges, workforce institutions, and employers would help more workers gain the needed skills. Evaluation evidence shows that training programs linked to employers and good-paying jobs are often cost-effective. Helping more states develop such programs and systems would help raise worker earnings and reduce inequality.","This article showed that training programs linked to employers and good-paying jobs are often cost-effective and helping more states develop such programs and systems would help raise worker earnings and reduce inequality."
"Raising Job Quality and Skills for American Workers: Creating More-Effective Education and Workforce Development Systems in the States. Discussion Paper 2011-10.","https://scispace.com/paper/raising-job-quality-and-skills-for-american-workers-creating-4augh2nrf9","2011","","","Harry J. Holzer","","","To improve the employment rates and earnings of Americans workers, we need to create more-coherent and more-effective education and workforce development systems, focusing primarily (though not exclusively) on disadvantaged youth and adults, and with education and training more clearly targeted towards firms and sectors that provide good-paying jobs. This paper proposes a new set of competitive grants from the federal government to states that would fund training partnerships between employers in key industries, education providers, workforce agencies, and intermediaries at the state level, plus a range of other supports and services. The grants would especially reward the expansion of programs that appear successful when evaluated with randomized controlled trial (RCT) techniques. The evidence suggests that these grants could generate benefits that are several times larger than their costs, including higher earnings and lower unemployment rates among the disadvantaged.","The authors proposed a new set of competitive grants from the federal government to states that would fund training partnerships between employers in key industries, education providers, workforce agencies, and intermediaries at the state level, plus a range of other supports and services."
"Raising Job Quality and Skills for American Workers: Creating More-Effective Education and Workforce Development Systems in the States","https://scispace.com/paper/raising-job-quality-and-skills-for-american-workers-creating-48ejuqxeu5","2014","","","Harry J. Holzer","","","To improve the employment rates and earnings of Americans workers, we need to create more-coherent and more-effective education and workforce development systems, focusing primarily (though not exclusively) on disadvantaged youth and adults, and with education and training more clearly targeted towards firms and sectors that provide good-paying jobs. This paper proposes a new set of competitive grants from the federal government to states that would fund training partnerships between employers in key industries, education providers, workforce agencies, and intermediaries at the state level, plus a range of other supports and services. The grants would especially reward the expansion of programs that appear successful when evaluated with randomized controlled trial (RCT) techniques. The evidence suggests that these grants could generate benefits that are several times larger than their costs, including higher earnings and lower unemployment rates among the disadvantaged.","This paper proposed a new set of competitive grants from the federal government to states that would fund training partnerships between employers in key industries, education providers, workforce agencies, and intermediaries at the state level, plus a range of other supports and services."
"Economic Returns to Schooling Decisions","https://scispace.com/paper/economic-returns-to-schooling-decisions-4e7grqj3l0","1980","Journal Article","Research in Higher Education","Charles H. Bélanger
Lise Lavallee","10.1007/BF00991926","https://www.jstor.org/stable/40195283","This paper is an attempt to determine the private internal rate of return to investment in two levels and four selected educational programs (computer science, nursing, nutrition, and social work). In these fields, a perennial uneasy situation occurs in which many bachelor's degree graduates and community college vocational degree holders perform exactly the same work and receive different salaries. The monetary benefit returns to individuals are calculated by using the cost-benefit analysis method. Results will be useful not only to public employment agencies and educational institutions, but also particularly to students who strive to acquire the most profitable level of education in the most economical way.","In this article, the authors attempt to determine the private internal rate of return to investment in two levels and four selected educational programs (computer science, nursing, nutrition, and social work)."
"Investment in Education","https://scispace.com/paper/investment-in-education-21q6ci9b7z","1989","Journal Article","Educational Researcher","Dale W. Jorgenson
Barbara M. Fraumeni","10.3102/0013189X018004035","","The purpose of this paper is to present new measures of the benefits from education. These measures are based on the incremental effect on human wealth of participation in formal schooling. We define human wealth as the sum of lifetime labor incomes for all individuals in the U.S. population. These incomes include the value of time spent working and the value of nonmarket labor activities, which are defined to include parenting and the enjoyment of leisure. Our estimates of lifetime labor incomes are drawn from an extensive data base on income from work. We have enlarged this data base to incorporate the value of nonmarket activities. We compare our estimates of investment in education and human wealth with estimates based on the expenditures of educational institutions. We find that these expenditures are very much smaller than the benefits of education.","In this paper, the authors defined human wealth as the sum of lifetime labor incomes for all individuals in the U.S. population and compared their estimates of investment in education and human wealth with estimates based on expenditures of educational institutions."
"Do Returns to Human Capital Equalize Across Occupational Paths?","https://scispace.com/paper/do-returns-to-human-capital-equalize-across-occupational-bspwjddks61o","","","","Barry T. Hirsch
James A. Freeman","10.2139/ssrn.282917","","This study estimates earnings function parameters across alternative occupational paths, with an emphasis on identifying rates of return to post-school human capital investment. Based on cross-sectional and synthetic cohort analysis using the 1973–2000 Current Population Surveys, estimates are obtained for men and women on the returns to schooling and the investment intensity, length, and returns from post-school training. Although the shapes of wage-experience profiles differ substantially across occupations and skill groups, evidence supports the theoretical prediction that rates of return are equivalent across alternative investment paths. Little evidence is found for an increase in returns to post-school training over time. By the 1990s, returns to schooling had risen to a level similar to the returns from post-school training.","This study estimates earnings function parameters across occupational paths, finding equivalent rates of return to human capital investment despite varying wage-experience profiles, with returns to schooling and post-school training converging by the 1990s."
"Human Capital Formation, Returns and Policies: Analytical Approaches and Research Questions","https://scispace.com/paper/human-capital-formation-returns-and-policies-analytical-42plhj3j3o","1996","Journal Article","Journal of International Development","Jere R. Behrman","10.1002/(SICI)1099-1328(199605)8:3<341::AID-JID382>3.0.CO;2-Y","","Better understanding would be valuable, for sub-Saharan Africa, of: (i) determinants of human resource investments; (ii) their returns; and (iii) policy implications. Such understanding can be obtained from behavioural data only by integrated modelling, data and estimation. Simple analytical frameworks are considered for investigating: private behaviours that determine human resource investments and their returns; economic rationale for policies; implications of endogenous policies for policy evaluation; alternative means of human resource related service delivery; and larger environments in which human resource investments are made and returns realized. Research areas are noted for which gains are likely to be greatest.","In this article, simple analytical frameworks are considered for investigating: private behaviours that determine human resource investments and their returns; economic rationale for policies; implications of endogenous policies for policy evaluation; alternative means of human resource related service delivery."
"Private and Social Returns to Higher Education","https://scispace.com/paper/private-and-social-returns-to-higher-education-39cog0zw70","2016","Book Chapter","","Robert K. Toutkoushian
Michael B. Paulsen","10.1007/978-94-017-7506-9_4","","In this chapter, we focus on the different ways in which economists measure the financial return on postsecondary education. We begin by providing some background on the work by economists on this topic, where studies of the return to postsecondary education grew out of the more general economic approach of cost-benefit analysis. We then explain how economists use aggregate-level data to measure the average return to postsecondary education, and demonstrate how the methods can be applied to different degree levels. Using data from 2011, we provide updated estimates of the return to earning an associate’s or a bachelor’s degree, as well as the average returns for all students who attend college as opposed to only graduates. In the Extension section of the chapter we discuss how economists use individual-level data to measure the financial benefits from college after controlling for observable student characteristics that may also affect earnings, and the emerging work on how to adjust these estimates for unobservable factors that can affect postsecondary decisions and earnings in labor markets. Finally, in the Policy Focus section we discuss policies relating to the use of return-on-education statistics to entice more students to go to college, and the extent to which students rely on loans to help finance their college education.","In this paper, the authors focus on the different ways in which economists measure the financial return on postsecondary education, and provide updated estimates of the return to earning an associate's or a bachelor's degree, as well as the average returns for all students who attend college as opposed to only graduates."
"Improving the Return on Human Capital: New Metrics:","https://scispace.com/paper/improving-the-return-on-human-capital-new-metrics-yjlnd8eqk8","2000","Journal Article","Compensation & Benefits Review","Peter V. Le Blanc
Jude T. Rich
Paul W. Mulvey","10.1177/088636870003200103","","Old means of measuring employee effectiveness and value are now outdated and incomplete. In contrast with the past, the knowledge worker is now the dominant source of value creation in an organization. Organizations must develop metrics that measure knowledge worker value. This article explains the use of the human capital approach, which calculates investments and returns on individuals to measure their impact and justify investments. The human capital approach aligns the human resource function with the business. A case study of one company's successful use of the human capital approach demonstrates the advantages of this perspective.","In this article, the human capital approach aligns the human resource function with the business to measure the knowledge worker's impact and justify investments, and a case study of one company's successful use of this approach demonstrates the advantages of this perspective."
