"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Towards effective strategy implementation in the public sector : an appraisal of the Zimbabwe agenda for sustainable socio-economic transformation","https://scispace.com/paper/towards-effective-strategy-implementation-in-the-public-3esxu5me4wz3","2024","Journal Article","","Bennitta Desire Mapaona","10.51415/10321/5618","","Public management scholarship consistently confronts the challenge of strategy implementation capabilities within the public sector, a pressing issue particularly pronounced in Zimbabwe, where institutions frequently face hurdles during implementation. Scholars lament the scarcity of empirical research aimed at improving public strategy implementation, particularly within Zimbabwe's socio-political context. Formulated in response to this invitation, this study addresses the challenges of implementing public strategies in Zimbabwe, focusing on the Zimbabwe Agenda for Sustainable Socio-economic Transformation (ZIMASSET) from 2013 to 2018. Using a critical realist approach and a pastiche of theories encompassing the environmental, cultural, power, and learning perspectives, the study examines the complex dynamics affecting public strategy implementation in unstable sociopolitical context such as Zimbabwe. Inspired by Sun Tsu's adaptable strategy principles, the study analyses interview data collected from participants in the Office of the President and Cabinet Permanent Secretaries, ZIMASSET implementors, and public intellectuals to examine key aspects of public strategy implementation. Findings reveal deep-rooted issues like political interference, leadership disengagement, outdated policies, and weak institutions, hindering ZIMASSET outcomes. The theoretical framework helps explain the environmental factors, cultural dynamics, power structures, and learning processes influencing ZIMASSET implementation, underscoring the need for multifaceted solutions. Challenges include limited stakeholder involvement, transparency issues, and external constraints such as economic sanctions. The study advances the discussion on public strategy implementation in Zimbabwe and proposes a framework for enhancing public strategy implementation. The proposed framework presents practical insights for policymakers, researchers, and practitioners. The study hopes to contribute to a broader understanding of the challenges in translating strategic plans into tangible socio-economic outcomes, potentially extending beyond Zimbabwe's borders. ","This study examines the challenges of implementing the Zimbabwe Agenda for Sustainable Socio-economic Transformation (ZIMASSET) from 2013-2018, identifying deep-rooted issues like political interference, leadership disengagement, and weak institutions hindering outcomes, and proposes a framework for enhancing public strategy implementation."
"Organizational Capacity and Project Dynamics","https://scispace.com/paper/organizational-capacity-and-project-dynamics-2w1gp3ep","2023","Journal Article","Social Science Research Network","Dana Foarta
Michael Ting","10.2139/ssrn.4321890","","This paper provides a dynamic theory of the effects of organizational capacity on public policy. Consistent with prevailing accounts, a bureaucratic organization with higher capacity, i.e., a better ability to get things done, is more likely to deliver projects in a timely, predictable, or efficient fashion. However, capacity also interacts with political institutions to produce far-reaching implications for the size and distribution of public projects. Capacity-induced delays and institutional porousness can allow future political opponents to revise projects in their favor. In response, politicians design projects to avoid revisions, for example by equalizing distributive benefits, or by overscaling projects. We show that higher organizational capacity can increase project size, inequalities in the distribution of project benefits, and delays. The range of capacity levels that produce low social benefits increases with the extent of institutional constraints. This suggests that political systems with high capacity and high institutional constraints are especially vulnerable to inefficient projects.","In this article , the authors provide a dynamic theory of the effects of organizational capacity on public policy, and show that higher organizational capacity can increase project size, inequalities in the distribution of project benefits, and delays."
"Beyond Implementation: Developing an Institutional Theory of Administrative Policy Making","https://scispace.com/paper/beyond-implementation-developing-an-institutional-theory-of-4ur396lkth","1989","Journal Article","Public Administration Review","Steven Maynard-Moody
Adam W. Herbert","10.2307/977333","http://www.jstor.org/stable/pdfplus/977333.pdf","The ghost of the politics-administration dichotomy haunts implementation theory. After all the critiques, administrative policy making is still seen as a component or step in the policy process that is dominated by elected officials. For example, Kelman recently examined the different institutional settings of policy making.1 Elected officials, in his view, are and should remain the primary source of policy ideas and choices with administrators, in theory, responsible for translating these ideas and choices into practice. Other scholars underscore the lack of effective control by legislators and elected executives. But even those who acknowledge administrative initiative and autonomy see administrators as servants, however weak their masters.","For example, this paper examined the different institutional settings of policy making, and pointed out the lack of effective control by legislators and elected executives, and argued that administrators should remain the primary source of policy ideas and choices with administrators, in theory, responsible for translating these ideas into practice."
"A complexity theory perspective on politico-administrative systems: Insights from a systematic literature review","https://scispace.com/paper/a-complexity-theory-perspective-on-politico-administrative-3emu6jzx1k","2024","Journal Article","International Public Management Journal","Harri Jalonen","10.1080/10967494.2024.2333382","","Complexity theory (CT) refers to a collection of concepts and heuristics that can be used to study the developments emerging from interactions between phenomena, actors, and events. CT has increasingly been utilized in the study of public administration and policy. However, there is no comprehensive analysis of empirical or other research focused on the functioning of political-administrative phenomena applying CT. This article reports the results of a systematic literature review demonstrating how CT has been applied in empirical research in different stages of the policy cycle: policy preparation, implementation, evaluation, and maintenance. The study reveals empirical research utilizing CT offers practical implications that can be categorized into four themes: enabling leadership, leveraging experimentation, the holistic perspective, and the humble approach. ","This systematic literature review applies complexity theory to politico-administrative systems, analyzing empirical research across policy stages, and identifies four practical themes: enabling leadership, experimentation, holistic perspective, and humble approach."
"The Analysis of Institutional Causes in Hindering Public Policy Implementation and Its Countermeasures","https://scispace.com/paper/the-analysis-of-institutional-causes-in-hindering-public-ra6ovwuj839m","","","","Shu-ying LIU
Fang YU","10.3969/j.issn.1004-1494.2006.02.013","","Public policy implementation is of utmost importance in policy system.However,public policy is frequently hindered in the implementation process because of various subjective and objective factors,which seriously influences the realization of policy objectives.We should analyze the deep causes of leading to implementation hindrance from two angles-formal institution and informal institution,and put emphasis on power configuration,supervision institution,communication mechanism and ideology input,etc to explore the countermeasures,which amount to an effective path selection to overcome implementation hindrance.","This study examines institutional causes hindering public policy implementation, analyzing formal and informal institutions, and proposes countermeasures to overcome implementation hindrance, focusing on power configuration, supervision, communication, and ideology input to achieve policy objectives."
"El valor institucional de la gestión pública","https://scispace.com/paper/el-valor-institucional-de-la-gestion-publica-1lzrktidoq","2009","Journal Article","Revista Venezolana De Gerencia","Ricardo Uvalle Berrones","10.31876/REVISTA.V9I28.9802","https://scispace.com/pdf/el-valor-institucional-de-la-gestion-publica-1lzrktidoq.pdf","El objetivo del presente articulo es analizar, categorizar y explicar a la gestion publica desde una optica multifacetica que contribuya a su revaloracion institucional, para diluir la vision reduccionista que se le atribuye cuando queda confinada a las practicas de la introspeccion organizativa, es decir, al mundo de las tecnicas, los procedimientos y las estructuras, pero sin conectarla con el vigor de los espacios publicos de la democracia que son parte esencial de su razon de ser. Los resultados revelan que la gestion publica tiene atributos relacionados con el desempeno de los gobiernos en terminos del diseno, la hechura, la implementacion y la evaluacion de las politicas publicas,por eso, al relacionar a las autoridades con los espacios privado y publico, adquiere una connotacion fundamental que la situa en el horizonte de la gobernabilidad y la estabilidad de las sociedades abiertas. Se concluye que la gestion publica es parte esencial de los procesos de gobernacion, pues su aporte a la direccion implementacion de las politicas es una cuestion de gran relieve que responde a los imperativos de la institucionalidad que tienen como objetivo conjugar eficacia, desempeno y calidad de vida.","Agarwal et al. as discussed by the authors analyzed, categorizar and explicar a gestion publica desde una optica multifacetica that contribuya a su revaloracion institucional, for diluir the vision reduccionista that se le atribuye cuando queda confinada a las practicas de la introspeccion organizativa, es decir, al mundo de las tecnicas, los procedimientos, and las estructuras, pero sin con"
"Exploring the Conceptual Roots of Outcome-Oriented Performance Measurement Systems","https://scispace.com/paper/exploring-the-conceptual-roots-of-outcome-oriented-2hf8kqml","2023","Book Chapter","","maryam schola","10.1007/978-3-031-24699-9_3","","Evaluating the success of a policy through the achievement of a set of outputs, and through the execution of administrative procedures—coming from political intents at the top of a bureaucratic structure—is far from realistic. In fact, assuming a straightforward link between policy design and policy implementation may generate significant dysfunctions in performance management. This is why the design of performance measurement systems should consider the organizational context. This chapter explores the theoretical background of outcome-oriented performance measurement systems and integrates the design of control systems with the theory of street-level bureaucracy, intending to highlight the importance of street-level workers for the achievement of community outcomes such as educational quality and civic-mindedness. ","In this paper , the authors explore the theoretical background of outcome-oriented performance measurement systems and integrate the design of control systems with the theory of street-level bureaucracy, intending to highlight the importance of streetlevel workers for the achievement of community outcomes such as educational quality and civic-mindedness."
"Organizational Capability in the Public Sector: A Configurational Approach","https://scispace.com/paper/organizational-capability-in-the-public-sector-a-1ahty26suv","2016","Journal Article","Journal of Public Administration Research and Theory","Rhys William Andrews
Malcolm James Beynon
Aoife M. McDermott","10.1093/JOPART/MUV005","https://scispace.com/pdf/organizational-capability-in-the-public-sector-a-1ahty26suv.pdf","This paper brings together resource-based theory and contingency theory to analyse organizational capability in the public sector. Fuzzy-set Qualitative Comparative Analysis is used to identify configurations of organizational attributes (department size, structural complexity, agencification, personnel instability, use of temporary employees), associated with high and low organizational capability in UK central government departments. Findings identify a single core configuration of organizational attributes associated with high capability departments - low structural complexity and personnel stability. Two core configurations are associated with low capability departments – personnel instability, and the combination of structural complexity and departmental agencification. Based on the configurations evident in successful and struggling organizations, discussion illuminates potential organizational design strategies to improve public sector organizational capability.","In this article, the authors combine resource-based theory and contingency theory to analyse organizational capability in the public sector and identify configurations of organizational attributes (department size, structural complexity, agencification, personnel instability, use of temporary employees) associated with high and low organizational capability."
"Analysis of Institutional Causes and Countermeasures of Effective Implementation of Public Policy in China","https://scispace.com/paper/analysis-of-institutional-causes-and-countermeasures-of-8xwlv5bcp2b9","","","","DONG Zhijun","10.3969/j.issn.1008-9225.2008.05.016","","On the perspective of institution,the factors that influence the effective implementation of public policy are discussed from the aspects of formal institution and informal institution.The countermeasures are explored to advance the effective implementation of public policy from power configuration,supervising institution,communication mechanism,accountability system and ideology input,etc.","This study examines institutional factors influencing public policy implementation in China, focusing on formal and informal institutions, and proposes countermeasures to enhance effective implementation through power configuration, supervision, communication, accountability, and ideology input."
"Institutional Approaches for Studying System-Oriented Networks","https://scispace.com/paper/institutional-approaches-for-studying-system-oriented-36rre5pc4z","2024","Journal Article","Systems","Charles Lewis Taylor
Branda Nowell","10.3390/systems12050159","","Institutional, policy, and management scholars and practitioners are increasingly interested in leveraging network perspectives, methods, and data to understand complex social phenomena, including the various stages of the policy process, community mobilization, and coupled natural and human systems. Viewing these phenomena through the lens of system-oriented networks can be valuable for understanding and intervening within complex policy arenas. However, currently, there is no clear consensus on who and what constitutes a relevant actor in a system-oriented network. Furthermore, numerous conceptual and methodological traditions for conceptualizing, measuring, and analyzing system-oriented networks have arisen, and each is linked to different disciplinary traditions. In this paper, we showcase six approaches from the public policy and public management literature for conceptualizing and analyzing system-oriented networks. We offer a conceptual framework for characterizing different approaches which considers differences in their focal system of interest, analytical focus, theoretical orientation, and approach for determining network boundaries. We review these elements with an eye toward helping scholars and practitioners interested in system-oriented networks to make informed decisions about the array of available approaches. ","Conceptualizing and analyzing system-oriented networks requires a diverse set of approaches and frameworks. There is a lack of consensus on relevant actors and numerous methodological traditions exist."
"Organizational economic sustainability via process optimization and human capital: a Soft Systems Methodology (SSM) approach","https://scispace.com/paper/organizational-economic-sustainability-via-process-3uvbz3g8k5","2023","Preprint","","Wadim Strielkowski
Evgeny Kuzmin
Arina Suvorova
Natalya I. Nikitina
О. Е. Горлова","10.48550/arxiv.2311.17882","","This review paper focuses on enhancing organizational economic sustainability through process optimization and human capital effective management utilizing the soft systems methodology (SSM) approach which offers a holistic approach for understanding complex real-world challenges. By emphasizing systems thinking and engaging diverse stakeholders in problem-solving, SSM provides a comprehensive understanding of the problem's context and potential solutions. The approach guides a systematic process of inquiry that leads to feasible and desirable changes in tackling complex problems effectively. Our paper employs the bibliometric analysis based on the sample of 5171 research articles, proceedings papers, and book chapters indexed in Web of Science (WoS) database. We carry out the network cluster analysis using the text data and the bibliometric data with the help of VOSViewer software. Our results confirm that as the real-world situations are becoming more complex and the new challenges such as the global warming and climate change are threatening many economic and social processes, SSM approach is currently getting back at the forefront of academic research related to such topics as organizational management and sustainable human capital efficiency. ","The Soft Systems Methodology (SSM) approach is a holistic approach for understanding and tackling complex organizational economic sustainability challenges. It emphasizes systems thinking and stakeholder engagement in problem-solving, leading to feasible and desirable changes."
"Systems Thinking to Understand National Well-Being from a Human Capital Perspective","https://scispace.com/paper/systems-thinking-to-understand-national-well-being-from-a-2m4koo03pz","2020","Journal Article","Sustainability","Sibel Eker
Leena Ilmola-Sheppard","10.3390/SU12051931","https://www.mdpi.com/2071-1050/12/5/1931/pdf","Well-being has become an important policy goal to replace gross domestic product (GDP) as an indicator of national progress. Several multidimensional metrics and indicators of well-being have been developed mostly based on the four-capital model that includes natural, economic, human and social capital. These multidimensional measures of well-being, however, are highly categorical and lack a systems perspective that focuses on underlying mechanisms of the metrics and the interconnections between them. This study aims at bringing a systems thinking approach to understanding and measuring national well-being, particularly from a human capital perspective. For this purpose, we employ a qualitative systems mapping approach and identify the direct or indirect relationships between the well-being indicators related to human capital. The results show that the human capital system is governed by several reinforcing feedback loops through economic progress, health and life expectancy, which gives a central role to human capital to enhance well-being. There are balancing loops, however, that may have adverse effects on human capital formation and well-being, for instance through migration and ageing. Future studies can focus on the other three subsystems in the four-capital model, and on quantifying the relationships between different dimensions of well-being.","In this paper, a qualitative system mapping approach was employed to identify the direct or indirect relationships between the well-being indicators related to human capital, and the results showed that the human capital system is governed by several reinforcing feedback loops through economic progress, health and life expectancy."
"Effective Implementation in Practice: Integrating Public Policy and Management","https://scispace.com/paper/effective-implementation-in-practice-integrating-public-1biqji6un6","2016","","","Sirisak Laochankham","","","Jodi Sandfort and Stephanie Moulton. Effective Implementation in Practice: Integrating Public Policy and Management (San Francisco, CA: Jossey-Bass, 2015). 388 pp. $70.50 (paperback), ISBN: 978-1-118-77548-6. Introduction and Objective of the Book In Effective Implementation in Practice: Integrating Public Policy and Management, Jodi Sandfort and Stephanie Moulton provide insight into how to craft effective policy and implement the developed programs, then suggest alternative tools for improving the complex implementation system. The review consists of introduction and objective of the book, key arguments, and critiques and conclusion. The purpose of Sandfort and Moulton’s Effective Implementation in Practice: Integrating Public Policy and Management is to explain how policy ideas are transformed and implemented effectively. In policy implementation, the lessons-learned emerge and can be the tools for improving policy and program implementation. The authors integrate both challenges and successes from various fields (e.g. public policy, economics, sociology, public administration, etc.). This helps identify “strategic actors” and “leaders of productive change” in order to enhance the effectiveness of policy and program implementation. To understand real world practices in policy implementation, the book uses two policy cases: the US housing crisis and early childhood education (p. xiv). The goal of this book is to enable policy and program implementers in various societal sectors to understand how to use scientific approaches to help achieve desired outcomes. In addition, the authors aim to help policy and program implementers to understand how to address unforeseen circumstances that may emerge at any time. The authors encourage policy practitioners to create problem-solving mechanisms by learning from changes in complex implementation systems and also from changes in the political environment. Then, policy and program implementers can apply analytical and social skills and situational factors to cope with the complex systems in real world situations. The authors developed the processes of implementation dynamics and created new conceptual language that can be applied to various levels of policy practice and complex systems. The authors focus on a small piece of the whole policy system; this small action may trigger large changes or improve the whole operational process.","Jodi Sandfort and Stephanie Moulton as mentioned in this paper provide insight into how to craft effective policy and implement the developed programs, then suggest alternative tools for improving the complex implementation system, and encourage policy practitioners to create problem-solving mechanisms by learning from changes in complex implementation systems."
"National Human Capital or National Institutions: Multilevel Theory Perspective","https://scispace.com/paper/national-human-capital-or-national-institutions-multilevel-wmda3yva96jd","","","","Olga O. Verkhohlyad","10.37659/2663-5070-2020-4-54-66","","This article contributes management insight into the economic debate on the primacy of national human capital or national institutions in national economic development. The article utilized TIMSS Assessment results and the World Competitiveness Reports data for its statistical analysis via the use of multiple regressions. According to the statistical analysis, national human capital has significantly less effect on national economic development that the national institutional measures. The article employed the Multilevel theory of organizations to explain this phenomenon and extrapolated it to the level of a country. The Multilevel model of human capital creation explains how the collective organizational human capital resource is created out of individual-level organizational members’ knowledge, skills and abilities thanks to the presence of enabling factors. The article shows that national institutions are such enabling factors on country level. Utilization of the human capital resource of a country’s citizens is mediated by the factor of national institutions. With the absence of high quality institutions individual human capital of a country’s citizens does not agglomerate into the national human capital resource. Unless open and transparent well-developed national institutions exist, the country will not have good economic development even though the human capital level of its citizens is adequate. Investing money in education without building a system of strong national institutions will not bring the desired results.","This study examines the relative importance of national human capital and institutions in economic development, finding that institutions have a more significant impact, and that their absence can hinder economic growth despite adequate human capital."
"Multi-organisational implementation: A challenge for empirical research and modelling","https://scispace.com/paper/multi-organisational-implementation-a-challenge-for-1y4pxkqddm","1997","Journal Article","European Journal of Political Research","Pekka Kettunen","10.1111/1475-6765.00335","","The tentative evidence which has emerged from multi-organisational implementation processing has had little impact on explanatory theoretical frameworks. The literature uses ‘top-down’ and ‘bottom-up’ models as if they were totally discrete ways of examining the institutionalisation of an implementation process. However, actual processes tend to fall somewhere between these two extremes. In this paper, I consider why this might be the case and suggest that there are ways of solving the theoretical dilemmas which prevent a comprehensive analysis of implementation processing. Using evidence from a recently completed case study of the implementation of environmental health-care in Finland, I suggest that the evidence of an interplay between the mandated implementors and others, be they public or private agents, may be an indication of an effective method of coping with these issues.","In this article, the authors suggest that the evidence of an interplay between mandated implementors and others, be they public or private agents, may be an indication of an effective method of coping with these issues."
"Der Throughput-Output-Nexus in der empirischen Verwaltungswissenschaft","https://scispace.com/paper/der-throughput-output-nexus-in-der-empirischen-4v6dfa44c5","2008","Journal Article","Die Verwaltung","Michael W. Bauer","10.3790/VERW.41.1.63","https://scispace.com/pdf/der-throughput-output-nexus-in-der-empirischen-4v6dfa44c5.pdf","Clarifying the relationship between organisational reform and reform outcome is a central objective of students of public administration or administrative sciences. The last decades have witnessed intensive research efforts in this area. However, the added value achieved in theory development remains meagre, at best. This article argues that by systematically incorporating policy analysis conceptualisations, the administrative sciences can reduce this deficit and generate more advanced theoretical knowledge. By referring to the recent reforms of the European Commission, this article illustrates the potential of an approach that systematically combines policy analysis insights and public administration research interests. Public administration reform scholars are advised to concentrate their analysis on the nexus between organisational reform and reform output if their aim is to steadily improve the capacity for theory development within this sub-discipline of public administration.","In this article, the authors argue that by systematically incorporating policy analysis conceptualisations, the administrative sciences can reduce this deficit and generate more advanced theoretical knowledge and illustrate the potential of an approach that systematically combines policy analysis insights and public administration research interests."
"A New Institutionalism Analysis of Performance Management Reform: Theoretical Outline and Evidence from Israel","https://scispace.com/paper/a-new-institutionalism-analysis-of-performance-management-4dto1pts9m","2013","Journal Article","Journal of Comparative Policy Analysis: Research and Practice","Shlomo Mizrahi","10.1080/13876988.2013.786267","","This paper studies incremental institutional change. It integrates various rationales suggested in the literature and uses the resulting integration to explain managerial reforms in the public sector, specifically, performance management reforms. The analysis highlights the role of public officials as institutional entrepreneurs and provides tools for explaining their strategies for change. The empirical analysis explains the dynamics through which performance management reform has been carried out in Israel since 2006. It shows that an incremental strategy based on a layering mechanism may prove effective and stable when external barriers to change are weak, and internal barriers are strong.","In this paper, the authors study the role of public officials as institutional entrepreneurs and provide tools for explaining their strategies for change, and show that an incremental strategy based on a layering mechanism may prove effective and stable when external barriers to change are weak, and internal barriers are strong."
"The Failure of Theory to Predict the Way Public Sector Organisation Responds to its Organisational Environment and the Need for a Mosaic-View of Organisational Theory","https://scispace.com/paper/the-failure-of-theory-to-predict-the-way-public-sector-4zxtd24559","2016","Journal Article","Public Organization Review","Bryane Michael
Maja Popov","10.1007/S11115-014-0296-5","","What does theory predict about the way government size and structure adapts to changes in government’s organisational environment (particularly to uncertainty and complexity)? In this paper, we review the theory and evidence from the literature about the way government size adjusts to such changes -- particularly to changes in macroeconomic fundamentals like gross national product (GDP). We find that the traditional theories from the organisational theory literature—like the contingency-based view, resource-based view and the rational choice view -- fail to provide global explanations for much of the variation we see in the world around us. Instead, theorists need to adopt a “mosaic view” of organisational theory -- accepting that different theories may explain the way public sector size and structure responds to the uncertainty and variability in its (macroeconomic) organisational environment. We also provide several empirical hypotheses to test such a mosaic-view.","In this article, the authors review the theory and evidence from the literature about the way government size adjusts to changes in macroeconomic fundamentals like gross national product (GDP) and find that the traditional theories from the organisational theory literature, like the contingency-based view, resource-based and rational choice view, fail to provide global explanations for much of the variation we see in the world around us."
"Modeling Operational Decision Making in Public Organizations: An Integration of Two Institutional Theories","https://scispace.com/paper/modeling-operational-decision-making-in-public-organizations-4kzst7cxw9","2004","Journal Article","The American Review of Public Administration","Tanya Heikkila
Kimberley R. Isett","10.1177/0275074003260911","","Institutional theories, which explain how rules, norms, and shared strategies shape human behavior, have been used to examine why public and private organizations look different structurally, why a...","This paper examined why public and private organizations look different structurally, and why a different set of rules, norms, and shared strategies shape human behavior, and used these rules to explain why public-and private organizations behave differently structurally."
"Infrastructure Delivery Systems","https://scispace.com/paper/infrastructure-delivery-systems-hhcu9t1rv7ts","","","","Bankole Osita Awuzie
Peter McDermott","10.1007/978-981-13-7291-9","","This book provides a framework for governing policy implementation by various stakeholders during the delivery of infrastructure projects. This framework relies on the tenets of the Viable Systems Model (VSM), a systems cybernetic model that enjoys high level provenance in organizational analysis.","This book presents a framework for governing infrastructure project delivery, grounded in the Viable Systems Model (VSM), to facilitate effective policy implementation among stakeholders, leveraging the model's provenance in organizational analysis and systems cybernetics."
"Aligning Needs and Capacities to Boost Government Competitiveness","https://scispace.com/paper/aligning-needs-and-capacities-to-boost-government-5dptytadgy","2019","Journal Article","Public Organization Review","Tobin Im
Kris Hartley","10.1007/S11115-017-0388-0","","National competitiveness indices are often theoretical underdeveloped, limiting their engagement with academic literature. Because many are based on neoliberal ideology, a new approach is needed to incorporate governance and administration theory, and to enhance relevance to developing countries. This article introduces government competitiveness, a concept that recognizes overlooked factors like the role of social organizations, the use of diverse policy inputs and policy development processes, and the imperative to address human needs at all development stages. The conceptual foundation draws from systems theory, needs theory, and intervention stages theory to inform a comprehensive framework that bridges development scholarship and practice.","This paper introduced government competitiveness, a concept that recognizes overlooked factors like the role of social organizations, the use of diverse policy inputs and policy development processes, and the imperative to address human needs at all development stages."
"Organizational pathways to compliant reform implementation: evidence from mexican civil service reform","https://scispace.com/paper/organizational-pathways-to-compliant-reform-implementation-3f1e5t3bpg","2015","Journal Article","Public Administration","Fernando Nieto Morales
Rafael Wittek
Liesbet Heyse","10.1111/PADM.12157","https://scispace.com/pdf/organizational-pathways-to-compliant-reform-implementation-3f1e5t3bpg.pdf","A technocratic pathway to public management reform stresses the need for committing sizeable resources to reform implementation. Building on an institutional framework, we argue that there are alternative pathways to compliant implementation for government agencies with limited resources. Our comparative study of 55 Mexican government agencies that were the object of the 2003 Civil Service Reform Act reveals the co-occurrence of both technocratic and institutional pathways to compliant implementation. The common denominator across pathways in organizations with limited resources was the absence of strong oppositional norms (patronage) and the presence of robust interpersonal trust. We conclude that the role played by available resources in compliant reform implementation is far from straightforward, and depends on different combinations of public organizations' endogenous characteristics.","A comparative study of 55 Mexican government agencies that were the object of the 2003 Civil Service Reform Act reveals the co-occurrence of both technocratic and institutional pathways to compliant implementation as discussed by the authors."
"As Técnicas de Avaliação da Eficiência, Eficácia e Efetividade na Gestão Pública e sua Relevância para o Desenvolvimento Social e das Ações Públicas","https://scispace.com/paper/as-tecnicas-de-avaliacao-da-eficiencia-eficacia-e-gm0d67chd8","2013","Journal Article","","Hironobu Sano
Mário Jorge França Montenegro Filho","10.21527/2237-6453.2013.22.35-61","https://scispace.com/pdf/as-tecnicas-de-avaliacao-da-eficiencia-eficacia-e-gm0d67chd8.pdf","A necessidade crucial de mais eficiencia, eficacia e efetividade (3Es) das acoes governamentais esta intrinsecamente relacionada a questao do desenvolvimento, pois suas possibilidades sao muitas vezes cerceadas, devido aos limites que surgem quando os atores envolvidos na gestao publica nao estao comprometidos com estes conceitos, resultando em impactos negativos na vida de todos os cidadaos. Dai a demanda por uma avaliacao sistematica, continua e eficaz que esbarra na falta de clareza quanto a indicadores de desempenho no setor publico. Assim, o presente artigo tem por objetivo apresentar sete propostas de utilizacao dos citados indicadores (3Es) na gestao publica, visando o desenvolvimento das politicas sociais. As principais conclusoes deste estudo sao sobre a relevância dos conceitos apresentados (3Es) para o desenvolvimento social, a importância da comparacao de desempenhos, a necessidade de adocao de mais de um metodo que seja eficientes, eficazes e efetivos e o carecimento de convencer e capacitar os envolvidos.","In this article, a demanda por uma avaliacao sistematica, continua e eficaz que esbarra na falta de clareza quanto a indicadores de desempenho no setor publico."
"Functions and Inter-Relationships of Operating Agencies in Policy Implementation from a Viable System Perspective","https://scispace.com/paper/functions-and-inter-relationships-of-operating-agencies-in-3iqvyury16","2012","Journal Article","Systemic Practice and Action Research","Khairul Akmaliah Adham
Hasmiah Kasimin
Mohd Fuaad Said
Barbara Igel","10.1007/S11213-011-9215-7","https://scispace.com/pdf/functions-and-inter-relationships-of-operating-agencies-in-3iqvyury16.pdf","Existence of supporting entities and their cohesive operations are important elements in industry development policy undertaken in emerging economies, which are characterized by heavy government interventions and involved many agencies and institutions. One of the models that emphasizes on cohesiveness as a precondition for viability is the viable system model (VSM). In this study, we adopt the VSM in combination with theories of innovation and innovation system as our conceptual framework to describe and explain the functions and relational structure that exist among agencies/institutions and that of the agencies with their environment elements within one policy level system implementation. We select a biotechnology industry development policy for our analysis, the implementation of which has been designated as a strategic vehicle to support the economic development goals of an emerging economy. The findings, which generate a model of the policy-level system implementation, explain the operating agencies’ functions and their inter-relationships. The emergent model provides policy makers and implementers recommendations for improvements, as well as offers future researchers potential for comparison between existing performance of a policy implementation against its expected performance targets. The study concludes that the biotechnology industry development is an effort by the Malaysian government to institutionalize biotechnology businesses and industry. The perspective of systems thinking, in combination with theories of institutionalization, innovation and innovation system, provide important foundations in explaining technology-based industry development. All these findings highlight that the knowledge gain in explaining and interpreting the problem in focus is worthwhile, although the use of VSM as a research tool demands considerable efforts.","In this paper, the authors adopt the VSM in combination with theories of innovation and innovation system as a conceptual framework to describe and explain the functions and relational structure that exist among agencies/institutions and that of the agencies with their environment elements within one policy level system implementation."
"The Institutional Role Model: A System-Dynamic Approach to Reduce Complexity","https://scispace.com/paper/the-institutional-role-model-a-system-dynamic-approach-to-l3j2ncbe","2022","Journal Article","International Journal of Sustainable Development and Planning","","10.18280/ijsdp.170201","","ABSTRACT","This study proposes a system-dynamic approach to simplify complex institutional frameworks, using a role model to reduce complexity and improve decision-making, by integrating system thinking and institutional analysis to create a more adaptive and resilient institutional environment."
"Economic Policy—An Open-Systems Perspective: Institutions, Constraints, and Utopia","https://scispace.com/paper/economic-policy-an-open-systems-perspective-institutions-4ow0siqre5","2024","Journal Article","Journal of Economic Issues","Paolo Ramazzotti","10.1080/00213624.2024.2344433","","Abstract The article discusses theoretical aspects of economic policy from an open-systems perspective, thereby highlighting that policy cannot be conceived of as a set of measures mechanically deduced from economic theory. It provides an outlook of individuals and collectivities as systems that interact with other systems, according to rules and goals, thus institutions, that need not be mutually consistent. Policy acts on these multifarious interactions. It causes not only reactions according to given interaction rules but also, often unpredictable, changes in the latter. It, therefore, involves a process whose open-ended dynamics can hardly be outlined a priori. In order to be consistent with the expectations of policymakers and of other economic actors, it must clearly identify which interactions and institutions it aims to act upon. It also needs to be framed within a long-term perspective, where an “ideal” that transcends extant constraints acts as a beacon and tool of inquiry. The article ends by briefly pointing out an implication of this theoretical discussion. While it is reasonable to pursue policies related to gender, race and income and wealth distribution, systemic interdependence suggests that treating them as additive goals may re-inforce self-referential dynamics among social groups, at the expense of a unifying, ideal-led project.","Economic policy is an open-systems process involving complex interactions and institutions. It acts on these interactions and often causes unpredictable changes in the rules of engagement. To be effective, policy must clearly identify its targets and be framed within a long-term perspective."
