"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Long-Term Economic Consequences of Vietnam-Era Conscription: Schooling, Experience and Earnings","https://scispace.com/paper/long-term-economic-consequences-of-vietnam-era-conscription-2fjxncs2ci","2008","Posted Content","Social Science Research Network","Joshua D. Angrist
Joshua D. Angrist
Joshua D. Angrist
Stacey H. Chen","10.1111/J.0042-7092.2007.00700.X","https://scispace.com/pdf/long-term-economic-consequences-of-vietnam-era-conscription-2fjxncs2ci.pdf","Military service reduces civilian labor market experience but subsidizes higher education through the GI Bill Both of these channels are likely to affect civilian earnings New estimates of the effects of military service using Vietnam-era draft-lottery instruments show post-service earnings effects close to zero in 2000, in contrast with earlier results showing substantial earnings losses for white Vietnam veterans in the 1970s and 1980s The recent estimates also point to a marked increase in post-secondary schooling that appears to be attributable to the Vietnam-era GI Bill Seen through the lens of a Mincer wage equation, the wage effects observed in 2000 data can be explained by a flattening of the experience profile in middle age and a modest return to the additional schooling funded by the GI Bill In particular, IV estimates of the returns to GI Bill-funded schooling are well below OLS estimates Wage equations that allow for nonlinearities in the returns to schooling and a possible negative effect of military service on health, leave the main findings unchanged","The authors showed that the effects of military service using Vietnam-era draft lottery instruments showed post-service earnings effects close to zero in 2000, in contrast with earlier results showing substantial earnings losses for white Vietnam veterans in the 1970s and 1980s."
"Active Duty and Veteran Pathways to Engineering Higher Education","https://scispace.com/paper/active-duty-and-veteran-pathways-to-engineering-higher-q0nwq0npg8","","Proceedings Article","","Robert Rabb,
Alyson Eggleston
Ronald Welch","10.18260/1-2--42560","","The number of veteran enrollments in American colleges and universities is at a level not seen since the Vietnam War era.Most of these veterans use the Post-9/11 GI Bill, an educational assistance plan for eligible veterans, but many more programs are available to veterans and active duty military members.This paper presents an overview of many of these education assistance programs available to this growing population.With no end date for the Post-9/11 GI Bill and the demand for engineering degrees in an increasingly technical job market, large numbers of veterans will continue to enroll in higher education institutions.Likewise, active duty military members will be part of the engineering education landscape to support the current demand for technical expertise in the military.Every student has different needs and challenges, and all still need information and access to resources that will help them succeed and link them to the campus community, so that they feel more fully part of the learning environment and can meet their educational goals.A continuous stream of student veteran and active duty populations requires higher education faculty, advisers, staff, and administrators to both understand their strengths and challenges and to include their funding pathways for an engineering education.Scholarships and grants provide a pathway and can ease the financial burden for many students.Similarly, the educational benefits earned by the veterans and active duty military members provide great opportunities but have limitations and different applications.This paper attempts to highlight some ","This paper explores education assistance programs for veterans and active duty military members, highlighting the Post-9/11 GI Bill and other available options, and discusses the challenges and opportunities for engineering education in higher education institutions."
"Schooling and the Vietnam-Era GI Bill: Evidence from the Draft Lottery","https://scispace.com/paper/schooling-and-the-vietnam-era-gi-bill-evidence-from-the-ijv88j1z9b","2011","Posted Content","Social Science Research Network","Joshua D. Angrist
Joshua D. Angrist
Joshua D. Angrist
Stacey H. Chen","","https://papers.ssrn.com/sol3/Delivery.cfm/SSRN_ID1806391_code238096.pdf?abstractid=1806391&mirid=1&type=2","Draft-lottery estimates of the causal effects of Vietnam-era military service using 2000 census data show marked schooling gains for veterans. We argue that these gains can be attributed to Vietnam veterans’ use of the GI Bill rather than draft avoidance behavior. At the same time, draft lottery estimates of the earnings consequences of Vietnam-era service are close to zero in 2000. The earnings and schooling results can be reconciled by a flattening of the age earnings profile in middle age and a modest economic return to the schooling subsidized by the GI Bill. Other long-run consequences of Vietnam-era service include increases in migration and public sector employment.","The authors argue that these gains can be attributed to Vietnam veterans' use of the GI Bill rather than draft avoidance behavior, and that the earnings and schooling results can be reconciled by a flattening of the age earnings profile in middle age and a modest economic return to the schooling subsidized by the GI bill."
"Educational Benefits for Veterans: The Post-9/11 GI Bill.","https://scispace.com/paper/educational-benefits-for-veterans-the-post-9-11-gi-bill-1v7nu5ie81","2021","Journal Article","Educational Studies","Elizabeth Bass","10.1080/03055698.2019.1665987","","The Post-9/11 GI Bill provides educational assistance to veterans and certain dependents. Veterans have had educational benefits provided by the Department of Veterans Affairs since World War II, b...","The concluding discussion addresses several of the benefit’s often competing objectives for three groups: the military, the veteran beneficiaries, and the taxpayer."
"Military Service and Civilian Labor Market Outcomes: Comparing Employment of Post-9/11 Veterans and Nonveterans","https://scispace.com/paper/military-service-and-civilian-labor-market-outcomes-52gyca0djv","2016","Dissertation","","Matthew Ordway","","https://scispace.com/pdf/military-service-and-civilian-labor-market-outcomes-52gyca0djv.pdf","Veterans struggle to enter the civilian labor market following military service. Since the September 11 terrorist attacks, over 3.2 million Americans have served in the military. Upon returning home, these veterans are twenty percent more likely to be unemployed than nonveterans (7.2% vs 6%, respectively). This study investigates the association between military service and employment outcomes (employment status and weekly earnings) for post-9/11 veterans, a heretofore understudied group. Data was obtained from the Current Population Survey (CPS) Veteran Supplement. Linear probability models and OLS regressions were utilized to compare employment outcomes between veterans and nonveterans of similar age, education and race/ethnicity (“veteran effect”). Findings suggest that the veteran effect on employment is negative while the veteran effect on earnings, given employment, is positive. This is likely because of selection bias; the most productive veterans find employment and therefore command higher wages. Veteran effects differ by race and ethnicity, length of military service and time since service. Policymakers should tailor transition programs to the most vulnerable veterans, such as long-term military personnel.","The authors investigated the relationship between military service and employment outcomes (employment status and weekly earnings) for post-9/11 veterans, a heretofore understudied group, using the Current Population Survey (CPS) Veteran Supplement."
"The Consequences of the Post-9/11 GI Bill on Veterans and Higher Education","https://scispace.com/paper/the-consequences-of-the-post-9-11-gi-bill-on-veterans-and-1t5olas84u","2016","Dissertation","","Adam B. Fullerton","","","This study investigates how the Post-9/11 GI Bill is used by veterans to attend higher education institutions offering 4-year college degrees. The Post-9/11 GI Bill was intended to give the benefit of payment assistance to all of those that served the United States military on, or after, September 11, 2001, as they pursue their college education. This study examines the school choices of the students utilizing that benefit and the implications of a large number of these students using their benefits to attend for-profit institutions. To do this, the study first explores the history of the GI Bill, as well as its many sub-programs that provide assistance to unique subcategories of veterans and family members. The study then empirically shows that veterans are substantially more likely than non-veterans to attend for-profit colleges, which have lower graduation rates and higher student loan default rates than their non-profit and public counterparts. GI Bill funds thus flow disproportionately to the for-profit sector, raising concerns about the impact of such funds on student outcomes. The study then explores the potential inadequacies of the 90/10 rule for for-profit colleges. Four potential solutions to the problem are considered, with a specific focus on the possibility of Military Universities being revamped to provide a better path to a college degree for service members.","This article investigated how the post-9/11 GI Bill is used by veterans to attend higher education institutions offering 4-year college degrees and found that veterans are substantially more likely than non-veterans to attend for-profit colleges, which have lower graduation rates and higher student loan default rates than their non-profit and public counterparts."
"Hard lessons: combat deployment and veteran interest in higher education","https://scispace.com/paper/hard-lessons-combat-deployment-and-veteran-interest-in-4ynf32ru74","2016","Journal Article","Applied Economics Letters","Laura E. Armey
Jonathan Lipow","10.1080/13504851.2015.1105918","","Over 2.5 million Americans served in the wars in Afghanistan and Iraq. In this short article, we consider the impact of these experiences on their future welfare. Specifically, we ask if those who served in Afghanistan and Iraq are more or less likely to exploit their GI Bill benefits in order to pursue higher education than service members who did not directly participate in these conflicts. We exploit a comprehensive administrative dataset that the US Armed Forces’ Defense Manpower Data Center (DMDC) provided to us. We find across models that deployment to Afghanistan or Iraq significantly increases the likelihood that veterans will take advantage of their educational benefits, but that exposure to violent combat significantly decreases it.","This article found that deployment to Afghanistan or Iraq significantly increases the likelihood that veterans will take advantage of their educational benefits, but that exposure to violent combat significantly decreases it, and they also found that those who served in Afghanistan and Iraq are more or less likely to exploit their GI Bill benefits in order to pursue higher education than service members who did not directly participate in these conflicts."
"Student Veterans’ Outcomes by Higher Education Sector: Evidence from Three Cohorts of the Baccalaureate and Beyond","https://scispace.com/paper/student-veterans-outcomes-by-higher-education-sector-594s435gki","2018","Journal Article","Research in Higher Education","Jennifer L. Steele
Peter Buryk
Geoffrey McGovern","10.1007/S11162-017-9491-X","","We use nationally representative survey data from three cohorts of bachelor’s degree recipients to examine military veterans’ student loan debt at graduation and their employment and earnings 1, 4, and 10 years after graduation, relative to observably similar graduates. We also examine whether the effects of veteran status depend on college sector. Using propensity score weights with covariate adjustment, we find employment and earnings premiums for veterans 1 and 4 years after graduation, and an employment penalty but earnings premium (conditional on employment) 10 years after graduation. We find no clear evidence of a for-profit employment or earnings penalty among bachelor’s degree recipients, including veterans. We do find that veterans are as likely as similar non-veterans to graduate with debt, and that graduating from a for-profit institution yields markedly higher debt amounts, especially for veterans, despite the availability of Montgomery GI Bill benefits for these cohorts.","The authors examined military veterans' student loan debt at graduation and their employment and earnings 1, 4, and 10 years after graduation, relative to observably similar graduates, and found no clear evidence of a for-profit employment or earnings penalty among bachelor's degree recipients, including veterans."
"From the Battlefield to the Schoolyard: The Short-Term Impact of the Post-9/11 GI Bill","https://scispace.com/paper/from-the-battlefield-to-the-schoolyard-the-short-term-impact-2leih4y1r3","2015","Journal Article","Journal of Human Resources","Andrew Barr","10.3368/JHR.50.3.580","","The Post-9/11 GI Bill brought about an enormous expansion in veteran education benefits, roughly doubling the average maximum benefit level and generating large variation in the magnitude of benefit expansion across states. Using this context, I explore how enrollment of older, nontraditional students responds to educational subsidies. The transition from a conditional cash transfer to a more in-kind benefit affects the relative prices of different types of education, pushing veterans to invest in more expensive (plausibly higher-quality) schooling. Using a difference-in-differences strategy, combined with state level variation in the degree of benefit expansion, I find that the higher level of benefits increased college enrollment of separated veterans by between 15 and 20 percent while also shifting the composition of enrollment toward four-year schools.","This article explored how enrollment of older, nontraditional students responds to educational subsidies and found that the higher level of benefits increased college enrollment of separated veterans by between 15 and 20 percent while also shifting the composition of enrollment toward four-year schools."
"Fighting for Education: Financial Aid and Degree Attainment","https://scispace.com/paper/fighting-for-education-financial-aid-and-degree-attainment-jccpd3zsoh","2019","Journal Article","Journal of Labor Economics","Andrew Barr","10.1086/700191","","The Post-9/11 GI Bill brought about the largest expansion in veteran education benefits since the end of World War II, increasing annual benefit expenditures from $3 billion to more than $13 billio...","The Post-9/11 GI Bill brought about the largest expansion in veteran education benefits since the end of World War II, increasing annual benefit expenditures from $3 billion to more than $13 billio..."
"The G.I. Bill: A Case Study in Behavioral Economics","https://scispace.com/paper/the-g-i-bill-a-case-study-in-behavioral-economics-1j9f8838fe","2018","Journal Article","Policy Perspectives","Amanda (Swanson) Goff","10.4079/PP.V25I0.18349","https://scispace.com/pdf/the-g-i-bill-a-case-study-in-behavioral-economics-1j9f8838fe.pdf","In pursuit of public welfare, the federal government supports a range of programs designed to encourage desirable behavior. Though for centuries lawmakers have strived to account for irrational actors and ultimately produce effective policy, behavioral economics has only entered the discussion recently as a means to accomplish these ends. The G.I. Bill provides a unique opportunity to examine behavioral economic principles as they relate to a long-standing, well-developed program. Introduced in 1944, the G.I. Bill provides tuition assistance and other educational benefits to support US military veterans pursuing a postsecondary credential. Benefit usage rates remain high and relatively stable in the decades since the legislation’s enactment, suggesting that educational incentives may serve as powerful motivators for veterans continuing their education. However, low college completion rates amongst veterans that choose to use G.I. Bill benefits limit the program’s true effectiveness. This case illustrates both the benefits and the limitations of applying behavioral economics concepts in policy design, particularly as demands on the G.I. Bill program continue to evolve.","The G.I. Bill provides tuition assistance and other educational benefits to support US military veterans pursuing a postsecondary credential as mentioned in this paper, and the benefits remain high and relatively stable in the decades since the legislation's enactment, suggesting that educational incentives may serve as powerful motivators for veterans continuing their education."
"Going to War and Going to College: Did World War Ii and the G.I. Bill Increase Educational Attainment for Returning Veterans?","https://scispace.com/paper/going-to-war-and-going-to-college-did-world-war-ii-and-the-g-4iv4axqfa5","1999","Posted Content","Social Science Research Network","John Bound
John Bound
Sarah Turner
Sarah Turner","","","The end of World War II brought a flood of returning veterans to America's colleges and universities. Yet, despite widespread rhetoric about the democratization' of higher education that came with this large pool of students, there is little evidence about the question of whether military service, combined with the availability of post-war educational benefits, led these men to increase their investments in education - particularly at the college and university level. This paper uses the structure of the draft during the World War II period and the changing manpower requirements in the armed forces to address the effects of selection in comparisons of the educational attainment of veterans and nonveterans in this era. Using census data, our results indicate that the net effects of military service and the widely available funding for college through the G.I. Bill led to a moderate gain in the postsecondary educational attainment of World War II veterans.","This article used the structure of the draft during the World War II period and the changing manpower requirements in the armed forces to address the effects of selection in comparisons of the educational attainment of veterans and nonveterans in this era."
"Schooling and the Vietnam-Era GI Bill: Evidence from the Draft Lottery","https://scispace.com/paper/schooling-and-the-vietnam-era-gi-bill-evidence-from-the-3yumbet6no","2011","Journal Article","American Economic Journal: Applied Economics","Joshua D. Angrist
Stacey H. Chen","10.1257/APP.3.2.96","https://scispace.com/pdf/schooling-and-the-vietnam-era-gi-bill-evidence-from-the-3yumbet6no.pdf","Draft-lottery estimates of the causal effects of Vietnam-era military service using 2000 census data show marked schooling gains for veterans We argue that these gains can be attributed to Vietnam veterans’ use of the GI Bill rather than draft avoidance behavior At the same time, draft lottery estimates of the earnings consequences of Vietnam-era service are close to zero in 2000 The earnings and schooling results can be reconciled by a flattening of the ageearnings profile in middle age and a modest economic return to the schooling subsidized by the GI Bill Other long-run consequences of Vietnam-era service include increases in migration and public sector","The authors argue that these gains can be attributed to Vietnam veterans' use of the GI Bill rather than draft avoidance behavior, and they reconcile the earnings and schooling results can be reconciled by a flattening of the age-earnings profile in middle age and a modest economic return to the schooling subsidized by the GI bill."
"The Effect of 21st Century Military Service on Civilian Labor and Educational Outcomes","https://scispace.com/paper/the-effect-of-21st-century-military-service-on-civilian-h78qn1de8x","2014","Journal Article","Journal of Labor Research","P. Wesley Routon","10.1007/S12122-013-9170-4","","I estimate the effect of military service during the Afghanistan and Iraq wars on civilian labor and educational outcomes using several empirical methodologies including sibling fixed effects and propensity score matching. Since military occupations and training have changed significantly in the past few decades, these effects may be different than those found in previous studies on veterans of earlier theaters. I find that veteran status increases civilian wages by approximately ten percent for minorities but has little or no effect on whites in this regard. Veterans of all demographic groups are found to be equally employable and equally as satisfied with their civilian occupation as non-veterans. For females and minorities, veteran status substantially increases the likelihood one attempts college. These veterans are found to be more apt to pursue and obtain a two year (associate’s) degree instead of a four year (bachelor’s) degree. Lastly, I find mixed evidence that veteran status increases the likelihood of public sector employment.","In this paper, the effect of military service during the Afghanistan and Iraq wars on civilian labor and educational outcomes using several empirical methodologies including sibling fixed effects and propensity score matching was estimated."
"Student Veterans Transitioning to Higher Education and Policy Implications","https://scispace.com/paper/student-veterans-transitioning-to-higher-education-and-3qxajmwuuj","2014","Journal Article","","Christina Anamaria Alexander","10.15764/EPI.2014.04006","","This article traces policy developments related to the expansion of government investment in higher education benefits for military veterans, specifically, the GI Bill. Beginning in World War II, as a benefit for returning war veterans through to the recent expansions since the Gulf Wars, the GI bill has transformed higher education. Increasingly female veterans are using the benefits to enroll in institutions of higher education and are a significant subgroup. The article presents recommendations based on research to create support structures to improve academic outcomes for returning veterans, in particular, the female veterans.","Recommendations based on research to create support structures to improve academic outcomes for returning veterans, in particular, the female veterans are presented."
"Implementing the Post-9/11 GI Bill: Lessons Learned and Emerging Issues. Policy Matters: A Higher Education Policy Brief.","https://scispace.com/paper/implementing-the-post-9-11-gi-bill-lessons-learned-and-2aj327jhj2","2009","","","Lesley McBain","","","On August 1, 2009, the most generous veterans education benefit program since the original postWorld War II GI Bill went into effect. The Post-9/11 Veterans Education Assistance Act, popularly known as the Post-9/11 GI Bill, pays for up to 100 percent of a veteran’s tuition/required fees at a state college/ university depending on the veteran’s length of service. It may also include a housing allowance and book stipend (subject to some restrictions). In certain cases the benefit may be transferred to a veteran’s dependent or spouse. Tuition payments are made directly to the institution, while housing allowance and book stipend payments are sent directly to the veteran.","The Post-9/11 Veterans Education Assistance Act, popularly known as the Post 9/11 GI Bill, pays for up to 100 percent of a veteran's tuition/required fees at a state college/ university depending on the veteran's length of service."
"Military Service and the Civilian Labor Force: Time- and Income-Based Evidence","https://scispace.com/paper/military-service-and-the-civilian-labor-force-time-and-1hfhxgxlc3","2016","Journal Article","Armed Forces & Society","Christian Brown
P. Wesley Routon","10.1177/0095327X15625499","","The average American military enlistee is likely to differ from the average civilian in employment ambitions and prospects. Current research on veteran wages, however, only examines the effect of military service on average earnings. We employ quantile regression techniques to estimate the effect of military service for the above- and below-average earnings that veterans may experience. We draw data from two longitudinal surveys, one including veterans who served during 1980–1994 and the other including veterans of the early 21st-century wars in Afghanistan and Iraq. For the 21st-century cohort, we find that military service appears to increase wages at and below the median wage but decrease earnings at the high end of the distribution, although these benefits may take several years after service and entry into the civilian labor market to appear.","The authors found that military service appears to increase wages at and below the median wage but decrease earnings at the high end of the distribution, although these benefits may take several years after service and entry into the civilian labor market to appear."
"The Role of Education Benefits in Supporting Veterans as They Transition to Civilian Life: Veterans' Issues in Focus","https://scispace.com/paper/the-role-of-education-benefits-in-supporting-veterans-as-19698r7v","2022","Book","","","10.7249/pea1363-4","","Every year, close to 200,000 active-duty service members leave the military and join the community of American veterans. A key part of their compensation and benefits is funding for post-service education. There is evidence that these benefits have a positive impact on veterans' transitions to civilian life and educational attainment, but few studies have looked at who uses them, their transition experiences, or their long-term outcomes. ","This paper found that post-service education benefits have a positive impact on veterans' transitions to civilian life and educational attainment, but few studies have looked at who uses them, their transition experiences, or their long-term outcomes."
"An Assessment of Recent Proposals to Improve the Montgomery G.I. Bill","https://scispace.com/paper/an-assessment-of-recent-proposals-to-improve-the-montgomery-17jftbaoi7","2000","Book","","Beth J Asch
C. Christine Fair
M R Kilburn","","https://scispace.com/pdf/an-assessment-of-recent-proposals-to-improve-the-montgomery-17jftbaoi7.pdf",": In recent years, military recruiting has become more difficult while college enrollments have risen dramatically. As more youth pursue college, the military increasingly relies on college benefits to attract recruits. College costs have grown enormously at the same time that youth interest in college has grown. These two trends have called into question whether the military's primary college benefits program, the Montgomery GI Bill, provides a large-enough benefit to enable veterans to meaningfully cover their college costs. In 1999, the Montgomery GI Bill provided a maximum monthly benefit of $528 for up to 36 months to individuals who satisfactorily complete their military service obligation, who participate in an approved educational program, and who agree to contribute $100 per month during their first year of active service.","The Montgomery GI Bill provides a maximum monthly benefit of $528 for up to 36 months to individuals who satisfactorily complete their military service obligation, who participate in an approved educational program, and who agree to contribute $100 per month during their first year of active service as mentioned in this paper."
"Evaluating the Labor Market Performance of Veterans Using a Matched Comparison Group Design","https://scispace.com/paper/evaluating-the-labor-market-performance-of-veterans-using-a-2jvonapfil","2003","Journal Article","Journal of Human Resources","Barry T. Hirsch
Stephen L. Mehay","10.3368/JHR.XXXVIII.3.673","https://scispace.com/pdf/evaluating-the-labor-market-performance-of-veterans-using-a-2jvonapfil.pdf","A key concern in estimating the effect of military service on civilian earnings is bias from unmeasured differences between military veterans and nonveterans. The effects of activeduty service are estimated using the 1986 and 1992 Reserve Components Surveys, which permit a matched comparison between reservists who are veterans and reservists without active-duty service. Because military entrance requirements are identical for the reserves and active duty, estimated treatment effects embody control for selection by the military and selection by workers for a form of military service. Results are presented for officers and enlisted personnel and by race and era of service. The average impact of active-duty service on civilian earnings is 3 percent among the reservist population, but this average reflects treatment effects of essentially zero for enlisted personnel and 10 percent for officers. Among white enlisted personnel, veteran effects are negative but small. Treatment effects for African-American veterans average about 5 percent. Vietnam-era white draftees are found to have suffered an approximate 5 percent wage penalty and volunteers little penalty, but estimates from the reservist sample are likely to understate negative effects from Vietnamera service.","The effect of active-duty service on civilian earnings is estimated using the Reserve Components Surveys, permitting a matched comparison between reservists who are veterans and reservists without active- duty service."
"Evaluating the Labor Market Performance of Veterans Using a Matched Comparison Group Design","https://scispace.com/paper/evaluating-the-labor-market-performance-of-veterans-using-a-4mhx5bii79","2003","Posted Content","Social Science Research Network","Barry T. Hirsch
Barry T. Hirsch
Stephen L. Mehay","","https://papers.ssrn.com/sol3/Delivery.cfm/SSRN_ID295080_code011228510.pdf?abstractid=295080&mirid=5","A key concern in estimating the effect of military service on civilian earnings is bias from unmeasured differences between military veterans and nonveterans. The effects of activeduty service are estimated using the 1986 and 1992 Reserve Components Surveys, which permit a matched comparison between reservists who are veterans and reservists without active-duty service. Because military entrance requirements are identical for the reserves and active duty, estimated treatment effects embody control for selection by the military and selection by workers for a form of military service. Results are presented for officers and enlisted personnel and by race and era of service. The average impact of active-duty service on civilian earnings is 3 percent among the reservist population, but this average reflects treatment effects of essentially zero for enlisted personnel and 10 percent for officers. Among white enlisted personnel, veteran effects are negative but small. Treatment effects for African-American veterans average about 5 percent. Vietnam-era white draftees are found to have suffered an approximate 5 percent wage penalty and volunteers little penalty, but estimates from the reservist sample are likely to understate negative effects from Vietnamera service.","The authors found that the average impact of active duty service on civilian earnings is 3 percent among the reservist population, but this average reflects treatment effects of essentially zero for enlisted personnel and 10 percent for officers."
"""Open the hurt locker and learn"": Veterans Education and the Civil-Military Gap","https://scispace.com/paper/open-the-hurt-locker-and-learn-veterans-education-and-the-aohgs4psfu","2015","","","Lesley McBain","","","Author(s): McBain, Lesley | Advisor(s): Hurtado, Sylvia | Abstract: The passage of the 2008 Post-9/11 GI Bill created the most complex policy iteration of the GI Bill to date. The bill’s payment structure forced closer interactions between the U.S. Department of Veterans Affairs (VA) and higher education institutions, as well as their representative associations. These relations are examined against the larger societal backdrop of a civil-military gap established in a robust literature of military sociology and specific research on civil-military relations. However, higher education researchers have not studied the policy relations between higher education associations and military- and veteran-serving agencies (e.g., the Department of Defense [DoD] and VA). This study’s purpose was to illuminate, using a case study design including both document analysis and interviews with participants from three higher education associations, the worlds of veterans education policy and associations representative of institutions charged with implementation. Narratives, counternarratives, and metanarratives were identified using a transformative research paradigm. Findings indicate that a civil-military gap exists in associations’ interactions with military- and veteran-serving agencies but relationships are dynamic and complicated by organizational cultural divides. The study contributes to the literature on higher education associations, providing evidence regarding the little-researched power and behind-the-scenes influence on national higher education policy. The second contribution is a focus on documenting dimensions of the civil-military gap in veterans education policy. However, results also indicated a dynamic, symbiotic and mutually dependent, and sometimes contentious relationship rather than a single, static gap. Against this constantly changing backdrop, associations attempted to influence the enactment of orderly veterans education policies befitting intended federal goals for student veterans and commonly accepted higher education practices. Yet the civil-military gap also disrupted associations’ capacity to implement veterans education policy including modes of operation among military- and veteran-serving agencies that hinder not only communication and Post-9/11 GI Bill benefit payment processing, but also realistic assessment and research on student veterans’ academic and social needs. The study proposes an action plan for research, policy and practice that higher education associations might use to attempt to bridge the civil-military gap in veterans education policy and enable veterans’ success in higher education.","McBain et al. as discussed by the authors examined the policy relations between higher education associations and military-and veteran-serving agencies (e.g., the Department of Defense [DoD] and VA) and found that a civil-military gap exists in associations' interactions with military- and veteran serving agencies but relationships are dynamic and complicated by organizational cultural divides."
"How Did the Post-9/11 GI Bill Affect Vet eran Students’ Undergraduate College Choices? An Application of Propensity Scores in Difference-in-Differences Models","https://scispace.com/paper/how-did-the-post-9-11-gi-bill-affect-vet-eran-students-3dlcyd6w","2022","Journal Article","Harvard Educational Review","Lin Zhang","10.17763/1943-5045-92.1.1","","The Post-9/11 GI Bill represents significant public investment in and commitment to veterans who have served in the armed forces and those who will serve in the future. Recent studies have examined its effect on veterans’ college participation. In this study, Liang Zhang uses data from four waves of the National Postsecondary Student Aid Study between 2004 and 2016 to examine the effect of the Post-9/11 GI Bill on veterans’ college choices. This analysis finds, most notably, that veterans who received federal education benefits attended colleges in more expensive locations after the implementation of the bill. Moreover, a greater proportion of veterans attended private for-profit institutions instead of public institutions. Also, the bill had no significant impact on choices in terms of institution level as measured by four-year versus two-year colleges, Carnegie Classification, or program type (online versus in-person).","Zhang et al. as discussed by the authors used data from four waves of the National Postsecondary Student Aid Study between 2004 and 2016 to examine the effect of the Post-9/11 GI Bill on veterans' college choices."
"Evaluating the Labor Market Performance of Veterans Using A Matched Comparison Group Design","https://scispace.com/paper/evaluating-the-labor-market-performance-of-veterans-using-a-y0aud73jv97a","","","","BT Hirsch
SL Mehay","10.2307/1558772","","The effect of active-duty service on civilian earnings is estimated using the Reserve Components Surveys, permitting a matched comparison between reservists who are veterans and reservists without active-duty service. Estimated treatment effects control for selection by the military and individuals, due in part to identical active-duty and reserve entrance requirements. The average impact of active-duty service on civilian earnings is 3 percent among the reservist population, reflecting effects of essentially zero for enlisted personnel and 10 percent for officers. Among white enlisted personnel veteran effects are negative but small, while averaging about 5 percent among African-Americans. Wage penalties resulting from Vietnam-era service are larger for white draftees than volunteers, while African-American draftees and volunteers realized gains.","This study estimates the effect of active-duty service on civilian earnings using a matched comparison group design, finding a 3% average impact, varying by rank and ethnicity, with significant wage penalties for white draftees and gains for African-American draftees and volunteers."
"How Has the Post-9/11 GI Bill Affected Veteran Students’ College Loans? A Longitudinal Analysis of NPSAS Using Propensity Score Weighting","https://scispace.com/paper/how-has-the-post-9-11-gi-bill-affected-veteran-students-15y9wxn1","2023","Journal Article","The Journal of Higher Education","Lin Zhang","10.1080/00221546.2023.2171215","","Using data from four waves of the National Postsecondary Student Aid Study (NPSAS) in 2004, 2008, 2012, and 2016, this study examines the effect of the PGIB on veterans’ student loans. Results indicate that the PGIB has significantly affected veteran students’ borrowing behavior, with an average $1,100 reduction in Stafford Loans. Veteran students attending for-profit institutions experience a larger loan decrease than their peers at public and private nonprofit institutions. In addition, loan reductions have occurred mainly at the extensive margin. The decrease in student loans is relatively small compared to the increase in veterans’ education benefits under the PGIB, partly due to a rise in the cost of attendance after the implementation of the PGIB, driven by a higher proportion of veteran students attending for-profit institutions. Finally, loan reductions vary across veteran students. ","The authors examined the effect of the PGIB on veterans' student loans and found that the decrease in student loans is relatively small compared to the increase in veterans' education benefits under the program, partly due to a higher proportion of veteran students attending for-profit institutions."
"Analysis of the Post-9/11 GI Bill Benefits","https://scispace.com/paper/analysis-of-the-post-9-11-gi-bill-benefits-54zvbemsjd","2009","","","J. Moskowitz","","https://scispace.com/pdf/analysis-of-the-post-9-11-gi-bill-benefits-54zvbemsjd.pdf","increased the educational benefits for all servicemembers who had served more than 90 days on active duty since September 11, 2001. The previous educational benefit level was defined by the Montgomery GI Bill (MGI Bill). CNA was asked to study the impact of these increased benefits on retention and benefit use. We investigated the retention and benefit use behavior of Sailors who had previously enlisted and received the Navy College Fund (NCF). The NCF also offered educational benefits that were significantly higher—roughly 50 percent higher—than what could be obtained through the MGIB. Although the Post-9/11 GI Bill offers benefits that vary by location, it is likely to offer increases that are roughly comparable in magnitude. We focused on 1995-2001NCF accessions since these Sailors had completed their initial enlistments. We estimated models at the individual level of the probability that Sailors would reenlist, and the probability that they would use benefits if they left the Navy. These models enabled us to estimate the separate effects of specific Sailor characteristics, including whether they had received the NCF when they enlisted. In addition to historical data on Sailors who had received the NCF, we obtained a Department of Defense survey of over 9,000 enlisted and officers that provided information on their intentions to use the Post-9/11 GI Bill and the potential impact of an option to transfer the benefits to either their spouses or children in return for reenlisting. Findings We found that the NCF caused a statistically significant decrease in the retention of Sailors, but by a small amount—less than 1 percentage 2 point. While the Post-9/11 GI Bill could have a slightly larger effect due to benefit levels that were about 30 percent larger, its negative effect on retention is well within the range of variation that the Navy typically manages each year. Also, we found that the selective reenlistment bonus (SRB) has a strong and positive effect on reenlistment rates, and would be able to address any specific retention problems. Our model showed that the NCF had a strong and positive effect on benefit use. Sailors who received the NCF were projected to start using their benefits at about a 13-percent higher rate than MGIB-eligible Sailors within 6 years of separation. We anticipate that the Post-9/11 GI Bill Sailors who do separate will have even higher benefit use rates. The Defense Manpower Data Center survey provided insight into the potential …","In this paper, the authors investigated the impact of the post-9/11 GI Bill on retention and benefit use behavior of Sailors who had previously enlisted and received the Navy College Fund (NCF)."
