"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract","Key Findings and Outcomes"
"Closing the Gap or Widening the Divide: The Effects of the G.I. Bill and World War II on the Educational Outcomes of","https://scispace.com/paper/closing-the-gap-or-widening-the-divide-the-effects-of-the-g-2z74clih9m","2016","","","Sarah Turner
John Bound","","","- **Relevance Score:** 30/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Provides detailed discussion of GI Bill design and its differential educational effects, especially segregation impacts, but does not link tuition aid to veteran labor market results.","The effects of the G.I. Bill on collegiate attainment may have differed for black and white Americans owing to differential returns to education and differences in opportunities at colleges and universities, with men in the South facing explicitly segregated colleges. The empirical evidence suggests that World War II and the availability of G.I. benefits had a substantial and positive impact on the educational attainment of white men and black men born outside the South. However, for those black veterans likely to be limited to the South in their educational choices, the G.I. Bill had little effect on collegiate outcomes. Recent empirical evidence points to a substantial positive effect of the G.I. Bill and World War II service on the educational attainment of white men.1 Left unanswered is the question of whether the G.I. Bill and World War II had a similar effect on black Americans. There are good reasons to believe that the program effects of the G.I. Bill may have differed for black Americans, who had fewer opportunities in the labor market and in higher education. In particular, black men in the South faced explicitly segregated colleges and much more limited opportunities within historically black institutions. The related question of whether black veterans from states with de jure segregation demonstrated educational gains similar to black veterans in other states is significant for both the overall evaluation of the G.I. Bill and the lessons we draw from it for contemporary policy. In general, portable grant aid programs such as the G.I. Bill are expected to have large effects on collegiate investments when the supply of education is relatively elastic. Yet, limited state investment in colleges and universities open to blacks may have restricted the extent to which black veterans in the South were able to make",""
"Student veteran career pathways: A proposed framework for higher education","https://scispace.com/paper/student-veteran-career-pathways-a-proposed-framework-for-clo9au8nk5","2019","Journal Article","New Horizons in Adult Education and Human Resource Development","Michael J. Kirchner
Susan M. Yelich Biniecki","10.1002/NHA3.20248","https://scispace.compdf/student-veteran-career-pathways-a-proposed-framework-for-jraunbg0io.pdf","- **Relevance Score:** 30/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses a conceptual framework for student‑veteran education; mentions GI Bill and transition challenges but lacks empirical impact analysis, outcome measurement, or rigorous evaluation.","",""
"Veterans’ Post-Secondary Education: Keeping the Promise to Those Who Serve","https://scispace.com/paper/veterans-post-secondary-education-keeping-the-promise-to-6ss1nho6vm","2012","Journal Article","Hinckley Journal of Politics","Jonah Cunningham","","https://epubs.utah.edu/index.php/HJP/article/view/663/506","- **Relevance Score:** 30/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Discusses generous benefits and need for job‑market bridge, but lacks empirical linkage, detailed program design, skill acquisition analysis, or measured labor‑market outcomes.","Current veterans returning home from Afghanistan and Iraq who plan on pursuing a college education are facing new and unique challenges rarely faced by their predecessors. Despite having at their disposal the most generous educational benefit programs, many are finding success difficult. A combination of social, bureaucratic, and institutional barriers beleaguer a veteran pursuing a degree; accordingly, it is necessary for us to remove these obstacles since veterans enhance classrooms with their experiences. The United States government must also provide veterans with a bridge to integrate into the job market.",""
"Impact of the “GI Bills” on the Educational Level of the Male Population","https://scispace.com/paper/impact-of-the-gi-bills-on-the-educational-level-of-the-male-4xubk8kb3p","1964","Journal Article","Social Forces","Charles B. Nam","10.1093/SF/43.1.26","","- **Relevance Score:** 30/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses extensive GI Bill program description and education attainment analysis, but does not link assistance to veteran employment, earnings, or occupational outcomes.","This paper is an attempt to evaluate the effects of the post-war educational rehabilitation programs for veterans (""GI Bills"") on the educational composition of the male population of the United States. Various sources of statistical data are integrated to produce estimates of the effects. The analysis leads to the conclusion that, even if the benefits of the GI education and training programs had not been available, the sharply rising trend in the formal educational level of the male population observed before the war would have continued at substantially the same general level. The GI programs are viewed primarily as responses to the growing demand for formal education in a society where social organization and value complexes were undergoing change. A t the end of World War II, and again after the Korean Conflict, the United States government underwrote largescale rehabilitation programs, familiarly known as the ""GI Bill of Rights,"" which were designed to provide the men whose lives were interrupted by military service with, among other thiings, support to begin or continue their formal education or vocational training. These programs are generally regarded as successful, but the impact which they have had on our society has not been measured. Hence, as recently as March 1960, the Deputy Administrator of Veterans' Affairs in 'Waslhington wrote: ""We have still to evaluate the pervasive effects of this program on the general level of education, the Nation's skilled manpower resources, our national security, our productivity and the gross national product.""' This paper is an attempt to evaluate the effect of the postwar educational training of veterans, particularly that under the ""GI Bills,"" on the educational composition of the male population. The following questions will be explored: (1) How much of the formal educational attainment of the male population can * Revision of paper presented at the annual meeting of the Southern Sociological Society, Miami Beach, Florida, April 6, 1961. 1 Bradford Morse, ""The Veteran and his Education,"" Higher Education 16: 7 (March 1960), p. 3. This content downloaded from 207.46.13.187 on Sun, 15 May 2016 04:51:55 UTC All use subject to http://about.jstor.org/terms IMPACT OF THE GI BILLS 27 be attributed to sclhooling obtained by veterans after tbey left tlhe military service? (2) How much of tbe veterans' postwar educational attainmient was obtained under the GI Bill programs, and lbow miucli of that education might not have been attained if it were not for those programs ? (3) Wblat are the regional patterns in the educational effects of the GI Bills, anid wlhat impact did the programs have on regional differentials in education? Answers to these questions will bave to be presented in the form of crude estimates. Altlhougb we have nmuch information about the education of veterans, the kinds of data available do not permit dlirect answers to the questions raised. Various sources of data will have to be combined, and a number of assumptions will have to be made, but it should be possible to arrive at some reliable general conclusions. Among the major sources which are to be used are, first, the report of the Bradley Commission on Veterans Affairs,2 a monumental study which summarized the laws and proCgrams for the rehabilitation of veterans and which analyzed the results of a special Census Bureau survey taken in 1955 concerning the use of veterans benefits; second, the several reports of the Census Bureau which covered the school anld college enrollmlielnt alndl educational attainment of the Armed Forces and of veterans at (lifferent poinlts in time ;3 third, studies concerniing the educational status of servicemen made by the researclh divisions of the Army Service Forces towardl the end of World War II and by the Veterans Administration ;4 and fourth, a number of papers written by individual scholars and published in books and professional journals. The conventional way of demonstrating the advantageous educational position of veterans is to compare their educational attainmeent with that of male nonveterans of similar ages. In 1952, World War II veterans who xvere 25 to 34 years old had a median of 12.3 years of formal schooling completed as compared with just 10.0 years for nonveterans in the same age group. About 24 percent of the veteran group and only 15 percent of the nonveterans had completed at least one year of college.5 At other ages, there were also differences of varying magnitudes, so that it can be said that the veterans were definitely better schooled by this point after the war and a great part of the advantage would seem to lhave been attributable to their postwar training. Before analyzing the amount and sources of education received by veteranis in the postwar period, liowever, the educational selectivity among those who entered the Armed Forces should be colnsidered. EDUCATIONAL SELECTIVITY OF ARMED FORCES MEMBERS The men who entered military service in World War II or in the Korean Conflict had to pass mental as well as physical tests. The mental tests, developecl by the Armed Forces, were used to estimate a man's ability to absorb training and perform effectively. To pass the tests, a miani lhad to be able to read, do simple sums, and perceive spatial relationships.6 MAany of those with little formal education were not likely to lhave passed the tests. Furthermiiore, since plhysical impairment is more often associate(l with low thaan high socioeconomic status, and hence witlh low tllan high education, those who passed the minimum mental tests but failed the plhysical examinations quite likely were drawn disproportionately from the lower educational classes. The effect of this sorting process on the educational attainment distributions of those who entered the service, as compared with the universe of persons from whiclh they were drawn, has been estimated. The average servicemlan 2 The President's Commission on Veterans' Pensions, A Report oniVeterans' Benzefits it the Untited States, Staff Report No. IX, Part A, House Committee Print No. 289, 84th Congress, 2d Session (Washingtoni: U.S. Government Printing O.ice, 1 956). 3 In particular, Current Population Reports, Series P-20, Nos. 19, 45, 77, and 99, and U.S. Cenis-us of Popitlation: 1950, Vol. II, Part 1, U.S. Summary (Washingtoni: U.S. Governmeint Printing Office, 1953). 4 ""Educational Background of the Men in the Armed Services and Their Educational Plans for the Future,"" The School E;rec'utive, 64 (May 1945.), pp. 39-40; and various reports of the Veterans Administration. 5 Bureau of the Census, Current Popitlationi Reports, Series P-20, No. 45, table 16. 6 U.S. Department of Labor, Arined Forces Rejections during the first year of the Korean. UWar (from a statement by General Hershiey before the Interstate and Foreign Commerce Committee of the House of Representatives, June 9, 1952). This content downloaded from 207.46.13.187 on Sun, 15 May 2016 04:51:55 UTC All use subject to http://about.jstor.org/terms",""
"Fighting for Education: Veterans and Financial Aid","https://scispace.com/paper/fighting-for-education-veterans-and-financial-aid-2szwzcfit0","2014","","","Andrew Barr","","https://scispace.com/pdf/fighting-for-education-veterans-and-financial-aid-2szwzcfit0.pdf","- **Relevance Score:** 30/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses detailed GI Bill benefit variation to estimate education effects; provides rich program description and links aid to degree attainment, but does not examine post‑military employment or earnings.","The Post-9/11 GI Bill brought about the largest expansion in veteran education benets since the end of World War II, roughly doubling the average benet level. I leverage large changes in nancial aid generated by the benet expansion, including geographic variation in",""
"Labor Market Earnings of Veterans: Is Time in the Military More Valuable or Less than is Civilian Experience?","https://scispace.com/paper/labor-market-earnings-of-veterans-is-time-in-the-military-4wm6jveo3q","2019","Journal Article","Social Science Research Network","Christos Makridis
Barry T. Hirsch
Barry T. Hirsch","10.2139/SSRN.3466518","","- **Relevance Score:** 30/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses veteran earnings and occupational data to assess labor market outcomes; discusses education returns and licensing but lacks focus on tuition assistance programs or GI Bill specifics.","We assess the labor market experiences of military veterans, focusing on three major outcomes, among others, controlling for a wide array of demographic characteristics and industry and occupational fixed effects. First, we find that male and female veterans receive civilian earnings nearly equivalent to nonveteran men and women. This finding implies that military experience is valued in the labor market similarly to foregone civilian experience. Second, veterans are clustered in occupations with somewhat lower than average employment and real earnings growth, and in metropolitan areas with lower levels and growth of real GDP per capita. Third, veterans experience lower returns to formal educational investments (e.g., college) than do nonveterans. Veterans realize earnings gains from professional licenses, but their returns are lower than for nonveterans. These gains are concentrated among science, technology, engineering, and math (STEM) jobs, suggesting that veterans could help meet the growing demand for tech talent and artificial intelligence skills.",""
"Voluntary education of enlisted service members: An analysis of program effects on retention and other outcome measures","https://scispace.com/paper/voluntary-education-of-enlisted-service-members-an-analysis-2cmgcn82gv","2007","","","Douglas L. Barnard
Elizabeth F. Zardeskas","","https://apps.dtic.mil/sti/tr/pdf/ADA473692.pdf","- **Relevance Score:** 30/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses Navy Tuition Assistance data to examine retention and promotion, provides detailed TA program description, links education to skill/credential gains, but does not address civilian labor market outcomes.",": This thesis analyzes the Navy's Tuition Assistance (TA) program. The thesis focuses on the effect of participation in TA on reenlistment and promotion outcomes for enlisted personnel. The statistical analysis is performed using data from: (1) Defense Manpower Data Center enlisted personnel files for cohorts Fiscal Years (FY) 1991-2001; (2) Military Entrance Processing Command accession information on those same cohorts; (3) and TA usage data from FY95-FY01 from the Navy Center for Personal and Professional Development. The analysis finds that sailors who use TA have a higher probability of reenlistment and promotion than those who do not. The successful completion of at least one college course results in even higher probabilities of reenlistment and promotion. These findings confirm the positive relationship between investment in human capital and reenlistment (i.e., retention) found in two previous military and one civilian study. The thesis recommends that future research on this topic include data sufficient to adjust for potential selection bias in the statistical estimates.",""
"Ensuring Success for Veterans with Disabilities in STEM Degree Programs: Recommendations from a Workshop and Case Study of an Evidence-Based Transition Program","https://scispace.com/paper/ensuring-success-for-veterans-with-disabilities-in-stem-171dsi541y","2015","Journal Article","Journal of STEM Education: Innovations and Research","Mary Goldberg
Rory A. Cooper
Maria Milleville
Anne Barry
Michelle L. Schein","","https://scispace.com/pdf/ensuring-success-for-veterans-with-disabilities-in-stem-171dsi541y.pdf","- **Relevance Score:** 30/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses GI Bill overview to propose STEM transition supports; details eligibility and funding. Highlights skill acquisition and degree pathways for veterans with disabilities, but lacks labor‑market outcome measurement or rigorous impact evaluation.","Ensuring Success for Veterans with Disabilities in STEM Degree Programs: Recommendations from a Workshop and Case Study of an Evidence-Based Transition Program",""
"Higher Education Benefits for Post-9/11 Military Service Members and Veterans. Testimony. CT-428.","https://scispace.com/paper/higher-education-benefits-for-post-9-11-military-service-195127o5se","2015","Journal Article","The RAND Corporation","Gabriella C. Gonzalez
Laura L. Miller
Peter Buryk
Jennie W. Wenger","","","- **Relevance Score:** 25/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Provides extensive overview of Post‑9/11 GI Bill eligibility and usage; mentions education as a transition tool but lacks empirical analysis of labor‑market impacts or detailed human‑capital outcomes.","Abstract : The Post-9/11 Veterans Educational Assistance Act represented the largest expansion of veterans education benefits since their origin with the enactment of the Servicemen's Readjustment Act of 1944. Modern bills reaffirm President Franklin D. Roosevelt s declaration upon signing the original legislation that educational benefits are an integral way to support service members transition into civilian life and compensate them for the sacrifices made during military service. 3 Educational benefits have also historically helped to recruit and retain individuals for voluntary military service; service members consistently acknowledge the importance of education benefits in their enlistment decisions. For example, 62 percent of service members responding to the 1999 Active-Duty Survey selected education benefits as the primary reason for enlisting in the military4 and 74 percent of active-duty military and veterans responding to a 2014 survey indicated that receipt of educational benefits was either an important or very important reason for joining the military.5 The most popular and generous educational benefit available today is the Post-9/11 GI Bill, which took effect in August of 2009. With over 1 million users as of 2014, it significantly increased the higher-education benefits available to those who served on active duty in the U.S. armed forces after September 10, 2001. With over 2 million total post- 9/11 era veterans and planned military end strength reductions in the coming years, usage of the program will likely continue to grow both in participation and cost. It is therefore vital that military personnel and veterans understand and are able to access educational benefits in order to successfully reach their educational goals and earning potential.",""
"Service Members in School: Military Veterans' Experiences Using the Post-9/11 GI Bill and Pursuing Postsecondary Education","https://scispace.com/paper/service-members-in-school-military-veterans-experiences-3qy7bici6b","2010","","","Jennifer L. Steele
Nicholas Salcedo
James Coley","","https://scispace.com/pdf/service-members-in-school-military-veterans-experiences-3qy7bici6b.pdf","- **Relevance Score:** 25/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Provides detailed description of Post‑9/11 GI Bill implementation and student experiences; touches on education acquisition but lacks analysis of labor market impacts or causal outcome links.",": When the Post-9/11 Veterans Educational Assistance Act--better known as the Post-9/11 GI (Government Issue) Bill--was signed into law on June 20, 2008, it represented the largest expansion of veterans' education benefits since passage of the original GI Bill in 1944. The new GI Bill took effect on August 1, 2009, thereby increasing the higher education benefits available to individuals who served on active duty in the U.S. armed forces after September 10, 2001. One year later, more than half a million current and former service members had applied for eligibility certification (Carter, 2010) and just over 300,000 had used the benefits to enroll in higher education (White House, 2010). Because a student's Post-9/11 GI Bill benefits depend on the state and location of the educational institution and are paid to both institutions and students, and because the U.S. Department of Veterans Affairs (VA) had only a little more than a year to upgrade its claims processing systems, early implementation posed several challenges, especially with regard to delayed and erroneous payments (Maze, 2010a; McBain, 2009; Philpott, 2009). Given these challenges, many of which had been anticipated (Wilson, 2009), the American Council on Education (ACE) asked the RAND Corporation to study students' experiences using the Post-9/11 GI Bill in its first year of availability. The study set out to understand early Post-9/11 GI Bill implementation challenges from the perspective of both college students and higher education institutions and to gain insight into how higher education institutions can more effectively support returning veterans. The research was carried out between February and August of 2010 and therefore reflects participants' experiences during only the initial year of GI Bill implementation.",""
"Student Veterans Transitioning to Higher Education and Policy Implications","https://scispace.com/paper/student-veterans-transitioning-to-higher-education-and-3qxajmwuuj","2014","Journal Article","","Christina Anamaria Alexander","10.15764/EPI.2014.04006","","- **Relevance Score:** 25/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Provides detailed overview of GI Bill evolution and eligibility; mentions academic support for veterans, especially women, but lacks analysis of labor market impacts or causal tuition‑assistance effects.","This article traces policy developments related to the expansion of government investment in higher education benefits for military veterans, specifically, the GI Bill. Beginning in World War II, as a benefit for returning war veterans through to the recent expansions since the Gulf Wars, the GI bill has transformed higher education. Increasingly female veterans are using the benefits to enroll in institutions of higher education and are a significant subgroup. The article presents recommendations based on research to create support structures to improve academic outcomes for returning veterans, in particular, the female veterans.",""
"The Post-9/11 Veterans Educational Assistance Improvements Act of 2010","https://scispace.com/paper/the-post-9-11-veterans-educational-assistance-improvements-5gmu5ty70t","2010","","","Cassandria Dortch","","https://scispace.com/pdf/the-post-9-11-veterans-educational-assistance-improvements-5gmu5ty70t.pdf","- **Relevance Score:** 25/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Describes legislative changes and expanded eligibility of the Post‑9/11 GI Bill, but does not analyze causal links to labor market outcomes or measure veteran employment/earnings.","This report identifies and examines selected changes that the Post-9/11 Veterans Educational Assistance Act of 2008 makes to the Post-9/11 GI Bill and other GI Bills, including expanded eligibility.",""
"Comparing Active Duty and Transitional Military Veteran Students' Evaluation of Online Distance Higher Education Learning Environments","https://scispace.com/paper/comparing-active-duty-and-transitional-military-veteran-3gwluyqao0","2018","","","Sherry Crissman","","https://scispace.com/pdf/comparing-active-duty-and-transitional-military-veteran-3gwluyqao0.pdf","- **Relevance Score:** 25/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Provides detailed GI Bill context and usage stats; focuses on student evaluations of online learning rather than labor market impacts or outcomes.","Active duty service members’ participation in non-traditional higher education designed for veterans and other non-traditional adults can be uniquely impacted by their unpredictable military schedules, geographic instability, and frequently limited access to technology needed to complete course requirements while in remote areas. The purpose of this study was to examine whether active duty undergraduates differed significantly regarding their attitudes toward distance learning and their perceptions of the distance learning environment compared to veterans and non-traditional adults. This causal comparative study examined adult students’ perceptions after participating in 200-level undergraduate education delivered online at a private four-year institution based on their current status as active duty, veteran, or non-military nontraditional student using the Distance Education Learning Environment Survey. ANOVA was used to compare overall enjoyment of distance learning. MANOVA examined differences among groups regarding instructor support, personal relevance, and student autonomy. Participants included 203 online undergraduates who completed a 200-level general education course during the Spring 2017 semester. There was no significant difference between active duty members and veterans regarding enjoyment of distance learning, and no significant differences among groups for instructor support, personal relevance, and student autonomy. Based on the literature, there is a need to develop an instrument focused specifically on evaluating institutional and programmatic barriers. A mixed-methods approach that builds on existing literature regarding issues faced by active duty military students could result in the development of such an instrument.",""
"The Effect of 21st Century Military Service on Civilian Labor and Educational Outcomes","https://scispace.com/paper/the-effect-of-21st-century-military-service-on-civilian-h78qn1de8x","2014","Journal Article","Journal of Labor Research","P. Wesley Routon","10.1007/S12122-013-9170-4","","- **Relevance Score:** 25/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses veteran status to assess civilian wages, employment satisfaction, and college enrollment, but lacks discussion of GI Bill or tuition‑assistance program specifics.","I estimate the effect of military service during the Afghanistan and Iraq wars on civilian labor and educational outcomes using several empirical methodologies including sibling fixed effects and propensity score matching. Since military occupations and training have changed significantly in the past few decades, these effects may be different than those found in previous studies on veterans of earlier theaters. I find that veteran status increases civilian wages by approximately ten percent for minorities but has little or no effect on whites in this regard. Veterans of all demographic groups are found to be equally employable and equally as satisfied with their civilian occupation as non-veterans. For females and minorities, veteran status substantially increases the likelihood one attempts college. These veterans are found to be more apt to pursue and obtain a two year (associate’s) degree instead of a four year (bachelor’s) degree. Lastly, I find mixed evidence that veteran status increases the likelihood of public sector employment.",""
"Integration of Racially and Ethnically Diverse Modern Day Military Veterans in American Higher Education","https://scispace.com/paper/integration-of-racially-and-ethnically-diverse-modern-day-28w92n4yoo","2011","","","Cedric Mandell Kenner","","https://scispace.com/pdf/integration-of-racially-and-ethnically-diverse-modern-day-28w92n4yoo.pdf","- **Relevance Score:** 25/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses veteran education benefits discussion to highlight barriers and confidence gains, but lacks GI Bill specifics, causal labor‑market analysis, or outcome measurements.","This study focused on examining the integration and transition challenges of racially and ethnically diverse modern day military veterans at a predominantly white research university. Modern day racially and ethnically diverse veterans who have been retained at the institution past their freshman year were invited to participate in the study. Tinto’s (1975) Student Integration Model (SIM) served as the theoretical framework for the study which focused on retention and academic support strategies that could be appropriate for racially and ethnically diverse modern day military veterans in American higher education. The methodology utilized in this study was phenomenology which utilized interviews as the primary method of qualitative inquiry. Eight primary themes emerged through the study including college aspirations, college transition, networking opportunities, campus involvement, campus support services, race and ethnicity issues, personal discipline, and nontraditional student status. These themes represent the experiences among modern day racially and ethnically diverse veterans as they have transitioned to college following their military careers as well as what has affected their continued enrollment at the institution.",""
"The impact of military training on veterans' earnings in the private sector: is there complimentarity between military and private training for veterans?","https://scispace.com/paper/the-impact-of-military-training-on-veterans-earnings-in-the-39o7fmjmv4","1994","","","Eric G. McCoy","","https://scispace.com/pdf/the-impact-of-military-training-on-veterans-earnings-in-the-39o7fmjmv4.pdf","- **Relevance Score:** 25/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses military training data to estimate earnings effects for veterans, showing a 0.18% wage boost per week of training. Lacks any discussion of tuition assistance programs or GI Bill specifics, but does address human‑capital returns and veteran earnings outcomes.",": This thesis specified and estimated standard human capital earnings models to investigate the effect of military training on the post-military wages of veterans, and the relative payoff of military training for veterans compared to the payoff of civilian training for nonveterans. In addition, the thesis analyzed the complimentarity between military and post-military private sector training and the effect of military training on private sector wages of veterans when occupation variables are included in the models. The National Longitudinal Survey, Youth cohort, for 1983, was used as the source of data. The results of the thesis indicate that military training increases post-military private sector earnings of Veterans by 0.18 percent per week of training, which exceeds the payoff to civilian training for nonveterans of 0.14 percent per week of training. No complimentarity was found between military and post-service private sector training. When type of occupation is included in the models, the wage effect of military training fell to 0.14 percent per week of training. Overall, the thesis demonstrates that the military has been an important source of training during the all volunteer era that is comparable to that received by nonveterans in the private sector.",""
"The Post-9/11 G.I. Bill: A Catalyst to Change Service Voluntary Education Programs","https://scispace.com/paper/the-post-9-11-g-i-bill-a-catalyst-to-change-service-9t1vo2nnsn","2011","","","Jonathan D Picker","","","- **Relevance Score:** 25/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Provides detailed discussion of Post‑9/11 GI Bill eligibility and funding; touches on education benefits as human‑capital tools but lacks empirical links to veteran labor‑market outcomes or rigorous impact evaluation.",": This research paper examines the merit of educational benefits provided to military servicemembers through DoD Tuition Assistance and through the Post-9/11 G.I. Bill from a whole-of-government perspective. Prior to the signing of the Post-9/11 G.I. Bill into law, education benefits provided through the Veterans Administration (VA) and DoD were separate and distinct in that these education benefits were not available to the entire force, but rather to targeted groups. G.I. Bill benefits were available to enlisted members plus certain categories of officers after meeting minimum qualification standards. Tuition Assistance is available to the entire active duty force. The resulting change to Title 38 of U.S. Code from the passage of the Post- 9/11 G.I. Bill now entitles all servicemembers to educational benefits through the VA, once minimum qualifications are met. Therefore, the key question guiding this paper is whether the implementation of the Post-9/11 G.I. Bill has created a redundant funding mechanism for servicemembers despite the current and foreseeable fiscally constrained environment. Additionally, this paper examines the alignment of educational benefits to the current National Security Strategy. This topic is explored through a historical survey of applicable programs followed by a discussion of program execution in order to establish a basis for possible avenues for program improvement or changes to law.",""
"EDUCATIONAL BENEFITS AND MILITARY SERVICE: AN ANALYSIS OF ENLISTMENT, REENLISTMENT, AND VETERANS' BENEFIT USAGE 1991–2005*","https://scispace.com/paper/educational-benefits-and-military-service-an-analysis-of-4768dzxwml","2010","Journal Article","Economic Inquiry","Curtis J. Simon
Sebastian Negrusa
John T. Warner","10.1111/J.1465-7295.2009.00233.X","https://users.nber.org/~confer/2008/si2008/PENS/simon.pdf","- **Relevance Score:** 25/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Provides detailed GI Bill eligibility and benefit fluctuations; analyzes enrollment and benefit usage but does not link to post‑service labor market results.","I. INTRODUCTION Educational benefits for military veterans have become a prime recruiting tool in the All-Volunteer military force (AVF). The primary education benefit for most of the AVF era has been the Montgomery GI Bill (MGIB). This version of the GI Bill began in July 1985 and bears the name of its sponsor, Alabama representative Sonny Montgomery. Under this program, eligible veterans who enroll in an education program approved by the Veterans Administration are eligible to receive up to 36 mo of benefits if they begin usage within 10 yr of separating from service. Veterans are only eligible for MGIB benefits if they contribute $100 per month during their first year of service. (1) From time to time, three of the four military branches have supplemented the basic MGIB benefit with College Fund (CF) benefits. Research has indicated that educational benefits do in fact attract enlistments of ""high-quality"" youth, defined by the military services to be youth who possess a high school degree and who score above the youth population average of 50 on the Armed Forces Qualification Test (AFQT). (2) Although educational benefits attract more highly qualified youth into the military, those benefits may be costly for at least two reasons. First, such youth may be more likely to separate from the military to use their benefits, thus requiring higher rates of recruitment of new enlistees to maintain the size and quality of the force. Second, higher benefits may increase the tendency of youth who separate from the military to use those benefits as well as increase the duration of usage. Of course, this would not be surprising; a growing body of research finds that college tuition subsidies raise college attendance. Interest in the potential behavioral effects of military educational benefits was recently heightened by a vigorous debate in Congress over veterans' benefits. This debate culminated in the Post-9/11 Veterans Education Assistance Act of 2008, which was passed in July 2008, becoming effective on August 1, 2009. The act provides future veterans with substantially higher educational benefits than those available through the MGIB. This paper analyzes how GI Bill benefits affect military retention and veterans' benefit usage. The analysis is useful for two reasons. First, as our review of the literature below indicates, existing studies of the retention and usage effects of military education benefits are now quite dated. Second, prior studies have all ignored issues relating to selection; as a result the estimates of retention and usage effects found in them cannot be cleanly interpreted as pure incentive effects arising from benefit changes. Our analysis accounts for the possibility that higher veterans' education benefits may attract youth who are more likely to separate and use those benefits, conditional on their observables. Over the period of our analysis, the nominal value of GI Bill benefits were set legislatively and changed unpredictably. We use the unpredictable evolution of the value of veterans' education benefits over our data period to disentangle selection effects and incentive effects of benefit changes on retention and benefit usage. Our analysis makes use of administrative data that span the period 1988-2005 and contains annual information on every individual who entered active military service from the time of entry to the time of separation or, if still in service, until the end of fiscal year (FY) 2004. As shown below, this was a period during which the real value of military educational benefits fluctuated considerably. For those who separated, details of educational benefit usage were available to us as of June 2005. If educational benefits do affect the retention behavior of military personnel or the educational decisions of military veterans, their effects should be apparent in data over this period. To highlight our key findings, we estimate that a $10,000 increase in MGIB benefits would increase the fraction of Army veterans who use them within 2 yr of separation by 5-8 percentage points. …",""
"Military Recruiting and Retention After the Fiscal Year 2000 Military Pay Legislation","https://scispace.com/paper/military-recruiting-and-retention-after-the-fiscal-year-2000-3q612kn72m","2002","Book","","Beth J. Asch
James R. Hoseh
Jeremy Arkes
C. Christine Fair
Jennifer Sharp","10.7249/MR1532","https://scispace.com/pdf/military-recruiting-and-retention-after-the-fiscal-year-2000-3q612kn72m.pdf","- **Relevance Score:** 25/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Provides detailed description of TA and MGIB eligibility and benefits; mentions skill upgrading but lacks analysis of labor market impacts or outcomes.","Responding to a national crisis in defense manpower, Congress passed FY00 National Defense Authorization Act, which raised military pay, increased bonus ceilings, reformed military retirement benefit options, and increased special pays It also mandated that the Department of Defense report annually to Congress on the act's effectiveness Relevant to that report, this document presents estimates of the predicted effects of the act's basic pay increases for FY00 and FY01 and provides rich contextual information related to recruiting and retention",""
"Ten Frequently Asked Questions About Veterans' Transitions: Results of a Decade of RAND Work on Veteran Life","https://scispace.com/paper/ten-frequently-asked-questions-about-veterans-transitions-170e0e7mzr","2016","Book","","Christopher Guo
Julia Pollak
Melissa Bauman","10.7249/RR1095","https://scispace.com/pdf/ten-frequently-asked-questions-about-veterans-transitions-170e0e7mzr.pdf","- **Relevance Score:** 25/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Provides extensive GI Bill description and usage trends; discusses veteran education experiences and credential pursuit but lacks direct analysis of labor market impacts or outcomes.",": The transition from military service to the civilian world can be very challenging, particularly for young veterans with no prior civilian work experience and those with injuries or disabilities. As part of their duty to care for the men and women who have served the country in uniform-as well as to promote strong member recruitment in the future-the U.S. Department of Defense and the U.S. Department of Veterans Affairs seek to monitor and improve the education and employment opportunities and the health and well-being of military veterans and reservists. Over the past decade, RAND has proactively pursued a program of research addressing veterans' transitions to the civilian labor market. This document compiles RANDs body of work on this topic and highlights the breadth of topics RAND has studied. It distills more than a decades worth of research on many facets of veteran life into a set of ten questions and answers gleaned from this work.",""
