"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Revisiting human capital theory: progress and prospects","https://scispace.com/paper/revisiting-human-capital-theory-progress-and-prospects-557utfcmbi","2019","Book Chapter","","Jonathan Winterton
Kenneth Cafferkey","10.4337/9781786439017.00023","","This chapter provides a chronology of understanding of human capital theory tracing its roots back to the pioneering work of Adam Smith. The chapter traces the theoretical underpinnings of human capital theory and its evolution in the human resources literature. The chapter then goes on to criticize the misconception in understanding and measurement of human capital as overly simplistic whereby understanding of human capital theory amounts to more than simply counting training initiatives. Generational differences in understanding human capital theory are then discussed in respect of changing attitudes to work and skills development. The chapter concludes by developing a new approach to assessing human capital within organizations based on the Ability, Motivation, Opportunity framework.","In this paper, the authors provide a chronology of understanding of human capital theory tracing its roots back to the pioneering work of Adam Smith and present a new approach to assess human capital within organizations based on the Ability, Motivation, Opportunity framework."
"The Implications of the Economic Theory of Human Capital for Personnel Management","https://scispace.com/paper/the-implications-of-the-economic-theory-of-human-capital-for-36oilu03pr","1981","Journal Article","Personnel Review","Eric G. Flamholtz
John M. Lacey","10.1108/EB055429","","Research in labour economics during the past several years has led to the development of the theory of human capital. This theory deals with a variety of issues concerning the productivity of people as the result of their human capital.","The theory of human capital has been studied extensively in the past several years as mentioned in this paper, which deals with a variety of issues concerning the productivity of people as the result of their human capital."
"Measuring Human Capital","https://scispace.com/paper/measuring-human-capital-sl7kvdqd","2022","Journal Article","Journal of Economic Perspectives","","10.1257/jep.36.3.103","https://www.aeaweb.org/articles/pdf/doi/10.1257/jep.36.3.103","We review the existing literature on the measurement of human capital. Broadly speaking, economists have proposed three approaches to constructing human capital measures—the indicator approach, the cost approach, and the income approach. Studies employing the indicator approach have used single measures such as average years of schooling or indexes of multiple measures. The cost approach values human capital investments based on spending. The income approach values human capital investments by looking forward to the increment to expected future earnings they produce. The latter two approaches have the significant advantage of consistency with national income accounting practices and measures of other types of capital. Measures based on the income approach typically yield far larger estimates of the value of human capital than measures based on the cost approach. We outline possible reasons for this discrepancy and show how changes in assumptions can reconcile estimates based on the two approaches. ","This article reviewed the existing literature on the measurement of human capital and proposed three approaches to construct human capital measures: the indicator approach, the cost approach, and the income approach, which have the significant advantage of consistency with national income accounting practices and measures of other types of capital."
"Measuring Human Capital","https://scispace.com/paper/measuring-human-capital-pi5a2g3r","2022","Report","Social Science Research Network","K. Abraham
Justine Mallatt","10.3386/w30136","","We review the existing literature on the measurement of human capital. Broadly speaking, economists have proposed three approaches to constructing human capital measures—the indicator approach, the cost approach, and the income approach. Studies employing the indicator approach have used single measures such as average years of schooling or indexes of multiple measures. The cost approach values human capital investments based on spending. The income approach values human capital investments by looking forward to the increment to expected future earnings they produce. The latter two approaches have the significant advantage of consistency with national income accounting practices and measures of other types of capital. Measures based on the income approach typically yield far larger estimates of the value of human capital than measures based on the cost approach. We outline possible reasons for this discrepancy and show how changes in assumptions can reconcile estimates based on the two approaches.","This article reviewed the existing literature on the measurement of human capital and proposed three approaches to construct human capital measures: the indicator approach, the cost approach, and the income approach, which have the significant advantage of consistency with national income accounting practices and measures of other types of capital."
"Educação, produtividade e capital humano:","https://scispace.com/paper/educacao-produtividade-e-capital-humano-2p6uzpqalnfe","2024","Journal Article","","Wagna Maquis Cardoso de Melo Gonçalves","10.59776/rter.v3i2.5253","","O paradigma que trata a perspectiva econômica da educação é conhecido por Teoria do Capital Humano (TCH). Relativizando esse modelo, elogios e críticas evidenciam seu alcance. O foco deste trabalho está na análise histórica da TCH, seus elementos constituintes e as suas primeiras críticas; ressaltando o papel que a escola assumiu nesse contexto. Partiu-se da análise bibliográfica de autores da ortodoxia clássica e autores críticos à teoria. Os resultados apontam que a natureza do programa de pesquisa em capital humano é estritamente liberal clássica, fundada em Adam Smith (1775); mas permaneceu adormecida, tendo seus estudos retomados na década de 1950, nos Estados Unidos pelos economistas ultraliberais Gary Becker, Jacob Mincer e Theodore Schultz. Os referidos estudiosos consideram que as fontes de capital humano podem ser de cunho geral (escolarização, entorno familiar e social) e específico (experiência da vida profissional e cursos profissionalizantes). Identificou-se que apesar da abordagem ultraliberal ser a predominante, a corrente crítica defende que mais capital humano, não garante inserção virtuosa no mercado de trabalho. Já os teóricos defensores argumentam que mais capital humano aumenta a empregabilidade. Entende-se que, atualmente, não há mais garantias efetivas de inserção dos indivíduos no mercado de trabalho à lá TCH.","This study critically examines the Human Capital Theory (TCH), analyzing its historical development, constituent elements, and early criticisms, highlighting the role of education in this context, and identifying the theory's liberal classical roots and limitations in ensuring labor market insertion."
"Human capital: the history, measurement and impact on nations from an economic perspective","https://scispace.com/paper/human-capital-the-history-measurement-and-impact-on-nations-5ebs1ne3f2","2012","Journal Article","International Journal of Value Chain Management","Segu Zuhair
Riccardo Natoli","10.1504/IJVCM.2012.045158","https://scispace.com/pdf/human-capital-the-history-measurement-and-impact-on-nations-5ebs1ne3f2.pdf","This paper reviews human capital with special reference to its definition, measurement methods, and its contribution to economic growth and development. Vast amount of effort has been spent on the acquisition of knowledge and its application to enhancing living standards. A formal approach to this topic, however, was developed only during the past 300 years. The increasing importance placed on knowledge, accelerated by the rapid development of information technologies, has necessitated the development of new approaches to assess the role of HC. The increasing role of HC on development is evidenced by the high growth rates achieved by certain resource-poor countries. Sound theoretical framework and measures are required in order to articulate effective policies and assess their impact on growth and development.","In this paper, a review of human capital with special reference to its definition, measurement methods, and its contribution to economic growth and development is presented, and a sound theoretical framework and measures are required in order to articulate effective policies and assess their impact on growth."
"Development of Economy, Human Investment and Education for Floating Children——from the Perspective of ""theory of Human Capital""","https://scispace.com/paper/development-of-economy-human-investment-and-education-for-sfghxmssxa3k","","","","张振华","10.3969/j.issn.1673-8004.2009.02.014","","Since Schultz defined human capital as embodied in the person and brings future income,human capital became an important factor in economic growth which had been affirmed by many economists.On the other hand,to strengthen investment for human,enhance human capital of individual and achieve personal values in economic development attracted growing attention.According to statistics,the amount of floating population of minors under the age of 18 has 1982 million in China.Education issues of this group became increasingly prominent.Their educational status in cities has become the concern of many academics.The paper started from a perspective of cultivating human capital to analyze the predicament on basic education for floating children and systemic obstruction,and to advance suggestions for the predicament.The paper tried to solve the problem of education for floating children,which could support human capital for sustained and stable development of Chinese economy.","This paper analyzes the predicament of basic education for China's 1982 million floating children under 18, from the perspective of human capital theory, to advance suggestions for sustained economic development through human investment and education."
"A Review of Human Capital Theory: Microeconomics","https://scispace.com/paper/a-review-of-human-capital-theory-microeconomics-4zu8gu4orv","2007","Journal Article","Social Science Research Network","Kai-Joseph Fleischhauer","10.2139/SSRN.957993","https://scispace.com/pdf/a-review-of-human-capital-theory-microeconomics-4zu8gu4orv.pdf","With the beginning of the new millennium it has become more and more apparent that education and human capital constitute a key element of modern economies. Despite the important role of human capital in modern societies, there are still many unknowns about the process of educational production as well as individual and collective decisions concerning how much and what kind of education to obtain. Chapter 1 of my PhD thesis aims at providing a better understanding of the process of human capital formation and educational attainment. Although human capital plays an important role in both microeconomics and macroeconomics, we focus on the former branch of literature in order to analyze the individual incentives to acquire skills. 
This literature review is divided into six parts each of them representing an important topic of human capital literature. First, we introduce the basic concept of human capital that models individuals as investing in skills in response to the expected returns to education. After this, we investigate the different implications of investments in general and specific human capital and then provide an overview of various empirical studies measuring the rate of return to education. Because educational attainment may also be affected by other factors such as school characteristics or family background, we review the literature on educational production functions and discuss the significance of potential inputs into the process of educational production. Subsequently, we refer to models of human capital accumulation over the life-cycle that manage to replicate the empirical life-cycle patterns concerning the age-earnings profile of individuals. Finally, we analyze the effects of taxation and education subsidies on human capital formation.","In this article, the authors introduce the concept of human capital that models individuals as investing in skills in response to the expected returns to education and investigate the different implications of investments in general and specific human capital and then provide an overview of various empirical studies measuring the rate of return to education."
"Education and Investment in Human Capital","https://scispace.com/paper/education-and-investment-in-human-capital-43muakbrx8","1962","Posted Content","Social Science Research Network","Burton A. Weisbrod
Burton A. Weisbrod","","","As technological developments have altered production techniques, types of mechanical equipment, and varieties of outputs, society has begun to recognize that economic progress involves not only changes in machinery but also in men – not only expenditures on equipment but also on people. Investment in people makes it possible to take advantage of technical progress as well as to continue that progress. Improvements in health make investment in education more rewarding by extending life expectancy. Investment in education expands and extends knowledge, leading to advances which raise productivity and improve health. With investment in human capital and non-human capital both contributing to economic growth and welfare and in what is probably an interdependent manner, more attention should be paid to the adequacy of the level of expenditures on people.","As technological developments have altered production techniques, types of mechanical equipment, and varieties of outputs, society has begun to recognize that economic progress involves not only changes in machinery but also in men."
"La misurazione del capitale umano: una rassegna della letteratura","https://scispace.com/paper/la-misurazione-del-capitale-umano-una-rassegna-della-3dmk86rvs2","2009","Posted Content","Research Papers in Economics","Mario Nosvelli","","","As well known, human capital plays a crucial role both for private and social wellbeing. Notwithstanding, measurement of human capital is not univocally defined in empirical analyses, since different indicators and methods are employed and, sometimes, the proxies seem to be not very efficient for human capital econometric specification. The main aim of this paper is to provide a comprehensive review of different measurements of human capital showing the most diffused approaches based both on simple indexes and on more complex statistical and econometric tools. Since human capital is a multifaceted and complex asset, a necessary condition to better measure it is to improve its understanding and definition, which are the basic requirements of an efficient measurement. Two major results emerge from this analysis. Firstly, it appears quite clearly that the best measurement of human capital in absolute terms does not exist, but, on the contrary, methods or formula which seem the most efficient and coherent to analytical objectives should be adopted. Secondly, approaching human capital measurement, data quality and availability are essential, more than any other methodological and theoretical issue.","In this article, the authors provide a comprehensive review of different measurements of human capital showing the most diffused approaches based both on simple indexes and on more complex statistical and econometric tools."
"Achievements Against Problems: for 60th Anniversary of Human Capital Theory","https://scispace.com/paper/achievements-against-problems-for-60th-anniversary-of-human-segjfuaje5z3","","","","Elena Viktorovna Krasova","10.24143/2073-5537-2021-4-7-14","","The article considers the most important achievements of the human capital theory. Taking into account the theory’s versatility and ambiguity of approaches to its main theses, advisability of a systemic view on its evolution and role in modern science is indicated. The 60th anniversary of the official birth of the theory in 1962 was taken as a special reason for rethinking its achievements. There are given the main scientific human capital theory’s results, which expanded, deepened and supplemented the scientific knowledge over the period from the end XX century until the beginning of the XXI century. Among the results are the increasing importance of investments in human development, development of economic growth theories, classification and systematization of human productive qualities, development of interdisciplinary researches of human being and human capital, accumulation of empirical researches’ data bases, optimization of investment policies in different countries and regions, actualization of studying trends and problems in the field of science and education, development of futuristic ideas, extension of labor market researches, improvement of the personnel management theory and methodology. It has been emphasized that the existence of modern approaches to human capital development does not mean their widespread implementation in practice: an objective reality imposed by many factors does not always contribute to the effective use of individuals’ productive qualities. For Russia there are singled out the following factors: the economy’s structural problems, imbalances in supply and demand in the labor market, discrepancy between available human capital and quality of jobs, and some other factors that can neutralize positive effects of the human capital development.","This article reviews the 60th anniversary of Human Capital Theory, highlighting its key achievements, including investments in human development, economic growth theories, and interdisciplinary research, while also emphasizing the gap between theory and practice in Russia due to structural problems and labor market imbalances."
"On Measuring Human Capital: A Case Study of Viet Nam","https://scispace.com/paper/on-measuring-human-capital-a-case-study-of-viet-nam-12zgtl62vs","2012","Journal Article","Social Science Research Network","Hyun H. Son","10.2139/SSRN.2151102","https://scispace.com/pdf/on-measuring-human-capital-a-case-study-of-viet-nam-12zgtl62vs.pdf","Human capital refers to the ability and efficiency of people to transform raw materials and capital into goods and services, the consensus being that these skills can be learned through the educational system. The concept of human capital, necessarily, is related to the productivity of workers. Thus, this paper develops a productivity-based single measure of human capital, taking account of different levels of education and productivity differentials across workers. Using this new measure, the paper presents empirical estimates of human capital in Viet Nam and compares the stock of human capital contributed by vocational education and general education. The paper extends its analysis by investigating the extent to which human capital is utilized at different levels of education in the labor market. It also deals with equity in human capital, particularly as contributed by vocational education, and measures this equity across income quintiles and various socioeconomic and demographic groups in Viet Nam.","In this paper, a productivity-based single measure of human capital, taking account of different levels of education and productivity differentials across workers, is developed, and the stock of human resources contributed by vocational education and general education is compared."
"Conceptualization of Human Capital: Traditional Theories and Modern Approaches","https://scispace.com/paper/conceptualization-of-human-capital-traditional-theories-and-1qbe85cb7g60","2024","Journal Article","Obŝestvo: sociologiâ, psihologiâ, pedagogika","Maksim A. Borodkin","10.24158/spp.2024.10.3","","Conceptual approaches to human capital have been formed under the influence of various disciplines and areas of research practice. Currently, there are grounds to assert the interdisciplinary nature of this concept. The aim of the article is to consider the category of human capital in the process of its transformation from purely economic to socio-cultural in the context of today’s constantly changing reality. The work presents the main economic and sociological theories of human capital, outlines the viewpoints of scholars who were the developers of this concept, and highlights key areas of research on it in modern society. These include: research of the new types of capital typical for the modern social context; analysis of the concept’s structure from the perspective of its adaptability to the tasks of qualitative sociology; study of the mutual influence of human capital and the welfare state. ","This article explores the transformation of human capital from an economic to socio-cultural concept, integrating economic and sociological theories, and highlighting key research areas, including new capital types, adaptability, and the relationship between human capital and the welfare state."
"El capital humano y la educación","https://scispace.com/paper/el-capital-humano-y-la-educacion-1lxwyxmvqw","1978","","","Evelio Pentón Martínez Moles","","","El capital humano comprende no solo la educacion formal sino la suma de todas las capacidades utiles adquiridas por las personas junto con la salud y la vitalidad de una poblacion. En esta tesis se mantiene que los recursos de todo genero empleados en la formacion y desarrollo del capital humano producen una utilidad de alto valor tanto para el individuo como para la sociedad. Se revisan los primeros intentos de valoracion economica del hombre y la vinculacion entre economia y educacion segun las ideas de figuras representativas de las principales doctrinas economicas. Se presenta una aplicacion practica del concepto valorando una migracion reciente de capital humano.","The concept of capital humano, i.e., the suma of todas las capacidades utiles adquiridas by a personas junto con la salud y la vitalidad of a población, was introduced in this paper, where the primeros intentos de valoracion economica del hombre and the vinculacion entre economia and educacion segun las ideas of figuras representativas de las principales doctrinas economicas."
"Investment in Education and Occupational Choice ——sherwin Rosen's Contribution to the Theory of Human Capital","https://scispace.com/paper/investment-in-education-and-occupational-choice-sherwin-so9ei3rdjyyj","","","","陈银娥","10.3969/j.issn.1000-2456.2001.06.005","","Since the theory of Human Capital emerging, many economists have developed it and exerted an important influence in many fields. Sherwin Rosen, an American's economist, from the point of view of education, studied the problem of investment in education and occupational choice. Rosen built a model of the demand for college education derived from the theory of comparative advantage and models of self selection. He also focused attention on the problem of learning and experience in the labor market, including the role of the labor market in the transmission and acquisition of marketable skills and knowledge, an elementary model and its additional properties of the market for learning opportunities, occupational discrimination, etc. This paper specifies Rosen's theory, and presents some deductions and conclusions.","Sherwin Rosen's work on human capital theory explores investment in education and occupational choice, incorporating comparative advantage and self-selection models, while examining learning, experience, and labor market dynamics, including skill acquisition and occupational discrimination."
"Human Capital Investment through Education and Training: an Overview","https://scispace.com/paper/human-capital-investment-through-education-and-training-an-ffrvzs8ucy","2013","Posted Content","Research Papers in Economics","Elwardi Dhaoui","","https://scispace.com/pdf/human-capital-investment-through-education-and-training-an-ffrvzs8ucy.pdf","We present in this paper the real importance and very contemporary human capital investment. Through a quantitative analysis, we present the level of human capital accumulation that countries are able to achieve. We also examine the significant part occupied by educational expenditure in the state budget of the some countries. The objective would be to estimate the value of human capital and emphasize how human capital influences various areas of everyday life of individuals. This implies that this notion is now at the heart of public policies in different countries. Public choices are directed in particular towards improving the education and training of people throughout the life cycle. Similarly, in the perspective of enlargement of human capital to a broader concept of intangible capital, we will try to see if there is a complementary relationship between human capital and cultural capital.","In this paper, the authors present the real importance and very contemporary human capital investment and the level of human capital accumulation that countries are able to achieve through a quantitative analysis, and examine the significant part occupied by educational expenditure in the state budget of some countries."
"Human Capital Investment through Education and Training: an Overview","https://scispace.com/paper/human-capital-investment-through-education-and-training-an-399hg9ncmc","2013","","","Iayd Dhaoui","","","We present in this paper the real importance and very contemporary human capital investment. Through a quantitative analysis, we present the level of human capital accumulation that countries are able to achieve. We also examine the significant part occupied by educational expenditure in the state budget of the some countries. The objective would be to estimate the value of human capital and emphasize how human capital influences various areas of everyday life of individuals. This implies that this notion is now at the heart of public policies in different countries. Public choices are directed in particular towards improving the education and training of people throughout the life cycle. Similarly, in the perspective of enlargement of human capital to a broader concept of intangible capital, we will try to see if there is a complementary relationship between human capital and cultural capital.","In this article, the authors present the real importance and very contemporary human capital investment and the level of human capital accumulation that countries are able to achieve through a quantitative analysis, and examine the significant part occupied by educational expenditure in the state budget of some countries."
"60 лет теории человеческого капитала: применение классической теории для анализа современного рынка труда","https://scispace.com/paper/60-let-teorii-chelovecheskogo-kapitala-primenenie-2by95tzbgd","2020","Journal Article","","O. A. Ivanova","10.38050/2078-3809-2020-12-4-34-43","https://scispace.com/pdf/60-let-teorii-chelovecheskogo-kapitala-primenenie-2by95tzbgd.pdf","In this study, the author analyzes new trends in the development of the human capital theory and offers an interdisciplinary approach to the application of the human capital concept for the analysis of the modern labor market and labor relations. Over the 60 years of its existence, the theory of human capital has not only been tested in numerous empirical studies, but also received further theoretical development due to the inclusion of scientific insights from related fields, such as social psychology, organizational behavior, economic sociology, human resource management, strategic and general management. An integrated approach to the study of human capital allows us to expand our understanding of the role that an individual plays in the production process and its impact on the economic outcomes of organizational activities.","In this article, the authors analyze new trends in the development of the human capital theory and offer an interdisciplinary approach to the application of human capital concept for the analysis of the modern labor market and labor relations."
"Human Capital Accounting in the United States: 1994 to 2006","https://scispace.com/paper/human-capital-accounting-in-the-united-states-1994-to-2006-4uzcokog44","2013","Book","","Michael S. Christian","","","This paper presents measures of the human capital stock and of investment in human capital for the United States between 1994 and 2006. When both market and non-market production are included, the stock of human capital was equal to about three quarters of a quadrillion dollars in 2006, of which about 70 percent was non-market. The account breaks down human capital investment among the effects of births, deaths, aging, and education on human capital, as well as a residual effect attributed to (unmeasured) migration. Measures of gross investment in education are found to be very sensitive to counterfactual assumptions; consequently, investment in education is measured net of aging.","In this paper, the authors presented measures of the human capital stock and of investment in human capital for the United States between 1994 and 2006, and found that the stock of human capital was equal to about three quarters of a quadrillion dollars in 2006, of which about 70 percent was non-market."
"Human Capital Accumulation : A Proposed Measure and Theoretical Framework for Foster Youth Job Placement Intervention Strategies","https://scispace.com/paper/human-capital-accumulation-a-proposed-measure-and-o7coq3v1zh","2018","Book Chapter","","Toni Naccarato
Emily Bruce
Derek J. Stafford
Nathaniel Hawkes","10.4324/9781351168243-15","","Human Capital Accumulation: A Proposed Measure and Theoretical Framework for Foster Youth Job Placement Intervention Strategies:There are no means of disentangling the effects of economic change on social welfare issues. Theories have evolved to account for changing economies driven by market forces and government interventions. One paradigm focuses upon differences in labor force productivity. Economists believe that one key difference is the individual’s human capital accumulation. Human capital accumulation is an investment strategy that focuses on educational attainment, the development of employment skills, and protecting safeguards for health (Becker, 1993). Those who do not accumulate sufficient human capital are less likely to successfully enter the workforce, obtain competitive employment, and earn a living wage. Certain groups in the United States continue to lag in accumulating human capital, including youth in foster care (Naccarato, Brophy, & Courtney, 2010). This chapter discusses human capital as a measure and theoretical framework for evaluating interventions to support the transition for youth in foster care to become healthy and productive adults.","Naccarato, Brophy, & Courtney as mentioned in this paper proposed a measure and theoretical framework for evaluating interventions to support the transition for youth in foster care to become healthy and productive adults, which is an investment strategy focusing on educational attainment, the development of employment skills, and protecting safeguards for health."
"What is human capital","https://scispace.com/paper/what-is-human-capital-3nt3axc3pc","1991","","","Thyra Sellars","","","An urgent need for rapid and increased development of human cognitive skills is becoming the focus of exceptional interest emanating from a far wider base than trade and economics. For the pace of technology change accelerates with increasing global economic competitiveness. In consequence, the importance of individual knowledge, skills and natural talents emphasis is now on key competencies and educated and skilled, who are both flexible and adaptable in using their capabilities. A significant result is increased individualism associated with the rise in economic-oriented advanced human capital and in mass human capital accumulation and development. Ramifications of this phenomenon become more unpredictable with time. This has major complex and multifaceted implications for economic policy. Given these unique conditions of human existence, the major objective of this study is concerned with a comprehensive investigation into the nature of human capital. Literature from economics, management, sociology, psychology and philosophy is studied In order to develop a comprehensive concept of the subject, and demonstrate the relevance of human capital to progress and development.","In this paper, a comprehensive investigation into the nature of human capital is presented, and literature from economics, management, sociology, psychology and philosophy is studied in order to develop a comprehensive concept of the subject, and demonstrate the relevance of human knowledge, skills and natural talents to progress and development."
"Introduction—What Kind of an Asset Is Human Capital, How Should It Be Measured, and in What Markets?","https://scispace.com/paper/introduction-what-kind-of-an-asset-is-human-capital-how-51j05647ul","2014","Book Chapter","","Meir Russ","10.1057/9781137355720_1","","The effective employment and deployment of intellectual capital and human assets in organizations is widely recognized as a critical characteristic of successful economies and establishments. Their abilities to respond to changing environments, to “learn,” and to be efficient and competitive all depend, to some extent, on the individuals within their boundaries. The leading and management of those individuals in a way that is consistent with the goals and policies of the organization creates value for it and results in the developement of human capital as an asset, which is the focus of this book. Many organizations and their executives realize that the most critical (if not the only) source of competencies, capabilities, and sustainable competitive advantage is having the ability to attract, retain, develop, and manage their human assets and talent.","In this article, the authors focus on the management of human assets in a way that is consistent with the goals and policies of the organization and results in the development of human capital as an asset."
"Human Capital and the Use of Time","https://scispace.com/paper/human-capital-and-the-use-of-time-tgadtfbz9t","1995","Journal Article","Social Science Research Network","Frank Jones","10.2139/SSRN.3158","https://scispace.com/pdf/human-capital-and-the-use-of-time-tgadtfbz9t.pdf","The key hypothesis of this paper is that time use data bases make possible a broader view of the benefits and costs of human capital than is otherwise possible. This achievement is enabled by a set of integrated information on not only educational attainment but also on time devoted to formal and informal study, to paid and unpaid work of economic value, to work of civic value, to leisure activities, and to the educating of children by parents. It is argued that such information is central to human capital theory, though much of it, especially on the leisure costs of investment in human capital, has been hitherto ignored. This new information is important because it can be used to inform the debate over the key issues in this field--for example, the value of increased public support to formal education--by measuring previously overlooked aspects of the benefits and costs of investment in human capital.","It is argued that a set of integrated information on not only educational attainment but also on time devoted to formal and informal study, to paid and unpaid work of economic value, to work of civic value, and to leisure activities, can be used to inform the debate over the key issues in this field."
"Human Capital: A Theoretical and Empirical Analysis, with Special Reference to Education","https://scispace.com/paper/human-capital-a-theoretical-and-empirical-analysis-with-4n497468b5","1964","Posted Content","Social Science Research Network","Gary S. Becker","","","A diverse array of factors may influence both earnings and consumption; however, this work primarily focuses on the impact of investments in human capital upon an individual's potential earnings and psychic income. For this study, investments in human capital include such factors as educational level, on-the-job skills training, health care, migration, and consideration of issues regarding regional prices and income. Taking into account varying cultures and political regimes, the research indicates that economic earnings tend to be positively correlated to education and skill level. Additionally, studies indicate an inverse correlation between education and unemployment. Presents a theoretical overview of the types of human capital and the impact of investment in human capital on earnings and rates of return. Then utilizes empirical data and research to analyze the theoretical issues related to investment in human capital, specifically formal education. Considered are such issues as costs and returns of investments, and social and private gains of individuals. The research compares and contrasts these factors based upon both education and skill level. Areas of future research are identified, including further analysis of issues regarding social gains and differing levels of success across different regions and countries. (AKP)","In this paper, the impact of investments in human capital on an individual's potential earnings and psychic income was analyzed, taking into account varying cultures and political regimes, the research indicates that economic earnings tend to be positively correlated to education and skill level."
"A Brief Introduction to Human Capital Measures","https://scispace.com/paper/a-brief-introduction-to-human-capital-measures-3cl50lcvxu","2020","Report","National Bureau of Economic Research","Gang Liu
Barbara M. Fraumeni","10.3386/W27561","https://scispace.com/pdf/a-brief-introduction-to-human-capital-measures-3cl50lcvxu.pdf","There are six major measures of human capital, each of which covers at least 130 countries, all of which are described in this paper. These measures are of two distinct types: monetary and index-based. The two monetary versions are those by the World Bank (Lange et al., 2018) and by the United Nations Environmental Program and the Urban Institute of Kyushu University (Managi and Kumar et al., 2018). The four indicator versions are by the Institute of Health Metrics and Evaluation of the University of Washington (Lim et al., 2018), the United Nations Development Programme (UNDP, 2019), the World Bank (International Bank for Reconstruction and Development and the World Bank, 2018), and the World Economic Forum (World Economic Forum, 2017). In addition to describing each of these six measures, this paper compares them using ranking (Spearman) and level (Pearson) correlations. This paper was written as an introduction to a forthcoming book (Fraumeni, Barbara M., ed., Measuring Human Capital, Academic Press, Cambridge, MA) on human capital in order to help statisticians, researchers, analysts, policy-makers and government officials make an informed choice about which to use as this decision can matter.","There are six major measures of human capital, each of which covers at least 130 countries, all of which are described in this paper as mentioned in this paper and compared using ranking (Spearman) and level (Pearson) correlations."
"Emergence of the Human Capital Resource: A Multilevel Model","https://scispace.com/paper/emergence-of-the-human-capital-resource-a-multilevel-model-4cum6htq5k","2011","Journal Article","Academy of Management Review","Robert E. Ployhart
Thomas P. Moliterno","10.5465/AMR.2009.0318","","This article offers a new approach to the conceptualization of the human capital resource by developing a multilevel model connecting micro, intermediate, and macro levels of scholarship. We define human capital as a unit-level resource that is created from the emergence of individuals' knowledge, skills, abilities, or other characteristics. The model provides new insights into how strategically valuable human capital resources have their origins in the psychological attributes of individuals and are transformed through unit-level processes.","In this article, a multilevel model connecting micro, intermediate, and macro levels of scholarship is proposed for the conceptualization of the human capital resource, which is created from the emergence of individuals' knowledge, skills, abilities, or other characteristics."
"Human Capital Investment In Education","https://scispace.com/paper/human-capital-investment-in-education-4kfhb0zn0v","1983","Journal Article","Review of Education, Pedagogy, and Cultural Studies","Claude M. Ury","10.1080/0098559830090308","","(1983). Human Capital Investment In Education. The Review of Education: Vol. 9, No. 3, pp. 252-254.","In this article, Human Capital Investment In Education: A Review of Education: Vol. 9, No. 3, pp. 252-254, is discussed, with a focus on the human capital investment in education."
"The role of human capital in value creation: theoretical insights","https://scispace.com/paper/the-role-of-human-capital-in-value-creation-theoretical-5lipz0o5b0","2011","Journal Article","","Rima Česynienė
Asta Stankevičienė","10.15388/EKON.2011.0.925","https://scispace.com/pdf/the-role-of-human-capital-in-value-creation-theoretical-5lipz0o5b0.pdf","The growth of the modern knowledge-based economy is becoming less dependent on tangible assets and, respectively, hinges more on the intangibles which are defined as human capital (HC). Despite the great number of scientific works dedicated to the HC phenomenon, the interest in this field had its “ups and downs” which caused changes not only in the notional concept itself, but also in the approach to its importance in value creation by measuring the returns of its investments. The purpose of the article is to analyse the evolution of these approaches. The nature of the article is both theoretical and analytical; it is based on quite an abundant list of scientific publications by Lithuanian and foreign authors. Adequate research methods were used in the study, such as a systematic analysis of scientific literature, logical comparative analysis and generalization. The originality of the study is ingrained in the fact that it reveals changes in the concept of human capital since its rise in the late 1960s until the most recent ideas which were formed and are still under development in the 2010s.","In this paper, the authors analyse the evolution of the human capital concept and its importance in value creation by measuring the returns of its investments, and reveal changes in the concept of human capital since its rise in the late 1960s until the most recent ideas which were formed and are still under development in the 2010s."
"Human Capital: A Theoretical and Empirical Analysis with Special Reference to Education, First Edition","https://scispace.com/paper/human-capital-a-theoretical-and-empirical-analysis-with-4l2z0qdeo7","1964","Posted Content","Research Papers in Economics","Gary S. Becker","","","A diverse array of factors may influence both earnings and consumption; however, this work primarily focuses on the impact of investments in human capital upon an individual's potential earnings and psychic income. For this study, investments in human capital include such factors as educational level, on-the-job skills training, health care, migration, and consideration of issues regarding regional prices and income. Taking into account varying cultures and political regimes, the research indicates that economic earnings tend to be positively correlated to education and skill level. Additionally, studies indicate an inverse correlation between education and unemployment. Presents a theoretical overview of the types of human capital and the impact of investment in human capital on earnings and rates of return. Then utilizes empirical data and research to analyze the theoretical issues related to investment in human capital, specifically formal education. Considered are such issues as costs and returns of investments, and social and private gains of individuals. The research compares and contrasts these factors based upon both education and skill level. Areas of future research are identified, including further analysis of issues regarding social gains and differing levels of success across different regions and countries. (AKP)","In this paper, the impact of investments in human capital on an individual's potential earnings and psychic income was analyzed, taking into account varying cultures and political regimes, the research indicates that economic earnings tend to be positively correlated to education and skill level."
