"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"The subjective underemployment experience of post-9/11 veterans after transition to civilian work.","https://scispace.com/paper/the-subjective-underemployment-experience-of-post-9-11-uu6mh066","2022","Journal Article","Work-a Journal of Prevention Assessment & Rehabilitation","Katie Davenport
Nicole R. Morgan
Kimberly J. McCarthy
Julia A. Bleser
Keith R. Aronson
Daniel F. Perkins","10.3233/wor-210029","","BACKGROUND
Underemployment is a challenge for the civilian workforce and a particular risk for veterans as they transition from military service to civilian employment. Workers' economic and demographic characteristics factor into underemployment risk. Veterans may be at greater risk due to specific economic and demographic factors, transitional factors (e.g., geographic relocation), and characteristics of their military service (e.g., military skill alignment with civilian jobs).


OBJECTIVES
Describe underemployment experiences in employed post-9/11 veterans three years after their military transition to the civilian workforce.


METHODS
The current study uses self-reported underemployment experience data from a longitudinal study of transitioning veterans. This study compares average perceptions of veteran underemployment experiences by specific groups (e.g., by race, gender, and paygrade) using analysis of variance and logistic regression.


RESULTS
Veterans reported underemployment in their current jobs based on a perceived mismatch between the skills, education, and/or leadership experience they gained during military service.


CONCLUSIONS
Veterans who were enlisted rank, identified as non-White, completed a bachelor's degree, and indicated PTSD symptoms reported higher pervasive underemployment. Intervention implications for the results, such as employer and veteran employment supports, are discussed.","In this article , the authors used self-reported underemployment experience data from a longitudinal study of transitioning veterans to compare average perceptions of military service experiences by specific groups (e.g., by race, gender, and pay grade) using analysis of variance and logistic regression."
"The Effect of Veterans Benefits on Veterans' Education and Earnings","https://scispace.com/paper/the-effect-of-veterans-benefits-on-veterans-education-and-hvv2nvg5ii","1990","Report","Social Science Research Network","Joshua D. Angrist
Joshua D. Angrist
Joshua D. Angrist","10.3386/W3492","https://scispace.com/pdf/the-effect-of-veterans-benefits-on-veterans-education-and-hvv2nvg5ii.pdf","The majority of armed forces veterans make use of the subsidized training and educational benefits provided by the Department of Veterans Affairs. The effect of veterans benefits on educational attainment am civilian earnings is estimated here using the Census Bureau's 1987 Survey of Veterans. Two identification strategies are employed to control for unobserved characteristics that are correlated with educational attainment and benefit usage. First, a fixed effects strategy is implemented by exploiting information on educational attainment at the time of entry to service. Second, instrumental variables estimates are computed, where the excluded instruments are interactions between period of service am educational attainment at entry to service. The effect of veterans benefits on earnings is estimated by decomposing the return to education into a return to the grade completed at entry to service and a return to the post-entry grade increment. Veterans benefits are estimated to increase schooling by roughly 1.4 years and the grade increment is worth roughly 4.3 percent, so that veterans benefits raise annual earnings by approximately 6 percent. This premium appears to accrue primarily to the 77 percent of benefit users who attended college or graduate school.","In this article, the effect of veterans benefits on educational attainment am civilian earnings is estimated using the Census Bureau's 1987 Survey of Veterans using two identification strategies to control for unobserved characteristics that are correlated with educational attainment and benefit usage."
"Proven Leadership = College Credit: Enhancing Employability of Transitioning Military Members Through Prior Learning Assessment","https://scispace.com/paper/proven-leadership-college-credit-enhancing-employability-of-3e8xosi57a","2017","Journal Article","Advances in Developing Human Resources","Matt Bergman
Ann M. Herd","10.1177/1523422316682949","","The ProblemAs service men and women transition to the civilian workforce because of a major drawdown of combat forces, many will face challenges with education requirements necessary to gain employ...","The ProblemAs service men and women transition to the civilian workforce because of a major drawdown of combat forces, many will face challenges with education requirements necessary to gain employability."
"From boots to books","https://scispace.com/paper/from-boots-to-books-320htypy","2022","Dissertation","","Lorraine Dinnel","10.17760/d20412725","","Since the creation of the GI Bill, military veterans have had a significant effect on higher education. As U.S.-lead conflicts OIF and OEF conclude and more veterans separate from service, institutions of higher education are seeing increased numbers of service members utilizing education benefits and enrolling in college. Veterans who transition from military service to higher education are unique in that they enter higher education with challenges, strengths, needs, and experience which differ from their tradition, non-military affiliated peers. The purpose of this phenomenological research study was to understand the experiences of student service members who transition from the military to college, and programs and resources which best support their success. Utilizing in-depth interviews as the primary method of data collection, it was the goal of this analysis to add to the growing body of literature regarding this important and contemporary student demographic. This research outlines the perspectives of student service members as they transition from the military and into academic life to pursue their bachelor's degree. Their experiences provide implications for the military and institutions of higher education seeking to promote and support student service member success.--Author's abstract ","In this paper , a phenomenological research study was conducted to understand the experiences of student service members who transition from the military to college, and programs and resources which best support their success."
"Fighting for Education: Financial Aid and Degree Attainment","https://scispace.com/paper/fighting-for-education-financial-aid-and-degree-attainment-jccpd3zsoh","2019","Journal Article","Journal of Labor Economics","Andrew Barr","10.1086/700191","","The Post-9/11 GI Bill brought about the largest expansion in veteran education benefits since the end of World War II, increasing annual benefit expenditures from $3 billion to more than $13 billio...","The Post-9/11 GI Bill brought about the largest expansion in veteran education benefits since the end of World War II, increasing annual benefit expenditures from $3 billion to more than $13 billio..."
"From the Battlefield to the Schoolyard: The Short-Term Impact of the Post-9/11 GI Bill","https://scispace.com/paper/from-the-battlefield-to-the-schoolyard-the-short-term-impact-2leih4y1r3","2015","Journal Article","Journal of Human Resources","Andrew Barr","10.3368/JHR.50.3.580","","The Post-9/11 GI Bill brought about an enormous expansion in veteran education benefits, roughly doubling the average maximum benefit level and generating large variation in the magnitude of benefit expansion across states. Using this context, I explore how enrollment of older, nontraditional students responds to educational subsidies. The transition from a conditional cash transfer to a more in-kind benefit affects the relative prices of different types of education, pushing veterans to invest in more expensive (plausibly higher-quality) schooling. Using a difference-in-differences strategy, combined with state level variation in the degree of benefit expansion, I find that the higher level of benefits increased college enrollment of separated veterans by between 15 and 20 percent while also shifting the composition of enrollment toward four-year schools.","This article explored how enrollment of older, nontraditional students responds to educational subsidies and found that the higher level of benefits increased college enrollment of separated veterans by between 15 and 20 percent while also shifting the composition of enrollment toward four-year schools."
"The evolution of veteran educational attainment gaps over the life cycle","https://scispace.com/paper/the-evolution-of-veteran-educational-attainment-gaps-over-4ru9ngg6abez","2024","Journal Article","Journal of demographic economics","Jason Ward
Jeffrey B. Wenger
Teresa Kroeger","10.1017/dem.2024.5","","Abstract Individuals who serve in the military substitute work experience for post-secondary educational attainment after high school, leading to large educational attainment gaps between new veterans and observably similar nonveterans. Little is known about the evolution of these gaps by age and across cohorts. We investigate the life-cycle attainment of veterans relative to nonveterans using a synthetic panel data approach. Following five multiyear birth cohorts we find that, on average, veterans close a 20-percentage point gap in attainment of a bachelor's or greater over time and significantly outpace observably similar nonveterans in attainment of an associate's degree. Female and minority veterans exceeded the attainment of similar nonveterans over time, and more recent birth cohorts began with larger gaps but closed them at younger ages due to increasing levels of both enrollment and enrollment intensity. Our findings highlight the important role of military service in facilitating social mobility through educational attainment. ","Veterans close a 20-percentage point gap in bachelor's attainment over time, outpacing nonveterans in associate's degree attainment, with female and minority veterans exceeding nonveterans' attainment, and more recent cohorts closing gaps at younger ages due to increased enrollment and intensity."
"The Implementation Evaluation of the Military Spouse Career Advancement Accounts Demonstration","https://scispace.com/paper/the-implementation-evaluation-of-the-military-spouse-career-x8chsfect2","2009","Posted Content","Research Papers in Economics","Heather Zaveri
Caterina Pisciotta
Linda Rosenberg
Karen Needels","","","In 2007, the U.S. Department of Labor (DOL) and the U.S. Department of Defense (DoD) began a joint initiative to support the spouses of military personnel in their pursuit of portable postsecondary degrees or industry-recognized credentials. Through the Military Spouse (MilSpouse) Career Advancement Account (CAA) Demonstration, eligible spouses could obtain an account to pay for career-related education and training. Demonstration goals were to (1) help military spouses with careers and (2) encourage the retention of service members by increasing families’ satisfaction with military life. Eight states received demonstration grants, which were used in substate areas where participating military bases and One-Stop Career Centers were located. DOL and DoD established demonstration guidelines about the local partnerships to be formed; which military spouses were eligible for CAAs; the types of training, education, and credentials that could be funded; the funding amount available to each spouse; and the extent of guidance that demonstration staff could give to spouses. This report presents findings from the implementation evaluation of the Military Spouse Career Advancement Account Demonstration. Part I: Early Implementation of the Military Spouse Career Advancement Accounts Demonstration provides an overview of the demonstration and key findings about the demonstration’s partnerships, early implementation experiences, marketing efforts, and other topics. Part II: Additional Findings from the Military Spouse Career Advancement Accounts Demonstration Study supplements the earlier report by providing additional information on implementation issues and quantitative information about the characteristics of participants, as well as their plans for using the CAAs for participation in education and training programs and the attainment of credentials, licenses, or certifications to support careers in high-wage, high-growth occupations.","In 2007, the U.S. Department of Labor (DOL) and the US Department of Defense (DoD) began a joint initiative to support the spouses of military personnel in their pursuit of portable postsecondary degrees or industry-recognized credentials as discussed by the authors."
"Transitioning America'S Veterans into Science, Technology, Engineering, and Mathematics (stem) Academic Programs","https://scispace.com/paper/transitioning-america-s-veterans-into-science-technology-xtftbc4jfryo","","","","Sarah A. Rajala
Robert A. Green
Rayford B. Vaughn","10.18260/1-2--18992","","The Post-9/11 GI-Bill1 presents opportunities to bring motivated, mature, dedicated, and disciplined students into academia, especially into STEM fields closely related to their military job experience. However, many of these students may have been away from the classroom for several years and may not be as prepared to enter college as they might have been prior to entering the military. These veterans have a high potential for success as students in STEM fields of study but may need some special assistance and mentoring in refreshing their academic skills. Through two CCLI grants from the National Science Foundation, the authors are executing a planning grant designed to assist and facilitate the transition of these veterans into STEM curricula at two-and four-year institutions. Demographic data is being collected to better understand exactly where these students would be transitioning out of military service and where they are likely to enroll in higher education. A consortium of geographically distributed industrial and academic partners was developed to forge the necessary articulation agreements with participating partners, conduct a needs assessment, develop head start curricula, and implement pilot projects from which we can gain lessons learned in this overall effort. This paper describes the authors' efforts to date in implementing these projects.","The Post-9/11 GI-Bill presents opportunities for veterans to transition into STEM fields, but they may require special assistance due to academic skills atrophy. A planning grant aims to facilitate their transition through demographic data collection, articulation agreements, and pilot projects."
"From Defense to Degree: Integrating Military Veterans into Engineering Programs","https://scispace.com/paper/from-defense-to-degree-integrating-military-veterans-into-vu5ypppx2mcf","","","","David L. Soldan
Noel N. Schulz
Don Gruenbacher
Rekha Natarajan
Blythe Marlow Vogt","10.18260/1-2--21411","","From Defense to Degree: Integrating Military Veterans into Engineering ProgramsThis paper addresses curricular issues involved in integrating post-9/11 veterans into theengineering workforce. A 2009 NSF Workshop on Enhancing the Post-9/11 VeteransEducational Benefit indicated that new, more generous veterans’ educational benefits create anopportunity to expand the technical workforce while benefitting those who have served ourcountry. The workshop further indicated that the veterans include a diverse and qualified pool offuture talent for the nation’s engineering and science employers.Based on this opportunity to involve veterans in the workforce, researchers have developed aprogram to help integrate veterans into electrical and computer engineering degrees. The initialtechnical focus will be in the renewable energy and energy distribution systems areas, which hasbeen identified as a critical area where there is a large projected shortage of trained technicalpersonnel. A 2008 NSF Workshop on the Future Power Engineering Workforce indicated “aserious need is emerging for more power and energy engineers.” The IEEE Power and EnergySociety has also indicated that “Immediate action must be taken to avoid letting a growingshortage of well-qualified electric power engineers slow progress in meeting critical nationalobjectives.”This paper will focus on the progress made in developing an accelerated track for militaryveterans into bachelor’s degrees in engineering. It is important to have contact with the militaryveteran prior to their arriving on campus to facilitate their transition to an academic program .This allows an initial thorough evaluation of the veterans’ training, experiences, and expertise tobe conducted with the option of granting academic credit where appropriate. An informationbrochure to inform veterans of engineering workforce opportunities prior to separation from themilitary has been developed.Veterans may have a base of knowledge acquired through the technical nature of their serviceexperience. Assigning them to introductory level courses with traditional freshman andsophomore students does not respect their technical expertise. The development of subject basedon-line tutorials is being used to accelerate the veteran’s entry into the math sequence and thecircuits sequence. These tutorials will include videos of laboratory exercises to ensure thatveterans understand the equipment and terminology used in the introductory courses. We havecreated an informal cohort of veterans to gain feedback and build learning communities. Afuture feature of this project is the inclusion of summer industrial internships for participants.Student success in follow-on courses will be the primary evaluation metric. This evaluation willtake place when a significant number of students are in the program. There are many additionalsupport structures that may or may not be available on any given campus. Key components ofthis program include the development of recruitment activities and coordination with campusmilitary veteran support staff and personnel at nearby military installations.","This paper explores integrating post-9/11 veterans into engineering programs, leveraging their technical expertise and experiences to address workforce shortages in renewable energy and energy distribution systems."
"Service Members in School: Military Veterans' Experiences Using the Post-9/11 GI Bill and Pursuing Postsecondary Education","https://scispace.com/paper/service-members-in-school-military-veterans-experiences-3qy7bici6b","2010","","","Jennifer L. Steele
Nicholas Salcedo
James Coley","","https://scispace.com/pdf/service-members-in-school-military-veterans-experiences-3qy7bici6b.pdf",": When the Post-9/11 Veterans Educational Assistance Act--better known as the Post-9/11 GI (Government Issue) Bill--was signed into law on June 20, 2008, it represented the largest expansion of veterans' education benefits since passage of the original GI Bill in 1944. The new GI Bill took effect on August 1, 2009, thereby increasing the higher education benefits available to individuals who served on active duty in the U.S. armed forces after September 10, 2001. One year later, more than half a million current and former service members had applied for eligibility certification (Carter, 2010) and just over 300,000 had used the benefits to enroll in higher education (White House, 2010). Because a student's Post-9/11 GI Bill benefits depend on the state and location of the educational institution and are paid to both institutions and students, and because the U.S. Department of Veterans Affairs (VA) had only a little more than a year to upgrade its claims processing systems, early implementation posed several challenges, especially with regard to delayed and erroneous payments (Maze, 2010a; McBain, 2009; Philpott, 2009). Given these challenges, many of which had been anticipated (Wilson, 2009), the American Council on Education (ACE) asked the RAND Corporation to study students' experiences using the Post-9/11 GI Bill in its first year of availability. The study set out to understand early Post-9/11 GI Bill implementation challenges from the perspective of both college students and higher education institutions and to gain insight into how higher education institutions can more effectively support returning veterans. The research was carried out between February and August of 2010 and therefore reflects participants' experiences during only the initial year of GI Bill implementation.","The study set out to understand early Post-9/11 GI Bill implementation challenges from the perspective of both college students andHigher education institutions and to gain insight into how higher education institutions can more effectively support returning veterans."
"Military Veterans' Midlife Career Transition and Life Satisfaction.","https://scispace.com/paper/military-veterans-midlife-career-transition-and-life-42sn61418l","2014","Journal Article","The Professional Counselor","Heather C. Robertson
Pamelia E. Brott","10.15241/HCR.4.2.139","https://scispace.com/pdf/military-veterans-midlife-career-transition-and-life-42sn61418l.pdf","Military members typically experience transitions at some point during their military career, whether to a new duty station, a change of command or a deployment overseas. Another significant transition that military members often face is their return to civilian employment. While formal military programs are established to provide assistance with planning and overall logistics of such transitions (Wolpert, 2000), research suggests that veterans feel emotionally underprepared to manage the transition to civilian employment (Baruch & Quick, 2009; Business and Professional Women’s [BPW] Foundation, 2007). Researchers have examined retirement satisfaction and adjustment (Spiegel & Shultz, 2003), career adaptability and adjustment (Ebberwin, Krieshok, Ulven, & Prosser, 2004), as well as adjustment after transition (DiRamio, Ackerman, & Mitchell, 2008); however, few studies have examined the overall life satisfaction of veterans experiencing career transitions, specifically examining these experiences. This study examined career transition variables of military members, as well as the relationship of these variables to the military member’s overall life satisfaction.","For example, the authors examined career transition variables of military members, as well as the relationship of these variables to the military member's overall life satisfaction, and found that the relationship between these variables and the overall satisfaction of a military member with career transitions was positively associated with career adaptability and adjustment."
"Colleges’ Experiences Integrating Support Services for Military Veterans","https://scispace.com/paper/colleges-experiences-integrating-support-services-for-13ff6lurvf","2017","","","Melinda Mechur Karp
Serena Constance Klempin","10.7916/D8B56X43","https://scispace.com/pdf/colleges-experiences-integrating-support-services-for-13ff6lurvf.pdf","Although militaryconnected individuals are using their education benefits, not all are earning a postsecondary credential that could help them transition into the civilian workforce. The Post-9/11 GI Bill of 2008 expanded previous tuition benefits in order to make college an accessible post-service option for veterans. The U.S. Department of Veterans Affairs estimates that 1.5 million individuals used the Post-9/11 GI Bill benefits between 2009 and 2015 (Worley, 2015). However, as with all emergent policies and programs, there is room for improvement. Although military-connected individuals are using their education benefits, not all are earning a postsecondary credential that could help them transition into the civilian workforce (U.S. Department of Veterans Affairs, 2015).","Although military-connected individuals are using their education benefits, not all are earning a postsecondary credential that could help them transition into the civilian workforce as mentioned in this paper, however, as with all emergent policies and programs, there is room for improvement."
"Military and Veterans' Benefits: Observations on the Transition Assistance Program. Testimony before the Subcommittee on Benefits, Committee on Veterans' Affairs, House of Representatives.","https://scispace.com/paper/military-and-veterans-benefits-observations-on-the-1cxrpfpkop","2002","","","Cynthia A. Bascetta","","https://scispace.com/pdf/military-and-veterans-benefits-observations-on-the-1cxrpfpkop.pdf","Abstract : When the Congress established the transition assistance program in 1990, significant reductions in military force levels were expected. The law noted that many of these service personnel specialized in critical skills, such as combat arms, which would not transfer to the civilian workforce. Transition assistance, including employment and job training services, was established to help such service members make suitable educational and career choices as they readjusted to civilian life. The law directed DOL, DOD, and VA to jointly administer the program. To do so, the agencies entered into a Memorandum of Understanding (MOU), which spelled out each agency's role in the provision of services to members of the Army, Navy, Air Force and Marines. When the Coast Guard started to operate the transition assistance program in 1994, DOT entered into a similar agreement with VA and DOL. Each branch of the military is required to provide pre-separation counseling to all military personnel no later than 90 days prior to their separation from the military. Pre-separation counseling, according to the law, shall include information about education and vocational rehabilitation benefits, selective reserve options, job counseling and job search and placement information, relocation assistance services, medical and dental benefits, counseling on the effects of career change, and financial planning. The military branches are to provide space for the provision of transition services at locations with more than 500 active duty personnel. Separating service members must complete a pre-separation counseling checklist indicating that they have been informed of the services available to them and, on this checklist, they are to indicate the services they wish to receive, including if they wish to participate in the transition assistance workshop.","In this article, the transition assistance program was established to help service members make suitable educational and career choices as they readjusted to civilian life, and each branch of the military is required to provide pre-separation counseling to all military personnel."
"Military and Veterans' Benefits: Observations on the Transition Assistance Program","https://scispace.com/paper/military-and-veterans-benefits-observations-on-the-2a08go4tmm","2002","","","Cynthia A. Bascetta","","https://scispace.com/pdf/military-and-veterans-benefits-observations-on-the-2a08go4tmm.pdf",": When the Congress established the transition assistance program in 1990, significant reductions in military force levels were expected. The law noted that many of these service personnel specialized in critical skills, such as combat arms, which would not transfer to the civilian workforce. Transition assistance, including employment and job training services, was established to help such service members make suitable educational and career choices as they readjusted to civilian life. The law directed DOL, DOD, and VA to jointly administer the program. To do so, the agencies entered into a Memorandum of Understanding (MOU), which spelled out each agency's role in the provision of services to members of the Army, Navy, Air Force and Marines. When the Coast Guard started to operate the transition assistance program in 1994, DOT entered into a similar agreement with VA and DOL. Each branch of the military is required to provide pre-separation counseling to all military personnel no later than 90 days prior to their separation from the military. Pre-separation counseling, according to the law, shall include information about education and vocational rehabilitation benefits, selective reserve options, job counseling and job search and placement information, relocation assistance services, medical and dental benefits, counseling on the effects of career change, and financial planning. The military branches are to provide space for the provision of transition services at locations with more than 500 active duty personnel. Separating service members must complete a pre-separation counseling checklist indicating that they have been informed of the services available to them and, on this checklist, they are to indicate the services they wish to receive, including if they wish to participate in the transition assistance workshop.","Each branch of the military is required to provide pre-separation counseling to all military personnel no later than 90 days prior to their separation from the military."
"Veterans Benefits: Federal Employment Assistance","https://scispace.com/paper/veterans-benefits-federal-employment-assistance-3otfcpq7ee","2010","","","Christine Scott","","https://scispace.com/pdf/veterans-benefits-federal-employment-assistance-3otfcpq7ee.pdf","There are federal employment and training programs and policies specifically targeted to help veterans seeking employment in the civilian economy. These programs and policies also assist servicemembers as they prepare to leave the military. Some of these programs help veterans secure employment specifically with the federal government and federal contractors. This report provides a brief overview of these programs and policies.","There are federal employment and training programs and policies specifically targeted to help veterans seeking employment in the civilian economy as discussed by the authors, which also assist servicememembers as they prepare to leave the military."
"Improving the Labor Market Outcomes of US Veterans: The Long-Run Effect of the Transition Assistance Program","https://scispace.com/paper/improving-the-labor-market-outcomes-of-us-veterans-the-long-3iankw8j1z","2020","Journal Article","Defence and Peace Economics","Xiaoxue Li","10.1080/10242694.2018.1532229","","The success of military recruiting depends largely on the potential consequences of military services. This study examines how military service affects labor market outcomes of veterans. Specifical...","In this paper, the authors examined how military service affects labor market outcomes of veterans and found that the success of military recruiting depends largely on the potential consequences of military services, and that military service impacts the labor market."
"The influence of employment program components upon job attainment during a time of identity and career transition","https://scispace.com/paper/the-influence-of-employment-program-components-upon-job-19zmfg41","2022","Journal Article","International journal for educational and vocational guidance","Daniel F. Perkins
Katie Davenport
Nicole R. Morgan
Keith R. Aronson
Julia A. Bleser
Kimberly J. McCarthy
Dawne Vogt
Erin P. Finley
Laurel A. Copeland
Cynthia L. Gilman","10.1007/s10775-022-09527-1","https://scispace.com/pdf/the-influence-of-employment-program-components-upon-job-19zmfg41.pdf","This study assessed the effectiveness of employment programs components, which resulted in the identification of content and process components that increase employability. Employment program use was studied among 1172 United States of America military veterans to determine which content (i.e., interviewing skills) and process (i.e., working with a mentor/coach) components influence job attainment during a time of career and identity transition. Components were distilled utilizing a common components analysis approach (Morgan et al., 2018). Associations with finding employment up to 15 months after the military-to-civilian transition were explored. Veterans who engaged with employment programs were primarily accessing the following components: career planning, resume writing, and interviewing skills. However, only a few content components were significantly related to obtaining employment: interviewing (with mentor/coach), resume writing (online tools), translating military to civilian work (with mentor/coach), entrepreneurship (with mentor/coach), and virtual career fairs. Furthermore, not all processes or modes of instruction for content components were associated with success in the job market. Having a mentor/coach was one of the most effective delivery strategies. For example, veterans using programs delivered by a mentor/coach that translated military skills to civilian work were more likely to find a job at 6-9-months (84%) and 12-15-months (91%) post military separation. In addition, risks that predicted lower use of employment program components by veterans were identified such as junior enlisted rank, combat exposure, combat arms occupation, and physical health problems. With these findings, program developers, implementers, and funders can channel efforts towards the utilization of employment programs with effective components.L'influence des composantes du programme d'emploi sur l'obtention d'un travail au cours d’ une période de transition identitaire et professionnelle L'utilisation des programmes d'emploi a été étudiée parmi 1172 vétérans de l'armée américaine afin de déterminer quelles composantes du contenu et du processus influencent l'obtention d'un emploi. Une approche d'analyse des composantes communes (common component analysis, CCA) a été utilisée. Les associations avec l’obtention d’un emploi jusqu'à 15 mois après la transition de l'armée à la société civile ont identifié des composantes significativement liées à l'obtention d'un emploi: l'entretien (avec un mentor/coach), la rédaction d'un CV (outils en ligne), la transposition du travail militaire au travail civil (avec un mentor/coach), l'esprit entrepreneurial (avec un mentor/coach) et les salons de l'emploi virtuels. Le recours à un mentor/coach était l'une des stratégies de prestation les plus efficaces. Les risques prédisant une utilisation moindre des composantes du programme ont été identifiés: grade d'enrôlé junior, exposition au combat, occupation dans les armes de combat et problèmes de santé physique.Der Einfluss von Komponenten eines Beschäftigungsprogramms auf das Erhalten eines Arbeitsplatzes in einer Zeit des Identitäts- und Karriereübergangs Die Nutzung von Beschäftigungsprogrammen wurde unter 1172 US-Militärveteranen untersucht, um festzustellen, welche Inhalts- und Prozesskomponenten den Erhalt eines Arbeitsplatzes beeinflussen. Es wurde ein Ansatz der gemeinsamen Komponentenanalyse verwendet. Die Assoziationen mit der Arbeitssuche bis zu 15 Monate nach dem Übergang vom Militär zum Zivilleben identifizierten folgende Komponenten, die signifikant mit der Arbeitssuche zusammenhängen: Vorstellungsgespräche (mit Mentor/Coach), Verfassen von Lebensläufen (Online-Tools), Übertragung militärischer Arbeit auf zivile Arbeit (mit Mentor/Coach), Unternehmertum (mit Mentor/Coach) und virtuelle Karrieremessen. Die Betreuung durch einen Mentor/Coach war eine der effektivsten Strategien. Folgende Risiken wurden identifiziert, die eine geringere Inanspruchnahme der Programmkomponenten vorhersagen: tiefer Dienstgrad, Kampfexposition, bewaffneter Dienst und körperliche Gesundheitsprobleme.La influencia de los componentes del programa de empleo en la consecución del trabajo durante una época de transición de identidad y carrera Se estudió el uso del programa de empleo entre 1,172 veteranos militares de los Estados Unidos para determinar qué contenido y componentes del proceso influyen en la consecución del empleo. Se utilizó un enfoque de análisis de componentes comunes. Las asociaciones con la búsqueda de empleo hasta 15 meses después de la transición de militar a civil identificaron componentes relacionados significativamente con la obtención de empleo: entrevistas (con mentor / entrenador), redacción de currículos (herramientas en línea), traducción de trabajo militar a civil (con mentor / entrenador), emprendimiento (con mentor / coach) y ferias de carreras virtuales. Tener un mentor / entrenador fue una de las estrategias de ejecución más efectivas. Se identificaron los riesgos que predecían un menor uso de los componentes del programa: rango de alistados juveniles, exposición al combate, ocupación de armas de combate y problemas de salud física. ","In this article , the effectiveness of employment programs components, which resulted in the identification of content and process components that increase employability, were evaluated among 1172 United States of America military veterans to determine which content (i.e., interviewing skills) and process component influence job attainment during a career and identity transition."
"Military to civilian career transitions","https://scispace.com/paper/military-to-civilian-career-transitions-18sniigd91","2017","","","Maureen McCann","","","Upon release from the Canadian Armed Forces (CAF), military Veterans can face multiple barriers to employment. Having worked with members of the military population, we have found that in some cases, this is a first attempt to find civilian employment after decades of dormant job search skill development. It can be likened to that of an expatriate plunged into a new country. For these CAF members in career transition, they strive to establish workforce commonalities of language, culture, identity and community. Simultaneously, they face perceived stereotypes from those unaware or misinformed about military roles, culture, and experiences. Despite numerous third party agencies and military organizations seeking to address the issue of career transition, the current infrastructure lacks the cohesion, structure and consistent credentialing required to properly support releasing CAF personnel. This article includes survey data, client conversations and secondary research, and is based on the professional experience of the two authors: a military spouse and certified career professional; and a former serving member (veteran), military spouse, military mother and leading authority on Post-Traumatic Stress Disorder (PTSD) in the military community.","In this paper, the authors found that upon leaving the Canadian Armed Forces (CAF), military Veterans can face multiple barriers to employment, such as language, culture, identity and community."
