"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Essays in economics using military-induced variation to study human capital development, excess sensitivity to income, and labor market decisions","https://scispace.com/paper/essays-in-economics-using-military-induced-variation-to-15e3ap1yhv","2015","","","Carl Jonathan Wojtaszek","","","by Carl J. Wojtaszek This dissertation contains three essays that leverage the detailed nature of military data along with natural experiments found within the military environment to investigate questions that pertain to the manning and welfare of our modern military as well as inform areas of public and labor economics. The first chapter investigates the effect of job exit timing on the educational attainment of workers. A successful job transition often hinges on a worker’s access to education and retraining. Yet, many obstacles outside the traditional education investment model potentially prevent this sizable non-traditional student population from attending college. I use a two-stage least-squares approach to investigate a previously unexplored dimension the effect of job exit timing on educational attainment. Using detailed military records and GI Bill benefits data, I find that exiting the military with a seven months wait before a traditional semester start date reduces the likelihood that veterans use their GI Bill benefits by 8 percent and reduces their overall educational attainment by two months as compared to veterans who exit and experience no wait","Wojtaszek et al. as mentioned in this paper investigated the effect of job exit timing on the educational attainment of workers, finding that leaving the military with a seven months wait before a traditional semester start date reduces the likelihood that veterans use their GI Bill benefits by 8 percent and reduces their overall educational attainment by two months as compared to veterans who exit and experience no wait."
"The Relationship Between Training Program Participation and Gainful Civilian Employment of Gulf War-Era II Veterans","https://scispace.com/paper/the-relationship-between-training-program-participation-and-3q1vqitluq","2019","Journal Article","","Candace Rae Flatt
Delmar Rhodes","10.21061/JVS.V4I2.113","https://scispace.com/pdf/the-relationship-between-training-program-participation-and-3q1vqitluq.pdf","The GI Bill of Rights has helped millions of veterans with their transition into civilian employment through education and training programs. In addition to higher education benefits, the GI Bill provides educational assistance for vocational training, entrepreneurship courses, apprenticeships, on-the-job training, and remedial courses. Compared to previous studies, this study is unique in three aspects. First, this study focuses on training programs completed by veterans rather than higher education. Second, the training categories are constructed based on job-specific versus general properties of human capital theory. Finally, the study captures all training programs completed by veterans regardless of provider or sponsoring organization by using the National Longitudinal Survey of Youth 1997 (NLSY97) . Generalized linear mixed models are used to determine the relationship between the type of training program and gainful employment. Pre-employment training programs were found to be positively related to the gainful employment of Gulf War-Era II veterans.","In this article, the authors focused on training programs completed by veterans rather than higher education and constructed the training categories based on job-specific versus general properties of human capital theory, and found that pre-employment training programs were positively related to the gainful employment of Gulf War-Era II veterans."
"Military Service and Civilian Labor Market Outcomes: Comparing Employment of Post-9/11 Veterans and Nonveterans","https://scispace.com/paper/military-service-and-civilian-labor-market-outcomes-52gyca0djv","2016","Dissertation","","Matthew Ordway","","https://scispace.com/pdf/military-service-and-civilian-labor-market-outcomes-52gyca0djv.pdf","Veterans struggle to enter the civilian labor market following military service. Since the September 11 terrorist attacks, over 3.2 million Americans have served in the military. Upon returning home, these veterans are twenty percent more likely to be unemployed than nonveterans (7.2% vs 6%, respectively). This study investigates the association between military service and employment outcomes (employment status and weekly earnings) for post-9/11 veterans, a heretofore understudied group. Data was obtained from the Current Population Survey (CPS) Veteran Supplement. Linear probability models and OLS regressions were utilized to compare employment outcomes between veterans and nonveterans of similar age, education and race/ethnicity (“veteran effect”). Findings suggest that the veteran effect on employment is negative while the veteran effect on earnings, given employment, is positive. This is likely because of selection bias; the most productive veterans find employment and therefore command higher wages. Veteran effects differ by race and ethnicity, length of military service and time since service. Policymakers should tailor transition programs to the most vulnerable veterans, such as long-term military personnel.","The authors investigated the relationship between military service and employment outcomes (employment status and weekly earnings) for post-9/11 veterans, a heretofore understudied group, using the Current Population Survey (CPS) Veteran Supplement."
"Labor Market Earnings of Veterans: Is Time in the Military More Valuable or Less than is Civilian Experience?","https://scispace.com/paper/labor-market-earnings-of-veterans-is-time-in-the-military-4wm6jveo3q","2019","Journal Article","Social Science Research Network","Christos Makridis
Barry T. Hirsch
Barry T. Hirsch","10.2139/SSRN.3466518","","We assess the labor market experiences of military veterans, focusing on three major outcomes, among others, controlling for a wide array of demographic characteristics and industry and occupational fixed effects. First, we find that male and female veterans receive civilian earnings nearly equivalent to nonveteran men and women. This finding implies that military experience is valued in the labor market similarly to foregone civilian experience. Second, veterans are clustered in occupations with somewhat lower than average employment and real earnings growth, and in metropolitan areas with lower levels and growth of real GDP per capita. Third, veterans experience lower returns to formal educational investments (e.g., college) than do nonveterans. Veterans realize earnings gains from professional licenses, but their returns are lower than for nonveterans. These gains are concentrated among science, technology, engineering, and math (STEM) jobs, suggesting that veterans could help meet the growing demand for tech talent and artificial intelligence skills.","This article assess the labor market experiences of military veterans, focusing on three major outcomes, among others, controlling for a wide array of demographic characteristics and industry and occupational fixed effects, finding that male and female veterans receive civilian earnings nearly equivalent to nonveteran men and women."
"The Effect of 21st Century Military Service on Civilian Labor and Educational Outcomes","https://scispace.com/paper/the-effect-of-21st-century-military-service-on-civilian-h78qn1de8x","2014","Journal Article","Journal of Labor Research","P. Wesley Routon","10.1007/S12122-013-9170-4","","I estimate the effect of military service during the Afghanistan and Iraq wars on civilian labor and educational outcomes using several empirical methodologies including sibling fixed effects and propensity score matching. Since military occupations and training have changed significantly in the past few decades, these effects may be different than those found in previous studies on veterans of earlier theaters. I find that veteran status increases civilian wages by approximately ten percent for minorities but has little or no effect on whites in this regard. Veterans of all demographic groups are found to be equally employable and equally as satisfied with their civilian occupation as non-veterans. For females and minorities, veteran status substantially increases the likelihood one attempts college. These veterans are found to be more apt to pursue and obtain a two year (associate’s) degree instead of a four year (bachelor’s) degree. Lastly, I find mixed evidence that veteran status increases the likelihood of public sector employment.","In this paper, the effect of military service during the Afghanistan and Iraq wars on civilian labor and educational outcomes using several empirical methodologies including sibling fixed effects and propensity score matching was estimated."
"Improving Student Services for Military Veterans","https://scispace.com/paper/improving-student-services-for-military-veterans-1vofkpv0f1","2016","","","Melinda Mechur Karp
Serena Constance Klempin","10.7916/D8VH5P04","https://scispace.com/pdf/improving-student-services-for-military-veterans-1vofkpv0f1.pdf","It is essential to consider how recently separated service members can succeed in obtaining educational credentials that will help them gain employment and reintegrate into their communities. Education is a key component in the transition back to civilian life and employment for many new veterans. Enrollment in college allows veterans to upgrade existing skills or gain new skills in order to transition to a new career. And successful completion of college programs provides veterans with valuable credentials that may validate uncredentialed skills they gained in the military. The Post-9/11 GI Bill of 2008 expanded previous tuition benefits for veterans in order to make college an accessible post-service option. The U.S. Veteran's Administration estimates that 1.4 million individuals used the Post-9/11 GI Bill between 2009 and 2015. 1 Many service members find it difficult to align the skills and knowledge gained via military service to the civilian labor market, particularly if they separate while holding a relatively low rank, are classified as having a disability, come from a minority background, or served in service and support occupations in the military. 2 Half of Post-9/11 service members experience at least some period of unemployment upon separation from the military. 3 As the number of veterans is expected to increase over the next five years, 4 it is essential to consider how recently separated service members can enter college and succeed in obtaining educational credentials that will help them gain employment and reintegrate into their communities. This review explores strategies taken by five community colleges to better serve veteran students so that they feel more comfortable at college and are better able to persist and earn a credential. Approximately 40 percent of student veterans attend community colleges. 5 These local, publicly funded, open-access institutions are a good deal financially for veterans. Although the Post-9/11 GI Bill places a cap on tuition coverage for private universities, it covers the cost of public universities and community colleges in full. 6 In addition, community colleges are at the vanguard of initiatives such as competency-based education that could help veterans complete a certificate or degree faster (in part by enabling them to receive academic credit for military training), which in turn could help them connect to the labor market more quickly.","In this article, a review explores strategies taken by five community colleges to better serve veteran students so that they feel more comfortable at college and are better able to persist and earn a credential."
"The Consequences of the Post-9/11 GI Bill on Veterans and Higher Education","https://scispace.com/paper/the-consequences-of-the-post-9-11-gi-bill-on-veterans-and-1t5olas84u","2016","Dissertation","","Adam B. Fullerton","","","This study investigates how the Post-9/11 GI Bill is used by veterans to attend higher education institutions offering 4-year college degrees. The Post-9/11 GI Bill was intended to give the benefit of payment assistance to all of those that served the United States military on, or after, September 11, 2001, as they pursue their college education. This study examines the school choices of the students utilizing that benefit and the implications of a large number of these students using their benefits to attend for-profit institutions. To do this, the study first explores the history of the GI Bill, as well as its many sub-programs that provide assistance to unique subcategories of veterans and family members. The study then empirically shows that veterans are substantially more likely than non-veterans to attend for-profit colleges, which have lower graduation rates and higher student loan default rates than their non-profit and public counterparts. GI Bill funds thus flow disproportionately to the for-profit sector, raising concerns about the impact of such funds on student outcomes. The study then explores the potential inadequacies of the 90/10 rule for for-profit colleges. Four potential solutions to the problem are considered, with a specific focus on the possibility of Military Universities being revamped to provide a better path to a college degree for service members.","This article investigated how the post-9/11 GI Bill is used by veterans to attend higher education institutions offering 4-year college degrees and found that veterans are substantially more likely than non-veterans to attend for-profit colleges, which have lower graduation rates and higher student loan default rates than their non-profit and public counterparts."
"Schooling and the Vietnam-Era GI Bill: Evidence from the Draft Lottery","https://scispace.com/paper/schooling-and-the-vietnam-era-gi-bill-evidence-from-the-ijv88j1z9b","2011","Posted Content","Social Science Research Network","Joshua D. Angrist
Joshua D. Angrist
Joshua D. Angrist
Stacey H. Chen","","https://papers.ssrn.com/sol3/Delivery.cfm/SSRN_ID1806391_code238096.pdf?abstractid=1806391&mirid=1&type=2","Draft-lottery estimates of the causal effects of Vietnam-era military service using 2000 census data show marked schooling gains for veterans. We argue that these gains can be attributed to Vietnam veterans’ use of the GI Bill rather than draft avoidance behavior. At the same time, draft lottery estimates of the earnings consequences of Vietnam-era service are close to zero in 2000. The earnings and schooling results can be reconciled by a flattening of the age earnings profile in middle age and a modest economic return to the schooling subsidized by the GI Bill. Other long-run consequences of Vietnam-era service include increases in migration and public sector employment.","The authors argue that these gains can be attributed to Vietnam veterans' use of the GI Bill rather than draft avoidance behavior, and that the earnings and schooling results can be reconciled by a flattening of the age earnings profile in middle age and a modest economic return to the schooling subsidized by the GI bill."
"Veterans in Workforce Development: Participation and Labor Market Outcomes","https://scispace.com/paper/veterans-in-workforce-development-participation-and-labor-4irvi6uf7b","2014","Report","Research Papers in Economics","Colleen K. Chrisinger","10.17848/WP17-274","https://research.upjohn.org/cgi/viewcontent.cgi?article=1292&context=up_workingpapers","This paper compares the employment status and earnings of veterans and nonveterans following their receipt of public workforce development services in Washington State during the years 2002–2012. It also describes workforce program participation patterns for veterans and nonveterans to determine if veterans have equal or prioritized access to key programs, where prioritization is required by law. Based on tabulations and propensity score weighted regressions using administrative data, the results indicate slightly lower levels of participation by veterans than nonveterans in two major workforce programs (Wagner-Peyser and the Workforce Investment Act Adult program), and high participation in veteran-specific programs (Disabled Veterans Outreach Program and Local Veterans Employment Representative). Employment rates of veterans after program receipt are substantially lower than those for nonveterans. Meanwhile, average earnings are slightly higher, conditional on employment. These results highlight the ongoing challenge of closing the gap in employment between veterans and nonveterans to reach goals stated by policymakers.","In this article, the authors compared the employment status and earnings of veterans and nonveterans following their receipt of public workforce development services in Washington State during the years 2002-2012."
"The G.I. Bill: A Case Study in Behavioral Economics","https://scispace.com/paper/the-g-i-bill-a-case-study-in-behavioral-economics-1j9f8838fe","2018","Journal Article","Policy Perspectives","Amanda (Swanson) Goff","10.4079/PP.V25I0.18349","https://scispace.com/pdf/the-g-i-bill-a-case-study-in-behavioral-economics-1j9f8838fe.pdf","In pursuit of public welfare, the federal government supports a range of programs designed to encourage desirable behavior. Though for centuries lawmakers have strived to account for irrational actors and ultimately produce effective policy, behavioral economics has only entered the discussion recently as a means to accomplish these ends. The G.I. Bill provides a unique opportunity to examine behavioral economic principles as they relate to a long-standing, well-developed program. Introduced in 1944, the G.I. Bill provides tuition assistance and other educational benefits to support US military veterans pursuing a postsecondary credential. Benefit usage rates remain high and relatively stable in the decades since the legislation’s enactment, suggesting that educational incentives may serve as powerful motivators for veterans continuing their education. However, low college completion rates amongst veterans that choose to use G.I. Bill benefits limit the program’s true effectiveness. This case illustrates both the benefits and the limitations of applying behavioral economics concepts in policy design, particularly as demands on the G.I. Bill program continue to evolve.","The G.I. Bill provides tuition assistance and other educational benefits to support US military veterans pursuing a postsecondary credential as mentioned in this paper, and the benefits remain high and relatively stable in the decades since the legislation's enactment, suggesting that educational incentives may serve as powerful motivators for veterans continuing their education."
"Predictors of Educational Attainment for Veterans","https://scispace.com/paper/predictors-of-educational-attainment-for-veterans-1rjflehqez","2014","","","Brandon Moore","","","The Montgomery G.I. Bill (MGIB) and the Post-9/11 GI Bill are offered to all servicemembers. Many veterans do not partake in this allowance, however, either using it briefly and doing something else or simply not using it at all. Using the American Communities Survey, this research finds that the predictors of educational attainment for veterans and nonveterans are different, making it necessary for more research on veterans and higher education. Introduction In the next few years, nearly two million veterans will be returning from Operation Iraqi Freedom/Operation Enduring Freedom (American Council on Education, 2008, 2009). These veterans have educational benefits they have earned and although these benefits are quite generous, many veterans will not utilize them. With the U.S. economy still recovering and an unemployment rate of 20% for Gulf War-era II veterans age 18-24 in 2012 (Bureau of Labor Statistics, 2013), there are not enough good jobs for veterans who are returning from wartime service without higher education. Therefore, it is imperative that we understand how to help veterans get the best education and jobs possible, the first step of which is determining predictors of educational attainment. The purpose of this paper is to determine if the predictors for educational attainment are the same for veterans as for nonveterans. The literature on education levels provides numerous predictors of educational attainment, but it is unclear whether these predictors are the same for veterans as they are for nonveterans. Using data from the American Communities Survey, predictors of educational attainment for veterans and nonveterans will be analyzed using multiple regression. The results of this study inform and serve as a catalyst for further research on the topic of veterans and higher education.","Using the American Communities Survey, the authors found that the predictors of educational attainment for veterans and nonveterans are different, making it necessary for more research on veterans and higher education."
"Schooling and the Vietnam-Era GI Bill: Evidence from the Draft Lottery","https://scispace.com/paper/schooling-and-the-vietnam-era-gi-bill-evidence-from-the-3yumbet6no","2011","Journal Article","American Economic Journal: Applied Economics","Joshua D. Angrist
Stacey H. Chen","10.1257/APP.3.2.96","https://scispace.com/pdf/schooling-and-the-vietnam-era-gi-bill-evidence-from-the-3yumbet6no.pdf","Draft-lottery estimates of the causal effects of Vietnam-era military service using 2000 census data show marked schooling gains for veterans We argue that these gains can be attributed to Vietnam veterans’ use of the GI Bill rather than draft avoidance behavior At the same time, draft lottery estimates of the earnings consequences of Vietnam-era service are close to zero in 2000 The earnings and schooling results can be reconciled by a flattening of the ageearnings profile in middle age and a modest economic return to the schooling subsidized by the GI Bill Other long-run consequences of Vietnam-era service include increases in migration and public sector","The authors argue that these gains can be attributed to Vietnam veterans' use of the GI Bill rather than draft avoidance behavior, and they reconcile the earnings and schooling results can be reconciled by a flattening of the age-earnings profile in middle age and a modest economic return to the schooling subsidized by the GI bill."
"Evaluating the Labor Market Performance of Veterans Using a Matched Comparison Group Design","https://scispace.com/paper/evaluating-the-labor-market-performance-of-veterans-using-a-2jvonapfil","2003","Journal Article","Journal of Human Resources","Barry T. Hirsch
Stephen L. Mehay","10.3368/JHR.XXXVIII.3.673","https://scispace.com/pdf/evaluating-the-labor-market-performance-of-veterans-using-a-2jvonapfil.pdf","A key concern in estimating the effect of military service on civilian earnings is bias from unmeasured differences between military veterans and nonveterans. The effects of activeduty service are estimated using the 1986 and 1992 Reserve Components Surveys, which permit a matched comparison between reservists who are veterans and reservists without active-duty service. Because military entrance requirements are identical for the reserves and active duty, estimated treatment effects embody control for selection by the military and selection by workers for a form of military service. Results are presented for officers and enlisted personnel and by race and era of service. The average impact of active-duty service on civilian earnings is 3 percent among the reservist population, but this average reflects treatment effects of essentially zero for enlisted personnel and 10 percent for officers. Among white enlisted personnel, veteran effects are negative but small. Treatment effects for African-American veterans average about 5 percent. Vietnam-era white draftees are found to have suffered an approximate 5 percent wage penalty and volunteers little penalty, but estimates from the reservist sample are likely to understate negative effects from Vietnamera service.","The effect of active-duty service on civilian earnings is estimated using the Reserve Components Surveys, permitting a matched comparison between reservists who are veterans and reservists without active- duty service."
"Fighting for Education: Financial Aid and Degree Attainment","https://scispace.com/paper/fighting-for-education-financial-aid-and-degree-attainment-jccpd3zsoh","2019","Journal Article","Journal of Labor Economics","Andrew Barr","10.1086/700191","","The Post-9/11 GI Bill brought about the largest expansion in veteran education benefits since the end of World War II, increasing annual benefit expenditures from $3 billion to more than $13 billio...","The Post-9/11 GI Bill brought about the largest expansion in veteran education benefits since the end of World War II, increasing annual benefit expenditures from $3 billion to more than $13 billio..."
"Evaluating the Labor Market Performance of Veterans Using a Matched Comparison Group Design","https://scispace.com/paper/evaluating-the-labor-market-performance-of-veterans-using-a-4mhx5bii79","2003","Posted Content","Social Science Research Network","Barry T. Hirsch
Barry T. Hirsch
Stephen L. Mehay","","https://papers.ssrn.com/sol3/Delivery.cfm/SSRN_ID295080_code011228510.pdf?abstractid=295080&mirid=5","A key concern in estimating the effect of military service on civilian earnings is bias from unmeasured differences between military veterans and nonveterans. The effects of activeduty service are estimated using the 1986 and 1992 Reserve Components Surveys, which permit a matched comparison between reservists who are veterans and reservists without active-duty service. Because military entrance requirements are identical for the reserves and active duty, estimated treatment effects embody control for selection by the military and selection by workers for a form of military service. Results are presented for officers and enlisted personnel and by race and era of service. The average impact of active-duty service on civilian earnings is 3 percent among the reservist population, but this average reflects treatment effects of essentially zero for enlisted personnel and 10 percent for officers. Among white enlisted personnel, veteran effects are negative but small. Treatment effects for African-American veterans average about 5 percent. Vietnam-era white draftees are found to have suffered an approximate 5 percent wage penalty and volunteers little penalty, but estimates from the reservist sample are likely to understate negative effects from Vietnamera service.","The authors found that the average impact of active duty service on civilian earnings is 3 percent among the reservist population, but this average reflects treatment effects of essentially zero for enlisted personnel and 10 percent for officers."
"College Education and the Midcentury GI Bills","https://scispace.com/paper/college-education-and-the-midcentury-gi-bills-1ofwdl0vwm","2003","Journal Article","Quarterly Journal of Economics","Marcus M. Stanley","10.1162/003355303321675482","","The midcentury GI bills were the largest direct scholarship program for higher education in American history. I use a comparison group created by the sharp cutoff date of the Korean War GI bill to evaluate the effects of the Korean War GI bill on postsecondary educational attainment and access to college by the disadvantaged. I then bound the likely effects of the World War II GI bill based on elasticities estimated for the Korean War GI bill and new estimates using older veterans as a comparison group for younger ones. I find that the combination of the Korean War and WWII GI bills probably increased total postsecondary attainment among all men born between 1921 and 1933 by about 15 to 20 percent, with smaller effects for surrounding cohorts. The impacts of both programs on college attainment were apparently concentrated among veterans from families in the upper half of the distribution of socioeconomic status.","This paper found that the impacts of the Korean War GI bill on college attainment were concentrated among veterans from families in the upper half of the distribution of socioeconomic status and older veterans as a comparison group for younger ones."
"Evaluating the Impact of the Post-9/11 GI Bill on College Enrollment for Veterans with Service-Connected Disabilities:","https://scispace.com/paper/evaluating-the-impact-of-the-post-9-11-gi-bill-on-college-2z3hcpd2x3","2020","Journal Article","Teachers College Record","Liang Zhang","10.1177/016146812012200305","","Background/ContextThe Post-9/11 GI Bill has provided educational benefits to millions of military service members and veterans since its adoption in August 2009. Recent studies indicate that the bi...","The Post-9/11 GI Bill has provided educational benefits to millions of military service members and veterans since its adoption in August 2009 as discussed by the authors, and recent studies indicate that the bi..."
"Student Veterans’ Outcomes by Higher Education Sector: Evidence from Three Cohorts of the Baccalaureate and Beyond","https://scispace.com/paper/student-veterans-outcomes-by-higher-education-sector-594s435gki","2018","Journal Article","Research in Higher Education","Jennifer L. Steele
Peter Buryk
Geoffrey McGovern","10.1007/S11162-017-9491-X","","We use nationally representative survey data from three cohorts of bachelor’s degree recipients to examine military veterans’ student loan debt at graduation and their employment and earnings 1, 4, and 10 years after graduation, relative to observably similar graduates. We also examine whether the effects of veteran status depend on college sector. Using propensity score weights with covariate adjustment, we find employment and earnings premiums for veterans 1 and 4 years after graduation, and an employment penalty but earnings premium (conditional on employment) 10 years after graduation. We find no clear evidence of a for-profit employment or earnings penalty among bachelor’s degree recipients, including veterans. We do find that veterans are as likely as similar non-veterans to graduate with debt, and that graduating from a for-profit institution yields markedly higher debt amounts, especially for veterans, despite the availability of Montgomery GI Bill benefits for these cohorts.","The authors examined military veterans' student loan debt at graduation and their employment and earnings 1, 4, and 10 years after graduation, relative to observably similar graduates, and found no clear evidence of a for-profit employment or earnings penalty among bachelor's degree recipients, including veterans."
"Does the GI Bill Support Educational Attainment for Veterans with Disabilities? Implications for Current Veterans in Resuming Civilian Life","https://scispace.com/paper/does-the-gi-bill-support-educational-attainment-for-veterans-3itf73oiko7r","","","","Alexa Smith-Osborne","10.15453/0191-5096.3475","","A secondary data analysis of the 2001 National Survey of Veterans (NSV) for 2075 Gulf War-era veterans was conducted to investigate whether the GI Bill (the Servicemen's Readjustment Act of 1944, most recent provisions of which have been entitled the Montgomery GI Bill and the Post 9/11 GI Bill), considered as a social welfare policy, demonstrated protective effects for veterans with disabilities in terms of successful re-entry and sustained enrollment in higher education. Regression analyses to test the mediation effects of use of the GI Bill, use of non-Veterans' Administration (VA)financial aid, and use of VA health services suggested mediation effects; however, post hoc testing did not yield significant results. Analysis of this and an alternative multiple mediator model using bootstrapping strategies for assessing indirect effects suggested that total and non-labor income and social support, not the GI Bill, mediate the effects of disability on educational attainment among this population. Implications for social welfare policies and programs to support this population's access to and success in post-secondary institutions are highlighted.","A secondary data analysis of 2075 Gulf War-era veterans found that the GI Bill did not significantly support educational attainment for veterans with disabilities, contrary to expectations, suggesting alternative factors like income and social support mediate educational outcomes."
"Post-Service Earnings of Veterans: A Survey and Further Research","https://scispace.com/paper/post-service-earnings-of-veterans-a-survey-and-further-ed5lnyr2zg","1991","","","Carolyn J. Miller","","",": This thesis analyzes the post-service labor market experience of military veterans. First, an exhaustive survey of the literature on the post- service earnings was conducted. Research studies were classified according to survey sample, methodology and empirical findings. Second, an empirical analysis of the effect of veteran status on post-service earnings was performed. A dataset was created using the 1986 Reserve Components Survey. Standard human capital models were estimated to measure the effect of (1) veteran status, (2) formal military training (3) military on-the-job training, and 5 civilian- reserve job similarity. the results indicate a small overall negative return to veteran status. However, results for the individual services varied. A positive return was found for service in the Air Force, Navy and Marine Corps, but a penalty was observed for service in the Army. It appears that black veterans were not hurt by military service. The results for training and transfer variables were positive for the Air Force, Navy and Marine Corps.","In this article, the authors analyzed the post-service labor market experience of military veterans and found that a small overall negative return to veteran status was observed for service in the Air Force, Navy and Marine Corps."
"Evaluating the Labor Market Performance of Veterans Using A Matched Comparison Group Design","https://scispace.com/paper/evaluating-the-labor-market-performance-of-veterans-using-a-y0aud73jv97a","","","","BT Hirsch
SL Mehay","10.2307/1558772","","The effect of active-duty service on civilian earnings is estimated using the Reserve Components Surveys, permitting a matched comparison between reservists who are veterans and reservists without active-duty service. Estimated treatment effects control for selection by the military and individuals, due in part to identical active-duty and reserve entrance requirements. The average impact of active-duty service on civilian earnings is 3 percent among the reservist population, reflecting effects of essentially zero for enlisted personnel and 10 percent for officers. Among white enlisted personnel veteran effects are negative but small, while averaging about 5 percent among African-Americans. Wage penalties resulting from Vietnam-era service are larger for white draftees than volunteers, while African-American draftees and volunteers realized gains.","This study estimates the effect of active-duty service on civilian earnings using a matched comparison group design, finding a 3% average impact, varying by rank and ethnicity, with significant wage penalties for white draftees and gains for African-American draftees and volunteers."
"The impact of military training on veterans' earnings in the private sector: is there complimentarity between military and private training for veterans?","https://scispace.com/paper/the-impact-of-military-training-on-veterans-earnings-in-the-39o7fmjmv4","1994","","","Eric G. McCoy","","https://scispace.com/pdf/the-impact-of-military-training-on-veterans-earnings-in-the-39o7fmjmv4.pdf",": This thesis specified and estimated standard human capital earnings models to investigate the effect of military training on the post-military wages of veterans, and the relative payoff of military training for veterans compared to the payoff of civilian training for nonveterans. In addition, the thesis analyzed the complimentarity between military and post-military private sector training and the effect of military training on private sector wages of veterans when occupation variables are included in the models. The National Longitudinal Survey, Youth cohort, for 1983, was used as the source of data. The results of the thesis indicate that military training increases post-military private sector earnings of Veterans by 0.18 percent per week of training, which exceeds the payoff to civilian training for nonveterans of 0.14 percent per week of training. No complimentarity was found between military and post-service private sector training. When type of occupation is included in the models, the wage effect of military training fell to 0.14 percent per week of training. Overall, the thesis demonstrates that the military has been an important source of training during the all volunteer era that is comparable to that received by nonveterans in the private sector.","The thesis demonstrates that the military has been an important source of training during the all volunteer era that is comparable to that received by nonveterans in the private sector."
"How Did the Post-9/11 GI Bill Affect Vet eran Students’ Undergraduate College Choices? An Application of Propensity Scores in Difference-in-Differences Models","https://scispace.com/paper/how-did-the-post-9-11-gi-bill-affect-vet-eran-students-3dlcyd6w","2022","Journal Article","Harvard Educational Review","Lin Zhang","10.17763/1943-5045-92.1.1","","The Post-9/11 GI Bill represents significant public investment in and commitment to veterans who have served in the armed forces and those who will serve in the future. Recent studies have examined its effect on veterans’ college participation. In this study, Liang Zhang uses data from four waves of the National Postsecondary Student Aid Study between 2004 and 2016 to examine the effect of the Post-9/11 GI Bill on veterans’ college choices. This analysis finds, most notably, that veterans who received federal education benefits attended colleges in more expensive locations after the implementation of the bill. Moreover, a greater proportion of veterans attended private for-profit institutions instead of public institutions. Also, the bill had no significant impact on choices in terms of institution level as measured by four-year versus two-year colleges, Carnegie Classification, or program type (online versus in-person).","Zhang et al. as discussed by the authors used data from four waves of the National Postsecondary Student Aid Study between 2004 and 2016 to examine the effect of the Post-9/11 GI Bill on veterans' college choices."
"Lessons from the Cold War: Military Service and College Education","https://scispace.com/paper/lessons-from-the-cold-war-military-service-and-college-3mmerxpc0x","2005","Journal Article","Sociology Of Education","Alair MacLean","10.1177/003804070507800304","https://www.jstor.org/stable/4148917","Since World War II, the federal government has provided funds to pay for the education of veterans through the GI bill. Yet, these funds were unavailable from 1955 to 1965. This article considers four potentially overlapping hypotheses to describe the effect of military service on veterans' educational attainment in the absence of government funding. Military service may have (1) reproduced civilian status defined by social background, (2) reflected the process of selection on the basis of individual characteristics, (3) changed men's educational trajectories by providing a positive turning point, or (4) disrupted the educational portion of the transition to adulthood. The results indicate that veterans who were drafted were less likely than were nonveterans and veterans who were not drafted to go on to college, which is consistent with the disruption hypothesis, and that military service diverted academically ambitious men from their plans for higher education. Thus, military service disrupted some men's...","In this paper, the effect of military service on veterans' educational attainment in the absence of government funding has been investigated and four potentially overlapping hypotheses to describe the effect: military service may have reproduced civilian status defined by social background, reflected the process of selection on the basis of individual characteristics, changed men's educational trajectories by providing a positive turning point, or disrupted the educational portion of the transition to adulthood."
"Hard lessons: combat deployment and veteran interest in higher education","https://scispace.com/paper/hard-lessons-combat-deployment-and-veteran-interest-in-4ynf32ru74","2016","Journal Article","Applied Economics Letters","Laura E. Armey
Jonathan Lipow","10.1080/13504851.2015.1105918","","Over 2.5 million Americans served in the wars in Afghanistan and Iraq. In this short article, we consider the impact of these experiences on their future welfare. Specifically, we ask if those who served in Afghanistan and Iraq are more or less likely to exploit their GI Bill benefits in order to pursue higher education than service members who did not directly participate in these conflicts. We exploit a comprehensive administrative dataset that the US Armed Forces’ Defense Manpower Data Center (DMDC) provided to us. We find across models that deployment to Afghanistan or Iraq significantly increases the likelihood that veterans will take advantage of their educational benefits, but that exposure to violent combat significantly decreases it.","This article found that deployment to Afghanistan or Iraq significantly increases the likelihood that veterans will take advantage of their educational benefits, but that exposure to violent combat significantly decreases it, and they also found that those who served in Afghanistan and Iraq are more or less likely to exploit their GI Bill benefits in order to pursue higher education than service members who did not directly participate in these conflicts."
"The Role of Education Benefits in Supporting Veterans as They Transition to Civilian Life: Veterans' Issues in Focus","https://scispace.com/paper/the-role-of-education-benefits-in-supporting-veterans-as-19698r7v","2022","Book","","","10.7249/pea1363-4","","Every year, close to 200,000 active-duty service members leave the military and join the community of American veterans. A key part of their compensation and benefits is funding for post-service education. There is evidence that these benefits have a positive impact on veterans' transitions to civilian life and educational attainment, but few studies have looked at who uses them, their transition experiences, or their long-term outcomes. ","This paper found that post-service education benefits have a positive impact on veterans' transitions to civilian life and educational attainment, but few studies have looked at who uses them, their transition experiences, or their long-term outcomes."
