"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Estándares nacionales e internacionales del tratamiento penitenciario y carcelario en Colombia. Un estudio del caso de la cárcel de Neiva (Huila)","https://scispace.com/paper/estandares-nacionales-e-internacionales-del-tratamiento-47ad8o6s7k","2020","Journal Article","Prolegómenos","William Javier Salazar Medina
Ricardo Hernán Medina Rico","10.18359/PROLE.3460","https://scispace.com/pdf/estandares-nacionales-e-internacionales-del-tratamiento-47ad8o6s7k.pdf","espanolEl presente articulo de investigacion busca determinar si las medidas adoptadas por el sistema penitenciario y carcelario colombiano se ajustan a las reglas minimas para el tratamiento de reclusos adoptadas por el Primer Congreso de las Naciones Unidas sobre Prevencion del Delito y Tratamiento del Delincuente, y las “Reglas Nelson Mandela”. Para lo anterior se realizara un analisis de la situacion existente en la carcel de Neiva. Como metodologia se desarrollo una investigacio cualitativa partiendo de una informacion obtenida del analisis jurisprudencial y doctrinal y de la realizacion de entrevistas. Lo anterior posibilito una descripcion, clasificacion y explicacion de datos y una interpretacion de estos, lo que llevo a resultados sobre la situacion actual de las medidas de tratamiento penitenciario adoptadas en la carcel de Neiva bajo un tipo de investigacion descriptivo-explicativa que permite concluir que, a pesar de los esfuerzos, no se satisfacen a cabalidad los parametros internacionales. EnglishThis research paper seeks to determine whether the measures adopted by the Colombian penitentiary and correctional system conform to minimum rules for the treatment of prisoners adopted by the First United Nations Congress on Crime Prevention and Treatment of Offenders as well as with the “Nelson Mandela Rules.” For these purposes, the current situation at the Neiva prison facilities will be assessed. The methodological approach used for this study was a qualitative one based on information obtained from jurisprudential and doctrinal analysis as well as from interviews. The aforementione allowed the data collected to be described, classified, explained, and interpreted, with the conclusion that, based on the descriptive-explanatory assessment of current correctional measures adopted at Neiva prison, and despite efforts, international parameters have not been fully met yet. portuguesEste trabalho de pesquisa procura determinar se as medidas adotadas pelo sistema penitenciario e carcerario colombiano estao em conformidade com as regras minimas para o tratamento de prisioneiros adotadas pelo Primeiro Congresso das Nacoes Unidas sobre Prevencao e Tratamento do Delinquente, bem como com as “Regras de Nelson Mandela”. Para estes fins, a situacao atual nas instalacoes da prisao de Neiva sera avaliada. A abordagem metodologica utilizada para este estudo foi qualitativa, baseada em informacoes obtidas de analises jurisprudenciais e doutrinarias, bem como de entrevistas. O acima mencionado permitiu que os dados coletados fossem descritos, classificados, explicados e interpretados, com a conclusao de que, com base na avaliacao descritivo-explicativa das medidas corretivas adotadas na prisao de Neiva, os parâmetros internacionais ainda nao foram plenamente atingidos, apesar dos esforcos.","In this paper, the authors investigate whether the measures adopted by the Colombian penitentiary and correctional system conform to minimum rules for the treatment of prisoners adopted by First United Nations Congress on Crime Prevention and Treatment of Offenders as well as with the Nelson Mandela Rules."
"Regras Mínimas das Nações Unidas para o Tratamento de Reclusos (Regras de Nelson Mandela)","https://scispace.com/paper/regras-minimas-das-nacoes-unidas-para-o-tratamento-de-4s4ndy7td2","2016","Journal Article","","","10.18356/9789213589472","","As regras que a seguir se enunciam não pretendem descrever em porme nor um modelo de sistema prisional. Procuram unicamente, com base no consenso geral do pensamento atual e nos elementos essenciais dos sis temas contemporâneos mais adequados, estabelecer o que geralmente se aceita como sendo bons princípios e práticas no tratamento dos reclusos e na gestão dos estabelecimentos prisionais. ","The United Nations' Nelson Mandela Rules establish minimum standards for prisoner treatment and prison management, based on current consensus and contemporary best practices, aiming to promote humane and rehabilitative prison systems worldwide."
"The relevance of the Mandela Rules in Europe","https://scispace.com/paper/the-relevance-of-the-mandela-rules-in-europe-3uc5qxih25","2016","Journal Article","ERA Forum","Andrea Huber","10.1007/S12027-016-0427-2","","On 17 December 2015, the UN General Assembly adopted, unanimously, the revised Standard Minimum Rules for the Treatment of Prisoners, completing a four-year process of review and deciding that they should become known as the Nelson Mandela Rules.","On 17 December 2015, the UN General Assembly adopted, unanimously, the revised Standard Minimum Rules for the Treatment of Prisoners, completing a four-year process of review and deciding that they should become known as the Nelson Mandela Rules as discussed by the authors."
"United Nations Standard Minimum Rules for the Treatment of Prisoners","https://scispace.com/paper/united-nations-standard-minimum-rules-for-the-treatment-of-3dn9bbhxed","2013","","","Connie de la Vega","","","Because the Standard Minimum Rules for the Treatment of Prisoners represent what the international community considers minimum standards of respectability and decency in the treatment of prisoners, they are very influential. Unfortunately, they include no underlying rationale, an omission that is a major obstacle to interpretation and implementation. Also, they do not emphasize or even accord much place to the key United Nationals (UN) stated principle of the inherent dignity o' the human person, upon which so much else depends. The rules say very little about justice or criminal justice and leave largely to those working in the field the task of deriving from the text underlying principles of justice. The rules tend to reflect prevailing practice and perpetuate the conventional wisdom according to which penal justice is fundamentally punitive and retributive. An interim step to a thorough review of the rules would be a strengthening of the statement of principle. This step would serve to provide a basis for interpreting and implementing the rules other than in conventional ways and in ways more in keeping with the UN's long-standing concern for human dignity and the development of the human person. (A suggested resolution to amend the rules is appended.) (YLB) *********************************************************************** Reproductions supplied by EDRS are the beet that can be made from the original document. *********************************************************************** International Council for Adult Educe lion Conseil International d'Education des Adiu Hes Consejo Internacional de Educacion de Aduitos eLLAJI",""
"Mindestgrundsätze der Vereinten Nationen für die Behandlung der Gefangenen (Nelson-Mandela-Regeln)","https://scispace.com/paper/mindestgrundsatze-der-vereinten-nationen-fur-die-behandlung-1fkc6n3sd5","2016","Journal Article","","","10.18356/9789213589489","","Mit den folgenden Regeln wird nicht beabsichtigt, im Einzelnen ein Muster system für Vollzugsanstalten zu beschreiben. Angestrebt wird lediglich, auf der Grundlage der heute allgemein anerkannten Auffassungen und der wesentlichen Elemente der am besten geeigneten Systeme der heutigen Zeit die allgemein als gut anerkannten Grundsätze und Verfahrensweisen für die Behandlung der Gefangenen und die Führung der Vollzugsanstalten darzulegen. ","The United Nations' Nelson-Mandela Rules outline universally accepted principles and procedures for prisoner treatment and correctional facility management, based on current best practices and widely recognized concepts."
"The treatment of prisoners: International standards and case law","https://scispace.com/paper/the-treatment-of-prisoners-international-standards-and-case-38fd3pg9fq","2008","Journal Article","Legal and Criminological Psychology","Andrew Coyle","10.1348/135532508X284284","","Objective. In some countries questions are asked about the extent to which human rights should be applied to those who have been detained in prison, particularly if they have been convicted of a criminal offence. However, the international human rights treaties and instruments are quite clear that detained persons are entitled to all human rights that are not expressly removed by the fact of their detention.Method. This article describes in detail what these standards are and how they apply to imprisonment. It also considers how these issues have been interpreted judicially by the European Court of Human Rights and the lessons to be learned from its increasing body of case law.Conclusion. All those who are involved in the management of prisons or who deal in any way with prisoners must always bear in mind 'the inherent dignity of the human person'. This obligation applies particularly to psychologists and others who develop programmes and other activities aimed at influencing the future behaviour of prisoners. Language: en","In this article, the extent to which human rights should be applied to those who have been detained in prison, particularly if they have been convicted of a criminal offence, is discussed."
"New project sheds light on the worldwide use of solitary confinement","https://scispace.com/paper/new-project-sheds-light-on-the-worldwide-use-of-solitary-4iiz0tyts9","2024","Journal Article","Torture: quarterly journal on rehabilitation of torture victims and prevention of torture","Andrea Mølgaard","10.7146/torture.v34i1.144400","https://scispace.compdf/new-project-sheds-light-on-the-worldwide-use-of-solitary-4iiz0tyts9.pdf","The ‘Mapping Solitary Confinement’ project, launched in early 2024 by Dr Sharon Shalev and collaborators, aims to shed light on the global use of solitary confinement - also known as 'isolation' or ‘segregation’. The project, a collaborative effort involving contributors from all over the world, is structured around relevant human rights standards, in particular the UN Special Rapporteur on Torture’s recommendations and the United Nations Standard Minimum Rules for the Treatment of Prisoners also known as the ‘Mandela Rules’ (UN, 2011; UN General Assembly, 2015). The project includes comprehensive reports on national practices from 57 jurisdictions within 42 countries across six continents, compiled by a wide network of volunteers all over the world. ","The 'Mapping Solitary Confinement' project sheds light on the global use of solitary confinement, providing comprehensive reports on national practices from 57 jurisdictions across 42 countries."
"On Nelson Mandela Rule 63: Prisoner’s Moral Vulnerability and Development in the Context of the 2030 United Nations Sustainable World","https://scispace.com/paper/on-nelson-mandela-rule-63-prisoner-s-moral-vulnerability-and-2ahl81w2rh","2021","Book Chapter","","Sławomir Redo
Krzysztof Sawicki","10.1007/978-3-030-56227-4_9","","This public policy chapter analyses and discusses the provision of prison inmates with “wireless” communication with the outside world (Rule 63 of the United Nations Standard Minimum Rules for the Treatment of Prisoners (Nelson Mandela Rules). In the context of the 2030 United Nations Sustainable Development Goal (SDG) 16 to promote peaceful, just and inclusive societies, the chapter calls on the prison administration and non-governmental organisations authorised to assist in the rehabilitation and reintegration of inmates and ex-prisoners to jointly pursue through training, periodicals and special institutional publications the related SDGs’ action-oriented preventive content, with due regard to the group-oriented and individual respective resilience or vulnerability of inmates. Throughout the chapter, the authors seek to demonstrate the importance of the 2030 United Nations SDGs which aspire to transform the world so “no one will be left behind,” even if they stay behind prison bars, or behind others as one of the other kind of minority in an open multicultural society.","In this article, a public policy chapter analyses and discusses the provision of prison inmates with ""wireless"" communication with the outside world (Rule 63 of the United Nations Standard Minimum Rules for the Treatment of Prisoners (Nelson Mandela Rules)."
"Experiences with Welfare, Rehabilitation and Reintegration of Prisoners: Lessons Learned?","https://scispace.com/paper/experiences-with-welfare-rehabilitation-and-reintegration-of-2xjlpw85si","2018","","","Charlotte Gisler
Ineke Regina Pruin
Ueli Hostettler","","https://www.econstor.eu/bitstream/10419/186115/1/102429658X.pdf","This paper contributes to the debate on desirable correctional services systems by presenting four national case studies on the welfare, rehabilitation and reintegration of prisoners, and how each country regulates and institutionalizes these aspects of the penal system. The countries analysed are: Canada, known for its community involvement in release approach; Norway, known for its strong welfare system; Japan, known for its decreasing prison rate; and Malaysia, known for its efforts in the deradicalization and reintegration of prisoners with extremist ideologies.
To create a comparable basis for analysis between the different countries, a comparative scale was developed based on the revised United Nations Standard Minimum Rules for the Treatment of Prisoners (the Nelson Mandela Rules). The scale allows the welfare, rehabilitation and reintegration dimensions of correctional services in each country to be classified in three categories (insufficient, sufficient and excelled). In addition to these three dimensions, the prison regime of each country was analysed to allow the national prison context to be considered in the country comparison.","This paper contributes to the debate on desirable correctional services systems by presenting four national case studies on the welfare, rehabilitation and reintegration of prisoners, and how each country regulates and institutionalizes these aspects of the penal system."
"Practices in the Field of Disciplinary Liability of Convicts While Serving a Sentence of Imprisonment: Analysis of International Experience","https://scispace.com/paper/practices-in-the-field-of-disciplinary-liability-of-convicts-1mgyurtgsp","2024","Journal Article","Futurity Economics & Law","Abdulla Yusifov","10.57125/fel.2024.09.25.04","","The article examines the issue of international experience of disciplinary liability of persons sentenced to imprisonment on the example of the United Nations Standard Minimum Rules for the Treatment of Prisoners (the Nelson Mandela Rules), the European Prison Rules and other international acts, and also examines the experience of individual countries. The purpose of the study is to identify the main standards and ""good practices"" of applying disciplinary sanctions to persons sentenced to imprisonment. The relevance of the study is stipulated by the need to implement international standards in the penitentiary system of Azerbaijan, taking into account the latest monitoring data on the practice of applying disciplinary sanctions to prisoners. The study was carried out within the framework of comparative penology using the methodology of an integrated interdisciplinary approach to the issue under study. Based on the results of the study, the author identified the main prohibited practices: corporal punishment, placement in an unlit cell, deprivation or restriction of food and drink, forced labour, collective punishment of prisoners, any cruel, inhuman or degrading treatment; and permitted practices: warnings, reprimands, telephone access, prohibition of short-term visits, prohibition of shopping, prohibition of receiving parcels and correspondence, solitary confinement or solitary confinement as a last resort. The author also emphasises the rights of prisoners to information on the rules of conduct in the penitentiary institution, to participate in a disciplinary hearing and to appeal against a decision to impose a disciplinary sanction, which constitutes the scientific novelty of the study and areas for further research. ","This study analyzes international standards and ""good practices"" for disciplinary liability of convicts, identifying prohibited practices (e.g. corporal punishment, forced labor) and permitted practices (e.g. warnings, solitary confinement) in penitentiary institutions."
"The Cruel Optimism of International Prison Regulation: Prison Ontologies and Carceral Harms","https://scispace.com/paper/the-cruel-optimism-of-international-prison-regulation-prison-kfgb9pkxty","2023","Journal Article","","Tom Kemp
Philippa Tomczak","10.1017/lsi.2023.63","","This article examines the development of international human rights standards and oversight mechanisms directed at addressing the negative effects of imprisonment. We identify this as the rules-based prison-regulation project, widely endorsed by international organizations and legal scholars. However, with a focus on the United Nations Standard Minimum Rules for the Treatment of Prisoners, we argue that this project has inherent limitations, as it is based on (a) a reductive understanding of carceral harms and (b) a rule-centric ontology of prisons. By challenging these foundations, we explore whether the project exemplifies “cruel optimism” (Berlant, 2011), where the pursuit of improved prison regulation could inadvertently hinder societal flourishing. We argue that the continuous search for new and better prison standards may perpetuate rather than alleviate the problems associated with imprisonment unless accompanied by explicit strategies for countering prison growth and dramatically reducing prisoner numbers, for building the democratic power of prisoners and communities targeted by imprisonment, and continual linkages between prison conditions and the wider political-economic institution of imprisonment. We conclude that engaging with prisons as sites of relational power in practice must underlie any quest to reduce the harms of imprisonment.","The rules-based prison-regulation project has inherent limitations due to its reductive understanding of carceral harms and rule-centric ontology of prisons. It exemplifies cruel optimism if not accompanied by strategies for countering prison growth, building democratic power, and addressing the wider political-economic context."
"International standards for prison health","https://scispace.com/paper/international-standards-for-prison-health-4wqmkqrgss","2023","Book Chapter","","","10.1093/med/9780198834533.003.0002","","Abstract This chapter outlines the laws and regulations governing prison health in an international setting, with a particular focus on the United Kingdom. It covers the United Nations Standard Minimum Rules for the Treatment of Prisoners, outlines the diversity of prison populations and their healthcare needs, and explains the core international standards relevant for healthcare. It also provides an outline of how the standards for healthhcare in the prison setting should be implemented and monitored, both for the purposes of quality governance and for assurance of the wider safety and ethical standards of the prison system for those detained within it. ","International standards for prison health cover the UN Standard Minimum Rules for the Treatment of Prisoners, diversity of prison populations and their healthcare needs, and core international standards relevant for healthcare."
"International standards for the protection of the rights of convicts and prisoners","https://scispace.com/paper/international-standards-for-the-protection-of-the-rights-of-2vzzqjai5ejr","2024","Journal Article","Analìtično-porìvnâlʹne pravoznavstvo","L. Olefir","10.24144/2788-6018.2024.04.92","","The article researches international standards for the protection of the rights of convicts and prisoners. It was determined that international standards for the protection of the rights of convicts and prisoners are a set of norms and principles established by international organizations, which determine the minimum requirements for the treatment of persons in places of deprivation of liberty, which must be observed in the countries that are parties to the relevant international treaties for ensuring the appropriate level of protection of their rights. It was noted that the standards of the international mechanism for the protection of the rights of convicts and prisoners establish specific criteria and norms that must be observed in different countries to ensure an adequate level of protection of the rights of people who are in places of imprisonment. It is emphasized that, depending on the classification and type of standards, they have a universal, regional, mandatory, advisory, general and specialized character, and are applicable to different categories of convicts and prisoners. It is substantiated that thanks to the implementation of international standards for the protection of the rights of prisoners to the legislation of Ukraine and the practice of penitentiary activities, positive changes have been noted in this area: a number of reforms aimed at humanizing the system of execution of punishments, including reducing the number of convicts and prisoners by introducing alternative types of punishment, have been implemented , such as probation; state bodies monitor compliance with the rights of convicts and prisoners, includingthrough cooperation with international organizations such as the Committee for the Prevention of Torture of the Council of Europe; the living conditions of convicts and prisoners were improved in penitentiary institutions; educational and vocational training programs are implemented, which help convicts and prisoners acquire new skills and prepare for reintegration into society after release; the cooperation of the penitentiary system with non­governmental organizations is developing through the implementation of joint projects, monitoring, legal assistance and advocacy, etc. ","International standards for convict and prisoner rights are established norms and principles ensuring minimum treatment requirements in places of deprivation of liberty, with varying universal, regional, and mandatory characteristics, promoting humanization of punishment systems and improving living conditions."
"International imprisonment","https://scispace.com/paper/international-imprisonment-tt1aqu33ny5g","","","","Dirk Van Zyl Smit","10.1093/iclq/lei004","","Every State in the modern world has a prison system, established and purportedly administered in terms of formal legal rules. Most such systems house both sentenced and unsentenced prisoners and have minimum standards and rules that are common to all prisoners. Although there is now a considerable body of international law that aims to provide a human rights framework for the recognition of the rights of all prisoners, the universality of the prison and the ubiquity of international human rights law have not meant that there is international consensus about what imprisonment should be used for and how prisons should be administered. The prison as a penal institution has remained firmly rooted in the nation State and in national legal systems. In this respect penal institutions are different from other detention facilities, most particularly those for prisoners of war, which have long been governed by the rules of international humanitarian law.","Despite international human rights law, there is no consensus on the purpose and administration of prisons, which remain rooted in national legal systems, differing from other detention facilities governed by international humanitarian law."
"PENERAPAN ATURAN STANDAR MINIMAL PERLAKUAN TERHADAP NARAPIDANA DALAM PEMBINAAN SISTEM PEMASYARAKATAN (Studi Pada Lembaga Pemasyarakatan Klas IIB Solok)","https://scispace.com/paper/penerapan-aturan-standar-minimal-perlakuan-terhadap-1ra2yot4","2022","Journal Article","Unes Journal of Swara Justisia","Iyah Faniyah
Nora Wulan Sari","10.31933/ujsj.v6i3.279","","Sejak tahun 1964 sistem pembinaan bagi narapidana telah berubah secara mendasar yaitu dari sistem kepenjaraan menjadi sistem pemasyarakatan. Tujuan perubahan ini adalah untuk perlindungan Hak Asasi Manusia (HAM). Pembaharuan ini mengacu pada Standard Minimum Rules for The Treatment Of Prisoners (SMR) 1933, yang berlaku untuk seluruh negara anggota PBB. Indonesia sebagai anggota PBB menerapkan sistem pembinaan ini di dalam Undang-Undang Nomor 12 Tahun 1995 tentang Pemasyarakatan yang penerapannya di Lembaga Pemasyarakatan Klas IIB Solok melalui pembinaan kepribadian dan pembinaan kemandirian. Lapas yang seyogyanya adalah tempat pembinaan warga binaan pemasyarakatan tidak akan berfungsi secara maksimal dengan keadaan yang kelebihan penghuni.","In this article , a pembaharuan ini mengacu pada Standard Minimum Rules for The Treatment Of Prisoners (SMR) 1933, ying berlaku untuk seluruh negara anggota PBB."
"Education and Criminal Justice: The Educational Approach to Prison Administration. The United Nations Standard Minimum Rules for the Treatment of Prisoners.","https://scispace.com/paper/education-and-criminal-justice-the-educational-approach-to-190z58vnd5","1984","","","Lucien Morin
J. W. Cosman","","https://scispace.com/pdf/education-and-criminal-justice-the-educational-approach-to-190z58vnd5.pdf","Because the Standard Minimum Rules for the Treatment of Prisoners represent what the international community considers minimum standards of respectability and decency in the treatment of prisoners, they are very influential. Unfortunately, they include no underlying rationale, an omission that is a major obstacle to interpretation and implementation. Also, they do not emphasize or even accord much place to the key United Nationals (UN) stated principle of the inherent dignity o' the human person, upon which so much else depends. The rules say very little about justice or criminal justice and leave largely to those working in the field the task of deriving from the text underlying principles of justice. The rules tend to reflect prevailing practice and perpetuate the conventional wisdom according to which penal justice is fundamentally punitive and retributive. An interim step to a thorough review of the rules would be a strengthening of the statement of principle. This step would serve to provide a basis for interpreting and implementing the rules other than in conventional ways and in ways more in keeping with the UN's long-standing concern for human dignity and the development of the human person. (A suggested resolution to amend the rules is appended.) (YLB) *********************************************************************** Reproductions supplied by EDRS are the beet that can be made from the original document. *********************************************************************** International Council for Adult Educe lion Conseil International d'Education des Adiu Hes Consejo Internacional de Educacion de Aduitos eLLAJI","The Standard Minimum Rules for the Treatment of Prisoners represent what the international community considers minimum standards of respectability and decency in the treatment of prisoners, and they are very influential as mentioned in this paper."
"Current state of the international legal standards implementation of living conditions security of sentenced to imprisonment in ukraine","https://scispace.com/paper/current-state-of-the-international-legal-standards-p4sb7mahhu","2023","Journal Article","Кримінально-виконавча система: вчора, сьогодні, завтра","I. M. Broshko","10.32755/sjcriminal.2023.01.065","","The article is devoted to the analysis of the norms of international legal acts in the field of the treatment with prisoners, such as the European Penitentiary Rules and the UN Standard Minimum Rules for the Treatment of Prisoners (Nelson Mandela Rules), as well as the results of a sociological survey of convicts and staff on the subject of the implementation of international standards in the domestic system of punishments execution. It was clarified that the relevance of the study of international standards in the field of living conditions security for sentenced to imprisonment is confirmed by the survey of both the staff and the convicts. According to the results of a sociological survey of those sentenced to imprisonment, it was ascertained that the living quarters of the colonies where they are serving their sentences meet the sanitary and hygienic standards in the vast majority – 82.6%, partially meet – 14.2%, do not meet – 3.1%. It was established that the availability of work in the colony and, accordingly, payment, also significantly affects the possibilities of improving the living conditions security of convicts. More than 12% of respondents indicated that they are lack of job security (employment) and an adequate level of remuneration. Convicted respondents quite favourably supported the proposal, as an experiment, to allow those sentenced to imprisonment to cook food by themselves, 78.1% of respondents supported it. The article emphasizes the need to improve the legislation and practice of detention of convicts in accordance with international standards. After all, the system of living conditions security for sentenced to imprisonment in Ukraine, according to its formal features, meets the requirements of international legal acts, but the mechanisms of such security do not really give such persons access to such standards. The conclusions of the article can be useful for legislators, human rights organizations and other interested parties in the work to improve the conditions of detention of convicts in Ukraine. Key words: international standards; sentenced to imprisonment; living conditions security; penal colonies; Nelson Mandela Rules; European penitentiary rules.","The living conditions security of sentenced to imprisonment in Ukraine partially meet international standards. The majority of living quarters meet sanitary and hygienic standards, but there are issues with work availability and remuneration."
"Prison Vocational Labour Under Mandela Rules and Nigerian Prison Laws: A Comparative Study","https://scispace.com/paper/prison-vocational-labour-under-mandela-rules-and-nigerian-4h28g27o8r","2018","Journal Article","International journal of Asian social science","Ibrahim Danjuma
Rohaida Nordin
Mohd Munzil Muhamad","10.18488/JOURNAL.1.2018.84.190.200","https://archive.aessweb.com/index.php/5007/article/download/2984/4565","Prison Vocational Labour (PVL) is an integral aspect of the correctional facilities that provide prisoners with the ability to learn better life skills. Nowadays, most of the prisons have a directorate that is entrusted with the responsibility of training prisoners through PVL. The purpose of PVL is to impart employable skills so that they may be employed after release. Within the international legal framework, the United Nations Standard Minimum Rules for the Treatment of Prisoners (Mandela Rules) provides a benchmark to all States for the treatment of prisoners as well as the nature and conduct of PVL. In the context of Nigeria, the domestic legal framework which consists of Prison Act, Prison Regulations and Prisons Standing Orders define the nature of PVL and how it should be carried out at the Nigerian Prisons. This study examines the compatibility between Nigerian legal framework and Mandela Rules on the nature and conduct of PVL.","In this article, the compatibility between Nigeria's legal framework and the United Nations Standard Minimum Rules for the Treatment of Prisoners (Mandela Rules) provides a benchmark to all States for the treatment of prisoners as well as the nature and conduct of Prison Vocational Labour (PVL)."
"Correctional Facilities and Correctional Treatment - International Perspectives [Working Title]","https://scispace.com/paper/correctional-facilities-and-correctional-treatment-pbmysnpf","2023","Book Chapter","","","10.5772/intechopen.102125","","This book provides international perspectives on corrections, correctional treatment, and penitentiary laws. Although its focus is on African and South American countries, the information provided can be easily expanded to North America and Europe. The chapters present legal frameworks and applied research on prisons and their potential to deter crime and reduce recidivism rates. The book puts the human rights agenda at the forefront and is a useful resource for those who work in corrections, including prison, education, and probation officers. ","The authors provides international perspectives on corrections, correctional treatment, and penitentiary laws, including legal frameworks and applied research on prisons and their potential to deter crime and reduce recidivism rates."
"Protecting Prisoners","https://scispace.com/paper/protecting-prisoners-30rgb5dquw","1999","Book Chapter","","Rod Morgan
Malcolm D. Evans","10.1093/oso/9780198298212.001.0001","","Abstract Prisoners are a uniquely vulnerable social group and protecting them from oppressive states has given rise to a complex web of standards generated by a variety of international mechanisms and processes. Protecting Prisoners examines the most detailed and far-reaching set of custodial standards yet devised--those of the European Committee for the Prevention of Torture (CPT)---and relates them to those of other European and United Nations bodies. The book also examines the reaction of selected Council of Europe member states---Belgium, France, Hungary, the Netherlands, Turkey, and the United Kingdom---to the application of those standards in CPT reports. This dual perspective provides a critical insight into the degree to which the development of international human rights law is having a practical impact on the situation of prisoners. ","Protecting Prisoners explores the international standards for the protection of prisoners and their rights, focusing on the detailed and far-reaching standards of the European Committee for the Prevention of Torture (CPT)."
"Czy prawo osoby skazanej do rehabilitacji to prawo człowieka? Rozważania na tle prawa międzynarodowego o charakterze hard law i soft law","https://scispace.com/paper/czy-prawo-osoby-skazanej-do-rehabilitacji-to-prawo-czlowieka-3hslsed5q8hf","2023","Journal Article","","Maria Kopeć","10.37232/bk.2023h","","Przedmiotem artykułu jest próba odpowiedzi na pytanie, czy rehabilitacja społeczna osoby pozbawionej wolności jest prawem człowieka? A następnie, czy na podstawie tego prawa jednostka ma roszczenie do państwa o jego realizację? W tym celu omówione zostały różnice między kluczowymi dla tego problemu pojęciami, takimi jak prawa człowieka, prawa publiczne podmiotowe oraz rehabilitacja. Przedstawiona została koncepcja godności jako źródła prawa do rehabilitacji, a także najważniejsze akty prawne o charakterze prawno-człowieczym, z których prawo do rehabilitacji można wywodzić. Omówione zostały również międzynarodowe standardy postępowania z więźniami, które jednoznacznie wskazują na rehabilitację jako cel wykonywania kary pozbawienia wolności. Rozważania umożliwiły wyciągnięcie wniosku o słuszności uznania prawa do rehabilitacji za prawo człowieka, na podstawie którego osoba pozbawiona wolności ma roszczenie do państwa. The subject of this article is an attempt to answer the question of whether the social rehabilitation of a prisoner is a human right? and then whether, on the basis of this right, the individual has a claim to the state for its realization? To this end, the differences between the key concepts for this problem, such as human rights, public subjective rights and claims, are discussed. The concept of dignity as a foundation for the right to rehabilitation is presented, as well as the most important legal acts of human rights from which the right to rehabilitation can be derived. Also, the international standards for the treatment of prisoners, which explicitly identify rehabilitation as an objective of imprisonment, are discussed. The considerations made it possible to draw a conclusion about the validity of recognizing the right to rehabilitation as a human right, on the basis of which a prisoner has a claim to the state. ","This article explores whether social rehabilitation of prisoners is a human right, discussing human rights, public subjective rights, and dignity as a foundation for rehabilitation, concluding that rehabilitation is a valid human right with a corresponding claim to the state."
"A proteção dos direitos humanos no sistema penitenciário: desafios e perspectivas","https://scispace.com/paper/a-protecao-dos-direitos-humanos-no-sistema-penitenciario-0imri39zeqcn","2025","Journal Article","Revista Ibero-Americana de Humanidades, Ciências e Educação","Karolayne Dias de Faria","10.51891/rease.v11i5.19646","","Este trabalho analisa criticamente a proteção dos direitos humanos no sistema penitenciário brasileiro, destacando desafios e perspectivas para a sua efetivação. A pesquisa evidencia que, embora o Brasil disponha de um arcabouço jurídico avançado, consubstanciado na Constituição Federal de 1988, na Lei de Execução Penal e em tratados internacionais como as Regras de Mandela, há uma expressiva distância entre o plano normativo e a realidade das prisões. A superlotação, as condições degradantes, a violência institucional, a ausência de políticas de saúde mental e educação, além da seletividade penal, são apontadas como principais fatores que comprometem a dignidade das pessoas privadas de liberdade. O estudo ressalta o papel fundamental da Defensoria Pública, bem como a necessidade de fortalecimento das políticas de desencarceramento, da fiscalização das unidades prisionais e da formação humanizada dos servidores penitenciários. Além disso, destaca a importância do Sistema Interamericano de Direitos Humanos na indução de mudanças e na responsabilização estatal. Conclui-se que a efetiva proteção dos direitos humanos no sistema prisional brasileiro depende de uma transformação estrutural, institucional e cultural, orientada pela centralidade da dignidade da pessoa humana e pela promoção da justiça social. ","This study critically examines human rights protection in Brazil's penitentiary system, highlighting challenges and perspectives for effective implementation, emphasizing the need for structural, institutional, and cultural transformation to prioritize human dignity and social justice."
"Protecting Prisoners: The Impact of International Human Rights Law on the Treatment of Prisoners in the United Kingdom","https://scispace.com/paper/protecting-prisoners-the-impact-of-international-human-vwzf1zw7p9","2013","Journal Article","The Prison Journal","Susan Easton","10.1177/0032885513501025","","This article considers the impact of international human rights law and standards on the protection of prisoners in the UK, with specific reference to the European Convention on Human Rights, incorporated into UK law by the Human Rights Act 1998. Although prisoners do benefit from the protection of the Convention within prison, the scope of these rights will be limited by the needs of the prison administration as well as the political climate and the public’s attitude toward prisoners. The conflicts between these variables are addressed. Respect for prisoners’ rights, it is argued, may contribute to raised prison standards and to good order in prison.","In this paper, the impact of international human rights law and standards on the protection of prisoners in the UK, with specific reference to the European Convention on Human Rights, incorporated into UK law by the Human Rights Act 1998."
