"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"The Production of Human Capital and the Lifecycle of Earnings: Variations on a Theme","https://scispace.com/paper/the-production-of-human-capital-and-the-lifecycle-of-2f5dwr3ib8","1994","Posted Content","Social Science Research Network","Jacob Mincer
Jacob Mincer","","https://papers.ssrn.com/sol3/Delivery.cfm/nber_w4838.pdf?abstractid=233691&mirid=1&type=2","After a brief summary of Ben Porath's 1967 model approach, I enquire into the empirical validity and some implications of his insights. Section 2 is an attempt to answer the question: Are the shapes and magnitudes of growth in wage profiles largely attributable to human capital investments? Section 3 tests the proposition that over the working age capacity wages (i.e. wages before netting out investment) decline before observed wages do. Implied timing of labor supply provides the test. The findings shed light on developments in the U.S. labor market in the past several decades. In section 4 some implications are drawn from Ben Porath's model for interpersonal differences and historical changes in life-cycle human capital investments. The positive correlation between schooling and training, predicted by the model is found in cross-sections. It also shows up in parallel movements in schooling and training in the 1980's as the demand for human capital increased. Once again, observed U.S. patterns are highlighted.","In this paper, the authors investigate the relationship between the shape and magnitudes of growth in wage profiles largely attributable to human capital investments and show that over the working age capacity wages (i.e., before netting out investment) decline before observed wages do."
"The Production of Human Capital and the Lifecycle of Earnings: Variations on a Theme","https://scispace.com/paper/the-production-of-human-capital-and-the-lifecycle-of-n1aypnyjly","1994","Posted Content","Research Papers in Economics","Jacob Mincer","","","After a brief summary of Ben Porath's 1967 model approach, I enquire into the empirical validity and some implications of his insights. Section 2 is an attempt to answer the question: Are the shapes and magnitudes of growth in wage profiles largely attributable to human capital investments? Section 3 tests the proposition that over the working age capacity wages (i.e. wages before netting out investment) decline before observed wages do. Implied timing of labor supply provides the test. The findings shed light on developments in the U.S. labor market in the past several decades. In section 4 some implications are drawn from Ben Porath's model for interpersonal differences and historical changes in life-cycle human capital investments. The positive correlation between schooling and training, predicted by the model is found in cross-sections. It also shows up in parallel movements in schooling and training in the 1980's as the demand for human capital increased. Once again, observed U.S. patterns are highlighted.","In this paper, the authors investigate the relationship between the shape and magnitudes of growth in wage profiles largely attributable to human capital investments and show that over the working age capacity wages (i.e., before netting out investment) decline before observed wages do."
"The Mobility of Labor and the Theory of Human Capital","https://scispace.com/paper/the-mobility-of-labor-and-the-theory-of-human-capital-1o6c8jrjv9","1967","Journal Article","Journal of Human Resources","Hans-Joachim Bodenhofer","10.2307/144764","","Recent developments in the study of human resources, initiated particularly by the pioneering works of Theodore W. Schultz, gave rise to new approaches to problems of labor mobility. This paper aims to integrate labor mobility into the analytical framework of human capital theory and to develop some answers regarding the functioning of labor markets that are suggested from this point of view. The implications of this approach for the growth potentials of regions or nations gaining or losing from labor mobility are briefly considered. The treatment is theoretical, although it is felt that only empirical research in a more extensive study could give firmer ground for tackling problems of labor mobility.","In this article, the authors integrate labor mobility into the analytical framework of human capital theory and develop some answers regarding the functioning of labor markets that are suggested from this point of view, and the implications of this approach for the growth potentials of regions or nations gaining or losing from labor mobility are briefly considered."
"A Human Capital Approach to the Burden of the Military Draft","https://scispace.com/paper/a-human-capital-approach-to-the-burden-of-the-military-draft-547mlnh37o","1973","Journal Article","Journal of Human Resources","Charles B. Knapp","10.2307/144858","https://www.jstor.org/stable/144858","This article estimates the present value of future income differences attributable to induction for draftees with various military and educational experiences. Using these estimates, a comparison is made of the conscription tax under alternative draft schemes. The results show that: (1) certain types of draftees gain in future income because of induction, and (2) a random draft of 18-year-olds not only minimizes the human capital burden of conscription but would result in an aggregate pecuniary gain for inductees.","In this paper, the present value of future income differences attributable to induction for draftees with various military and educational experiences was estimated, and a comparison was made of the conscription tax under alternative draft schemes."
"Human capital conceptualization: development and concept formation","https://scispace.com/paper/human-capital-conceptualization-development-and-concept-2vi67nb427","2014","Journal Article","","Simona Potelienė
Zita Tamašauskienė","10.13165/VSE-14-4-1-08","https://scispace.com/pdf/human-capital-conceptualization-development-and-concept-2vi67nb427.pdf","The concept of human capital is an old one. Perhaps the first to try to define and measure what now is called human capital was Sir William Petty (1623-1687). The most prominent founder of the Political Arithmetic School of Economics and a forerunner of applied econometrics, Petty was concerned with the main national socioeconomic and political roles of human capital. He believed that labour was the “father of wealth” and that a measure of its value should be included in the estimation of national wealth. Petty’s thesis was that factors other than land and population were important in determining the wealth of a nation. Later, it was studied in works of Ph. Cantillon, J.H. von Thunen, A. Smith, A. Marshall, J.St. Mill, W. Farr, K. Marks, I. Fisher and other scholars. At the end of the 19th and beginning of 20th centuries, there were formed two directions of economic thought, which discussed the definition of the “human capital” term. The representative of one direction scholars (A. Smith, F. List, J.B. Say, J.St. Mill, W. Rosher, W. Bagehot, N. Senior, H. Sidwick, F. List, G.Z. Walsh and others) considered that the capital is presented as inherited and possessed by man qualities and abilities, but they did not explicitly include human beings as capital. The representative of another direction scholars (L. Valras, G.M. Clark, H.D. McLeod, T. Witshtane, W. Farr, I. Fisher, N.W. Senior, H.D. McCleod, J.H. von Thunen, J.R. McCulloch, A. Marshal and others) defined the man himself as capital. Though they included human beings or their acquired skills and abilities in their concept of capital and saw investment in people as a means of increasing productivity, they did not use the concept for any specific purpose, nor did they try to estimate the stock of human resources in a quantitative sense. However, as a special field of economic analysis, the theory of human capital was formed only at the frontier of the 60s – 70s in the 20th century, when J. Mincer (1958), R.B. Goode (1959), T.W. Schultz (1961) and G.S. Becker (1962, 1964, 1975) gave a different point of view regarding the concept and formation of human capital. The results of the investigation have shown that human capital is a broad term and is treated very differently. Various authors emphasize one or another aspect of human capital, taking into account their specific research goals, challenges and context. Despite the proliferation of human capital definitions in the literature, a number of key elements seem to be common, encompassing knowledge, education, experience, health, competence, trained skills and endowed abilities. Given the fact that numerous factors influence forming and exploiting human capital, these factors can be classified according to various scientific descriptors. These classifying descriptors include the following: a result of influence (positive/negative); a type of influence (direct and indirect); a type of influence in the process of renewing (intensive or extensive); a level of influence (macro/mezzo/microeconomic/ individual). In general, the factors that influence human capital formation can be grouped into 6 groups: (1) demographic (e.g., sex-age structure of population); (2) socio-demographic (e.g., the number of employed and unemployed population); (3) social (e.g., state of health and the level of culture, internal migration of the population); (4) economic, which is classified into factors of forming, supporting and developing (e.g., income devision according to the population groups) and factors, influencing on use efficiency (e.g., the general current economic situation); (5) organization-economic (e.g., the level of specialization, concentration and cooperation of production); and finally, (6) ecological (e.g., nature-climatic, sanitary-hygienic working conditions).","The concept of human capital is an old one as mentioned in this paper and it has been used extensively in the literature to define and measure what now is called human capital, including knowledge, education, experience, health, competence, trained skills and endowed abilities."
"Human Capital: A Summary of the 20th Century Research","https://scispace.com/paper/human-capital-a-summary-of-the-20th-century-research-50ghk26tr9","2002","Journal Article","Journal of Education Finance","George Langelett","","https://www.jstor.org/stable/info/40704155","Since the early 1960s, human capital has been a theoretical and empirical focus of economics. During the last two decades, human capital formation became a central issue of neoclassical growth theory. This paper is an overview of the research on human capital, including: the concept, history of studies, education as a form of human capital, issues and caveats, and role in growth theory. The study ends with the current focus of human capital research. The Concept of Human Capital Human capital is the ""know how"" of the work force that increases the productivity of each worker. The theory of human capital is that investments can be made in human beings, as well as in physical capital, which yield a future stream of returns or dividends to the initial investment. Investment in human capital has been one of the major sources of growth in modern economies during the past century. The process of investing in human capital normally takes a much longer time period than physical capital. Most often it takes approximately eighteen years of formal education. In addition, there are shorter investments in human capital over the lifetime of the individual that can include additional formal education, on-the-job training, informal education, life experiences, and learning by doing.1 Human capital formation is both a macroeconomic and microeconomic issue; it is a microeconomic decision with macroeconomic consequences. At the macro level, because it is assumed that genetic endowments (such as intelligence) are normally distributed in large samples, aggregate genetic endowments will be","An overview of the research on human capital, including: the concept, history of studies, education as a form of human capital as discussed by the authors, issues and caveats, and role in growth theory."
"Review of Human Capital Theory","https://scispace.com/paper/review-of-human-capital-theory-2pr011qvj2","2020","Journal Article","International Journal of Advance Research and Innovative Ideas in Education","Hao-jian Dui","","https://scispace.com/pdf/review-of-human-capital-theory-2pr011qvj2.pdf","The human capital theory is one of the most important breakthroughs in economics. With the continuous development of human capital theory, its important influence on social development has gradually been understood by people, and it has also helped many countries achieve economic progress. The practical application of human capital theory is based on the measurement of human capital. This article reviews the relevant literature of human capital, from two aspects: theory and method.","The human capital theory is one of the most important breakthroughs in economics as discussed by the authors, and its important influence on social development has gradually been understood by people, and it has also helped many countries achieve economic progress."
"Human capital theory","https://scispace.com/paper/human-capital-theory-49wsadyesn","2024","Book Chapter","","Irena Grugulis","10.4337/9781035308767.ch10","","The Human Capital Theory (HCT) entry includes sections that define the theory, explore developments in the theory, demonstrate specific application of the theory to HRM, and provide suggested topic areas for future research. HCT is the idea that, just as organisational productivity can be increased by investment, by, for example, purchasing new plant and machinery; individuals can invest in themselves, through increasing education, qualifications, skills, knowledge and health and, by so doing, they can improve their earnings (; ). Put simply, learning is earning (). ","Human capital theory is a theory that emphasizes the importance of individual investment in education, skills, and knowledge for improving earning potential."
"Some Thoughts On The Evolution Of Approaches To The Concept Of Human Capital","https://scispace.com/paper/some-thoughts-on-the-evolution-of-approaches-to-the-concept-3fpa79iq1x","2020","Journal Article","","Muhriddin Mahamadaminovich Sodirjonov","10.37547/TAJSSEI/VOLUME02ISSUE08-21","https://scispace.com/pdf/some-thoughts-on-the-evolution-of-approaches-to-the-concept-3fpa79iq1x.pdf","The article presents an analysis of research and scientific-theoretical solutions and proposals of foreign researchers in the field of studying the processes of human capital development. Comments on the conceptual views of economists and sociologists on the development of human capital are given.","In this paper, the authors present an analysis of research and scientific-theoretical solutions and proposals of foreign researchers in the field of studying the processes of human capital development and comments on the conceptual views of economists and sociologists on the development of human resources are given."
"Human Capital Theory: A Holistic Criticism","https://scispace.com/paper/human-capital-theory-a-holistic-criticism-2rp616yxef","2014","Journal Article","Review of Educational Research","Emrullah Tan","10.3102/0034654314532696","","Human capital theory has had a profound impact on a range of disciplines from economics to education and sociology. The theory has always been the subject of bitter criticisms from the very beginning, but it has comfortably survived and expanded its influence over other research disciplines. Not surprisingly, a considerable number of criticisms have been made as a reaction to this expansion. However, it seems that these criticisms are rather fragmented and disorganized. To bridge this gap and organize them in a systematic way, the present article takes a holistic approach and reviews human capital theory from four comprehensive perspectives focusing on the methodological, empirical, practical, and moral aspects of the theory.","In this article, the authors take a holistic approach and review human capital theory from four comprehensive perspectives focusing on the methodological, empirical, practical, and moral aspects of the theory, and present a systematic approach to bridge this gap and organize them in a systematic way."
"Human Capital Concepts","https://scispace.com/paper/human-capital-concepts-1jk8ngb4sv","1987","Book Chapter","","M. Woodhall","10.1016/B978-0-08-033379-3.50011-5","","Publisher Summary The concept of human capital refers to the fact that human beings invest in themselves, by the means of education, training, or other activities, which raises their future income by increasing their lifetime earnings. The term investment refers to expenditure on assets that will produce income in the future and contrast investment expenditure with consumption, which produces immediate satisfaction or benefits but does not create future income. It is possible to measure the profitability of investment in human capital using the same techniques of cost benefit analysis and investment appraisal that have been traditionally applied to physical capital. The profitability, or rate of return on investment, is a measure of the expected yield of the investment, in terms of the future benefits or income stream generated by the capital compared with the cost of acquiring the capital asset. Explanations of the concept of human capital suggest that education or training raised the productivity of workers. Migration, as well as health care, can all increase earning capacity, and can therefore be regarded as investment in human capital.","The concept of human capital refers to the fact that human beings invest in themselves, by the means of education, training, or other activities, which raises their future income by increasing their lifetime earnings."
"Human Capital Theory","https://scispace.com/paper/human-capital-theory-82lkunb2t6u8","","","","Dorothy D. Pingol","10.1007/978-94-017-8905-9_300340","","During the 1950s the main factors of production included physical capital, labour, land and management (Becker 1964). However, in the early 1960s it was difficult to explain the growth of the United States economy using the four traditional factors of production (Schultz 1961). An explanation for this was found by considering ‘human capital’, a new form of capital that included peoples’ learning capacities, which are of comparable value to other resources involved in the production of goods and services (Lucas 1990). Since then, the Human Capital Theory (HCT) has been used to understand the broader economic decisions by individuals, including occupational choice, migration, health care, and mortality (Sobel 1982).","The Human Capital Theory (HCT) explains economic growth by considering ""human capital"" as a valuable resource, encompassing individuals' learning capacities, and is applied to understand broader economic decisions, including occupational choice and health care."
"The Contemporary Development of Human Capital Theory and Its Inspiration on Practice","https://scispace.com/paper/the-contemporary-development-of-human-capital-theory-and-its-poqme6yko1hc","","","","Yong-shu WANG
Xiao-qin CHEN","10.3969/j.issn.1000-5757.2009.02.009","","The connotation of human capital theory has been continuously enriched since it came into being half a century ago.As a whole,the research on human capital theory of last century was focused on the development of human capital investment.In recent years,theory circle has converted to study the human capital administration,such as the identity of labor force,the use of incentives and ownership of human capital.This study is of great significance to human resource development and utilization in theoretical and practical way.","Human capital theory has evolved from investment focus to administration, encompassing labor force identity, incentive use, and ownership, with implications for human resource development and utilization in both theoretical and practical contexts."
"Conceptual Analysis of Education Role in Economics: The Human Capital Theory","https://scispace.com/paper/conceptual-analysis-of-education-role-in-economics-the-human-39k232qmq2","2019","Journal Article","Journal of History Culture and Art Research","Alfinur A. Galiakberova","10.7596/TAKSAD.V8I3.2256","https://scispace.com/pdf/conceptual-analysis-of-education-role-in-economics-the-human-39k232qmq2.pdf","The article deals with theoretical issues of building the human potential that is necessary for economic growth and social development. There are some theories, differently interpreting the role of education and the issue of demand for individuals in the labor market. In recent decades, the human capital theory has come to the fore. According to it, human capital rises due to a number of reasons, but the key factor is the educational level of the individual. There have been analyzed views of prominent economists who laid the foundations of this theory. Their undoubted merit is that since then there has been a huge increase in investment into a human being all over the world, since people began to be considered as an important factor in development, as an investment into tangible assets. There also have been considered the evolution of this theory, which was gradually freed from the elements of simplified economic determinism. It is indicated that in modern Russian realities further expansion of higher education does not always lead to an increase in employees’ income. Along with the arguments of the supporters of this theory, the article contains the arguments of its critics. Owing to discussions, the theory is developing and getting flexible. The concept of “human capital” is expanding and now it includes a variety of personality abilities that make it possible for a person to solve economic and many other problems. Therefore, the theory is gradually becoming the subject of broad multidisciplinary research.","In this article, the authors deal with theoretical issues of building the human potential that is necessary for economic growth and social development and deal with the arguments of the supporters of the human capital theory."
"The Returns to Criminal Capital","https://scispace.com/paper/the-returns-to-criminal-capital-ujiz6td7rp","2013","Journal Article","American Sociological Review","Thomas A. Loughran
Holly Nguyen
Alex R. Piquero
Jeffrey Fagan","10.1177/0003122413505588","https://scispace.com/pdf/the-returns-to-criminal-capital-ujiz6td7rp.pdf","Human capital theory posits that individuals increase their labor market returns through investments in education and training. This concept has been studied extensively across several disciplines....","Human capital theory posits that individuals increase their labor market returns through investments in education and training as discussed by the authors, and this concept has been extensively studied across several disciplines including finance, economics, and psychology."
"The human capital theory. Encouragement and criticism","https://scispace.com/paper/the-human-capital-theory-encouragement-and-criticism-1lu3kjyawt","2017","Journal Article","Information Security","Uliana Kolomiiets
Yuriy Petrushenko","10.21272/SEC.2017.1-09","","What is a human capital? Many minds tried to find answer for this question. First attempts were made even during the ancient times. However, as it is mentioned in the early scientific literature, human capital as a determinant in labor economics appeared at the end of XX century. Until recently it is one of the most discussed questions in the field. Therefore, this work will present thoughts of many famous economists who have made any contribution into human capital. Moreover, there is a connection that goes through years and centuries showing the main points of dispute and compares it with points of current hot debates. It might help to understand current problems better, because we have to “explore the past to understand the present and shape the future” (Graseck, 2008).","In this paper, the authors present thoughts of many famous economists who have made any contribution into human capital, and there is a connection that goes through years and centuries showing the main points of dispute and compares it with points of current hot debates."
"THE HUMAN CAPITAL APPROACH: AN APPRAISAL Human Capital Theory: Education, Discrimination, and Life Cycles","https://scispace.com/paper/the-human-capital-approach-an-appraisal-human-capital-theory-5fhzmnh8yf","2016","","","Finis Welch","","","The most important point I can make in assessing contributions of human capital theory is that it is a tool for analysis and is neither a religion nor a shrine. Like any other analytical tool, we use it when it simplifies interpretation of complex phenomena and reject it when it conceals more than it reveals. Much of the burden of defining ""what human capital theory says"" has been assumed by detractors who, in many cases, offer caricatures in lieu of characterization. Omissions and abstractions are criticized without regard for the context in which assumptions are made and without reference to the predictive power of simplifying assumptions. Human capital theory is based only on the presumption that labor skills or market perceptions of skill are both durable and","Human capital theory is neither a religion nor a shrine as discussed by the authors, but rather a tool for analysis and is used to simplify interpretation of complex phenomena and reject it when it conceals more than it reveals."
"Human Capital in the Perspective of Sociology--A Review of Economic Theory of Human Capital","https://scispace.com/paper/human-capital-in-the-perspective-of-sociology-a-review-of-sjiuyx18q1il","","","","李国和
张运刚","10.3969/j.issn.1003-6636.2005.01.009","","Economic theory on human capital broadens horizons for the research on capital. Its positive significance lies in that it recognizes the status of labor in the production system and stresses that it is a type of capital. However, human capital theory looks at labor and investment in it only from the economic perspective and its inherent assumptions have, in effect, abstracted sociological factors in reality. From the sociological perspective, human capital in essence embodies the interaction between human beings and society. Its acquisition is the process of socialization of individuals and the value it embodies is also the result of social identification reflecting the interaction between individuals and firms / organizations. Therefore, human capital is not only of economic value, but also of social function not to be ignored.","Economic theory of human capital overlooks sociological factors, viewing labor as a capital asset solely from an economic perspective, whereas a sociological perspective reveals human capital as a product of social interaction, socialization, and social identification."
"Genesis of the human capital theory: from classical foundations to the challenges of the digital era","https://scispace.com/paper/genesis-of-the-human-capital-theory-from-classical-i49e8vkiztk6","2025","Journal Article","Ekonomìka ì upravlìnnâ","Serhii Duha","10.32782/2312-7872.2.2025.3","","The article examines the comprehensive evolution of human capital theory from foundational classical political economy ideas to contemporary advanced concepts within the context of digital transformation, wartime realities, and Ukraine's strategic European integration process. Key developmental stages of human capital theory are systematically analyzed, starting from ancient philosophers Plato and Aristotle, through classical school economists William Petty and Adam Smith, to modern approaches of neoclassical, institutional, and post-industrial academic schools. Critical gaps in assessing invisible capital components including creativity, stress resistance, adaptability, emotional intelligence, and significant methodological challenges of adapting established theory to artificial intelligence impact on labor relations and employment structure transformation are identified and thoroughly examined. The author provides detailed analysis of leading scholars' contributions to conceptual development, including Theodore Schultz's fundamental works on investment nature of human capital, Gary Becker's sophisticated microeconomic model, Douglas North's institutional approaches, and contemporary research by Ukrainian scientists Oksana Grishnova, Olena Kosenko, and others. Special emphasis is placed on transformation of human capital understanding within knowledge economy conditions, comprehensive digitalization processes, global challenges, and critical necessity of transitioning from traditional qualifications to competencies and soft skills paradigm. An original integral assessment model for Ukrainian human capital is proposed, accounting for specific losses through qualified workforce migration, critical digitalization requirements, European education and professional training standards, and psychological consequences of military conflict. The model incorporates six interconnected components with scientifically substantiated weight coefficients: education, health, digital skills, adaptability, inclusivity, and sustainable development dimensions. The strategic role of human capital as a key national competitiveness factor under global challenges and critical necessity of forming comprehensive lifelong learning ecosystems is substantiated through empirical evidence. Priority directions for further scientific research are determined, including development of innovative invisible capital assessment methodologies, comprehensive investigation of artificial intelligence impact on professional competencies transformation, and creation of scientifically grounded crisis management strategies for human capital preservation during military conflicts and post-war reconstruction periods. ","This article examines the evolution of human capital theory from ancient philosophers to modern concepts, identifying gaps in assessing invisible capital components and proposing an original assessment model for Ukrainian human capital, emphasizing digitalization, competencies, and soft skills."
"Human capital theory: implications for human resource development","https://scispace.com/paper/human-capital-theory-implications-for-human-resource-4qcj4zu49o","2004","Journal Article","Human Resource Development International","Fredrick Muyia Nafukho
Nancy R. Hairston
Kit Brooks","10.1080/1367886042000299843","","This article reviews definitions of 'Human Capital Theory' by leading economists and HRD scholars. The origin of the term 'capital' is explained, and the link between Human Capital Theory and HRD is discussed. It is argued in the article that HRD scholars and practitioners should explore further the link between human capital, HRD and development at individual, organizational, community and international levels.","In this paper, the authors reviewed definitions of human capital theory by leading economists and HRD scholars, and discussed the link between Human Capital Theory and human development at individual, organizational, community and international levels."
"Human capital management: Economics of psychological perspective.","https://scispace.com/paper/human-capital-management-economics-of-psychological-4jbikr53ck","2015","Journal Article","Industrial Psychiatry Journal","Kalpana Srivastava
RC Das","10.4103/0972-6748.181717","","Human capital management (HCM) is an old discipline frequently specialized and referred to by the financial and investment analysts as well as the accountants and HR professionals. HCM is concerned with obtaining, analyzing, and reporting on data and the direction of value‐adding people management at the corporate level and at the level of front‐line management.[9] HCM is a system approach to people management and refers to the discipline of acquiring, retaining, measuring, managing, and leveraging the workforce. It can aptly be stated that HCM treats employees as an asset rather than overhead.","Human capital management is an old discipline frequently specialized and referred to by the financial and investment analysts as well as the accountants and HR professionals."
"Theoretical Thoughts on the Military Human Capitals","https://scispace.com/paper/theoretical-thoughts-on-the-military-human-capitals-5j6q2ztq14rg","","","","黄海","10.3969/j.issn.1004-1613.2004.03.008","","This paper discusses the theoretic questions of military human capitals, such as its propertyies, characteristics, categories, content of investment. Restrictiveness, compulsion, planning and subjectiveness are the characteristics of military human capital investment and it is demonstrated that under different cost -income modes of the military human capital the solders are to take different behavioral modes.","This paper explores theoretical aspects of military human capital, including its properties, characteristics, and investment content, highlighting restrictiveness, compulsion, and planning as key features influencing soldier behavior under varying cost-income modes."
"Some aspects of theoretical approaches to problematization of human capital measurement: expenditures or investments","https://scispace.com/paper/some-aspects-of-theoretical-approaches-to-problematization-486xvzrf5h","2023","Journal Article","Učenye zapiski Rossijskoj Akademii predprinimatelʹstva. Rolʹ i mesto predprinimatelʹstva v èkonomike Rossii","E V Moreeva
P. I. Ananchenkova","10.24182/2073-6258-2023-22-3-131-135","","Human capital includes the characteristics of individuals who are active participants in the labor market. A different approach considers human capital at the level of companies (or other business units) as a set of professional abilities and characteristics of employees. At the individual level, any actions that increase the value of human capital are personal investments of an individual, while the costs of companies in professional development, formation and development of new skills and competencies of employees in the scientific literature are considered as costs and as investments. The difference in approaches is due to the time context: if a company plans to use human capital in the short term, then the payback period for investments in its increase is too small. However, if we are talking about the long-term use of human capital, then such a period covers the costs of its development and ensures an increase in profits from its use. Therefore, for companies striving for sustainable development and long-term competitiveness, human capital is a factor of production and an object of investment. ","Human capital measurement approaches differ between individual and company levels, with individual actions considered investments and company expenditures viewed as costs or investments, depending on time context and long-term competitiveness goals."
"On The Research of Foreign and Domestic Human Capital Theory","https://scispace.com/paper/on-the-research-of-foreign-and-domestic-human-capital-theory-4h9xg8unw3","2005","Journal Article","Chinese journal of population, resources and environment","Li Fuzhu","10.1080/10042857.2005.10677441","","Human Capital Theory came into being in the middle and later periods of the 20th century. A lot of achievements have been made on the research in its connotation, measures of the value, investment and income, function mechanism and so on, by foreign scholars. In recent 10 years of the new Millennium alternation, the “steal business effect” and the structure of human capital on the mechanism of economic rise has become the two emphasis in current foreign Human Capital Theory's research. On the basis of foreign researches and Chinese situations, domestic scholars have enriched and developed it, but there are many disparities in its methods, aspects and levels between foreign and domestic researches.","In recent 10 years of the new Millennium alternation, the ""steal business effect"" and the structure of human capital on the mechanism of economic rise has become the two emphasis in current foreign Human Capital Theory's research as mentioned in this paper."
"Human capital","https://scispace.com/paper/human-capital-2m15ny8g9s","2007","Book","","Brian Keeley","","","Human capital is the stock of skills that the labor force possesses. The flow of these skills is forthcoming when the return to investment exceeds the cost (both direct and indirect). Returns to these skills are private in the sense that an individual’s productive capacity increases with more of them. But there are often externalities that increase the productive capacity of others when human capital is increased. This essay discusses these concepts historically and focuses on two major components of human capital: education and training, and health. The institutions that encourage human capital investment are discussed, as is the role of human capital in economic growth. The notion that the study of human capital is inherently historical is emphasized and defended.",""
"The Concept of Human Capital, Its Evolution and Its Role in Economic Development","https://scispace.com/paper/the-concept-of-human-capital-its-evolution-and-its-role-in-4qvz5sqthlgl","2025","Journal Article","International Journal Of Management And Economics Fundamental","Tuychieva Khayothon Gapurzhanovna","10.37547/ijmef/volume05issue05-06","","The piece of writing follows the evolution of human capital as a marginal theory to a fundamental component of economic growth. Human capital is defined as people's skills, knowledge, and abilities that drive productivity and growth. By comparing past perceptions, the key theoretical notions, and contemporary applications, this study reveals the significance of human capital investment for economic development over the long term. The paper concludes with a consideration of the implications of investment in human capital for economic development strategy and policy. ","This study explores the evolution of human capital from a marginal theory to a fundamental driver of economic growth, highlighting its significance in productivity and growth, and its implications for long-term economic development strategy and policy."
"Exploring Comparative Economic Theories: Human Capital Formation Theory vs Screening Theory","https://scispace.com/paper/exploring-comparative-economic-theories-human-capital-lg0sn9u10f","2017","Journal Article","THE JOURNAL OF APPLIED BUSINESS AND ECONOMICS","Joy Cooper
Larry R. Davis","","","Every nation must address the economic questions of what products it will produce, for whom to produce, and how to produce (Schiller, 2011). Land, labor, capital, and entrepreneurship are the factors of production that support a nations economic foundation, but since resources are scarce, choices regarding production decisions are necessary. When individuals, governments, and organizations make those choices, they experience opportunity costs. Economics revolves around the choices countries, governments, organizations, and individuals make in responding to the dilemma of scarcity. Economies form the human activities that support the production, distribution, exchange, and consumption of goods and services (Mankiw, 2003). Human resources are integral factors of production and the process of developing human resources utilized to shape and improve organizational performance is known as human resource development (HRD) (DeSimone, 2002). Economics plays an important role in shaping HRD for the purposes of expanding individual and organizational performance, increasing production efficiency, creating desired returns, and other economic facets. Human capital theory (HCT) and screening theory are two theories that are relevant to emerging demographic trends, particularly as they relate to Texas, that impact training and development. The history of economic thought and evolution of the two economic theories will follow and include discussion of their similarities and differences. Additionally, the vital roles that both theories play and their implications for the labor force that are important to HRD research and practice will be presented.","The history of economic thought and evolution of the two economic theories can be found in this article, along with a discussion of their similarities and differences, as well as the vital roles that both theories play and their implications for the labor force."
"Human Capital: an Institutional Economics point of view","https://scispace.com/paper/human-capital-an-institutional-economics-point-of-view-1zeq4v5bnp","2008","Posted Content","Research Papers in Economics","Germana Bottone","","","Human capital is usually defined as “The aggregation of investments, such as education and on the job training that improves the individual’s productivity in the labour market”. The initial definition did not take into account some central aspects of “human capital”, owing to a supposed analogy with physical capital. But even though, from an economic point of view, there are some similarities, human beings are more complex than automatic machines. More recently, it has been attempted to articulate a more extensive definition of “human capital” by considering all the attributes embodied in individuals relevant to economic activity”. Nevertheless, the evolution of human capital definition is in some way restricted to its economic meaning, neglecting the intrinsic complexity of the concept that demands an in-depth re-examination of its social and cultural value. In order to achieve deeper understanding of the multiplicity of aspects making up human capital, we are going to make use of the main concepts of institutional and evolutionary economics..","In this paper, the authors make use of the main concepts of institutional and evolutionary economics to understand the multiplicity of aspects making up human capital, and they propose a more extensive definition of human capital by considering all the attributes embodied in individuals relevant to economic activity."
"Human Capital as a Challenge for Economics Theory","https://scispace.com/paper/human-capital-as-a-challenge-for-economics-theory-2uc3f9u08j","2014","Posted Content","International Journal of Management, Knowledge and Learning","Barbara Wyrzykowska","","https://scispace.com/pdf/human-capital-as-a-challenge-for-economics-theory-2uc3f9u08j.pdf","The issue of human capital is increasingly attracting the attention of both theorists and practitioners, because at present human resources play a decisive role in the creation of competitive economies and business entities. Human capital and knowledge are becoming key factors in the area of entity competitiveness. Consequently, human capital is currently being analysed in a multi-faceted way in the context of numerous economic theories. The aim of this study is to summarize, analyse, and synthesise the information published on the subject of the theory of human capital and to present new theories and scientific paradigms. The theories presented in this study show that employees constitute the basic capital of modern organizations. One of the contemporary paradigms of modern management is the concept of knowledge-based economy and the paradigm of information technology. This article is based on literature studies and theoretical reflections of the author.","In this article, the authors present new theories and scientific paradigms for the theory of human capital and show that employees constitute the basic capital of modern organizations, and that knowledge and knowledge are becoming key factors in the area of entity competitiveness."
