"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","Relevant Excerpt"
"Chapter 1. Grounding Principles of OWI","https://scispace.com/paper/chapter-1-grounding-principles-of-owi-4gt3yb7c6z","2015","Book Chapter","","Beth L. Hewett","10.37514/PER-B.2015.0650.2.01","https://scispace.com/pdf/chapter-1-grounding-principles-of-owi-4gt3yb7c6z.pdf","","States. ese students were divided evenly between two-and four-year colleges. Of those students, 215,000 were active-duty military personnel. In that time, 329,000, or 38% of these students, used veteran education bene ts. VETERAN STUDENTS:
 With the passage of the Montgomery GI Bill, an education tuition program initiated in 2009, that number increased substantially. By January, 2013, more than one million attended American colleges and universities . By then, most of the FYW classes for veterans were taken either online or from two-year colleges. D. Alexis  attributed this choice for online and two-year college courses to veterans' desire to quickly and inexpensively ful ll their general education requirements. Under the new GI bill, in 2009 veterans attending school full-time received $1,321 per month for 36 months ; in 2014, the bene t was $1,648 monthly . By 2012, there were two million veterans eligible for $11 billion in federal bene ts for education. After four years in existence, the GI bill paid for 800,000 veterans' education . is explosion in enrollments has resulted in the founding of veterans' centers and organizations at colleges across the country. VETERAN STUDENTS:
 Many students within the class of military veterans, like many nonmilitary adult learners, often bring desirable traits to their college courses. Common attributes include maturity, richness of experience, and an exposure to a well-dened organizational culture. Many also bring strong experience in leadership and possess sound decision-making abilities . Perhaps most important for success, veterans also possess a high level of motivation. Not only have they come from a culture that values perseverance, tenacity, and positive outcomes, but the Department of Defense reimburses them only for courses that are completed successfully . is requirement motivates veterans to stay with a course and to do well in it."
"Chapter 3. Asynchronous and Synchronous Modalities","https://scispace.com/paper/chapter-3-asynchronous-and-synchronous-modalities-bd8nyamw1c","2015","Book Chapter","","Connie Snyder Mick
Geoffrey Middlebrook","10.37514/PER-B.2015.0650.2.03","https://scispace.com/pdf/chapter-3-asynchronous-and-synchronous-modalities-bd8nyamw1c.pdf","","States. ese students were divided evenly between two-and four-year colleges. Of those students, 215,000 were active-duty military personnel. In that time, 329,000, or 38% of these students, used veteran education bene ts. VETERAN STUDENTS:
 With the passage of the Montgomery GI Bill, an education tuition program initiated in 2009, that number increased substantially. By January, 2013, more than one million attended American colleges and universities . By then, most of the FYW classes for veterans were taken either online or from two-year colleges. D. Alexis  attributed this choice for online and two-year college courses to veterans' desire to quickly and inexpensively ful ll their general education requirements. Under the new GI bill, in 2009 veterans attending school full-time received $1,321 per month for 36 months ; in 2014, the bene t was $1,648 monthly . By 2012, there were two million veterans eligible for $11 billion in federal bene ts for education. After four years in existence, the GI bill paid for 800,000 veterans' education . is explosion in enrollments has resulted in the founding of veterans' centers and organizations at colleges across the country. VETERAN STUDENTS:
 Many students within the class of military veterans, like many nonmilitary adult learners, often bring desirable traits to their college courses. Common attributes include maturity, richness of experience, and an exposure to a well-dened organizational culture. Many also bring strong experience in leadership and possess sound decision-making abilities . Perhaps most important for success, veterans also possess a high level of motivation. Not only have they come from a culture that values perseverance, tenacity, and positive outcomes, but the Department of Defense reimburses them only for courses that are completed successfully . is requirement motivates veterans to stay with a course and to do well in it."
"Chapter 15. Teaching Multimodal Assignments in OWI Contexts","https://scispace.com/paper/chapter-15-teaching-multimodal-assignments-in-owi-contexts-18iftnzf1m","2015","Book Chapter","","Kristine Blair","10.37514/PER-B.2015.0650.2.15","https://scispace.com/pdf/chapter-15-teaching-multimodal-assignments-in-owi-contexts-18iftnzf1m.pdf","","States. ese students were divided evenly between two-and four-year colleges. Of those students, 215,000 were active-duty military personnel. In that time, 329,000, or 38% of these students, used veteran education bene ts. VETERAN STUDENTS:
 With the passage of the Montgomery GI Bill, an education tuition program initiated in 2009, that number increased substantially. By January, 2013, more than one million attended American colleges and universities . By then, most of the FYW classes for veterans were taken either online or from two-year colleges. D. Alexis  attributed this choice for online and two-year college courses to veterans' desire to quickly and inexpensively ful ll their general education requirements. Under the new GI bill, in 2009 veterans attending school full-time received $1,321 per month for 36 months ; in 2014, the bene t was $1,648 monthly . By 2012, there were two million veterans eligible for $11 billion in federal bene ts for education. After four years in existence, the GI bill paid for 800,000 veterans' education . is explosion in enrollments has resulted in the founding of veterans' centers and organizations at colleges across the country. VETERAN STUDENTS:
 Many students within the class of military veterans, like many nonmilitary adult learners, often bring desirable traits to their college courses. Common attributes include maturity, richness of experience, and an exposure to a well-dened organizational culture. Many also bring strong experience in leadership and possess sound decision-making abilities . Perhaps most important for success, veterans also possess a high level of motivation. Not only have they come from a culture that values perseverance, tenacity, and positive outcomes, but the Department of Defense reimburses them only for courses that are completed successfully . is requirement motivates veterans to stay with a course and to do well in it."
"Chapter 13. Preparing Students for OWI","https://scispace.com/paper/chapter-13-preparing-students-for-owi-3nyr5x6pa3","2015","Book Chapter","","Lisa Meloncon
Heidi Skurat Harris","10.37514/PER-B.2015.0650.2.13","https://scispace.com/pdf/chapter-13-preparing-students-for-owi-3nyr5x6pa3.pdf","","States. ese students were divided evenly between two-and four-year colleges. Of those students, 215,000 were active-duty military personnel. In that time, 329,000, or 38% of these students, used veteran education bene ts. VETERAN STUDENTS:
 With the passage of the Montgomery GI Bill, an education tuition program initiated in 2009, that number increased substantially. By January, 2013, more than one million attended American colleges and universities . By then, most of the FYW classes for veterans were taken either online or from two-year colleges. D. Alexis  attributed this choice for online and two-year college courses to veterans' desire to quickly and inexpensively ful ll their general education requirements. Under the new GI bill, in 2009 veterans attending school full-time received $1,321 per month for 36 months ; in 2014, the bene t was $1,648 monthly . By 2012, there were two million veterans eligible for $11 billion in federal bene ts for education. After four years in existence, the GI bill paid for 800,000 veterans' education . is explosion in enrollments has resulted in the founding of veterans' centers and organizations at colleges across the country. VETERAN STUDENTS:
 Many students within the class of military veterans, like many nonmilitary adult learners, often bring desirable traits to their college courses. Common attributes include maturity, richness of experience, and an exposure to a well-dened organizational culture. Many also bring strong experience in leadership and possess sound decision-making abilities . Perhaps most important for success, veterans also possess a high level of motivation. Not only have they come from a culture that values perseverance, tenacity, and positive outcomes, but the Department of Defense reimburses them only for courses that are completed successfully . is requirement motivates veterans to stay with a course and to do well in it."
"The Lived Experiences of Veteran and Military Students in the Context of a “Military Friendly” Institution: A Phenomenological Case Study","https://scispace.com/paper/the-lived-experiences-of-veteran-and-military-students-in-1ifwub2y3i","2018","","","Gail Y. Rouscher","","https://scispace.com/pdf/the-lived-experiences-of-veteran-and-military-students-in-1ifwub2y3i.pdf","","states the magazine company ""goes out and gets the schools to fill out its surveys in order to become 'Military Friendly,' but for the next year you're being hounded . . . they're trying to get you to advertise in their publications."" Post-9/11 GI Bill:
 Both William and John indicated there are guidelines to the financial piece of federal funding. John indicated, ""The Department of Defense makes all schools sign a memorandum of understanding (DoD MOU) if they want to take in government education, military education benefits."" The difficulty was in not knowing exactly how to proceed, what was required. William shared, ""There were guidelines . . . when it comes to financing federal funding, but not so much guidelines on how you structure services."" John indicated that in the past two years, he and others worked to ""come up with the offices objectives and goals."" John went on to indicate that process helped them move into ""more of a permanent state of functioning,"" as there were no complies with the 8 Keys, has signed the DoD MOU, has a Vet Center, reported numbers of military on campus, and retention and graduation rates of military members (""Best for Vets,"" 2017). Post-9/11 GI Bill:
 These rankings can provide a starting point when military and veteran students begin to scope out the institutions they would be interested in attending. The cost, although much may be covered with their GI Bill funding, their funding does not necessarily cover all the costs. Post-9/11 GI Bill:
 Professor acknowledges the institution has to find a way to meet the monetary needs of this population stating, ""We need more scholarship money, because many of the vets have already used up their funds."" Professor also shared, Tuition levels for active duty and reservists who are not using VA funds, but are allocated up to 16 credit hours at $250 a credit hour, we are greatly above that. If we can bring our online tuition down to the point where they're not having to pay out-of-pocket. We're still having those ongoing discussions. Post-9/11 GI Bill:
 The institution is having continued conversations about lowering the tuition rate for this population. William shared, ""There were guidelines, I think, when it comes to financing federal Another important aspect of support for the military and veteran population is a designated person in the registrar's office-a person responsible for handling all documents related to the military or veteran student funding. When discussing this position, William shared, ""We have someone that is the benefits processor."" That is, there is someone who the student can come to our campus and say, ""Hey, I need to turn these forms in to get my money flowing, who do you talk to?"" According to , a person in this designated role has the sole responsibility to ""submit and monitor all GI Bill benefits with the Veterans Administration."" Post-9/11 GI Bill:
 Having a dedicated person for that position is a ""big deal"" said William. This affords the opportunity for the designee to be current with all the regulations and requirements for the GI Bill funding and is then able to answer the student's questions. Having one go-to person, an expert, who has the knowledge to answer the military and veteran students' questions regarding registration and funding, is vital to a positive experience."
"""The Exigencies of War"": The Army Specialized Training Program and Washington University, 1942-1945","https://scispace.com/paper/the-exigencies-of-war-the-army-specialized-training-program-3p9j2nzme0","2014","","","Jennifer Ann Silverman","","https://scispace.com/pdf/the-exigencies-of-war-the-army-specialized-training-program-3p9j2nzme0.pdf","Author(s): Silverman, Jennifer Ann | Advisor(s): Nash, Margaret A | Abstract: The Army Specialized Training Program (ASTP) was the largest military training program during World War II. The program, created to meet ""the exigencies of war,"" included developing the Army's manpower supply while training soldiers to meet the technological challenges of the war. In addition, the program also sought to reduce the impact of decreasing enrollments in higher education. To this end, the military partnered with over 220 colleges and universities who then provided training in engineering, foreign language and area studies, personnel psychology, and medical sciences which included dentistry, medicine and, veterinary sciences. The purpose of this study was to examine the ways in which the ASTP impacted higher education. In addition, this study explores how administrators met the demands of this wartime program. A review of the historiography reveals little information about the program's impact beyond its military goals. In order to understand the role of the ASTP in higher education, a case study method was employed. Washington University in St. Louis, MO was selected as the site for investigation. The institution provided a rich historical context due to its size, status as a private institution, and its location within a developing urban area. Data for this study includes primary documents from Washington University's archives, the Missouri State Historical Society along with local and national newspapers. Findings from this research assert that changes to higher education generally attributed to the GI Bill in 1944, began prior to the Bill's implementation due to higher education's involvement in war training programs. Results also identify the ways in which Washington University began the process of expansion and accommodation prior to the GI Bill. Lastly, the study reveals how administrators at Washington University leveraged the institution's agency through its participation in the ASTP in an effort to grow and develop the institution while increasing its prestige in the postwar period.","qualify to receive the Bill's benefits. Veterans who met these requirements were entitled to federal aid for the purposes of pursuing an education, loans for the purchase of homes and businesses, and unemployment payments of $20 a week for up to one year. Introduction:
 More specifically, Title II of the Bill, the education benefit, provided veterans with a year of federal financial aid and an additional day of schooling for each additional day of service for up to a total of 48 months. Under these conditions, veterans who gained admission to a postsecondary institution were eligible to receive up to a maximum of $500 for tuition, fees, and books.  In addition, a monthly stipend provided for both single and married veterans $75 and $105 respectively. By 1947, it became apparent that Americans were interested and concerned about a college education. Much of this concern was due to the overwhelmingly high usage rates of the Bill's education benefit. In the fall of 1945, 88,000 veterans had applied to use their education benefits; by 1948, more than 1 million veterans had enrolled in higher education. By the time the Bill's benefits expired in 1956, approximately 7.8 million out of 16 million veterans utilized the Bill's education benefit; of the 7.8 million veterans, approximately 2.2 million used the education benefit to pursue a 4-year degree or higher. Introduction:
 Although the Bill was anticipated to be only mildly successful, the GI Bill impacted institutions of higher learning and the American public in several significant ways. Introduction:
 With the deluge of veterans applying and enrolling in the nation's colleges and universities, the Bill simultaneously provided institutions of higher education with new and returning students, and new sources of revenue to develop their faculties, physical space, and curriculum. This growth in higher education also highlighted the disparity between institutions and access. In 1947 President Harry S. Truman's Commission on Higher Education published a report that formally articulated the concept of broadening access and affordability of higher education by asking how the federal government could financially assist colleges and universities. Though these ideas did not become more solidified until the passage of the Higher Education Act in 1965, the publication of the report created national objectives for higher education and created a framework to discuss the role of higher education in the United States. By the end of the 1940s, government's concern about transitioning to a peacetime economy had been assuaged and higher education ascended to national prominence as both the vehicle for social mobility and as an integral partner in government's research efforts."
"Understanding Progress Toward Degree Completion for Student Veterans in the Post 9-11 Era: A Focused Life History Narrative","https://scispace.com/paper/understanding-progress-toward-degree-completion-for-student-2fj0x38uho","2018","","","David T. Vacchi","10.7275/11884288.0","https://scispace.com/pdf/understanding-progress-toward-degree-completion-for-student-2fj0x38uho.pdf","","formal education to include gradually integrating veterans rejoining American society after the war . The primary goal of the 1944 GI Bill program was to stave off another Bonus March situation with a larger group of war veterans that numbered nearly 16 million . GI Benefits-A Brief History:
 The effects of the WWII GI Bill are legendary and became the symbolic cornerstone of the WWII generation, popularized when Tom Brokaw coined the phrase ""The Greatest Generation"" (1998). After nearly 8 million WWII veterans used GI Bill education benefits, almost four times more than Congress predicted , the financial benefits of subsequent GI Bill programs gradually diminished until the early Vietnam Era when the program's benefits were so minimal that many veterans chose not to go to college (US Department of Veterans Affairs, 2015c). GI Benefits-A Brief History:
 Despite the relatively poor treatment of Vietnam Era veterans by American society, including higher education, the US Congress revised the Vietnam Era GI Bill in time to encourage the greatest percentage of veterans to use GI Bill benefits of any era at roughly 70% (US Department of Veterans   family members have used these generous educational benefits , with an additional 1.2 million more eligible veterans able to use these benefits in the near future . The Problem This Research Addresses:
 The GI Bill programs are designed, in part, to reduce or eliminate financial obstacles for veterans to attend college and earn degrees or develop skills to make them more marketable to the civilian workplace after military service.  identifies a significant lever for socio-economic advancement to be the bachelor's degree, the degree which most veterans appear to seek when using their education benefits . As such, the need to act on college campuses to facilitate the successful degree completion of student veterans is important, but little research offers any convincing specifics for advocates to undertake towards this goal. The Problem This Research Addresses:
 Despite the generous benefits offered by the Post 9/11 GI Bill program, we still do not know how well veterans perform in college. No study tracks grade point averages or time to degree for veterans. Simply put, with legislation in place to reduce the financial burdens of veterans so they can attend college to earn a credential that will help them contribute better in the civilian workplace, why is there such a paucity of research to understand how student veterans succeed in earning their college degrees?  conducted two studies, one while at the US Census Bureau and subsequently a second while at the Department of Veterans Affairs that profile the educational attainment of veterans based on US Census data. Briefly,  reported that women veterans tend to earn baccalaureate degrees at rates higher than male veterans, but the largely male veteran population overall earns bachelor's degrees at a rate significantly lower than the general population. Interestingly, as of 2009, veterans earned advanced degrees at rates higher than the general population , which seems to suggest there may be a problem with veteran undergraduate degree attainment. The Problem This Research Addresses:
 A second potential explanation for Holder's findings, one of great relevance for this study, could be that something happens with veterans during their college experience that causes them to stop out or drop out of college. While the field does not have an adequate study of Post 9/11 Era degree attainment by veterans, a study of largely Montgomery GI Bill Era student veteran degree attainment suggests that about 59.4%"
"Factors Contributing to Military-Veteran Student Success.","https://scispace.com/paper/factors-contributing-to-military-veteran-student-success-1g63vj9mu2","2019","","","Charlene Sutton Cofield","","https://scispace.com/pdf/factors-contributing-to-military-veteran-student-success-1g63vj9mu2.pdf","Factors Contributing to Military-Veteran Student Success by Charlene Cofield MA, Troy University, 2007 BS, Averett University, 2005 Dissertation Submitted in Partial Fulfillment of the Requirements for the Degree of Doctor of Education Walden University February 2019 Abstract The enrollment of military/veteran students at U.S. colleges and universities is growing steadily; however, factors affecting their academic success need further investigation. Guided by Tinto’s student integration model and Bean and Metzner’s model of nontraditional student attrition, the relationships between student characteristics and academic success for military/veteran, and civilian students were investigated. For thisThe enrollment of military/veteran students at U.S. colleges and universities is growing steadily; however, factors affecting their academic success need further investigation. Guided by Tinto’s student integration model and Bean and Metzner’s model of nontraditional student attrition, the relationships between student characteristics and academic success for military/veteran, and civilian students were investigated. For this nonexperimental study, preentry characteristics (military/civilian status, race/ethnicity, age, gender, transfer credits) as well as 1st-year academic performance (total terms attended and grade point average [GPA]) archived in 393 students’ records were examined to determine whether these variables predicted 4 student success measures: retention after 1 year, associate degree (AA) within 4 years, bachelor’s degree (BA) within 8 years, and final GPA. Binary logistic regression and ordinary least squares multiple regression were conducted for the 3 retention/graduation measures and GPA, respectively. Significant findings indicated that Black students were more likely than White students to complete both AA and BA degrees and military, but not veterans, were more likely than civilians to earn AA degrees. Age was a positive predictor for earning a BA degree and a higher final GPA; transfer credits and total terms attended predicted student retention and AA degree completion; first-year GPA only predicted final GPA. Based on outcomes from this military-focused college, which showed the academic potential of two student groups often deemed less academically successful (military and Black students), colleges that focus on military students’ success can better prepare these students for degree completion. Factors Contributing to Military-Veteran Student Success by Charlene Cofield MA, Troy University, 2007 BS, Averett University, 2005 Dissertation Submitted in Partial Fulfillment of the Requirements for the Degree of","first-generation Americans, minorities, and those from low-income households . However, this is not reflected in research outside of the GI Bill financial data and the limited institutional enrollment data , and outcomes of these increased enrollments from the GI Bill can only be estimated . Background of the Study:
 Currently, research concerning use of GI Bill benefits is still limited . In comparison to their nonveteran counterparts, the amount of information concerning veterans is significantly less . Most current data only identify the number of students using education benefits, the amount expended, and the schools where the funding has been expended . This lack of data needs to be addressed because one sector of the adult population where educational attainment needs improvement is military members and veterans. The VA recorded a 53% increase in the use of educational benefits from 2009 through 2012, with 42% of that increase recorded between . By 2012, the VA reported that more than 900,000 servicemembers and veterans had received some form of educational funding . As of 2016, the VA reported that there were 4.2 million military members and veterans receiving academic funding . Based on the current growth rate, the VA estimates a 55% increase in the number of military-veteran students using Post-9/11 education benefits by 2021 . This has created a need for research-based strategies to ensure this student population's success . According to a survey conducted by the National Center for Education , 96% of all Title IV eligible, degree granting 2year and 4-year postsecondary institutions reported enrolling military-veteran students during the 2012-13 academic year, amounting to 1,535 institutional responses from 1,650 Title IV public and private institutions-institutions that participate in financial aid . Background of the Study:
 There are limited data regarding student outcomes for the military-veteran population . But as the military-veteran student population continues to increase, taxpayers and policymakers are seeking current and accurate data to document these students' progression and outcomes . The Obama Administration commissioned the American Council on Education to establish a group of college and university administrators, the National Commission on Higher Education Attainment, to examine student success strategies. The commission identified the need for American colleges and universities to keep better student retention and completion data (National Commission on Higher Education Attainment, 2013). Now higher education institutions are realizing the need for military-veteran student data and are finding that they had previously not recorded basic data for military-veteran students . The availability of military-veteran student data is necessary to aid this student population in being successful. Background of the Study:
 In addition to scarcity, current military-veteran student research can be conflicting. For instance, one report suggested that 88% of military-veteran students starting college will drop out within the first year . In contrast, the SVA in partnership with the VA, conducted the Million Records Project that compared graduation rates and related information between veterans and nonveterans . The findings from the SVA study revealed that the militaryveteran student population has maintained satisfactory degree completion pace with its civilian counterparts ."
"Career Decision-making Difficulties among Student Veterans","https://scispace.com/paper/career-decision-making-difficulties-among-student-veterans-495f4y646c","2018","","","Lindsey Michalle LaVeck","","https://scispace.com/pdf/career-decision-making-difficulties-among-student-veterans-495f4y646c.pdf","","Title: We hereby approve the dissertation of Lindsey LaVeck Candidate for the Doctor of Philosophy in Urban Education Degree, Counseling Psychology This Dissertation has been approved for the Office of Doctoral Studies, College of Education and Human Services Authors: Lindsey Michalle Laveck,Graham B Stead,Michael Horvath,Julia C C A S A L Phillips,_____________________________ CHAPTER I INTRODUCTION:
 Historically, there has been a partnership between institutions of higher education and the military. This partnership began with the Servicemen's Readjustment Act of 1944, which is commonly referred to as the G.I. Bill . The G.I. Bill offered financial support to Veterans through education and training, loan guarantee, and unemployment pay. The enactment of the G.I. Bill had a significant impact on higher education . Education assistance for Veterans has systematically evolved throughout the years since the initial G.I. Bill. The most recent Bill, the Post-9/11 Veterans Educational Assistance Act of 2008 (henceforth also referred to as Post-9/11 G.I. Bill), has strengthened the partnership between the military and institutions of higher education. CHAPTER I INTRODUCTION:
 With the passage of the Post-9/11 Veterans Educational Assistance Act of 2008, colleges and universities in the United States have seen an increase in the number of student Veterans enrolling in higher education . The Post-9/11 G.I. CHAPTER I INTRODUCTION:
 Bill funding has been enticing more institutions to look at the Veteran and military population as a critical recruitment opportunity . In fact,  surveyed 690 higher education institutional leaders and found that 64% reported increased effort to recruit Veterans. CHAPTER I INTRODUCTION:
 The Post-9/11 Bill provides extensive educational benefits to Veterans seeking financial support for higher education. Specifically, it entitles Veterans to benefits such as financing the cost of tuition, providing a monthly housing allowance and yearly book and supply stipend, and offering a payment to individuals who relocate from highly rural areas (O'Herrin, 2011; U.S. . As a result of this, an increasing number of Veterans and military students are enrolling to complete degrees at campuses across the nation . According to the U.S. Government Accountability Office report of 2011, approximately 700,000 service members and Veterans attended higher education and training programs aided by the Department of Veterans Affairs . These recent enactments and changes in policies have been a catalyst for the significant influx of Veteran students and have made this the largest enrollment within campuses since World War II . Department of Veterans:
 The increased number of Veteran students present in higher education provides an opportunity for growth within academia. Specifically, institutions will need to adapt techniques for intervening in and assisting with experienced difficulties. Many college students, including Veterans, struggle with the decisions they must make within higher education and while transitioning between school and work . However, career decision-making difficulties for Veteran students have been largely unstudied in the United States. Identifying the unique challenges that Veterans face could facilitate institutions in understanding the needs of these students and appropriately addressing their concerns ."
"Student Veterans and Their Transition to Becoming a College Student","https://scispace.com/paper/student-veterans-and-their-transition-to-becoming-a-college-5cc15u1nte","2017","","","Paul R. Higgerson","","https://scispace.com/pdf/student-veterans-and-their-transition-to-becoming-a-college-5cc15u1nte.pdf","This study sought to understand how student veterans view their transition to becoming a college student. A small, but increasing, amount of studies have been conducted on this topic. A qualitative approach, specifically a narrative method, was utilized to better understand how student veterans made meaning of the life events they experienced during their transition. S ix student veterans in at least their second semester at their current institution were interviewed one-on-one, and their narratives are included here. This study revealed that student veterans and adult learners share many characteristics and that by viewing the student veteran as a student in transition, institutions will be better positioned to remove barriers, create a military friendly environment, and best facilitate this student population' s successful transition to college student.","National Guard members serve both their state and the federal government and can be activated by state governors for state emergencies or the federal government to support the federal military . Reservists, on the other hand, can only be activated to support the federal military . Definitions of Terms:
 Transition. ""Any event or nonevent resulting in change"" . Changes in the student veterans' roles can range from military member to student, from being deployed overseas to returning stateside, to being activated from the  Reserve forces to returning to reserve status, or from being in a strict, military environment to a more unstructured collegiate setting. Changes to one's settings, relationships, expectations, routines, health, or financial situation can also lead to transitions . It is important to note that a person's individual relationship to the transition is what is important . What is significant to one person might not be to another, causing the transition to be insignificant. This study focused on the transition to becoming a college student. Summary:
 Student veterans are coming to campus. The student veteran population is growing and will continue to grow . By identifying how student veterans transition to becoming a student, as well as what aspects of an institution's orientation and support services are most beneficial in facilitating this transition, this study will help to build upon recent studies and fill the gaps that exist in this area. Summary:
 Several studies have focused on student veterans' transitions to higher education; this study will focus on how student veterans describe their transition to becoming a college student, as well as what specific services student veterans utilize or seek out, when they became acquainted with them, how beneficial they were, and the impact of orientation and social support on their transition. ""Success is not static; it changes and evolves with time. And we must evaluate it constantly, aligning it with our goals and values"" . 12:
 The need for veteran-specific student services and a culture accepting of student veterans is clear as the literature review will show. Studies have shown that student veterans indicate a strong need for veteran-specific student services (American Council on Education, 2014; . Veteran-specific services may not be enough to facilitate a successful transition. Negotiation of student services as well as socialization are often times a problem for student veterans . Student veterans have had unique experiences and come to campus with unique needs. Colleges must focus on how to facilitate the process of becoming a college student for this increasing student population. History of Student Veterans in Higher Education:
 A brief statutory history of the path veterans have taken to higher education begins with the Serviceman's Readjustment Act of 1944, also referred to as the GI Bill. History of Student Veterans in Higher Education:
 In an effort to invest in the country, after World War II President Franklin Roosevelt, with the help of the American Legion, saw the GI Bill become law . History of Student Veterans in Higher Education:
 Under the GI Bill tuition and fees were covered at any institution the student veteran was accepted to . Veterans looking for a better life returned to college in hopes of improving their job prospects. History of Student Veterans in Higher Education:
 The GI Bill afforded returning veterans the opportunity to receive education or training they might have missed out on due to their military service . Prior to World War II, college was deemed for the well-to-do; the GI Bill changed that as millions took advantage of the opportunity now available to them ."
"Discovering the academic and social transitions of re-enrolling student veterans at one institution: A grounded theory","https://scispace.com/paper/discovering-the-academic-and-social-transitions-of-re-1544n2rxut","2009","","","Wade G. Livingston","","https://scispace.com/pdf/discovering-the-academic-and-social-transitions-of-re-1544n2rxut.pdf","","it. The personal sacrifices you make for the sake of our family are truly inspiring; you are the rock. Melissa: thank you for loving me throughout this process and for giving me something to look forward to on June 13, 2009. You deserve a purple heart for putting up with me. Lastly, to Shannon and Kwoks: thanks to both of you for being my home away from home. Shannon: we made it. INTRODUCTION:
 Chapter One provides an introduction to the research study. The chapter includes background information which provides context for the reader, and states the problem, purpose, and significance of the study. The theoretical framework of the study is introduced, and an overview of the research site is provided. Finally, a list of definitions is included to provide the reader with definitions of key terms and concepts found within the study. INTRODUCTION:
 The Serviceman's Readjustment Act of 1944, more commonly referred to as the G.I. Bill, opened the doors of higher education for millions of returning soldiers following World War II. Some politicians and academicians were skeptical of the Bill, and worried the influx of student veterans would adversely affect higher education and the economy in general, or that the Bill would simply have little impact at all . Few people realized the G.I. Bill would forever alter higher education in the United States . INTRODUCTION:
 The G.I. Bill constituted a landmark piece of legislation transforming U.S. society and education . The Bill allowed the proliferating middle class to see higher education, and thus the American Dream, as an attainable goal.  noted the G.I. Bill ushered in an era of mass higher education in the United States.  stated the Bill represented universal access to higher education, and  noted the Bill was a dramatic illustration of the generalization of higher education in the United States. INTRODUCTION:
 After World War II, 2,232,000 veterans used the Bill to attend college during the 1940s and 1950s . Since its inception during World War II, over 18,000,000 veterans have taken advantage of G.I. Bill educational benefits ). INTRODUCTION:
 Today's student veterans continue using the G.I. Bill to help pay for college costs. The number of service members estimated to utilize the G.I. Bill in 2007 was 440,000 individuals at over 6,800 institutions . INTRODUCTION:
 Many higher education institutions view veterans as an attractive student population with ample financial resources . Furthermore, military recruiters use education benefits to increase personnel retention . The effect of combined institutional and military recruitment of veterans is a mutually beneficial relationship between the military and higher education. This relationship is likely to continue as U.S. involvement in Afghanistan and Iraq continues. INTRODUCTION:
 While the numbers are less than those reported after World War II and Vietnam, student veterans today remain a sizeable population.  noted 82% of twoyear public, four-year public, and four-year private higher education institutions enrolled students who left school due to military service before completing their education in the 2006 academic year. As  suggested at the time of the Gulf War in 1991, student affairs practitioners must realize that their student populations, augmented by reenrolling student veterans, are increasingly diverse. Seventeen years later, this statement resonates. It is incumbent upon all higher education stakeholders to recognize the diverse needs of this population, and begin to think about how best to support student veterans."
